sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"84","84화","RA-015","연패 스토퍼 승리 뒤 3루수 자원 제안","외야 조명 시야 방해와 2루 실책으로 열린 반격을 타선이 5대2 역전으로 바꾸는 동안 윤주혁이 8이닝 12탈삼진으로 버텨 연패를 끊는다. 곧 매니의 약물 양성 은퇴와 새 4연패가 겹치자, 매든이 고민하던 3루에 자신이 서서 자니 데이먼을 지명타자로 쓰게 하겠다고 제안한다.","7","8","7","7","9","8","8","8","보상 범위=8이닝 2실점 시즌 2승·4연패 탈출과 새 수비 역할 제안 층위; 외야 조명 시야 방해와 2루 실책으로 열린 반격을 타선이 5대2 역전으로 바꾸는 동안 윤주혁이 8이닝 12탈삼진으로 버텨 연패를 끊는다. 곧 매니의 약물 양성 은퇴와 새 4연패가 겹치자, 매든이 고민하던 3루에 자신이 서서 자니 데이먼을 지명타자로 쓰게 하겠다고 제안한다."
"85","85화","RA-015","숨은 3루 수비의 실전 공개","정면 타구·라인드라이브·번트를 모두 처리해 펑고 시험을 통과하고 보스턴전 5번 3루수로 선발된다. 프랑코나와 전 동료 크로포드는 경험 부족을 확신하지만 엘스버리의 강습, 다이빙 캐치, 기습 번트까지 안정적으로 처리해 원정 팬이 ‘허점 없는 괴물’이라 탄식한다.","6","8","4","7","10","7","7","9","보상 범위=보스턴전 3루 선발권과 팀 라인업 유연성 층위; 정면 타구·라인드라이브·번트를 모두 처리해 펑고 시험을 통과하고 보스턴전 5번 3루수로 선발된다. 프랑코나와 전 동료 크로포드는 경험 부족을 확신하지만 엘스버리의 강습, 다이빙 캐치, 기습 번트까지 안정적으로 처리해 원정 팬이 ‘허점 없는 괴물’이라 탄식한다."
"86","86화","RA-015","3루 겸업 승리에서 다음 날 선발 투수전으로 전환","3루 수비를 끝까지 안정적으로 맡고 시즌 3호 3점포까지 쳐 7대1로 연패를 끊는다. 다음 날 선발에서는 애런에게 커브 뒤 포심 릴리스가 달라진다는 조언을 받고 6회까지 2피안타 무실점으로 버티며, 데이먼의 선두 2루타 뒤 베켓이 좋은 공을 피하는 윤주혁의 타석에서 멈춘다.","6","8","7","7","9","7","7","8","보상 범위=보스턴전 3루 무실책·3점 홈런·4연패 탈출과 다음 선발 0대0 승부 층위; 3루 수비를 끝까지 안정적으로 맡고 시즌 3호 3점포까지 쳐 7대1로 연패를 끊는다. 다음 날 선발에서는 애런에게 커브 뒤 포심 릴리스가 달라진다는 조언을 받고 6회까지 2피안타 무실점으로 버티며, 데이먼의 선두 2루타 뒤 베켓이 좋은 공을 피하는 윤주혁의 타석에서 멈춘다."
"87","87화","RA-016","노출된 패턴 역이용과 경기 해설 결산","페드로이아가 커브 뒤 빠른 공을 기다리는 것을 알아채고 74마일 커브를 연속으로 던져 삼진 잡은 뒤, 같은 노림수를 미끼 삼아 중심타자 셋을 연달아 돌려세운다. 경기 후 방송에서 은퇴 투수 칼 버켓이 여섯 이닝 동안 안 던진 커브를 7회에 실투 없이 쓸 수 있느냐는 질문을 받는 데서 끝난다.","7","8","4","9","9","5","7","8","보상 범위=한 경기 선취타·세 타자 연속 삼진과 상대 분석을 뒤집는 운영 기술 층위; 페드로이아가 커브 뒤 빠른 공을 기다리는 것을 알아채고 74마일 커브를 연속으로 던져 삼진 잡은 뒤, 같은 노림수를 미끼 삼아 중심타자 셋을 연달아 돌려세운다. 경기 후 방송에서 은퇴 투수 칼 버켓이 여섯 이닝 동안 안 던진 커브를 7회에 실투 없이 쓸 수 있느냐는 질문을 받는 데서 끝난다."
"88","88화","RA-016","보스턴 완승에서 6연승·주간상으로 확장","보스턴을 8이닝 무실점 12탈삼진, 타석 안타·타점·볼넷으로 5대0 이긴 뒤 팀은 마쓰자카를 1회 5실점시켜 보스턴을 스윕하고 에인절스까지 쓸어 6연승한다. 회차 끝은 윤주혁의 투수 8이닝 무실점과 타자 4홈런 11타점을 근거로 이주의 선수 선정 기사가 마감된다.","4","9","2","8","9","8","8","9","보상 범위=8이닝 무실점 12탈삼진, 두 시리즈 스윕과 아메리칸리그 이주의 선수 층위; 보스턴을 8이닝 무실점 12탈삼진, 타석 안타·타점·볼넷으로 5대0 이긴 뒤 팀은 마쓰자카를 1회 5실점시켜 보스턴을 스윕하고 에인절스까지 쓸어 6연승한다. 회차 끝은 윤주혁의 투수 8이닝 무실점과 타자 4홈런 11타점을 근거로 이주의 선수 선정 기사가 마감된다."
"89","89화","RA-016","시애틀전 선취 3점포","제이슨 바르가스의 흔들림과 업튼의 도루로 만든 2사 2·3루에서 낮은 체인지업을 당겨, 이치로가 쫓던 우측 담장을 넘긴다. 이치로 앞에서 두 경기 연속 홈런이 된 3대0 선취 보상은 확정되지만, 마운드에서의 승부는 아직 시작하지 않는다.","5","8","5","6","9","5","8","8","보상 범위=한 타석 시즌 8호 3점 홈런과 선발 등판 전 득점 지원 층위; 제이슨 바르가스의 흔들림과 업튼의 도루로 만든 2사 2·3루에서 낮은 체인지업을 당겨, 이치로가 쫓던 우측 담장을 넘긴다. 이치로 앞에서 두 경기 연속 홈런이 된 3대0 선취 보상은 확정되지만, 마운드에서의 승부는 아직 시작하지 않는다."
"90","90화","RA-016","이치로 정면 승부와 7연승 완결","이치로가 72마일 커브를 맞혀 불규칙 바운드를 만들자 직접 다이빙 캐치·송구로 간발의 아웃을 만들고 뒤 두 타석은 삼진으로 잡는다. 7이닝 3피안타 2볼넷 12탈삼진, 8대0과 평균자책 0.60까지 기사로 완결되어 다음 결과를 미리 걸지 않는다.","7","9","2","6","10","5","8","9","보상 범위=이치로 상대 호수비·연타석 삼진, 7이닝 무실점 시즌 4승과 팀 7연승 층위; 이치로가 72마일 커브를 맞혀 불규칙 바운드를 만들자 직접 다이빙 캐치·송구로 간발의 아웃을 만들고 뒤 두 타석은 삼진으로 잡는다. 7이닝 3피안타 2볼넷 12탈삼진, 8대0과 평균자책 0.60까지 기사로 완결되어 다음 결과를 미리 걸지 않는다."
"91","91화","RA-017","성적 하락 진단과 사이영상 목표 재설정","6승 2패 평균자책 2.24와 타율 .407·13홈런이라는 높은 전체 수치 안에서도 최근 3실점, 5실점 패배와 익숙해진 커브 궤적을 문제로 특정한다. 매든은 조급해하지 말라고 모자를 바로 씌워 주고, 마지막에 오늘 필라델피아 선발이 과거 악연인 제이크 로드리게스임이 드러난다.","5","5","7","10","5","8","7","7","보상 범위=두 경기 부진을 기술 과제로 바꾸는 시즌 중간 조정 층위; 6승 2패 평균자책 2.24와 타율 .407·13홈런이라는 높은 전체 수치 안에서도 최근 3실점, 5실점 패배와 익숙해진 커브 궤적을 문제로 특정한다. 매든은 조급해하지 말라고 모자를 바로 씌워 주고, 마지막에 오늘 필라델피아 선발이 과거 악연인 제이크 로드리게스임이 드러난다."
"92","92화","RA-017","인종 모욕을 경기 선취점으로 전환","원정 관중의 모욕까지 견디며 제이크의 슬라이더를 밀어 2타점 2루타로 만들고, 마운드에서는 3회 2아웃까지 6탈삼진 무출루로 누른다. 기다리던 제이크가 타석에 서자 맞추라고 던진 99마일 한가운데를 헛스윙하고, 마지막에는 윤주혁이 다시 바깥쪽 포심을 찔러 넣는다.","9","7","8","6","10","8","9","7","보상 범위=필라델피아전 첫 타석 2타점과 3회까지 무실점, 투수 대 투수 자존심 승부 층위; 원정 관중의 모욕까지 견디며 제이크의 슬라이더를 밀어 2타점 2루타로 만들고, 마운드에서는 3회 2아웃까지 6탈삼진 무출루로 누른다. 기다리던 제이크가 타석에 서자 맞추라고 던진 99마일 한가운데를 헛스윙하고, 마지막에는 윤주혁이 다시 바깥쪽 포심을 찔러 넣는다."
"93","93화","RA-017","필라델피아 투타 완승과 인터뷰 직전","제이크를 타석에서 삼진으로, 6회에는 2점 홈런으로 강판시켜 직접적인 우열을 정리한다. 8이닝 4피안타 무실점 14탈삼진과 3타수 3안타 1홈런 4타점, 7대0 시즌 7승을 모두 지급한 뒤 기자들 앞에서 질문을 받기 전에 윤주혁이 먼저 입을 여는 순간에 멈춘다.","7","10","7","5","10","6","9","10","보상 범위=한 경기 8이닝 무실점 14탈삼진·홈런 4타점과 시즌 7승 층위; 제이크를 타석에서 삼진으로, 6회에는 2점 홈런으로 강판시켜 직접적인 우열을 정리한다. 8이닝 4피안타 무실점 14탈삼진과 3타수 3안타 1홈런 4타점, 7대0 시즌 7승을 모두 지급한 뒤 기자들 앞에서 질문을 받기 전에 윤주혁이 먼저 입을 여는 순간에 멈춘다."
"94","94화","RA-018","전반기 시장가치 상승과 투타 동시 올스타 확정","제이크는 전력으로 상대할 가치도 없었다는 식으로 논란을 경기 결과에 묻고, 뒤 세 선발에서 2승을 더해 평균자책 1.91·140탈삼진을 만든다. 타자로 타율 .361·24홈런·65타점, 팬 투표 1위 지명타자이자 감독 추천 투수로 동시에 올스타에 뽑히며, 마지막은 작은 탬파 팬덤으로 오티스 팬 투표를 이긴 의미를 자부하는 장면이다.","3","10","3","10","5","6","9","10","보상 범위=전반기 9승·24홈런, 구단 수익 증가와 투수·지명타자 올스타 공식 인정 층위; 제이크는 전력으로 상대할 가치도 없었다는 식으로 논란을 경기 결과에 묻고, 뒤 세 선발에서 2승을 더해 평균자책 1.91·140탈삼진을 만든다. 타자로 타율 .361·24홈런·65타점, 팬 투표 1위 지명타자이자 감독 추천 투수로 동시에 올스타에 뽑히며, 마지막은 작은 탬파 팬덤으로 오티스 팬 투표를 이긴 의미를 자부하는 장면이다."
"95","95화","RA-018","홈런더비 1라운드 압도","후유증 우려를 자신의 세 번 우승 경험과 완성된 타격 메커니즘으로 반박하고 필립 모리스를 배팅볼 투수로 세운다. 긴장한 필립에게 어디든 던지라고 안심시킨 뒤 아웃 없이 네 개부터 시작해 10아웃 동안 16개를 넘기며 전광판 수치로 첫 라운드를 닫는다.","5","8","5","7","10","8","8","9","보상 범위=홈런더비 한 라운드 16홈런과 리그 최상급 장타자 증명 층위; 후유증 우려를 자신의 세 번 우승 경험과 완성된 타격 메커니즘으로 반박하고 필립 모리스를 배팅볼 투수로 세운다. 긴장한 필립에게 어디든 던지라고 안심시킨 뒤 아웃 없이 네 개부터 시작해 10아웃 동안 16개를 넘기며 전광판 수치로 첫 라운드를 닫는다."
"96","96화","RA-018","준결승 통과와 결승 자만 경계","카노의 12개를 의식해 흔들리는 필립에게 공을 조금 높게 달라고 구체적으로 조율하고 14개로 결승에 간다. 곤살레스가 5개에 그치자 과거 똑같은 조건에서 4개만 치고 진 기억이 돌아와, 쉬운 우승이라 여기지 않고 걱정을 지운 채 결승 타석으로 나선다.","6","8","6","7","9","9","7","8","보상 범위=홈런더비 준결승 14홈런과 결승의 6개 기준점 층위; 카노의 12개를 의식해 흔들리는 필립에게 공을 조금 높게 달라고 구체적으로 조율하고 14개로 결승에 간다. 곤살레스가 5개에 그치자 과거 똑같은 조건에서 4개만 치고 진 기억이 돌아와, 쉬운 우승이라 여기지 않고 걱정을 지운 채 결승 타석으로 나선다."
"97","97화","RA-018","홈런더비 우승 결산과 올스타전 투타 역할 선택","우승 기준을 넘긴 뒤에도 14개까지 쳐 총 44개 대회 기록을 만들고 상금 전액을 기부한다. 다음 날 올스타 선발투수 영예보다 팬이 뽑은 지명타자 전 타석을 택하고, 6회까지 앞서면 9회 마무리로도 오르기로 한 채 1회 선취점을 내준 경기를 지켜본다.","5","10","6","9","10","8","9","10","보상 범위=최연소·아시아 최초 홈런더비 우승, 총 44홈런 기록과 44만5천 달러 기부 층위; 우승 기준을 넘긴 뒤에도 14개까지 쳐 총 44개 대회 기록을 만들고 상금 전액을 기부한다. 다음 날 올스타 선발투수 영예보다 팬이 뽑은 지명타자 전 타석을 택하고, 6회까지 앞서면 9회 마무리로도 오르기로 한 채 1회 선취점을 내준 경기를 지켜본다."
"98","98화","RA-018","올스타전 역전포·마무리와 MVP 완결","할러데이 상대 적시타를 포함해 9대7 열세에서 역전 쓰리런을 치고 9회 직접 올라 1이닝 무실점 2탈삼진으로 10대9를 지킨다. 아시아 최초·역대 최연소 올스타 MVP와 월드시리즈 홈 어드밴티지를 모두 얻은 뒤, 이틀간 소진한 체력에도 커브와 문제점을 고치려고 훈련장에 나간다.","8","10","3","7","10","8","10","10","보상 범위=올스타전 한 경기 역전 3점 홈런·5타점·1이닝 무실점과 최연소 MVP 층위; 할러데이 상대 적시타를 포함해 9대7 열세에서 역전 쓰리런을 치고 9회 직접 올라 1이닝 무실점 2탈삼진으로 10대9를 지킨다. 아시아 최초·역대 최연소 올스타 MVP와 월드시리즈 홈 어드밴티지를 모두 얻은 뒤, 이틀간 소진한 체력에도 커브와 문제점을 고치려고 훈련장에 나간다."
"99","99화","RA-019","동료 연애 결실과 자기 외로움 인식 뒤 후반기 출발","자신이 건넨 와인과 조언이 두 사람의 교제로 이어진 사실을 축하하면서도, 전생 내내 진짜 자기 편 없이 버틴 외로움을 처음 구체적으로 인정한다. 불펜 투구로 감정을 누른 뒤 휴식 없는 올스타 브레이크를 마치고, 지구 우승 의지를 품은 후반기 첫 선발로 관중의 이름 연호를 받는다.","3","6","5","5","4","10","10","4","보상 범위=필립·레이첼 관계와 윤주혁 자신의 삶·후반기 커리어 목표 층위; 자신이 건넨 와인과 조언이 두 사람의 교제로 이어진 사실을 축하하면서도, 전생 내내 진짜 자기 편 없이 버틴 외로움을 처음 구체적으로 인정한다. 불펜 투구로 감정을 누른 뒤 휴식 없는 올스타 브레이크를 마치고, 지구 우승 의지를 품은 후반기 첫 선발로 관중의 이름 연호를 받는다."
"100","100화","RA-019","새 완급 운영과 베이브 루스 기록 경신","강속구에 약한 타자는 공격하고 맞히는 좌타자에게는 낮은 저속 포심·커브·체인지업을 섞어 96구 7이닝 무실점 11탈삼진을 만든다. 시즌 13승·24홈런으로 루스의 13승·11홈런 기준을 잔여 61경기에서 넘겼다는 기사와 팬 반응까지 완전 지급한다.","4","10","2","10","9","5","9","10","보상 범위=후반기 첫 승·시즌 13승과 현대 투타 단일 시즌 최고 기록 층위; 강속구에 약한 타자는 공격하고 맞히는 좌타자에게는 낮은 저속 포심·커브·체인지업을 섞어 96구 7이닝 무실점 11탈삼진을 만든다. 시즌 13승·24홈런으로 루스의 13승·11홈런 기준을 잔여 61경기에서 넘겼다는 기사와 팬 반응까지 완전 지급한다."
"101","101화","RA-020","지구 선두 직접 대결과 너클볼 약점 노출","최근 두 선발이 득점 지원과 불펜 탓에 13승에 묶이고 벌랜더는 18승으로 달아난 가운데, 윤주혁은 보스턴 3연전 첫 두 경기를 타자로 치르고 세 번째에 선발로 나서기로 한다. 1차전 4번 임무를 받고 라인업을 보던 마지막 순간, 평생 약했던 너클볼러 팀 웨이크필드의 대체 선발을 보고 얼굴이 굳는다.","6","4","7","9","5","5","7","7","보상 범위=보스턴 3연전의 4번 타자 책임과 사이영상·MVP 추격 조건 층위; 최근 두 선발이 득점 지원과 불펜 탓에 13승에 묶이고 벌랜더는 18승으로 달아난 가운데, 윤주혁은 보스턴 3연전 첫 두 경기를 타자로 치르고 세 번째에 선발로 나서기로 한다. 1차전 4번 임무를 받고 라인업을 보던 마지막 순간, 평생 약했던 너클볼러 팀 웨이크필드의 대체 선발을 보고 얼굴이 굳는다."
"102","102화","RA-020","너클볼 행운 출루와 2대1 열세 형성","궤적을 끝까지 쫓다 늦게 낸 배트에 공이 우연히 들어와 안타가 되고, 조브리스트 안타와 웨이크필드 폭투로 홈까지 밟는다. 그러나 웨이크필드는 병살로 회복하고 오티스의 2점 홈런이 2대1을 만들며, 마지막은 11연승 팀의 사기를 상대로 신인 헬릭슨이 최소 퀄리티스타트를 버텨야 한다는 압력이다.","7","4","5","8","7","3","7","4","보상 범위=첫 너클볼 타석 안타·폭투 득점과 보스턴전 초반 한 점 기여 층위; 궤적을 끝까지 쫓다 늦게 낸 배트에 공이 우연히 들어와 안타가 되고, 조브리스트 안타와 웨이크필드 폭투로 홈까지 밟는다. 그러나 웨이크필드는 병살로 회복하고 오티스의 2점 홈런이 2대1을 만들며, 마지막은 11연승 팀의 사기를 상대로 신인 헬릭슨이 최소 퀄리티스타트를 버텨야 한다는 압력이다."
"103","103화","RA-020","너클볼 학습 역전포와 불펜 전환 직전","3볼에서 웨이크필드가 스트라이크를 넣어야 한다는 조건과 미세한 회전을 읽어, 우연이 아닌 의도적인 투런으로 3대2를 만든다. 헬릭슨이 연속 병살로 위기를 넘기는 동안 6회 롱고리아가 너클볼을 안타로 쳐 윤주혁 앞에 출루하고, 프랑코나는 좌완 모랄레스 교체를 준비한다.","8","8","7","8","9","7","8","8","보상 범위=한 타석 시즌 29호 역전 2점 홈런과 보스턴전 6회 리드 층위; 3볼에서 웨이크필드가 스트라이크를 넣어야 한다는 조건과 미세한 회전을 읽어, 우연이 아닌 의도적인 투런으로 3대2를 만든다. 헬릭슨이 연속 병살로 위기를 넘기는 동안 6회 롱고리아가 너클볼을 안타로 쳐 윤주혁 앞에 출루하고, 프랑코나는 좌완 모랄레스 교체를 준비한다."
"104","104화","RA-020","보스턴 연전 우세의 확정과 3차전 재장전","모랄레스의 롱릴리프와 윤주혁의 적은 투구 수 운영이 첫 경기 승리를 지키고, 다음 경기에서는 5안타를 때리며 타격 우세까지 넓힌다. 두 경기를 빠르게 결산한 뒤 베켓과 좌타자 여섯 명이 맞서는 3차전 선발로 넘어가므로 지급은 크지만 마지막 압력은 새 경기의 시작점이다.","5","9","5","8","8","5","8","9","보상 범위=보스턴 원정 두 경기 승리와 투타 전관왕 경쟁이 겹치는 시리즈·시즌 층위; 모랄레스의 롱릴리프와 윤주혁의 적은 투구 수 운영이 첫 경기 승리를 지키고, 다음 경기에서는 5안타를 때리며 타격 우세까지 넓힌다. 두 경기를 빠르게 결산한 뒤 베켓과 좌타자 여섯 명이 맞서는 3차전 선발로 넘어가므로 지급은 크지만 마지막 압력은 새 경기의 시작점이다."
"105","105화","RA-021","퍼펙트 흐름과 득점 선택의 압축","좌타자 배치가 체인지업과 몸쪽 승부에 막히며 퍼펙트 흐름이 생기고, 타선은 비제이 업튼의 출루와 롱고리아의 장타로 윤주혁을 고의사구까지 밀어 올린다. 그러나 말미에는 조브리스트가 두 차례 헛스윙해 0볼 2스트라이크에 몰리므로 기록과 득점 모두 아직 지급 전이다.","7","6","8","6","8","4","7","6","보상 범위=한 경기 초중반의 퍼펙트 진행과 득점 기회 층위; 좌타자 배치가 체인지업과 몸쪽 승부에 막히며 퍼펙트 흐름이 생기고, 타선은 비제이 업튼의 출루와 롱고리아의 장타로 윤주혁을 고의사구까지 밀어 올린다. 그러나 말미에는 조브리스트가 두 차례 헛스윙해 0볼 2스트라이크에 몰리므로 기록과 득점 모두 아직 지급 전이다."
"106","106화","RA-021","4점 지원과 7이닝 노히트 고조","조브리스트의 희생플라이와 매트 모리스의 홈런이 4점 리드를 만들고, 윤주혁은 6회 몸에 맞는 공으로 퍼펙트만 놓친 뒤 병살로 노히트를 지킨다. 7회까지 피안타 없이 닫았지만 여섯 타자가 남았다는 마지막 자각 때문에 역사적 보상은 아직 완결되지 않는다.","7","8","8","5","9","4","8","7","보상 범위=한 경기 리드와 7이닝 노히트 진행 층위; 조브리스트의 희생플라이와 매트 모리스의 홈런이 4점 리드를 만들고, 윤주혁은 6회 몸에 맞는 공으로 퍼펙트만 놓친 뒤 병살로 노히트를 지킨다. 7회까지 피안타 없이 닫았지만 여섯 타자가 남았다는 마지막 자각 때문에 역사적 보상은 아직 완결되지 않는다."
"107","107화","RA-021","8이닝 노히트와 만루 타격의 충돌","윤주혁은 8회에 구속을 끌어올려 세 타자를 연속 삼진으로 잡고 여덟 이닝을 안타 없이 완주한다. 이는 완성 전이라도 노히터급 체감을 주는 대형 경기 보상이라 9를 지급하되, 8회 말 무사 만루에서 타격과 9회 체력 사이를 저울질하는 장면이 결산을 다시 보류한다. 107화 노히터 결산: 이 화의 지급은 `8이닝 무피안타`까지이며 만루 홈런과 9회 노히터 완성은 아직 일어나지 않았다.","8","9","9","5","10","5","9","8","보상 범위=완성 직전의 8이닝 노히트라는 한 경기 역사 기록 층위; 윤주혁은 8회에 구속을 끌어올려 세 타자를 연속 삼진으로 잡고 여덟 이닝을 안타 없이 완주한다. 이는 완성 전이라도 노히터급 체감을 주는 대형 경기 보상이라 9를 지급하되, 8회 말 무사 만루에서 타격과 9회 체력 사이를 저울질하는 장면이 결산을 다시 보류한다. 107화 노히터 결산: 이 화의 지급은 `8이닝 무피안타`까지이며 만루 홈런과 9회 노히터 완성은 아직 일어나지 않았다."
"108","108화","RA-021","시즌 30호 만루포와 기록 저지 시도","윤주혁은 무사 만루에서 시즌 30호 만루 홈런을 쳐 승부를 사실상 닫고 9회 마운드에 오른다. 0볼 2스트라이크의 케빈 유킬리스가 번트를 대자 윤주혁이 몸을 날려 아웃을 만들지만, 기록 관행을 둘러싼 양 팀 말싸움이 붙어 노히터 완결 대신 집단 충돌 직전에서 끝난다.","9","9","9","5","10","7","9","9","보상 범위=한 경기 쐐기 만루 홈런과 시즌 30홈런 기록, 노히터 마지막 수비 층위; 윤주혁은 무사 만루에서 시즌 30호 만루 홈런을 쳐 승부를 사실상 닫고 9회 마운드에 오른다. 0볼 2스트라이크의 케빈 유킬리스가 번트를 대자 윤주혁이 몸을 날려 아웃을 만들지만, 기록 관행을 둘러싼 양 팀 말싸움이 붙어 노히터 완결 대신 집단 충돌 직전에서 끝난다."
"109","109화","RA-021","벤치 충돌 통제와 노히터 완성","윤주혁은 유킬리스를 향한 보복보다 경기 완성을 택하고, 마르코 스쿠타로를 삼진으로 잡아 9이닝 무피안타 15탈삼진을 완성한다. 첫 완투·첫 완봉·시즌 14승과 보스턴 싹쓸이까지 한 장면에 겹치므로 최고 보상이며, 마지막은 동료들의 포옹과 중계진의 역사 선언이라 다음 위기보다 여운이 크다.","9","10","2","8","10","8","10","10","보상 범위=구단·한국인 최초이자 최연소 메이저리그 노히터라는 한 경기·커리어 역사 층위; 윤주혁은 유킬리스를 향한 보복보다 경기 완성을 택하고, 마르코 스쿠타로를 삼진으로 잡아 9이닝 무피안타 15탈삼진을 완성한다. 첫 완투·첫 완봉·시즌 14승과 보스턴 싹쓸이까지 한 장면에 겹치므로 최고 보상이며, 마지막은 동료들의 포옹과 중계진의 역사 선언이라 다음 위기보다 여운이 크다."
"110","110화","RA-021","대기록의 사회적 여진과 일상 복귀","미국과 한국의 기사, 광고 문의, 유명인의 접근이 노히터의 외부 보상을 구체화한다. 윤주혁은 사람을 가려 만나고 직접 요리하며 쉬다가 디트로이트전 준비에 일찍 복귀하므로, 경기 행동보다 정보·지위와 자기 관리가 중심이다.","3","8","4","8","3","6","7","9","보상 범위=대기록의 국가·광고·인지도 파급과 투수 일상 회복 층위; 미국과 한국의 기사, 광고 문의, 유명인의 접근이 노히터의 외부 보상을 구체화한다. 윤주혁은 사람을 가려 만나고 직접 요리하며 쉬다가 디트로이트전 준비에 일찍 복귀하므로, 경기 행동보다 정보·지위와 자기 관리가 중심이다."
"111","111화","RA-022","쉴즈의 동반 노히터 진입","가벼운 생활 대화 뒤 제임스 쉴즈가 디트로이트 타선을 안타 없이 막고, 매트 모리스의 시즌 20호 투런포와 내야 수비가 기록을 지원한다. 6회 말 두 아웃에서 쉴즈가 일어나는 모습에 윤주혁이 시선을 주며 개인 기록이 팀 연속 기록으로 번질 가능성을 연다.","5","8","5","6","8","7","6","8","보상 범위=동료 선발의 한 경기 노히트 진행과 팀 수비 신뢰 층위; 가벼운 생활 대화 뒤 제임스 쉴즈가 디트로이트 타선을 안타 없이 막고, 매트 모리스의 시즌 20호 투런포와 내야 수비가 기록을 지원한다. 6회 말 두 아웃에서 쉴즈가 일어나는 모습에 윤주혁이 시선을 주며 개인 기록이 팀 연속 기록으로 번질 가능성을 연다."
"112","112화","RA-022","노히터 수비 위기와 9회 진입","몸에 맞는 공과 폭투로 7회 실점 위기가 생기지만 매트 모리스가 홈에서 주자를 잡고, 8회에는 직접 2타점 2루타를 쳐 4대0을 만든다. 공격과 수비가 쉴즈의 기록을 받쳐 준 뒤 9회 첫 타자 초구로 멈춰 완결 압력이 최고점에 가깝다.","8","8","9","4","10","8","8","7","보상 범위=한 경기 노히터를 공동으로 지키는 득점·수비 층위; 몸에 맞는 공과 폭투로 7회 실점 위기가 생기지만 매트 모리스가 홈에서 주자를 잡고, 8회에는 직접 2타점 2루타를 쳐 4대0을 만든다. 공격과 수비가 쉴즈의 기록을 받쳐 준 뒤 9회 첫 타자 초구로 멈춰 완결 압력이 최고점에 가깝다."
"113","113화","RA-022","팀 연속 노히터 결산과 지구 우승 압력 전환","쉴즈는 볼넷 뒤 오스틴 잭슨을 병살로 잡아 팀 선발 두 경기 연속 노히터를 완성한다. 시간 점프 뒤 윤주혁의 15승과 팀 5연승, 동부 1위가 지급되지만 잔여 13경기와 매직넘버 11을 계산하며 두 시즌 연속 지구 우승을 위한 자기 싸움으로 압력이 이동한다.","8","10","5","9","10","9","9","10","보상 범위=메이저리그 최초 팀 선발 두 경기 연속 노히터와 시즌 15승·지구 선두라는 역사·시즌 층위; 쉴즈는 볼넷 뒤 오스틴 잭슨을 병살로 잡아 팀 선발 두 경기 연속 노히터를 완성한다. 시간 점프 뒤 윤주혁의 15승과 팀 5연승, 동부 1위가 지급되지만 잔여 13경기와 매직넘버 11을 계산하며 두 시즌 연속 지구 우승을 위한 자기 싸움으로 압력이 이동한다."
"114","114화","RA-023","시즌 막판 장타 감각 재점화","무사 2·3루가 두 타자의 범타로 2사까지 줄고, 윤주혁은 안타가 아닌 4번 타자의 장타를 택해 잭 브리튼의 가장 좋은 바깥쪽 패스트볼을 3점 홈런으로 넘긴다. 홈런 결과는 이 화 안에 분명히 지급되고 마지막은 자기 최고 공이 무너진 브리튼의 심리 붕괴다.","7","8","5","5","9","4","8","8","보상 범위=한 타석 3점 선취포가 연승·지구 우승 경쟁을 움직이는 경기·시즌 층위; 무사 2·3루가 두 타자의 범타로 2사까지 줄고, 윤주혁은 안타가 아닌 4번 타자의 장타를 택해 잭 브리튼의 가장 좋은 바깥쪽 패스트볼을 3점 홈런으로 넘긴다. 홈런 결과는 이 화 안에 분명히 지급되고 마지막은 자기 최고 공이 무너진 브리튼의 심리 붕괴다."
"115","115화","RA-023","볼티모어 7연승 결산과 보스턴 박빙 진입","브리튼을 5이닝 6실점으로 끌어내리고 제프 니만과 불펜이 6대1을 지켜 7연승을 완성한다. 보스턴 이동 뒤 선수들의 자율 관리와 헬릭슨의 성장 기록을 짚지만, 3대3인 6회 말 1사 1·3루에서 실제 경기 압력이 다시 커진다.","6","7","7","8","6","7","7","7","보상 범위=볼티모어전 승리·니만 10승과 보스턴 직접 대결의 한 시리즈 층위; 브리튼을 5이닝 6실점으로 끌어내리고 제프 니만과 불펜이 6대1을 지켜 7연승을 완성한다. 보스턴 이동 뒤 선수들의 자율 관리와 헬릭슨의 성장 기록을 짚지만, 3대3인 6회 말 1사 1·3루에서 실제 경기 압력이 다시 커진다."
