sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"585","법보다 주먹(완전판) 585화","푸틴의 반반 선택과 미국 망명 폭탄","5퍼센트 제안을 받은 푸틴이 냉정하게 손익을 재고 있다.","거절될 수 있는 사과 요구까지 밀어붙이는 벼랑 끝 협상 긴장","돈·가스·사과를 하나로 묶어 제주 독립 지지율을 올릴 공개 영수증을 얻는다.","박동철은 통역을 다시 불러 007편 사과 조건을 제시하고 푸틴 결정을 기다리는 한편, 미국에서는 푸틴 측 정보국장이 기자들 앞 망명하며 트럼프 공모 폭탄을 던진다.","사과 요구가 푸틴 자존심을 건드려 전체 거래를 깨뜨릴 확률이 절반이며 미국 정국도 다시 폭발한다.","푸틴이 미국에 던진 망명 카드가 트럼프 탄핵과 유대계 조직 부활을 동시에 부를 수 있다.","박동철이 개인 돈 거래를 국가적 과거사 사과로 환전할 최종 조건을 테이블에 올린다.","세계·평판","러시아 협상과 미국 정권 위기가 다시 연결되어 양국 권력판 전체가 흔들린다.","박동철과 푸틴이 서로 결정을 기다리는 동안 미국에서 핵폭탄급 폭로가 시작된다.","가스관 이익안 제시","푸틴 사과 결단과 트럼프 폭로 후폭풍","푸틴 가스 거래와 KAL007 사과","high"
"586","법보다 주먹(완전판) 586화","푸틴과의 악수와 시베리아 철도 선택","푸틴은 사과·가스관·개인 수익을 묶은 박동철의 히든카드를 검토한다.","세계적 강자와 대등하게 악수해 비공식 거래를 성사시키는 결산","약속을 확정하고 러시아의 귀국길 암살을 피한다.","푸틴은 전화 한 통으로 실행 조건을 확인한 뒤 박동철과 악수하고, 박동철은 특사 임무 종료를 선언하며 항공기 대신 기차로 여러 나라를 순방한다.","수많은 거짓말 중 지킬 것만 골라야 하고 비밀을 아는 통역관도 목숨을 걱정한다.","푸틴이 즉시 결단해 회담을 성사시키지만 박동철은 비행 귀국이 함정임을 보고 시베리아 횡단열차로 틀어버린다.","가스·사과 거래가 정상 간 악수로 확정되고 박동철은 푸틴의 첫 암살 통로를 봉쇄한다.","세계·생존","박동철은 대한민국 특사에서 독자 외교를 펼치는 제주 도지사로 역할을 전환한다.","대사는 기차로 귀국하겠다는 순방 선언에 황당해한다.","푸틴 비밀거래 체결","귀국 암살 회피와 공식 사과 발표","푸틴 가스 거래와 KAL007 사과","high"
"587","법보다 주먹(완전판) 587화","열차 귀국과 러시아의 30년 사과","푸틴은 거래 뒤에도 박동철을 살려 보내지 않으려 비행기 암살을 준비한다.","암살 예측을 한발 앞서 피하고 러시아의 국가 사과까지 받아내는 이중 결산","중앙아시아·북한을 거쳐 생환하고 007편 공식 사과를 제주 독립 추진력으로 바꾼다.","박동철은 15일간 열차와 중앙아시아 순방으로 비행 함정을 피한 뒤 평양에서 박태수·여성후를 만나 판문점으로 귀국하고, 푸틴은 30년 만의 사과문을 지시한다.","장기 순방이 매국 행보처럼 비쳐 국내 비난이 커지고 푸틴은 여전히 박동철을 위험한 존재로 본다.","푸틴의 암살계획은 기차 선택으로 무산되고 러시아는 불가항력 오인 격추와 유족 사과를 공식 발표하기로 한다.","박동철은 푸틴에게서 생존·거래·역사 사과를 모두 얻고 판문점 귀환 장면을 전국에 노출한다.","평판·세계","국제 지위는 급상승하지만 대한민국 내 평판은 독립을 꾸미는 매국노 쪽으로 급락한다.","판문점 북측 여성후와 악수하는 모습이 생중계된다.","푸틴 회담·암살 회피·007편 사과","판문점 독립선언과 국내 역풍","푸틴 가스 거래와 KAL007 사과","high"
"588","법보다 주먹(완전판) 588화","판문점의 3개월 주민투표 선언","박동철은 국제 순방 뒤 매국노 비난을 받으며 판문점 군사분계선을 걸어 내려온다.","전국 카메라 앞에서 숨겨온 제주 독립 작전을 현실 정치 일정으로 폭발시키는 선언 보상","3개월 안에 주민투표를 열어 욱일회를 최종 함정 안으로 끌어들인다.","기자 질문을 충분히 모은 뒤 제주 독립 주민투표를 3개월 이내 실시한다고 생방송 선언하고, 조명득은 중앙 비리장부 폭로와 검찰 수사를 동시에 준비한다.","국민적 비난·중앙정부 충돌·계엄 가능성이 현실화되고 국내 부역 세력과 직접 싸워야 한다.","독립선언 직후 조명득이 국동개발 뇌물장부로 내륙의 시선을 돌리고 박동철의 길을 비우려 한다.","주민투표라는 명확한 시계가 공개되고 기자·국민 모두가 충격받는다.","세계·목표","제주 독립이 첩보용 소문에서 헌정질서를 흔드는 공식 정치 절차로 바뀐다.","조명득이 STN에 장부를 지금 당장 속보로 터뜨리라고 명령한다.","귀국과 러시아 사과 준비","3개월 투표, 중앙 부패게이트, 계엄 저지","제주 주민투표와 중앙 부역망 대청소","high"
"589","법보다 주먹(완전판) 589화","국동개발 130억 장부 폭발","검찰총장은 국회의원 35명·검찰법원 24명·국세청 20명이 든 비밀장부 수사를 사실상 승인한다.","주인공을 막으려 모인 권력자들이 생방송 증거 한 방에 무너지는 응징 보상","중앙 부역자들의 손발을 묶어 제주 투표에 개입할 여력을 없앤다.","제주지검장과 조명득의 판에 검찰총장이 수사대를 출동시키고 STN은 서울중앙지검장·고검장의 10년간 130억 뇌물장부를 공개한다.","검찰 조직 전체가 흔들리고 수사 협조자도 100명 넘는 고위층의 보복을 감당해야 한다.","박동철 파면을 논의하던 법무장관실 당사자들의 이름이 뉴스 화면에 확대된다.","중앙 권력자들이 즉시 피의자로 뒤집히고 검찰 내부 개혁세력이 행동한다.","지위·세력","박동철 반대 축인 법무·검찰 고위부가 공격자에서 체포 대상이 된다.","법무장관과 두 검사장이 화면 속 자기 뇌물장부를 보며 손을 떤다.","검찰총장 수사 승인","법무장관 체포와 전국 부패수사","제주 주민투표와 중앙 부역망 대청소","high"
"590","법보다 주먹(완전판) 590화","현직 법무장관 수갑과 동지 300명","국동개발 장부가 대한민국 관심을 제주 독립에서 거대 뇌물게이트로 돌린다.","현직 법무장관까지 수갑을 차는 공개 응징과 권력 청소","내륙 부역망을 무력화하되 일본에 심은 북한 공작원 300명의 희생 범위를 결정한다.","특검은 법무장관과 검찰·국회·국세청 인사들을 연쇄 긴급체포하고, 조명득은 박동철에게 큰일에는 동지 희생도 필요하다며 일본 잠입조 포기를 상기시킨다.","작전에 투입한 300명을 버려야 한다는 윤리적 비용 때문에 박동철과 조명득이 처음 대척점에 선다.","박동철이 모르는 사이 조명득은 국내 대청소를 완수하고 일본 결전에 희생될 인원까지 독자 계산한다.","제주 투표를 막을 중앙 권력층이 한꺼번에 수갑을 차고 국민 시선이 완전히 이동한다.","세력·관계","중앙 부역망은 붕괴하지만 박동철-조명득 공조에 희생 원칙을 둘러싼 첫 균열이 생긴다.","조명득이 이미 포기하기로 한 북한 공작원 300명을 거론한다.","국동개발 부패게이트 폭로와 법무장관 체포","300명 희생 여부와 욱일회 결전","제주 주민투표와 중앙 부역망 대청소","high"
"591","법보다 주먹(완전판) 591화","붕어빵을 기억하는 조명득","박동철은 일본 잠입조의 희생이 자기 계획에도 있었음을 인정하면서 조명득을 두려워한다.","친구가 대신 악역을 맡아 부역자를 솎고 주인공의 길을 비워주는 우정의 어두운 보상","청명회 비밀을 지키면서 내륙 혼란기에 제주 독립 행보를 이어간다.","조명득은 검은콩과 흰콩을 가리듯 부역자를 색출하고 제주지검장을 비밀 경호하며 김포공항에서 박동철을 맞는다.","조명득이 통제 불가능한 살인 권력으로 커졌고 박동철 역시 300명 희생 책임에서 자유롭지 않다.","조명득은 박동철의 걱정까지 알아채면서도 어린 시절 붕어빵 우정만을 기준으로 움직인다고 다짐한다.","적폐청산이 제주 이슈를 덮고 청명회 내부 부역자 식별까지 동시에 진행된다.","관계·조직","두 친구는 갈등 후 다시 역할을 분담하지만 통제 문제는 잠복한다.","김학구가 제주 독립과 박동철의 진의를 고민한다.","조명득과 희생 책임 재확인","야당·청와대·욱일회 반응","판문점 선언과 국내 부역망 대청소","high"
"592","법보다 주먹(완전판) 592화","김학구의 개혁 선택과 회주의 의심","거대 수사 앞에 야당·청와대·욱일회가 각자 박동철의 판인지 계산한다.","과거 도움을 받은 야당 대표가 스스로 개혁 동맹 쪽으로 기우는 정치 보상","중앙정치가 수사를 방해하지 못하게 하고 욱일회에는 독립 공작이 순조로운 듯 보인다.","김학구는 털면 모두 털린다며 자기 당 죄를 인정하고 박동철에게 진 빚을 떠올리며, 장기출은 민정수석에게 배후 내사를 지시한다.","청와대도 조명득의 실체를 찾기 시작하고 욱일회는 박동철에게 사조직이 있는지 의심한다.","김학구가 정치탄압 반대 대신 적폐청산 동참을 검토하고 회주는 장기출보다 박동철에게 직접 확인하려 한다.","야당의 무조건 반대가 멈추고 개혁 지지 가능성이 열린다.","정치·관계","박동철의 비공식 조력권이 여야로 넓지만 청명회 노출 위험도 커진다.","욱일회 회주가 박동철에게 이번 사태의 주관자를 묻기로 한다.","야당 탄압프레임 차단","욱일회 의심 해소와 청와대 내사","판문점 선언과 국내 부역망 대청소","high"
"593","법보다 주먹(완전판) 593화","회주의 직통 심문","욱일회 회주는 국내 대청소가 박동철의 사조직 작품일 수 있다고 본다.","적의 심문을 즉석에서 받아내며 진짜 지휘선을 숨기는 첩보 긴장","독립 공작 의지를 과시하되 청명회와 장기출의 공모는 감춘다.","김포공항에서 회주 전화를 받은 박동철은 생각할 시간을 벌어 도청차단 귀빈실로 들어가고, 회주는 장기출에게도 같은 질문을 던진다.","박동철·장기출 답변이 어긋나면 욱일회 신뢰가 무너지고 감시가 강화될 수 있다.","회주는 장기출을 건너뛰고 박동철을 먼저 심문해 그를 별도 세력의 수장으로 보기 시작한다.","박동철이 즉답을 피하고 협상 시간을 확보한다.","정보·관계","욱일회-박동철 관계가 포섭 확신에서 상호 의심 단계로 이동한다.","귀빈실 밖 조명득에게 긴급 암호 RKVUDD가 전달된다.","욱일회 직접 포섭","감시망과 긴급 내부 신호","판문점 선언과 국내 부역망 대청소","high"
"594","법보다 주먹(완전판) 594화","RKVUDD 긴급신호와 빛의 약속","욱일회의 의심과 감시가 시작되고 청명회 내부 감시팀도 긴급 이상을 포착한다.","친구끼리 책임을 나누고 주인공의 공개 영웅 역할을 지키는 관계 보상","회주에게 독립 추진을 더 세게 보여 의심을 욕망으로 덮고 청명회 노출을 막는다.","박동철과 조명득은 부역자 청소의 반대급부를 논의하고 서로 미안함을 접으며, 조명득은 자신이 어둠을 맡고 박동철은 그날까지 빛이어야 한다고 못 박는다.","욱일회 도청차가 주변을 맴돌고 조명득은 자기 과신으로 감시망을 놓쳤다고 자책한다.","회주 손자는 박동철과 장기출 모두 세력이 있지만 이번 수사의 실제 주체는 아닐 수 있다고 정확히 추론한다.","박동철-조명득이 역할 갈등을 봉합하고 독립 미끼 강화로 대응 방향을 정한다.","관계·평판","박동철은 공개적 매국 역할과 비밀 영웅 역할을 더 철저히 분리한다.","욱일회 감시자들이 핵심층 침투를 계속 보고한다.","회주 심문 대응","도청자 처리와 조직 변절자 색출","판문점 선언과 국내 부역망 대청소","high"
"595","법보다 주먹(완전판) 595화","도청차 처리조와 백만도의 선택","욱일회 도청차를 청명회 S등급 회원이 역감시한다.","적 감시자를 즉시 제거할 수 있는 조직 장악력과 측근 충성 시험","감시망을 끊고 백만도가 끝까지 함께 갈지 스스로 선택하게 한다.","청명회는 위치추적을 열어 도청자 처리조를 붙이고, 제주행 비행기에서 박동철은 백만도에게 그날 이후까지 동행할지 묻는다.","살인 처리가 반복되고 백만도는 가족까지 위험해질 미래 앞에서 침묵한다.","처리조 S등급 회원이 독립투사 후손이라는 개인 원한까지 품어 명령보다 적극적으로 소멸을 말한다.","욱일회 도청망의 좌표가 잡히고 박동철은 백만도에게 마지막 선택권을 준다.","조직·관계","감시 대응력은 강해지지만 측근 충성은 강요와 공포 위에 놓인다.","제주 호텔에서 최문탁이 박동철 귀환을 기다린다.","욱일회 도청자 식별","백만도 선택과 최문탁 회동","판문점 선언과 국내 부역망 대청소","high"
"596","법보다 주먹(완전판) 596화","김학구의 옳은 보수 선언","최문탁은 제주에서 기다리고 김학구는 예상과 반대로 적폐청산 지지 기자회견에 선다.","반대편 야당까지 주인공이 원하는 개혁에 자발적으로 합류하는 사회적 목격 보상","개혁 연합을 굳히고 백만도를 살인 없이 다시 자기편으로 돌린다.","김학구는 정치인 말바꾸기를 거부하며 신한국당 자체 개혁을 선언하고, 박동철은 공항에서 악으로 기우는 백만도에게 가족을 떠올릴 마지막 기회를 준다.","백만도가 배신하면 청명회 비밀 폭로와 가족 위험이 발생하고 조명득은 즉시 제거를 선호한다.","김학구가 아무 약속 없이 박동철의 조력자가 되면서 개혁의 공개 정당성이 커진다.","제1야당이 적폐청산을 지지하고 박동철은 측근에게 회복 가능성을 열어둔다.","정치·관계","개혁은 비선 작전에서 여야 공감대로 확대되고 박동철-조명득의 인간관 차이가 선명해진다.","박동철은 자신이 아빠이기 때문에 백만도에게 감정적으로 기회를 준다고 말한다.","야당의 선택","백만도 배신 여부","판문점 선언과 국내 부역망 대청소","high"
"597","법보다 주먹(완전판) 597화","아이 앞에서 돌아선 킹메이커","백만도의 선악 수치가 아내를 보자 악으로 기울어 박동철은 배신을 예상한다.","가족을 직접 보여줘 살인 없이 측근의 충성을 되찾는 감정 보상","백만도가 폭로 대신 아이들의 미래를 택하게 하고 독립 작전의 측근선을 보존한다.","청명회는 백만도 감시요원 C563을 배치하지만, 막내를 안은 백만도는 박동철에게 돌아서 머리를 숙이고 킹메이커 역할을 받아들인다.","가족이 인질처럼 작동하는 잔혹한 압박과 증인 소멸 준비가 이미 돌아가는 비용이 있다.","백만도의 선악 수치가 다시 53대47로 회복되어 박동철의 기회 부여가 실제 변화를 만든다.","측근 숙청 없이 백만도의 충성이 재확정된다.","관계","백만도는 독자 권력욕을 접고 박동철을 만드는 킹메이커로 복귀한다.","미래발전당 안정희가 제주 독립 저지를 애국으로 규정해 새 정치 반대축을 만든다.","백만도 충성 시험","미래발전당 반대와 최문탁 암호","판문점 선언과 국내 부역망 대청소","high"
"598","법보다 주먹(완전판) 598화","돝섬 암호와 얼굴 바꾼 최문탁","박동철은 돝섬이라는 암호를 알아들을 사람이 최문탁뿐임을 짐작한다.","사라졌던 응징자가 다른 얼굴로 돌아와 마지막 퍼즐을 제시하는 재회 보상","최문탁의 욱일회 타격안을 듣고 독립 일정과 충돌하지 않게 조율한다.","팬의 사인 요청 속 암호를 받아 1204호로 가고 성형한 최문탁과 도청차단 뒤 독대한다.","욱일회 손자는 도청요원들의 교통사고사를 수상히 여기며 박동철의 목줄을 찾기 시작한다.","얼굴까지 바꾼 최문탁이 제주 호텔에 잠입해 결전 참여 의사를 직접 전한다.","최문탁과의 비밀 연락선이 복구된다.","관계·정보","욱일회 타격조의 현장 지휘자 후보가 다시 박동철 작전망에 들어온다.","욱일회 보좌관이 죽은 도청자와 박동철의 연관성을 조사한다.","최문탁 접선","욱일회 타격 시점 조율","판문점 선언과 국내 부역망 대청소","high"
"599","법보다 주먹(완전판) 599화","최문탁의 자폭을 보류하다","욱일회 손자는 도청자 사고사를 박동철 측 제거로 의심하고 조명득은 유령 시절 증인들을 해외로 숨긴다.","무모한 즉시 복수보다 더 큰 국가 보상을 위해 칼을 거두게 하는 지휘 보상","최문탁의 욱일회 암살을 제주 독립 이후로 미뤄 회주의 국제협약 활용가치를 보존한다.","박동철은 모든 행동을 멈추라는 최문탁에게 회주가 일본 관련 협약을 만들어줄 때까지 살아 있어야 한다고 설득한다.","과거 증인 소멸·해외 파견과 회주 감시 강화로 비밀 유지 비용이 커지고 최문탁의 복수욕을 눌러야 한다.","최문탁은 당장 자폭하려 했으나 박동철이 목숨을 나중에 받겠다고 하며 작전 시점을 재설정한다.","욱일회 공격이 독단 복수에서 박동철의 장기 설계 아래 들어온다.","조직·시간","최문탁 타격조가 제주 독립·국제협약 결산 뒤 투입되는 전략 예비대로 바뀐다.","박동철이 제주가 독립해야 하므로 회주를 지금 죽일 수 없다고 못 박는다.","최문탁 귀환과 접촉","독립 뒤 욱일회 최종 응징","판문점 선언과 국내 부역망 대청소","high"
"600","법보다 주먹(완전판) 600화","내일부터 매국노와 4천 명 이주","최문탁은 자폭을 미루고 그날 이후 조국을 박동철에게 맡긴다.","결전 세력을 조율한 뒤 주민투표 실무가 숫자로 움직이기 시작하는 전진 보상","공개 매국노 역할을 강화해 3개월 주민투표의 찬성 기반과 국제 보증을 만든다.","한 달 뒤 박동철은 도정에 복귀해 독립 캠페인을 본격화하고 백만도에게 육지인 4천 명의 주소 이전 보고를 받는다.","적폐청산 정국에 독립선언이 희석됐고 인구 유입이 중앙정부와 반대파의 경계를 부를 수 있다.","찬성 성향 이주민 4천 명이 실제 투표권자로 제주에 편입되어 여론전이 수치 싸움으로 바뀐다.","최문탁과 결전 조율을 끝내고 독립 찬성표의 가시적 증가를 확인한다.","인구·평판","박동철은 비밀 지휘자에서 공개 독립 캠페인의 얼굴로 전환되고 제주 인구 구성이 바뀐다.","급증한 주소 이전을 경계하면서 다음 투표 전략을 세운다.","최문탁 작전 조율","주민투표 찬성표 확대와 국제 협약","제주 주민투표 캠페인과 강대국 보증","high"
"601","법보다 주먹(완전판) 601화","65퍼센트 독립과 핵무장 구상","박동철은 4천 명 이주를 호재로 보면서도 압도적 찬성이 아니면 제주가 더 분열된다고 본다.","독립 이후까지 내다본 원전·핵무기급 자주국방 설계","주민투표 찬성 65퍼센트와 독립국 방어 기반을 함께 만든다.","부도지사·공무원들과 이주·산업·원전 사업을 논의하며 원전 기술에서 핵무기 개발까지 파생시키는 구상을 품는다.","장기출은 공개적으로 박동철에게 분노해야 하고 청와대 내부도 진의를 모른 채 충돌한다.","박동철의 목표가 단순 과반 독립이 아니라 65퍼센트 정당성과 핵 억지력을 갖춘 국가로 확대된다.","독립 캠페인이 표 수와 국방산업이라는 구체 목표를 얻는다.","목표·세계","제주 구상은 지방자치 확대에서 자주국방 가능한 독립국 설계로 비약한다.","공무원들이 박동철의 다음 파격 지시를 불안하게 기다린다.","독립 실무 착수","65퍼센트 지지와 원전·핵무장","제주 주민투표 캠페인과 강대국 보증","high"
"602","법보다 주먹(완전판) 602화","반대 시위도 키우는 조명득","제주 독립 찬반이 격렬해지고 조명득은 반대파 현장까지 직접 살핀다.","반대 목소리마저 미끼와 대비효과로 활용하는 판짜기","험악한 사회적 충돌을 통제된 범위로 키워 박동철의 포용 장면과 압도적 지지를 만든다.","조명득은 독립 반대파를 10분의1 비율로 은밀히 지원하고 박동철 부모·은희는 매국 비난 속에서도 그를 믿으려 한다.","계란 투척과 가족 모욕이 실제 상처가 되며 욱일회 부역자들이 가평 과거를 병원·경찰 기록으로 추적한다.","욱일회가 가평을 박동철 비밀의 연결점으로 좁혀 오기 시작한다.","가족의 흔들리지 않는 믿음이 공개 비난의 감정 비용을 완충한다.","평판·정보","거리 충돌은 커지고 박동철 유령 시절의 원죄가 현재 독립 작전으로 이어질 위험이 생긴다.","검사를 사칭한 부역자가 가평 병원 사무장의 수상한 반응을 포착한다.","독립 찬반 여론 형성","가평 유령 정체 노출","제주 주민투표 캠페인과 강대국 보증","high"
"603","법보다 주먹(완전판) 603화","가평 외상환자 장부와 매국노 프레임","욱일회 조사팀이 가평 병원 입원기록에서 집단 외상 환자를 찾아낸다.","독립 시계가 빨라질수록 적의 추적도 구체 증거에 접근하는 양면 긴장","6개월 안에 독립을 결판내며 과거 유령 작전 흔적은 지운다.","박세출 검사 일행은 입원일지를 복사하고 회주 측은 박동철의 본격 행보를 환영하며, 안정희는 종편에 매국노 프레임을 더 세게 주문한다.","병원 기록이 청명회·가평 대학살로 이어질 수 있고 언론전에서 보수·진보 양쪽 공격을 받는다.","욱일회 보좌관에게 가평의 이상 보고가 올라가며 막연한 의심이 문서 증거로 진전된다.","독립 공작이 회주 눈에는 성공처럼 보여 일본 지원은 계속된다.","정보·평판","주민투표 추진력과 과거 범죄 노출 위험이 동시에 상승한다.","회주 보좌관이 가평 이상 보고의 내용을 묻는다.","욱일회 독립 지원 확신","박세출의 가평 추적과 언론 공세","제주 주민투표 캠페인과 강대국 보증","high"
"604","법보다 주먹(완전판) 604화","원산항 러시아 핵잠수함 두 척","박동철의 부친은 동창들에게 아들 매국 비난을 대신 견디고 제주에서는 군사계획이 진전된다.","공개 욕을 먹는 사이 북한에 실전 억지력이 들어오는 비밀 보상","핵잠수함을 한반도 방어망에 숨기고 찬성률을 최소 65퍼센트로 끌어올린다.","박동철은 박태수에게 러시아 구형 핵잠수함 두 척의 원산항 입항 보고를 받고 여론 수치를 점검한다.","부친이 친구 앞에서 고개를 숙이고 과반 수준 독립은 제주·대한민국 모두를 더 갈라놓을 위험이 있다.","러시아 거래의 군사 성과가 실제 원산항 도착으로 지급된다.","북한 해상 억지력은 강화되지만 박동철의 가족 평판은 바닥으로 내려간다.","능력·관계","제주 독립은 국제 승인뿐 아니라 비밀 핵전력의 보호를 받는 단계로 간다.","박동철은 과반이 아닌 65퍼센트 이상을 목표로 확정한다.","러시아 핵잠수함 도입","압도적 찬성률과 가족 희생","제주 주민투표 캠페인과 강대국 보증","high"
"605","법보다 주먹(완전판) 605화","아버지의 실망과 조명득의 고육지계","박동철은 모두를 속여야 적을 속일 수 있다며 65퍼센트 목표를 밀어붙인다.","가족에게조차 욕먹는 희생을 견딘 뒤 역공 판을 준비하는 감정·전략 보상","욱일회의 가평 추적을 거짓 내부 배신극으로 돌려 독립 작전을 보존한다.","아버지 전화를 받고 실망을 감수한 박동철이 일정을 이어가고 조명득은 가평 탐문 보고를 받은 즉시 자신을 미끼로 고육지계·반간계를 설계한다.","가족 신뢰가 손상되고 청명회 비밀이 한 검사에게 뚫릴 수 있다.","조명득이 단순 증거 제거 대신 욱일회를 속일 큰 그림을 즉석에서 완성한다.","위기를 수동 방어가 아닌 역침투 기회로 바꿀 대응책이 생긴다.","관계·전략","박동철의 가족 고립은 깊어지고 조명득은 공개 희생양 역할까지 준비한다.","조명득이 백만도를 만나기 위해 제주공항으로 움직인다.","65퍼센트 목표 확정","박세출·백만도 반간계","제주 주민투표 캠페인과 강대국 보증","high"
"606","법보다 주먹(완전판) 606화","박세출의 오찬성 발견과 불타는 마네킹","조명득은 백만도를 감시하면서 가평을 파는 박세출을 전면 조사한다.","적 추적자를 역으로 파악하는 첩보 쾌감과 시위 앞 주인공의 절제","박세출의 증거선을 장악하고 독립 반대자에게 폭력 대신 포용을 보여준다.","조명득은 박세출의 먼지까지 털라 지시하고, 박세출은 정신병원에서 망가진 오찬성을 찾아내며, 도청 앞 시위대는 박동철 마네킹을 불태운다.","오찬성이 유령 정체를 말할 수 있고 시위 폭력에 경찰이 강경 진압하면 독립 명분이 무너진다.","박세출이 가평 생존 증인 오찬성에게 직접 접근해 과거 작전의 핵심문이 열린다.","박동철은 모욕 현장에서 경찰을 자제시키며 도민 전체의 수장임을 행동으로 증명할 기회를 얻는다.","정보·평판","가평 비밀 노출은 임박하지만 반대 시위는 박동철의 포용 리더십 시험대로 바뀐다.","불붙은 박동철 마네킹 앞에서 그가 차에서 내리려 한다.","가평 추적자 식별","오찬성 증언과 평화적 시위 해결","제주 주민투표 캠페인과 강대국 보증","high"
"607","법보다 주먹(완전판) 607화","불탄 마네킹 앞의 평화","반대 시위대가 길을 막고 박동철 얼굴 마네킹을 불태운다.","주먹 대신 존중으로 적대 군중을 스스로 길 비키게 만드는 사회적 목격 보상","경찰 충돌 없이 반대 도민에게도 같은 보호를 제공해 지지 기반을 넓힌다.","박동철은 경찰에 자제를 명하고 직접 군중 앞에 서며 한수선은 물대포·강제진압 금지 뜻을 전달한다.","계란·모욕을 감수하고 일정까지 늦어지며 돌발 폭력 위험을 몸으로 진다.","시위대가 박동철 태도를 보고 우리 도지사는 다르다며 자발적으로 길을 연다.","반대파와 경찰의 충돌 없이 현장이 평화적으로 풀리고 박동철의 복지 투자도 재평가된다.","평판·관계","독립 반대자 일부가 박동철 개인에 대한 존중으로 이동한다.","한편 박세출은 오찬성이 유령을 극도로 두려워함을 확인한다.","도청 앞 시위 해결","오페라의 유령 단서와 가평 노출","제주 주민투표 캠페인과 강대국 보증","high"
"608","법보다 주먹(완전판) 608화","오페라의 유령 단서와 빈안 유족 도착","박세출은 오찬성의 공포를 스무고개처럼 추적하고 박동철은 제주공항에서 다음 국제행사를 기다린다.","과거 죄가 좁혀오는 동시에 진심 어린 사죄로 새 우방을 만드는 교차 긴장","베트남 피해 유족에게 사과해 독립 승인국을 넓히고 가평 노출은 차단한다.","박세출은 얼굴을 가리자 오찬성이 유령이라 외치는 것을 보고 오페라의 유령 가면을 보여 확신하며, 박동철은 베트남전 유족 100명을 맞을 준비를 한다.","오찬성이 쇠창살에 몸을 던질 만큼 망가진 원죄와 박동철 가족까지 겨눈 국내 비난이 겹친다.","박세출이 유령과 가면을 연결해 박동철 과거 실체에 결정적으로 가까워진다.","베트남 유족 1차 초청이 실행 단계에 들어간다.","정보·외교","청명회 비밀은 위태로워지고 독립 외교는 동남아 피해자 연대로 확장된다.","제주공항 게이트가 열려 빈안 유족들이 나온다.","오찬성 단서 확보","빈안 사죄와 베트남 지지","제주 주민투표 캠페인과 강대국 보증","high"
"609","법보다 주먹(완전판) 609화","빈안의 밤 90도 사죄","베트남전 피해 유족 100명이 기자들 앞에서 박동철과 마주한다.","국가가 외면한 피해를 기억하고 손을 잡는 감정적 사죄 보상","진정성을 보여 베트남의 제주 독립 승인을 얻을 관계 기반을 만든다.","박동철은 부친이 참전한 빈안 학살을 베트남어로 사죄하고 총 1천 명 초청 계획과 중국·일본·러시아·미국·동남아 승인 구상을 세운다.","용서할 수 없다는 유족 답변, 참전용사 폄하 논란, 부친 과거 노출이라는 가족·평판 비용이 따른다.","70대 유족이 용서하지는 못해도 기억해줘 고맙다며 박동철 손을 다독인다.","빈안을 잊지 않겠다는 상호 약속과 첫 100명 초청이 감정적으로 결산된다.","관계·세계","제주 독립 외교가 강대국 거래에서 피해자 기억과 동남아 승인으로 넓어진다.","기자들이 부친의 빈안 관련성을 파고들며 박동철을 에워싼다.","베트남 유족 1차 맞이","참전용사 반발과 120분 토론","제주 주민투표 캠페인과 강대국 보증","high"
"610","법보다 주먹(완전판) 610화","지방정부 선언과 백만도의 거짓말","빈안 사죄 직후 언론은 박동철 부친과 독립 술수를 공격한다.","마이크 공세 속에서 책임지는 국가상을 제시하고 다음 생방송으로 여론전을 연결하는 보상","사죄의 명분을 지키며 힐러리와 러시아 핵잠수함 사태를 조율한다.","박동철은 일본에 사죄를 요구하려면 베트남 피해에 먼저 책임져야 한다고 말하고 제주를 지방정부라 부른 뒤 120분 토론을 예고한다.","부친이 언론 표적이 되고 조명득은 백만도·박세출을 협조시키거나 제거해야 한다고 판단한다.","백만도가 아버지 위독을 핑계로 일정을 이탈하지만 선악의 저울은 거짓임을 보여 박동철이 새 돌발사태를 감지한다.","빈안 사죄의 정치적 의미가 분명해지고 힐러리 연락으로 원산 핵잠수함 대응 창구가 열린다.","관계·정보","박동철-백만도 신뢰가 다시 흔들리고 독립 외교와 가평 은폐가 한날 충돌한다.","박동철은 백만도 거짓을 묻지 못한 채 힐러리에게 먼저 전화해야 한다.","빈안 사죄 발표","힐러리 담판과 박세출 반간계","제주 주민투표 캠페인과 강대국 보증","high"
