sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
319,"319화","법보다 주먹(완전판)! 319화","변호사 사무실에 여당 의원들이 진을 치고 박동철에게 총선 출마를 권한다.","국민적 영웅의 명성을 돈벌이 대신 약자 사건에 쓰겠다는 새 독자 계약을 세운다.","박동철은 정치 영입을 거절하고 자신이 맡을 사건의 원칙을 정하려 한다.","조명득이 의원들에게 5분당 10만 원 상담비와 부가세를 받아 쫓아낸 뒤 둘이 수임료를 논의한다.","정치권의 집요한 구애와 막 개업한 사무실의 영업 필요가 압력이다.","박동철은 돈이 많으니 서민 상담료를 한 시간 1만 원으로 하자고 결정한다.","진상 의원들에게 250만 원을 받아내는 코미디 응징과 가난한 의뢰인에게 싼 문턱을 여는 도덕 보상이 나온다.","돈","중국 영웅의 명성이 고액 정치 자산이 아니라 사실상 공익 변론 자원으로 전환된다.","안국 어린이 병원장이 의료분쟁 전담을 조건으로 첫 사건을 제안한다.","여당 의원들의 당일 점거와 수임료 원칙이 닫힌다.","병원 편 수임 유혹과 첫 일반 의뢰가 열린다.","금의환향과 무료 변호사 사무실","high"
320,"320화","법보다 주먹(완전판)! 320화","안국 어린이 병원은 거액 의료분쟁 일을 제안하지만 박동철은 병원 측 대리를 싫어한다.","돈 많은 기관을 거절하고 가난한 가족의 난감한 강간 사건을 첫 수임 후보로 받는 역설을 연다.","박동철은 돈보다 옳고 억울한 사람을 돕는 변호사 사무실을 실제로 운영하려 한다.","병원 제안을 단호히 거절하고 플래카드를 떼며 찾아온 초라한 부부에게 무료 상담과 차를 제공한다.","첫 의뢰는 아들이 술 취한 채 차 안에서 성관계해 강간 혐의를 받는 사실관계가 불리한 사건이다.","부부는 아들이 절대 그럴 아이가 아니라고 호소하고 블랙박스가 꺼진 정황과 기억 상실이 드러난다.","최은희가 직접 차를 내며 의뢰인을 존중하고 박동철 사무실의 인간적인 운영 원칙을 보여 준다.","관계","박동철·조명득·최은희가 돈보다 억울함을 보는 소규모 법률팀처럼 움직이기 시작한다.","의뢰인이 돌아가자 최은희와 조명득이 정말 강간 사건을 맡을 거냐고 추궁한다.","병원 측 고액 수임 유혹은 거절로 닫힌다.","강간 혐의 청년의 무죄 가능성과 첫 변론 결정이 열린다.","무료 변론과 성폭행 누명 추적","high"
321,"321화","법보다 주먹(완전판)! 321화","최은희와 조명득은 동종 전과가 있는 강간 피의자 최민택 수임을 걱정한다.","선악의 저울과 직접 면담으로 불리한 전과 뒤의 진실을 가려 첫 재판을 택한다.","박동철은 최민택이 실제 강간범인지 확인한 뒤 변호 여부를 결정하려 한다.","구치소에서 최민택의 술자리·차 안 성관계 진술을 듣고 선악 수치를 확인한다.","최민택은 성매매 전과가 있고 취해 기억이 끊겼으며 여성 진술이 강간을 뒷받침한다.","박동철은 성매매와 강간은 다르며 최민택이 억울하다고 확신해 사건을 맡는다.","불리한 전과만 보고 버리지 않고 얼굴을 본 뒤 억울함을 알아내는 원칙 보상이 지급된다.","관계","최민택 가족과 박동철은 상담 관계에서 실제 변호인·의뢰인 관계가 된다.","박동철은 합의 제안을 시도하되 꽃뱀이라면 합의하지 않겠다고 한다.","최민택 수임 여부가 수임 결정으로 닫힌다.","피해 주장자 한명숙의 고액 합의 요구와 무고 입증이 열린다.","무료 변론과 성폭행 누명 추적","high"
322,"322화","법보다 주먹(완전판)! 322화","박동철은 최민택 변론을 맡고 조명득은 피해 주장자 한명숙과 합의를 시도한다.","고액 합의 요구와 배후 남성을 통해 계획된 꽃뱀 사건 냄새를 선명히 한다.","박동철 팀은 법정 전 피해 진술의 허점과 역공 근거를 모으려 한다.","조명득은 한명숙과 사촌 오빠라 소개한 남자를 만나고 박동철은 최민택 아내에게 사건 정황을 재확인한다.","한명숙 측은 5천만 원 이상을 요구하고 최민택이 바람을 피운 사실은 아내에게 실제 상처다.","사촌 오빠가 협상을 주도하고 금액을 밀어 올려 단순 피해 회복보다 공모 가능성이 커진다.","검사 한수선도 박동철의 저가 사무실을 의아해하는 가운데 그의 독자적 변호 방식이 자리 잡는다.","관계","최민택 아내는 남편의 외도 충격을 감수하며 무죄 변론에 협조해야 하는 복합 피해자가 된다.","박동철이 역공하려면 현장 재현이 필요하다고 판단한다.","단순 합의로 끝낼 길이 고액 요구로 닫힌다.","차 안 성관계 재현과 한명숙·남성의 공모 입증이 열린다.","무료 변론과 성폭행 누명 추적","high"
323,"323화","법보다 주먹(완전판)! 323화","최민택 아내는 남편의 외도를 받아들이기 힘들어하고 박동철은 피해 진술을 어렵게 확보한다.","사건의 물리적 불가능성을 직접 검증하려는 기상천외한 현장 재현을 준비한다.","박동철은 좁은 차 안에서 스키니 진을 폭행 흔적 없이 벗길 수 있는지 입증하려 한다.","한명숙 진술과 정황을 읽고 최은희에게 사실을 설명한 뒤 같은 옷·차 조건의 재현 협조를 구한다.","부부 사생활을 실험해야 해 오해와 민망함이 크고 재현 결과가 법정에서 받아들여질지도 불확실하다.","박동철과 조명득이 각각 아내와 차 안 재현을 해보기로 뜻을 모은다.","최은희가 황당해하면서도 박동철을 믿고 협조하는 부부 신뢰 보상이 나온다.","관계","최은희·미선까지 변론 증거 생산에 참여하며 사무실 공조가 가족 단위로 확장된다.","박동철 부부가 사건과 같은 소형차를 빌리러 간다.","피해 진술 확보가 닫힌다.","스키니 진 재현 실험과 블랙박스 증거 발견이 열린다.","무료 변론과 성폭행 누명 추적","high"
324,"324화","법보다 주먹(완전판)! 324화","박동철·최은희와 조명득·미선은 사건 조건과 비슷한 소형차에서 재현 실험을 시작한다.","우스운 부부 실험이 실제 무죄 논리로 바뀌는 생활형 수사 보상을 준다.","박동철은 강제 탈의가 물리적으로 가능했는지 체험해 법정 논거를 만들려 한다.","스키니 진을 입힌 아내들과 좁은 차에 앉아 폭행 없이 벗기려 여러 자세를 시험한다.","낮의 공개 장소이고 옷이 너무 꽉 끼며 실험 자체가 부부에게 민망하고 힘들다.","10분 넘게 해도 스키니 진을 벗기기 어렵고 폭행 흔적 없이 강제로 벗긴다는 진술이 부자연스러움이 확인된다.","황당한 시도가 경험 증거로 변하고 두 부부의 코믹한 친밀감이 함께 지급된다.","능력","박동철의 직감이 재현 가능한 물리 논거로 보강된다.","박동철은 이제 판사가 이 실험 논리를 받아들일지가 문제라고 본다.","현장 재현 자체는 불가능성 확인으로 닫힌다.","법정에서 스키니 진·속옷·블랙박스로 무고를 깨는 일이 열린다.","무료 변론과 성폭행 누명 추적","high"
325,"325화","법보다 주먹(완전판)! 325화","박동철은 첫 변호사 재판에서 검사 선배 한수선과 맞선다.","검사 시절 법정 감각을 변호인 자리에서 뒤집어 쓰며 불리한 강간 사건을 반전시킨다.","박동철은 최민택의 무죄와 한명숙 진술의 조작을 법정에서 입증하려 한다.","검찰의 속옷·피해 진술 증거를 듣고 한명숙을 증인석에 세운 뒤 영상을 정지해 블랙박스 조작 순간을 제시한다.","동종 전과와 피해자 진술 때문에 방청석·재판부의 선입견이 강하고 무고 증거는 아직 공개 전이다.","한명숙이 직접 블랙박스를 끈 정황을 영상에서 포착해 공격의 주도권을 가져온다.","첫 재판부터 검사 선배의 공세를 받아치고 숨은 영상 프레임을 공개하는 법정 보상이 지급된다.","지위","박동철은 전직 검사 명성에 기대지 않고 증거로 승부하는 변호사로 데뷔한다.","정지 화면 속 한명숙 얼굴을 방청객에게 보이며 본격 반대신문을 이어 간다.","검찰의 일방적 강간 서사가 흔들리며 닫힌다.","스키니 진 불가능성과 공범 녹취 공개가 열린다.","무료 변론과 성폭행 누명 추적","high"
326,"326화","법보다 주먹(완전판)! 326화","박동철은 법정에서 한명숙이 블랙박스를 직접 끈 장면을 제시했다.","생활 실험·신체 흔적·공범 녹취를 연쇄 투입해 무고자를 현장에서 체포시키는 결산을 준다.","박동철은 최민택 무죄를 넘어 한명숙과 박태수의 계획 범죄까지 입증하려 한다.","폭행 흔적 없음과 스키니 진 강제 탈의 불가능성을 설명하고 둘의 공모 녹취를 재생한다.","재현 논리가 우스워 보일 수 있고 여성단체 반발과 판사의 수용 여부가 부담이다.","한명숙·박태수가 합의금을 뜯으려 블랙박스를 끈 공범임이 드러나 법정 경비가 한명숙에게 수갑을 채운다.","최민택 무죄와 꽃뱀 무고의 즉석 응징을 동시에 지급한다.","지위","최민택은 강간 피고인에서 무고 피해자로 바뀌고 박동철은 첫 사건 승소 변호사가 된다.","판사 휴게실에서 여성단체 후폭풍을 걱정하지만 사건 자체는 잘 끝나길 바란다.","최민택 강간 누명과 한명숙 공모가 법정에서 닫힌다.","여성단체 시위와 박동철을 겨냥한 정치적 여론전이 열린다.","무료 변론과 성폭행 누명 추적","high"
327,"327화","법보다 주먹(완전판) 327화","최민택은 무죄가 됐지만 법원 밖 여성단체가 박동철을 악덕 변호사라 규탄한다.","승소 보상 뒤에도 사회적 목격이 왜곡되는 비용과 저가 공익 변론 원칙을 함께 보여 준다.","박동철은 시위에 휘말리지 않고 사무실 문턱을 낮춘 채 다음 삶을 정하려 한다.","조명득과 재현 영상 인터넷 반응을 보고 성공보수 50만 원을 받으며 한 시간 1만 원 원칙을 확인한다.","여성단체가 증거를 무시하고 시위하며 조명득의 블랙박스 확보 방식도 불법 경계에 있다.","조명득은 돈 없는 사람에게 유전무죄 무전유죄가 되지 않게 하려 50만 원만 받았다고 설명한다.","첫 승소의 사회적 화제와 부부의 스키니 진 광고 효과·친구의 공익 원칙을 보상으로 준다.","돈","변호사 사무실은 수익보다 접근성을 우선하는 공익 창구로 정착한다.","미스 문이 최은희·미선의 프락치임을 웃으며 인정하고 조명득의 필리핀 자유 계획을 막는다.","첫 사건 수임·승소·성공보수 루프가 닫힌다.","시위 배후와 필리핀에서 올 국제 의뢰가 열린다.","최민택 무죄 후폭풍과 곤잘레스 최 편지","high"
328,"328화","법보다 주먹(완전판) 328화","조명득은 미스 문에게 나이트클럽 계획을 들키고 사무실에는 필리핀발 국제우편이 도착한다.","장난스러운 일상에서 아버지를 죽이고 싶다는 코피노 아이의 절박한 의뢰로 급전환한다.","박동철은 곤잘레스 최가 살인자가 되기 전에 한국인 아버지를 찾아 책임지게 하려 한다.","필리핀 마닐라에서 온 한글 편지를 읽고 조명득·미스 문과 직접 가기로 결정한다.","아이의 엄마가 아프고 아버지 신원은 전혀 모르며 한국 변호사가 필리핀에서 할 수 있는 법적 권한도 제한적이다.","곤잘레스 최는 엄마가 죽으면 커서 한국인 파파를 찾아 죽이겠다고 써 사건의 긴급성을 만든다.","박동철이 모르면 몰라도 알아 버린 이상 간다고 결정해 예방적 정의라는 새 보상을 약속한다.","세계","사무실의 저가 국내 변론이 해외 코피노의 버림받은 가족을 찾는 국제 구조로 확장된다.","한편 국회의원은 위 지시를 받아 박동철 사무실 시위에 어머니회까지 보냈음을 조카에게 밝힌다.","필리핀행 결정과 곤잘레스 최 의뢰 접수가 닫힌다.","정치권 시위 배후·한국인 아버지 추적이 열린다.","최민택 무죄 후폭풍과 곤잘레스 최 편지","high"
329,"329화","법보다 주먹(완전판) 329화","국회의원은 박동철의 인기가 미래 대권을 위협한다고 보고 조카 최성수에게 약점을 찾게 한다.","박동철의 선행이 오히려 정치권의 제거 본능을 부르는 장기 비용을 명확히 한다.","박동철은 아내들과 함께 필리핀 의뢰를 설명하고 출국을 준비한다.","최성수는 박동철의 고교 시절 갈취 전력을 찾아 지라시로 뿌리며 박동철은 코피노 문제를 최은희에게 설명한다.","정치권은 빼앗지 못할 무기는 망가뜨린다는 논리로 실제 과거 잘못을 공격한다.","최성수 자신도 15년 전 필리핀 도피 유학 전력이 있음이 드러나 코피노 의뢰와 연결될 가능성을 만든다.","최은희·미선이 위험을 걱정하면서도 두 남편의 오지랖을 이해하고 필리핀행을 허용한다.","지위","박동철은 국민 영웅에서 정치 잠룡으로 취급돼 정당한 비판과 조작된 공작을 동시에 받는 위치가 된다.","최성수가 아무도 모르게 박동철 학폭 지라시를 뿌리라는 명령을 실행한다.","가족의 필리핀행 동의가 닫힌다.","학폭 폭로와 최성수의 필리핀 과거 연결이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
330,"330화","법보다 주먹(완전판) 330화","필리핀행을 준비하던 중 최은희가 기자에게 박동철의 고교 양아치 과거가 지라시에 떴다는 전화를 받는다.","정의 영웅의 실제 추한 과거를 숨기지 않고 현재의 책임과 사회적 비용으로 받는 위기를 연다.","박동철은 폭로를 무조건 부인하거나 덮지 않고 누가 왜 지금 꺼냈는지 파악하려 한다.","최은희는 사실임을 기자에게 인정하고 박동철·조명득은 기사와 악플을 직접 확인한다.","과거 갈취는 사실이며 피해자 기억과 상처는 돈을 이자까지 돌려줬다고 사라지지 않는다.","지라시 직후 기사와 악플이 비정상적으로 빠르게 쏟아져 조직적 배후가 있음을 조명득이 감지한다.","최은희가 남편의 과거를 감싸면서도 죄 자체는 인정하는 성숙한 관계 보상이 지급된다.","지위","박동철의 정의로운 이미지가 학교폭력 가해자 프레임으로 급락한다.","기사마다 수백 개 악플이 달리고 박동철이 배후가 누구냐고 묻는다.","학폭 전력의 사실 여부는 인정으로 닫힌다.","피해자 사죄·지라시 배후 추적·검사 재임용 좌절이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
331,"331화","법보다 주먹(완전판) 331화","박동철의 고교 갈취 전력이 전국 이슈가 되고 그는 피해자들의 상처를 떠올린다.","정치 공작 여부와 별개로 실제 잘못을 끝까지 책임지는 태도와 대중 신뢰의 균열을 체감시킨다.","박동철은 과거 장부로 피해자들을 찾아 직접 용서를 구하고 배후도 추적하려 한다.","조명득에게 당시 돈을 돌려준 장부를 찾게 하고 사무실 앞 시위 속에서 기억나는 사람을 정리한다.","피해자는 사과를 받아들일 의무가 없고 국민은 정의 이미지가 컸던 만큼 더 크게 배신감을 느낀다.","자장면 배달원은 아버지가 박동철만은 아닐 거라 믿었다며 개인적 신뢰를 보여 준다.","무조건 비난뿐인 군중 속 한 시민의 믿음이 작은 감정 보상으로 지급된다.","관계","박동철과 대중의 영웅적 신뢰는 흔들리지만 일부 생활인의 신뢰는 남는다.","시위대가 양아치가 변호사로 신분 세탁했냐고 외치고 조명득은 원 발신지를 찾기 시작한다.","과거 피해 장부를 찾겠다는 대응 원칙이 닫힌다.","시위 고용 배후와 지라시 최초 유포지 추적이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
332,"332화","법보다 주먹(완전판) 332화","방송사들이 사무실 앞 시위를 전국 중계하고 박동철은 침묵 중이다.","명성 추락이 검사 복귀·조폭 관계·정치 구도까지 파급되는 장기 비용을 넓게 보여 준다.","박동철은 섣불리 기자회견하지 않고 배후와 피해자를 먼저 확인하려 한다.","기자들이 시위대를 취재하는 사이 최문탁·검찰 수뇌부가 박동철의 추락을 각자 평가한다.","검사 재임용 가능성이 사실상 사라지고 최문탁은 필리핀 자금·부하 숙청 문제까지 동시에 안고 있다.","최문탁은 박동철이 필리핀에 갈 정보와 자기 조직의 광수 500억 은닉 문제를 연결해 경계한다.","서울 지검 인사들이 박동철을 검사가 천직인 사람이라 인정하며 안타까워하는 관계 보상이 나온다.","지위","박동철의 공적 명망 추락이 검사 복귀 길까지 실질적으로 차단한다.","지검장은 이번뿐 아니라 계속 재임용이 어려울 것 같다고 말한다.","언론이 사태를 외면할 가능성이 닫힌다.","필리핀에서 칠승파 자금선과 충돌할 가능성이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
333,"333화","법보다 주먹(완전판) 333화","박동철은 사무실에 갇힌 채 검사 복귀 꿈이 무너지고 시위·취재를 견딘다.","억울한 공작을 밝히는 것보다 실제 피해자 사죄를 먼저 하되 배후 추적도 놓치지 않는다.","박동철은 동창회에서 피해자를 만나 용서를 구하고 조명득과 유포지를 찾으려 한다.","마산인의 밤 초청장을 확인하고 청명회에 지라시 흐름을 추적시킨다.","누가 피해자인지 기억이 희미하고 단 한 명도 나타나지 않을 수 있으며 구로동 발신지밖에 못 좁힌다.","청명회가 최초 발언지는 못 찾았지만 증권가 지라시가 흘러나온 구로동 지역을 특정한다.","박동철이 대중용 쇼가 아니라 실제 피해자를 향해 석고대죄하겠다는 태도를 세운다.","관계","고교 동창과 피해자들이 박동철의 과거를 판정할 다음 사회적 목격자가 된다.","조명득이 직접 구로동 유포지를 찾아갈 거냐고 묻는다.","수사 방향 없이 침묵만 하는 단계가 닫힌다.","구로동 지라시 공장 잠입과 동창회 사죄가 열린다.","고교 갈취 폭로와 지라시 역추적","high"
334,"334화","법보다 주먹(완전판) 334화","박동철·조명득은 시위대와 취재진을 뚫고 구로동 유포지를 직접 확인하려 한다.","무저항으로 달걀을 맞으려다 생활형 시위대의 우스운 실수와 조명득의 분노가 폭발한다.","박동철은 비난을 감수하며 배후를 찾되 시민에게 주먹을 쓰지 않으려 한다.","사무실을 나서 달걀 세례를 받고 조명득과 옷을 씻기 위해 모텔로 피신한다.","시위와 방송 카메라 때문에 이동 자체가 공개되고 조명득까지 날달걀을 뒤집어쓴다.","시위대 중 일부가 일당 받고 동원됐고 날달걀·삶은 달걀을 혼동할 만큼 사건 내용과 무관함이 드러난다.","박동철이 실제 잘못에 대한 모욕을 저항 없이 감수하는 책임 보상과 상황 코미디가 함께 나온다.","지위","자발적 시민 분노처럼 보인 시위가 고용된 군중의 정치 연출일 가능성으로 기운다.","남자 둘이 달걀투성이로 모텔 대실을 하며 뜻밖의 오해를 받는다.","사무실 봉쇄를 빠져나오는 일은 닫힌다.","시위대 고용 증거와 구로동 방문 재개가 열린다.","고교 갈취 폭로와 지라시 역추적","high"
335,"335화","법보다 주먹(완전판) 335화","박동철·조명득은 모텔에서 달걀을 씻고 시위대는 일당 동원 사실을 아무렇지 않게 말한다.","공적 수치 속에서도 최은희가 직접 옷을 들고 와 남편을 지지하는 관계 보상을 준다.","박동철은 씻고 정체를 감춘 채 구로동 배후 추적을 계속하려 한다.","모텔에서 씻고 최은희가 사 온 옷으로 갈아입으며 사무실 밖 상황을 확인한다.","모텔 직원의 오해와 시위대의 지속 추적, 전국적 얼굴 노출 때문에 움직일 곳이 제한된다.","최은희는 비난 와중에도 박동철을 버리지 않고 조명득까지 챙겨 모텔로 찾아온다.","영웅 이미지가 무너진 순간에도 부부·친구 관계는 흔들리지 않는 안정적 보상이 지급된다.","관계","대중 관계는 무너져도 박동철의 핵심 가족·친구 공동체는 더 단단해진다.","최은희가 둘 다 알아보는 상황에 어디 갈 거냐고 묻는다.","달걀 세례의 즉각 수습이 닫힌다.","변장·구로동 지라시 공장 방문이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
336,"336화","법보다 주먹(완전판) 336화","조명득은 지라시 공장 위치를 찾았고 최은희까지 구로동 상가로 동행한다.","단순 명예회복이 아니라 주가조작과 정치 테마주 설계가 얽힌 배후를 구체화한다.","박동철은 지라시를 만든 사람에게서 최초 사주자와 목적을 확인하려 한다.","구로동 허름한 상가 4층 사무실로 찾아가 강수 일행을 직접 대면한다.","강수 일행은 지라시를 주식 수익에 이용하고 사주자 최성수는 친구를 방패로 세웠다.","최성수가 박동철의 정치 입문설로 최은희 기획사 주식을 테마주화한 뒤 학폭 지라시로 조정할 시나리오를 줬음이 독자에게 드러난다.","조명득의 해킹·추적이 실제 유포 작업장까지 닿고 최은희가 먼저 차에서 내려 함께 맞선다.","세계","학폭 폭로는 정당한 과거 검증만이 아니라 정치 견제와 주식 차익을 노린 조작 유통망으로 재정의된다.","박동철이 강수에게 오리발을 내미는 거냐고 묻는다.","구로동 유포지 확인이 닫힌다.","강수 회유와 최성수 배후 자백이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
337,"337화","법보다 주먹(완전판) 337화","강수는 지라시를 모른다고 부인하지만 동료가 이름을 불러 신원이 드러난다.","폭력 없이 질문과 경제적 약점을 이용해 친구에게 이용당한 유포자를 돌아서게 한다.","박동철은 강수에게서 최성수가 사주했다는 구체 증언과 목적을 얻으려 한다.","직접 따지러 온 게 아니라 뒤의 사람만 알고 싶다며 선악 수치와 반응을 읽어 압박한다.","강수는 처벌·보복과 주식 손실을 두려워하고 최성수와의 우정을 핑계로 쉽게 말하지 않는다.","강수가 최성수가 준 정치 테마주·학폭 소재 시나리오를 털어놓고 자신도 도구로 쓰였음을 깨닫는다.","박동철이 지라시 공장을 때려 부수지 않고 배후 이름을 정확히 얻는 절제된 응징 보상이 지급된다.","관계","강수와 최성수의 친구 관계가 깨지고 강수는 박동철에게 협조하는 내부 증인이 된다.","박동철이 최성수에게 자신이 왔다는 사실을 숨겨 달라고 부탁한다.","지라시 직접 유포자의 정체가 강수로 닫힌다.","최성수 역이용과 광서제약 주식 반격이 열린다.","고교 갈취 폭로와 지라시 역추적","high"
338,"338화","법보다 주먹(완전판) 338화","강수는 최성수에게 이용당한 것을 인정하고 박동철은 그의 입을 막지 않는다.","가해자를 법으로 치기보다 시장 정보로 역이용하고 자신은 공개 책임을 지는 이중 선택을 보여 준다.","박동철은 강수를 자기 편으로 돌리고 필리핀 의뢰를 예정대로 수행하려 한다.","강수에게 광서제약 주식 상승 정보를 주고 비밀 유지 조건을 건 뒤 공항에서 기자 질문을 받는다.","국민은 사죄 없이 외유한다고 보고 최문탁 조직도 필리핀에서 광수 자금·형우 숙청을 진행 중이다.","박동철은 높은 사람처럼 대충 사과하지 않고 피해자에게 직접 책임지겠다고 공개한다.","강수에게 돈을 벌 기회를 주면서도 자신은 비난을 피하지 않는 통제된 관용 보상이 나온다.","지위","박동철은 언론용 사과를 거부하고 실제 피해자 중심의 책임 방식으로 자기 기준을 고정한다.","최문탁이 필리핀 부하들에게 박동철과 되도록 부딪치지 말라고 지시한다.","지라시 유포 경로와 최성수 사주 확인이 닫힌다.","필리핀에서 칠승파·코피노 사건이 합류할 가능성이 열린다.","필리핀 코피노 수색과 칠승파 자금 충돌","high"
339,"339화","법보다 주먹(완전판) 339화","박동철 일행은 필리핀으로 출국하고 최문탁은 은천재 살해범 형우까지 제거하라 명령한다.","정치권은 박동철이 도망친다고 조롱하지만 그는 새 국제 구조 현장으로 실제 이동한다.","박동철은 곤잘레스 최와 아픈 어머니를 찾아 한국인 아버지를 확인하려 한다.","최은희·미선과 마닐라에 입국해 팬·기자 대응을 아내들에게 맡기고 조명득과 현지 가이드를 만난다.","총기와 인신매매가 흔한 마닐라 외곽이며 칠승파 정킷방 세력도 같은 도시에서 움직인다.","공항 브로커가 정킷방을 권해 한국 조폭의 필리핀 세력 확장 표면이 드러난다.","세계적 스타 아내들과 국제적으로 움직이는 박동철·조명득의 사회적 위상을 재확인한다.","지위","필리핀 의뢰는 코피노 가족 찾기에서 한국 조폭 해외 자금망과 겹칠 무대로 확장된다.","현지 가이드는 VIP가 상상하는 이상이 있는 곳이라며 정킷방을 권한다.","한국 내 지라시 배후 1차 확인은 닫힌다.","곤잘레스 최 수색·칠승파 500억·형우 숙청이 열린다.","필리핀 코피노 수색과 칠승파 자금 충돌","high"
340,"340화","법보다 주먹(완전판) 340화","마닐라 공항에서 정킷방 리무진과 현지 가이드가 동시에 박동철 일행에게 접근한다.","별개로 보이던 코피노 의뢰와 칠승파 해외 조직이 같은 거리에서 교차하는 긴장을 만든다.","박동철은 정킷 브로커를 피하고 곤잘레스 최의 빈민가 주소로 안전하게 가려 한다.","가이드 차를 타고 마닐라 외곽 빈민가로 이동하며 정형우를 공항에서 알아본다.","필리핀은 총을 장난감보다 쉽게 구하고 형우·명성 등 칠승파 인력이 500억을 찾으러 들어온다.","박동철은 은천재 사망 당시 곁에 있던 정형우를 알아봐 최문탁 숙청선이 필리핀에 왔음을 감지한다.","현지 위험을 일찍 읽고 청명회 가이드라는 안전망을 확보하는 정보 우위 보상이 지급된다.","세계","곤잘레스 최 수색 동선과 칠승파 광수 자금 회수·내부 살인 동선이 마닐라에서 합쳐진다.","가이드가 총기 구입이 장난감보다 쉽다고 경고하며 빈민가 깊숙이 들어간다.","공항 이동 수단 선택이 닫힌다.","곤잘레스 최 가족 대면과 형우·명성의 충돌이 열린다.","필리핀 코피노 수색과 칠승파 자금 충돌","high"
341,"341화","법보다 주먹(완전판) 341화","박동철 일행은 한국 남성을 증오하는 시선이 가득한 마닐라 빈민가에 도착한다.","곤잘레스 최의 살인 다짐 뒤에 있는 가난·유기·어머니의 질병을 구체적으로 확인한다.","박동철은 곤잘레스와 생모를 만나 생부 추적에 필요한 사실을 듣고 싶다.","현지 가이드의 통역으로 외조모·어머니를 만나 자신이 변호사라고 밝힌다.","곤잘레스는 집에 없고 생모는 만성 신부전으로 신장이식 없이는 오래 살기 어렵다.","곤잘레스의 분노가 버린 아버지뿐 아니라 투석비조차 없는 어머니를 살리려는 절박함임이 드러난다.","편지의 과장처럼 보이던 사정이 실제임을 확인해 의뢰에 감정적 정당성이 생긴다.","관계","박동철은 익명의 국제 편지 수신자에서 곤잘레스 가족의 마지막 도움으로 받아들여진다.","가이드가 생모에게 신장이식이 필요하다고 설명한다.","곤잘레스 주소와 가족 실재 확인이 닫힌다.","곤잘레스 행방·생부 증거·수술비 마련이 열린다.","곤잘레스 구출과 카지노 혈투","high"
342,"342화","법보다 주먹(완전판) 342화","곤잘레스는 집을 비웠고 어머니는 중병이라 시간이 촉박하다.","법적 양육비 약속과 현금 현상금을 함께 써 아이를 찾아내는 행동 전환을 준다.","박동철은 곤잘레스 생부 자료를 확보하고 아이를 즉시 찾으려 한다.","조명득은 양육비·위자료로 수술비를 만들겠다고 약속하고 동네 아이에게 100달러와 성공보수 900달러를 건다.","생부 정보가 희박하고 빈민가에서는 100달러 때문에 총을 맞을 수도 있다.","동네 아이들이 곤잘레스를 찾으러 움직이고 다른 코피노 생모까지 자기 아이 아버지를 찾아달라 호소한다.","돈을 과감히 써 위험을 줄이고 한 가족을 넘어선 구조 수요를 발견한다.","세계","단일 의뢰가 수많은 코피노 가정의 양육비·부양 문제로 확장된다.","젊은 생모가 품의 아이 아버지도 찾아줄 수 있냐고 묻는다.","곤잘레스 가족의 법적 요구 방향이 양육비로 정리된다.","동네 아이 수색과 다수 코피노 의뢰가 열린다.","곤잘레스 구출과 카지노 혈투","high"
343,"343화","법보다 주먹(완전판) 343화","곤잘레스를 찾는 소문이 퍼져 코피노 생모들이 사진과 서류를 들고 몰린다.","박동철의 이름이 빈민가 즉석 분점이 되는 사회적 확장과 조폭의 아이 이용 계획을 병치한다.","박동철은 곤잘레스의 행방 단서를 먼저 좁히려 한다.","한국인권변호사라 소개하고 멜리사에게 곤잘레스가 돈 벌러 카지노로 갔다는 말을 듣는다.","형우는 광수를 못 찾자 엄마 병원비가 필요한 코피노를 살인 도구로 쓰려 한다.","형우 부하가 독종 곤잘레스를 지목하고 명성도 횡성파를 따로 찾아 형우 제거를 준비한다.","박동철의 도움을 믿고 코피노 가족들이 자발적으로 증거를 들고 오는 사회적 신뢰가 지급된다.","세계","코피노 양육비 문제와 칠승파 내부의 광수·형우·명성 삼중 배신이 카지노에서 합류한다.","형우와 명성이 서로 모르게 상대를 제거할 세력을 구한다.","곤잘레스가 카지노로 갔다는 행방 단서가 닫힌다.","곤잘레스를 이용한 총격과 형우·명성 동상이몽이 열린다.","곤잘레스 구출과 카지노 혈투","high"
