sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
198,198화,S1B-A06,전환,"부산 데이터센터와 미국식 정책·홍보팀을 최재석에게 붙이고 계열사 실적에서 뒤처진 태우상사를 원자재 전문회사로 바꾼다; 탄핵과 양당 분열이 제3당의 틈을 만들고, 서비스 기업만 성장한 그룹에 실물 자원 병목이 드러난다; 국민경제당의 성장 엔진과 배터리·반도체를 지킬 원자재 조달 조직을 동시에 세운다",8,8,9,6,5,4,5,6,전환 구간. 국민경제당의 성장 엔진과 배터리·반도체를 지킬 원자재 조달 조직을 동시에 세운다; 다음 압력은 리튬·코발트·니켈과 반도체 소재 광산을 세계에서 선점해야 한다
199,199화,S1B-A06,압박,태우상사에 리튬·코발트·니켈·반도체 원료 광산을 사들이게 하고 국민경제당에는 미국 선거 전문가와 경제 공약을 투입한다; 기존 정당의 탄핵 싸움이 심해질수록 경제만 말하는 최재석이 대안으로 부상한다; 미래 제조업 원료 선점과 독자 정당의 전국 인지도를 함께 끌어올린다,9,7,9,6,8,4,5,6,압박 구간. 미래 제조업 원료 선점과 독자 정당의 전국 인지도를 함께 끌어올린다; 다음 압력은 CES 프리미엄 가전 성과 뒤 국내 동영상 플랫폼 판타지TV가 생존 도움을 청한다
200,200화,S1B-A06,압박,CES에서 아노르 프리미엄 가전 성공을 확인하고 판타지TV 김익수에게 수천억 원 규모 글로벌 동영상 플랫폼 연합을 제안한다; 국내 서비스만 지키려던 김익수에게 유튜브급 글로벌 확장 없이는 결국 해외 자본에 진다는 미래를 보여 준다; 태우 콘텐츠·IT·글로벌 파트너를 묶을 영상 플랫폼 핵심 개발자를 확보한다,9,7,9,8,5,4,5,6,압박 구간. 태우 콘텐츠·IT·글로벌 파트너를 묶을 영상 플랫폼 핵심 개발자를 확보한다; 다음 압력은 미국 슈퍼볼의 돌발 노출 사고가 개인 영상 플랫폼의 폭발력을 증명할 사건으로 다가온다
201,201화,S1B-A06,결산,김익수에게 50억 원 투자와 애플·구글·아마존이 참여하는 글로벌 합작을 제시하고 천민정의 바둑 AI·영상 추천 알고리즘을 플랫폼에 붙인다; 태우가 이미 더 완성도 높은 영상 플랫폼 알파 버전을 만들었음을 본 김익수가 경쟁 대신 합작을 선택한다; 국내 개발자와 글로벌 빅테크·AI를 묶은 유튜브 선점 체제를 완성한다,7,9,9,6,5,8,5,6,결산 구간. 국내 개발자와 글로벌 빅테크·AI를 묶은 유튜브 선점 체제를 완성한다; 다음 압력은 슈퍼볼 생방송의 노출 사고가 인터넷에서 폭발하며 개인 영상의 시대를 연다
202,202화,S1B-A07,진입,슈퍼볼 노출 사고에 맞춰 태우의 보이지 않는 아름다움 광고를 내보내고 채드 헐리·스티브 첸을 영상 플랫폼 창업팀으로 영입한다; 방송 사고와 광고가 함께 밈이 되면서 무명에 가까웠던 태우 광고와 개인 영상 수요가 전 세계로 번진다; 세계급 영상 창업자와 바이럴 브랜드 효과를 동시에 선점한다,6,6,8,6,5,4,5,6,진입 구간. 세계급 영상 창업자와 바이럴 브랜드 효과를 동시에 선점한다; 다음 압력은 미국 대선·한국 총선·인도 총선이라는 세 번의 선거가 한꺼번에 다가온다
203,203화,S1B-A07,진입,IBM의 리사 수에게 다섯 배 연봉과 반도체 전권을 제시해 태우전자 CEO로 영입하고 사우디에서 무함마드 왕자와 미래 투자 동맹을 맺는다; 리사 수는 돈보다 자신이 설계한 반도체 회사를 만들 수 있다는 전권에 움직이고 왕자는 미래 EPL 구단 경쟁까지 약속한다; 반도체를 재건할 세계급 경영자와 중동 장기 자본·정치 인맥을 얻는다,6,6,8,6,5,4,5,6,진입 구간. 반도체를 재건할 세계급 경영자와 중동 장기 자본·정치 인맥을 얻는다; 다음 압력은 귀국하자 대통령 탄핵안 표결과 촛불 정국이 기업 계획을 흔든다
204,204화,S1B-A07,확장,탄핵 표결 뒤 최재석의 촛불 연설과 SNS 확산을 지원하고 한·칠레 FTA를 이용해 남미 리튬 광산을 먼저 확보하게 한다; 정치가 멈춘 동안에도 태우는 협정 발효 뒤 값이 뛸 자원 광구를 선점할 수 있다는 시간차를 이용한다; 최재석의 전국 인지도와 배터리 원자재 선점 기회를 함께 키운다,7,7,8,6,5,4,5,6,확장 구간. 최재석의 전국 인지도와 배터리 원자재 선점 기회를 함께 키운다; 다음 압력은 리사 수가 태우의 경직된 조직문화를 보고 CEO 제안을 거절하려 한다
205,205화,S1B-A07,확장,우유니 염호와 리튬 트라이앵글의 광구 열 곳 이상을 선점하고 리사 수에게 태우 계열사를 직접 둘러보게 한다; 시설보다 위계적인 임원 문화에 실망한 리사 수가 귀국을 결심하지만 천민정의 AI 연구가 마지막 변수가 된다; FTA 전에 남미 핵심 리튬 권리를 잠그고 CEO 영입 실패를 되돌릴 한 번의 기회를 얻는다,7,7,8,6,5,8,5,6,확장 구간. FTA 전에 남미 핵심 리튬 권리를 잠그고 CEO 영입 실패를 되돌릴 한 번의 기회를 얻는다; 다음 압력은 리사 수와 천민정이 밤샘 기술 토론에 들어간다
206,206화,S1B-A07,확장,천민정과 리사 수의 밤샘 토론을 계기로 영입을 성사시키고 리사를 태우전자 CEO에 앉혀 기존 임원에게 전권을 공표한다; 경직된 조직의 약점이 천민정의 AI 가능성과 민재의 권한 보장으로 뒤집혀 리사 수가 회사를 바꿀 주체가 된다; 반도체·전자 사업을 맡길 리더와 천재 연구자의 협업축을 완성한다,7,7,8,6,5,8,5,6,확장 구간. 반도체·전자 사업을 맡길 리더와 천재 연구자의 협업축을 완성한다; 다음 압력은 국민경제당이 세계 IT 거물까지 부른 총선 공개행사를 준비한다
207,207화,S1B-A07,전환,아마존·구글·애플 수장들을 국민경제당 경제행사에 세워 최재석을 미래형 지도자로 부각하고 리사 수의 팹리스 회사 신설안을 승인한다; 정당 행사에 세계 기업가가 등장하자 기존 양당이 만들 수 없는 경제 네트워크가 유권자 앞에 증명된다; 국민경제당의 선거 동력과 퀄컴에 도전할 반도체 설계회사·무제한 투자 약속을 얻는다,8,8,9,6,5,4,5,6,전환 구간. 국민경제당의 선거 동력과 퀄컴에 도전할 반도체 설계회사·무제한 투자 약속을 얻는다; 다음 압력은 17대 총선 출구조사와 실제 개표가 엇갈리기 시작한다
208,208화,S1B-A07,전환,17대 총선 개표를 지켜보며 천민정의 실시간 통역 AI를 시험하고 출구조사보다 높은 국민경제당 득표를 추적한다; 초반 열세와 달리 개표가 진행될수록 제3당 의석이 늘어 어느 양당도 단독 과반을 얻기 어려워진다; 실시간 번역 기술의 실용성과 국민경제당이 캐스팅보트를 잡을 가능성을 확인한다,8,8,9,8,5,8,5,6,전환 구간. 실시간 번역 기술의 실용성과 국민경제당이 캐스팅보트를 잡을 가능성을 확인한다; 다음 압력은 최종 의석수가 최재석을 실제 킹메이커로 만들지 남아 있다
209,209화,S1B-A07,압박,총선 결과를 분석하고 최재석에게 양당 사이의 독립 노선을 지키게 하며 천민정에게 논문·영화·소설 2만 편과 음성을 AI 학습 자료로 투입한다; 여당 123석·야당 112석·국민경제당 38석으로 어느 쪽도 최재석 없이 정국을 운영할 수 없게 된다; 국민경제당의 캐스팅보트와 번역·음성·추천을 아우를 AI 학습 기반을 확보한다,9,7,9,6,8,8,5,6,압박 구간. 국민경제당의 캐스팅보트와 번역·음성·추천을 아우를 AI 학습 기반을 확보한다; 다음 압력은 인도 총선 승리 뒤 약속했던 IIT 한국 캠퍼스 거래를 이행해야 한다
210,210,S1B-A07,압박,인도 총선 승리와 미모안 싱의 총리 취임에 맞춰 10년간 10조 원 투자안을 발표하고 다이먼에게 미국 서브프라임 대출을 조사하게 한다; NINA 대출과 개 이름으로도 집을 사는 광기가 확인되자 민재는 BRIC 호황 투자보다 붕괴 보험을 택한다; IIT 이전을 끌어낼 인도 투자 명분과 미국 주택붕괴를 역이용할 금융정보를 얻는다,9,7,9,8,5,4,5,9,압박 구간. IIT 이전을 끌어낼 인도 투자 명분과 미국 주택붕괴를 역이용할 금융정보를 얻는다; 다음 압력은 다이먼에게 당장 큰 수익이 없는 주택하락 보험을 3년간 쌓으라고 명령한다
211,211,S1B-A07,결산,다이먼에게 주택가격 하락 보험·파생상품을 소액부터 누적하고 보험금 부도 때 은행 지분으로 받는 구조까지 준비시킨 뒤 최재석에게 IIT 한국 캠퍼스를 제안한다; 탄핵 기각 뒤 정국이 정상화되자 민재는 위기 베팅을 숨긴 채 교육·고용 성과로 정치적 협조를 얻으려 한다; 서브프라임 붕괴의 역사와 거래 실적을 동시에 준비하고 IIT 협상 테이블을 연다,7,9,9,6,5,4,5,9,결산 구간. 서브프라임 붕괴의 역사와 거래 실적을 동시에 준비하고 IIT 협상 테이블을 연다; 다음 압력은 최재석이 국내 대학 반발과 취업 효과를 따져 IIT 안을 받아들일지 고민한다
212,212,S1B-A08,진입,IIT 학생 20%를 한국인으로 뽑고 태우 채용을 20% 늘려 전원 취업시키겠다고 설득하며 수도 이전은 행정기관 분산 절충안으로 바꾼다; 교육·고용을 한 묶음으로 제시하자 최재석이 IIT에 동의하고 위헌 논란도 지역 이전 정책으로 우회할 길이 열린다; IIT 한국 캠퍼스의 정치 합의와 행정기관 이전의 실용적 해법을 얻는다,6,6,8,6,5,4,5,6,진입 구간. IIT 한국 캠퍼스의 정치 합의와 행정기관 이전의 실용적 해법을 얻는다; 다음 압력은 전기차 모터와 자율주행을 맡길 기술·회사를 찾아야 한다
213,213,S1B-A08,진입,"세이브가 테슬라 지분 절반을 이미 보유한 상태에서 추가 투자를 지시하고 천민정과 엔지니어 50명으로 자율주행팀을 만든다; IIT 지원을 매개로 최재석이 여야 수도 이전 협상에서 중립의 캐스팅보트를 행사한다; 테슬라 지배력과 한국 자율주행 연구팀, 정치적 행정분산 합의를 동시에 확보한다",6,6,8,6,5,8,5,9,"진입 구간. 테슬라 지배력과 한국 자율주행 연구팀, 정치적 행정분산 합의를 동시에 확보한다; 다음 압력은 실시간 교통·내비게이션 기술을 가진 팅크웨어를 손에 넣어야 한다"
214,214,S1B-A08,확장,현대 회장에게 자동차금융 전쟁 불참을 약속하는 대신 팅크웨어 접근권을 받고 창업자에게 인수를 제안한다; 현대와의 거래는 성립하지만 팅크웨어 창업자가 현금 인수를 거절해 회사 자체를 사는 길이 막힌다; 현대와 불필요한 금융전쟁을 피하고 핵심 내비게이션 기술의 협상선에 들어간다,7,7,8,6,8,4,5,9,확장 구간. 현대와 불필요한 금융전쟁을 피하고 핵심 내비게이션 기술의 협상선에 들어간다; 다음 압력은 인수 없이도 기술과 교통 데이터를 독점할 새 계약이 필요하다
215,215,S1B-A08,확장,팅크웨어를 태우·카이자동차 공급사로 올리고 스톡옵션을 주는 대신 기술·데이터 독점권을 받아 천민정에게 무료 태우맵을 만들게 한다; 천민정이 한 달 만에 실시간 교통·음성검색·주유 정보까지 갖춘 모바일 내비게이션을 완성한다; 회사 인수 비용 없이 핵심 내비게이션 기술과 전국 교통 데이터 플랫폼을 얻는다,7,7,8,8,8,8,5,9,확장 구간. 회사 인수 비용 없이 핵심 내비게이션 기술과 전국 교통 데이터 플랫폼을 얻는다; 다음 압력은 김태중이 태우의 위상을 상징할 새 사옥을 세우자고 한다
216,216,S1B-A08,확장,김태중의 신사옥 꿈을 받아들여 강남 롯데 부지에 1조5천억 원을 제시하고 아노르 명품 입점·한일 사업 지분까지 교환안으로 내민다; 진 회장이 현금보다 두 아들의 승계 싸움을 우선하며 매각을 미루자 토지 협상이 후계 경쟁으로 바뀐다; 강남 핵심 부지와 명품 유통권을 한 거래로 묶을 협상 지렛대를 만든다,7,7,8,6,5,8,5,9,확장 구간. 강남 핵심 부지와 명품 유통권을 한 거래로 묶을 협상 지렛대를 만든다; 다음 압력은 롯데 두 아들 중 누구를 밀어야 부지를 받을 수 있는지 선택해야 한다
217,217,S1B-A08,전환,롯데 장남·차남을 각각 만나 부지 매각 약속을 받고 김태중의 조언으로 더 유능한 차남을 후계자로 택한다; 장남의 즉각적 약속보다 장기 경영 능력이 있는 차남을 밀어야 태우에도 이익이라는 조부의 판단을 따른다; 롯데 승계전에 개입할 기준과 롯데 부지 매입선을 확보한다,8,8,9,6,5,8,5,6,전환 구간. 롯데 승계전에 개입할 기준과 롯데 부지 매입선을 확보한다; 다음 압력은 롯데 부지와 함께 한전 부지까지 얻기 위한 더 큰 국가간 거래가 필요하다
218,218,S1B-A08,전환,러시아 로만을 찾아 극동 에너지 개발·한국 공급을 포함한 600조 원 규모 한러 프로젝트를 만들고 한전 부지 활용을 조건으로 건다; 민간 신사옥 욕망이 국가 에너지 협력과 공기업 지역 이전을 움직이는 초대형 외교 카드로 확장된다; 한전 부지를 협상 의제로 올릴 러시아 정부·재계의 압력과 거대한 경제 명분을 확보한다,8,8,9,6,5,4,5,9,전환 구간. 한전 부지를 협상 의제로 올릴 러시아 정부·재계의 압력과 거대한 경제 명분을 확보한다; 다음 압력은 정부와 한전이 실제 이전·매각에 동의하도록 국내 정치판을 움직여야 한다
219,219,S1B-A08,압박,델핀을 통해 아노르 계열 다섯 브랜드를 롯데면세점에 넣고 차남에게 중국 최고위 인맥을 연결한 뒤 러시아 에너지 사절단을 맞는다; 민재가 장남에게 중국 사업을 양보하게 한 선택이 차남의 신뢰와 롯데 부지 매각 약속으로 돌아온다; 롯데 승계전의 우군·명품 입점·중국 사업 허가를 묶고 김태중에게 한러 협상 무대를 넘긴다,9,7,9,6,5,8,5,6,압박 구간. 롯데 승계전의 우군·명품 입점·중국 사업 허가를 묶고 김태중에게 한러 협상 무대를 넘긴다; 다음 압력은 김태중과 러시아 대표단이 한전 이전을 정부에 정식 요구한다
220,220,S1B-A08,압박,김태중이 러시아 대표단과 한전 이전·에너지 허브를 압박하게 하고 민재는 최재석을 통해 공기업 지역 이전을 여야 절충안에 넣는다; 조부의 격한 협상 연기와 제3당의 캐스팅보트가 결합해 사기업 욕망이 지역균형 정책으로 포장된다; 한전 부지 매각과 지사 이전을 정치권의 공식 선택지로 올린다,9,7,9,6,8,8,5,6,압박 구간. 한전 부지 매각과 지사 이전을 정치권의 공식 선택지로 올린다; 다음 압력은 무료 태우맵이 성공하지만 서울 택시 호출 카르텔이 교통 데이터를 막는다
221,221,S1B-A08,결산,여야가 한전 지역 이전에 합의하도록 밀고 하루 이용자 10만 명을 넘긴 태우맵에 택시 데이터를 붙이려 서울조합과 협상한다; 한전 부지는 매각 수순에 들어가지만 택시 호출권을 독점한 차봉훈이 무료 데이터 제공을 거절한다; IIT·공기업 이전과 태우맵 대중화를 결산하고 두 신사옥 부지 확보 가능성을 높인다,7,9,9,6,5,4,5,6,결산 구간. IIT·공기업 이전과 태우맵 대중화를 결산하고 두 신사옥 부지 확보 가능성을 높인다; 다음 압력은 택시 호출비를 뜯는 카르텔을 플랫폼으로 직접 무너뜨리기로 한다
222,222,S1B-A09,진입,강 대위에게 차봉훈의 횡령·폭행을 조사시키고 강인운 명의의 택시회사와 코코아택시 앱·차량 호출 단말기를 동시에 만든다; 호출망을 빌리는 협상 대신 직접 택시를 운영하고 무료 앱으로 기존 독점의 수익원을 없애는 길을 택한다; 택시 카르텔을 우회할 회사·앱·하드웨어라는 완전한 대체망을 준비한다,6,6,8,8,5,4,5,6,진입 구간. 택시 카르텔을 우회할 회사·앱·하드웨어라는 완전한 대체망을 준비한다; 다음 압력은 차봉훈이 태우의 진입을 알아채기 전에 기사들을 대규모로 모아야 한다
223,223,S1B-A09,확장,수수료 0%와 무료 단말기를 내걸어 택시업체를 모으고 차봉훈의 비리 증거를 검찰·경찰·국세청에 동시에 넘긴다; 앱과 단말기가 예상보다 빨리 완성되어 공격 시점이 앞당겨지고 차봉훈 부자는 조직폭력으로 반격을 준비한다; 기사가 돈을 더 버는 호출망과 기존 독점자를 법으로 칠 증거를 갖춘다,7,7,8,8,5,4,8,6,확장 구간. 기사가 돈을 더 버는 호출망과 기존 독점자를 법으로 칠 증거를 갖춘다; 다음 압력은 합법 택시 총파업 기간이 코코아택시의 생존 시험대가 된다
224,224,S1B-A09,전환,닷새간의 합법 택시 파업에 맞춰 기본요금 할인으로 코코아택시를 출시하고 독립 기사들에게 호출을 몰아준다; 도시가 멈춘 사이 코코아택시 기사는 사상 최고 매출을 올리고 작은 업체들이 기존 조합을 이탈한다; 승객의 이동과 기사의 소득을 함께 살리며 차봉훈을 구속시키고 시장 진입을 성공시킨다,8,8,9,6,5,4,5,9,전환 구간. 승객의 이동과 기사의 소득을 함께 살리며 차봉훈을 구속시키고 시장 진입을 성공시킨다; 다음 압력은 차봉훈 측이 조합 이탈 업체와 강인택시를 폭력으로 치려 한다
225,225,S1B-A09,압박,강인운이 차봉훈 비리 증언과 면책을 교환해 서울 택시의 70%를 코코아택시로 끌어오고 공격 정보를 미리 수집한다; 차봉훈의 배후인 영신운수 회장이 조폭 100명을 동원해 강인택시를 습격하려 한다; 기존 카르텔 내부를 증언자로 바꾸고 압도적 기사 점유율을 확보한다,9,7,9,8,5,4,5,6,압박 구간. 기존 카르텔 내부를 증언자로 바꾸고 압도적 기사 점유율을 확보한다; 다음 압력은 강 대위가 훈련한 인원과 조폭 100명의 정면충돌이 벌어진다
226,226,S1B-A09,결산,강인택시 인력으로 조폭 100명을 20분 만에 제압하고 영신운수 회장까지 구속시켜 서울 택시 80%를 코코아택시에 편입한다; 폭력 배후까지 사라지자 호출비가 내려가고 기사·승객이 모두 무료 플랫폼을 떠날 이유가 없어졌다; 택시 호출 카르텔을 끝내고 착한 독점·IIT 승인·한전 이전을 한꺼번에 결산한다,7,9,9,6,5,4,8,6,결산 구간. 택시 호출 카르텔을 끝내고 착한 독점·IIT 승인·한전 이전을 한꺼번에 결산한다; 다음 압력은 IIT 판교 기공식과 김태중의 신사옥 착공이 다음 실물 결산으로 이어진다
227,227,S1B-A10,진입,IIT 판교 캠퍼스 첫 삽을 뜨고 롯데 승계전에서 차남에게 중국 사업을 장남에게 양보하라고 조언한다; 당장의 중국 성과가 오히려 장남을 묶는 독이 되어 차남이 국내 핵심 사업과 부지 결정권을 쥐게 된다; 교육 거점 약속을 실물로 만들고 롯데 부지 매각의 승계 조건을 유리하게 정리한다,6,6,8,6,5,4,5,6,진입 구간. 교육 거점 약속을 실물로 만들고 롯데 부지 매각의 승계 조건을 유리하게 정리한다; 다음 압력은 중국 인허가를 실제로 뚫고 롯데 부지 가격을 확정해야 한다
228,228,S1B-A10,진입,나흘 동안 롯데 중국 사업 인허가를 확보해 준 뒤 감정가 평균에 50%를 얹은 1조7천4백억 원으로 강남 부지 계약을 즉시 체결한다; 승계 지원의 대가가 구두약속에서 소유권 계약으로 바뀌고 김태중은 한전 부지까지 사야 한다고 밀어붙인다; 첫 번째 강남 신사옥 부지를 확정해 조부의 오랜 꿈을 현실 자산으로 갚는다,6,6,8,6,5,8,5,6,진입 구간. 첫 번째 강남 신사옥 부지를 확정해 조부의 오랜 꿈을 현실 자산으로 갚는다; 다음 압력은 한전 부지 입찰에서 현대를 꺾기 위한 자동차금융 카드가 필요하다
229,229,S1B-A10,확장,명동 자금 100억 달러를 자동차금융전에 풀어 경쟁사 가격을 누르고 현대 회장에게 태우·카이 금융 합작을 대가로 한전 입찰 철회를 제안한다; 현대와 싸우는 대신 더 큰 금융 동맹을 주어 가장 강한 경쟁자의 입찰 가격을 미리 지운다; 한전 부지 경쟁자를 아군으로 바꾸고 자동차금융 시장의 장기 협력축을 얻는다,7,7,8,6,5,4,5,9,확장 구간. 한전 부지 경쟁자를 아군으로 바꾸고 자동차금융 시장의 장기 협력축을 얻는다; 다음 압력은 한전 본입찰에서 숨은 경쟁자와 최고가를 넘겨야 한다
230,230,S1B-A10,확장,한전 부지 입찰에 4조·6조 원 두 봉투를 준비하고 현대가 빠진 경쟁 구도를 실시간으로 판단해 4조 원 안을 낸다; 현대가 준비했던 6조1705억 원보다 5억 원 높은 비상안이 있었지만 철회 거래 덕분에 수조 원을 아낀다; 최고가 낭비 없이 한전 부지를 이길 가격 전략과 두 번째 신사옥의 승기를 잡는다,7,7,8,6,5,4,5,9,확장 구간. 최고가 낭비 없이 한전 부지를 이길 가격 전략과 두 번째 신사옥의 승기를 잡는다; 다음 압력은 낙찰 발표와 초고층을 막는 공군 비행안전 규제가 남는다
231,231,S1B-A10,확장,4조 원에 한전 부지를 낙찰받아 김태중과 기쁨을 나누고 공군참모총장에게 활주로 이전 비용과 러시아 전투기 제공을 제안한다; 두 강남 부지를 모두 샀지만 높이 제한이 새 병목이 되어 토지전이 군사외교 협상으로 바뀐다; 조부의 쌍부지 꿈을 완전히 갚고 초고층 허가를 얻을 새 교환조건을 만든다,7,7,8,6,5,8,5,9,확장 구간. 조부의 쌍부지 꿈을 완전히 갚고 초고층 허가를 얻을 새 교환조건을 만든다; 다음 압력은 러시아와 미국의 허가를 모두 받아 전투기를 실제로 들여와야 한다
232,232,S1B-A10,전환,러시아 로만에게 수호이 전투기 세 대를 1억3천만 달러에 사고 활주로 전체 이전비까지 부담한 뒤 미국의 비밀 반입 승인을 받는다; 미국 대선에서 부시가 재선되며 과거의 선거 지원 약속이 민감한 러시아 전투기 거래 승인으로 돌아온다; 공군이 초고층에 반대하지 않을 군사적 대가와 미·러 양쪽의 외교 허가를 확보한다,8,8,9,6,5,4,5,9,전환 구간. 공군이 초고층에 반대하지 않을 군사적 대가와 미·러 양쪽의 외교 허가를 확보한다; 다음 압력은 세 대 중 어떤 기체가 한국에 도착할지 확인해야 한다
233,233,S1B-A10,전환,미국 대사에게 부시의 감사와 이중독수리 승인을 확인하고 코코아택시를 전국 광역시로 넓혀 대리운전·렌터카까지 확장한다; 강인운이 단순 호출 서비스를 종합 이동 플랫폼으로 키울 사업안을 먼저 제안한다; 쌍부지 허가 외교를 굳히고 코코아 모빌리티의 전국 확장 동력을 얻는다,8,8,9,8,5,4,5,6,전환 구간. 쌍부지 허가 외교를 굳히고 코코아 모빌리티의 전국 확장 동력을 얻는다; 다음 압력은 러시아에서 보낸 수호이 세 대가 도착하며 예상 밖 기체가 모습을 드러낸다
234,234,S1B-A10,압박,도착한 세 대 중 실제 비행 가능한 Su-47 베르쿠트를 확인하고 공군으로부터 두 곳 모두 초고층이어도 반대하지 않겠다는 약속을 받는다; 실험기라 여긴 거래가 현역급 희귀 전투기라는 선물로 바뀌어 공군의 협조 수준이 더 커진다; 활주로 이전과 초고층 군 협의를 사실상 끝내고 예상외 군사자산까지 얻는다,9,7,9,8,5,4,5,6,압박 구간. 활주로 이전과 초고층 군 협의를 사실상 끝내고 예상외 군사자산까지 얻는다; 다음 압력은 김태중이 시청은 롯데 부지 한 곳만 허가할 것이라 판단해 미국 압박이 필요해진다
235,235,S1B-A10,압박,미국에서 세이브·핀테크에 서브프라임 보험을 더 사되 경고 보고서를 남겨 책임을 차단하게 하고 머스크의 스페이스X에 연 10억 달러씩 10년 투자를 제안한다; 첫 팰컨 발사조차 못 한 원시적 현장을 보고도 미래를 확신해 첫해 30억 달러와 대규모 지분을 건다; 주택붕괴 역전판의 법적 방패와 우주기업 지배지분을 동시에 축적한다,9,7,9,8,5,4,5,9,압박 구간. 주택붕괴 역전판의 법적 방패와 우주기업 지배지분을 동시에 축적한다; 다음 압력은 글로벌 동영상 플랫폼의 이름과 출시 동맹을 최종 결정해야 한다
236,236,S1B-A10,결산,영상 플랫폼 창업팀의 투표로 위튜브 이름을 확정하고 애플·구글·아마존·페이스북의 기본앱·검색·홍보를 묶은 뒤 귀국한다; 19대18의 근소한 표로 유튜브 대신 위튜브가 선택되고 김태중은 롯데 부지 초고층 허가를 받아 낸다; 세계 동영상 유통망과 첫 신사옥 건축 허가를 얻고 조부가 3조 원대 본사 건설을 지휘하게 한다,7,9,9,6,5,8,5,9,결산 구간. 세계 동영상 유통망과 첫 신사옥 건축 허가를 얻고 조부가 3조 원대 본사 건설을 지휘하게 한다; 다음 압력은 민재가 서비스·금융 중심 성장을 제조·자원·콘텐츠까지 넓히겠다고 선언한다
237,237,S1B-A11,진입,2005년 첫 사장단회의에서 실시간 통역 AI를 쓰고 리사 수의 반도체 공장 두 배 안을 다섯 배·10~15조 원 투자로 확대하며 태우상사에 몽골 자원 계획을 요구한다; 전자 31%·반도체 40% 성과에도 안주하지 않고 서비스기업이라는 평가를 벗기 위해 실물 투자를 더 크게 건다; 반도체 초격차·원자재 공급망·AI 업무혁신을 그룹 전체의 변신 과제로 세운다,6,6,8,6,5,4,5,9,진입 구간. 반도체 초격차·원자재 공급망·AI 업무혁신을 그룹 전체의 변신 과제로 세운다; 다음 압력은 영화·음악·방송을 묶은 태우엔터테인먼트가 새 성장축으로 떠오른다
238,238,S1B-A11,진입,영화관·음악사·케이블 3사를 태우엔터테인먼트로 합치고 제작·OTT를 준비하며 상금·자동차·음반을 건 대형 오디션을 기획한다; 기존 서비스업의 현금흐름을 문화 제작과 인재 발굴로 옮겨야 브랜드 영향력이 장기 자산이 된다; 콘텐츠 수직계열화와 전국 오디션이라는 대중 진입점을 만든다,6,6,8,6,5,4,5,6,진입 구간. 콘텐츠 수직계열화와 전국 오디션이라는 대중 진입점을 만든다; 다음 압력은 흥행을 보장할 감독·작가와 출연자를 먼저 묶어야 한다
239,239,S1B-A11,확장,미래 거장 감독에게 제작비 200억 원·연출료 20억 원을 보장하고 흥행 작가 강·임·이 세 사람과 유리한 장기계약을 맺는다; 기성 톱스타를 비싸게 사는 대신 아직 저평가된 창작자와 신인을 먼저 묶는 방식으로 전략이 전환된다; 영화·드라마 흥행 파이프라인과 오디션 뒤 데뷔할 신인 콘텐츠 기반을 선점한다,7,7,8,6,5,4,5,6,확장 구간. 영화·드라마 흥행 파이프라인과 오디션 뒤 데뷔할 신인 콘텐츠 기반을 선점한다; 다음 압력은 전국에서 얼마나 많은 숨은 인재가 몰릴지 오디션 접수가 열린다
240,240,S1B-A11,확장,전국 여덟 지역·유명 심사위원 12명·서울 월드컵경기장 규모로 오디션을 열고 탈락자 2만 명 자료까지 직접 분석한다; 지원자 100만 명이 몰리고 탈락자 명단에서도 훗날 스타가 될 네 명을 찾아내 경쟁 자체가 거대한 데이터 광산이 된다; 톱 참가자뿐 아니라 미래 아이돌·배우 후보와 공정 오디션 브랜드를 함께 얻는다,7,7,8,6,5,4,5,6,확장 구간. 톱 참가자뿐 아니라 미래 아이돌·배우 후보와 공정 오디션 브랜드를 함께 얻는다; 다음 압력은 케이블 첫 방송 3% 시청률을 위튜브의 방대한 미공개 영상으로 키워야 한다
241,241,S1B-A11,확장,오디션 원본 99시간을 위튜브에 풀고 뮤직비디오·스포츠 하이라이트·검색 노출을 연계해 방송과 플랫폼을 함께 키운다; 케이블 3% 출발을 온라인 보충 영상이 받치면서 태우 콘텐츠와 위튜브가 서로 사용자를 보내는 구조가 생긴다; 오디션 흥행과 위튜브 초기 체류시간·콘텐츠 공급을 동시에 확보한다,7,7,8,6,5,4,5,6,확장 구간. 오디션 흥행과 위튜브 초기 체류시간·콘텐츠 공급을 동시에 확보한다; 다음 압력은 팰컨1이 30초도 못 날고 추락해 머스크 투자의 첫 실패가 찾아온다
242,242,S1B-A11,전환,오디션 톱10 전원을 계약해 음반을 내고 위튜브를 국내 100만·세계 3천만 이용자로 키운 뒤 마셜제도에서 실패한 머스크 팀에게 잔치를 연다; 시청률이 11%에서 결승 21%로 뛰고 민재는 로켓이 백 번 실패해도 지원하겠다고 선언한다; 가수 데뷔·오디션 국민흥행·위튜브 글로벌 출시와 우주동맹의 신뢰를 한꺼번에 회수한다,8,8,9,6,5,4,5,6,전환 구간. 가수 데뷔·오디션 국민흥행·위튜브 글로벌 출시와 우주동맹의 신뢰를 한꺼번에 회수한다; 다음 압력은 태우 소속 가수 네 명이 SG엔터의 유혹을 받고 계약 해지를 요구한다
