sequence,visible_label,start_line,end_line,status,fields_changed,evidence_lines,reason,before_after
59,59화,10841,11024,EDIT,action;turn_or_reveal;paid_reward;state_change;ending_hook;closed_loops;opened_loops,prev L10831~L10840; hard L10841~L11024; next L11025~L11034,L10923~L10951에는 6개 은행과 지분 양도 가능성·예금 조건 및 다음 날 날인 약속까지만 있다. 약 10퍼센트 지분 확보 완료를 계약 전 협상으로 되돌렸다.,"action=[은행마다 10억 달러를 예금해 태우중공업 주식 약 10%를 모은 뒤 사우디로 가 살만에게 표트르 대제의 검을 내보인다] => [6개 은행과 태우중공업 지분 양도 가능성·10억 달러 예금 조건을 맞추고 다음 날 계약서에 도장 찍기로 한 뒤 사우디에서 살만에게 검을 내보인다.] || turn_or_reveal=[살만의 왕위 욕망을 읽은 김민재가 러시아 차르의 검을 선물로 택한다] => [은행들은 10억 달러 예금과 태우중공업 지분 약 10퍼센트 양도안을 검토해 다음 날 날인하기로 하고, 살만은 민재가 가져온 검에 주목한다.] || paid_reward=[은행 지분 협조와 살만에게 직접 정유 협력을 제안할 왕실 접견을 얻는다] => [6개 은행의 계약 전 협상선과 살만 접견·검 제시까지 확보한다.] || state_change=[국내 비밀 매집이 약 10% 은행 지분과 사우디 왕실을 향한 실물 외교로 확장된다] => [국내 비밀 매집이 6개 은행의 태우중공업 지분 약 10퍼센트 양도 협상과 사우디 왕실을 향한 실물 외교로 확장되지만, 은행 지분 소유는 다음 날 날인 전이다.] || ending_hook=[차르의 검이 살만을 움직여 아람코 직인 계약과 태우중공업 지분전에 필요한 도움을 끌어낼 수 있는가?] => [은행들이 다음 날 실제 날인할지, 살만이 표트르 대제의 검에 어떻게 반응할지 아직 열려 있다.] || closed_loops=[은행 예금과 지분 교환을 실행해 국내 매집분을 늘린다] => [6개 은행 접촉; 10억 달러 예금·지분 양도 조건 협의; 다음 날 날인 일정 확보] || opened_loops=[살만의 선물 반응과 아람코 계약, 아크만 명의 인수는 아직 열려 있다] => [은행 지분계약 실제 날인; 살만의 검 감정과 사우디 거래]"
60,60화,11025,11199,EDIT,paid_reward,prev L11015~L11024; hard L11025~L11199; next L11200~L11209,계획·검토·계약 전 상태를 실행·지급 완료와 분리했다.,paid_reward=[아람코 협력 가능성과 태우중공업 지분을 가진 중소계열사 세 곳의 경영권을 확보한다] => [살만과의 관계 진전과 아크만 명의 중소 계열사 세 곳의 경영권을 얻는다.]
61,61화,11200,11399,PASS,"",prev L11190~L11199; hard L11200~L11399; next L11400~L11409,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
62,62화,11400,11547,PASS,"",prev L11390~L11399; hard L11400~L11547; next L11548~L11557,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
63,63화,11548,11745,PASS,"",prev L11538~L11547; hard L11548~L11745; next L11746~L11755,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
64,64화,11746,11893,PASS,"",prev L11736~L11745; hard L11746~L11893; next L11894~L11903,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
65,65화,11894,12073,PASS,"",prev L11884~L11893; hard L11894~L12073; next L12074~L12083,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
66,66화,12074,12283,PASS,"",prev L12064~L12073; hard L12074~L12283; next L12284~L12293,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
67,67화,12284,12471,PASS,"",prev L12274~L12283; hard L12284~L12471; next L12472~L12481,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
68,68화,12472,12681,PASS,"",prev L12462~L12471; hard L12472~L12681; next L12682~L12691,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
69,69화,12682,12849,PASS,"",prev L12672~L12681; hard L12682~L12849; next L12850~L12859,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
70,70화,12850,13024,PASS,"",prev L12840~L12849; hard L12850~L13024; next L13025~L13034,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
71,71화,13025,13225,PASS,"",prev L13015~L13024; hard L13025~L13225; next L13226~L13235,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
72,72화,13226,13417,PASS,"",prev L13216~L13225; hard L13226~L13417; next L13418~L13427,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
73,73화,13418,13604,PASS,"",prev L13408~L13417; hard L13418~L13604; next L13605~L13614,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
74,74화,13605,13786,EDIT,opened_loops,prev L13595~L13604; hard L13605~L13786; next L13787~L13796,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 1개를 교정했다.,[MANAGER_FOLLOWUP] opened_loops=[포드·상하이자동차의 지분·공장 조건과 MCA 계약은 남는다] => [포드·중국 합작 파트너의 지분·공장 조건과 MCA 계약] || [MANAGER_FOLLOWUP] opened_loops=[포드·상하이자동차의 지분·공장 조건과 MCA 계약은 남는다] => [포드·중국 합작 파트너의 지분·공장 조건과 MCA 계약]
75,75화,13787,13971,PASS,"",prev L13777~L13786; hard L13787~L13971; next L13972~L13981,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
76,76화,13972,14141,PASS,"",prev L13962~L13971; hard L13972~L14141; next L14142~L14151,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
77,77화,14142,14342,PASS,"",prev L14132~L14141; hard L14142~L14342; next L14343~L14352,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
78,78화,14343,14507,PASS,"",prev L14333~L14342; hard L14343~L14507; next L14508~L14517,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
79,79화,14508,14696,PASS,"",prev L14498~L14507; hard L14508~L14696; next L14697~L14706,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
80,80화,14697,14870,PASS,"",prev L14687~L14696; hard L14697~L14870; next L14871~L14880,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
81,81화,14871,15040,EDIT,opened_loops,prev L14861~L14870; hard L14871~L15040; next L15041~L15050,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 1개를 교정했다.,[MANAGER_FOLLOWUP] opened_loops=[외환위기 매물 인수·김태중의 전경련 역할·냅스터 대응은 남는다] => [외환위기 매물 인수; 김태중의 재계 역할; 세계 IT 지분 배치] || [MANAGER_FOLLOWUP] opened_loops=[외환위기 매물 인수·김태중의 전경련 역할·냅스터 대응은 남는다] => [외환위기 매물 인수; 김태중의 재계 역할; 세계 IT 지분 배치]
82,82화,15041,15242,EDIT,paid_reward;state_change;ending_hook;closed_loops;opened_loops,prev L15031~L15040; hard L15041~L15242; next L15243~L15252,전경련 회장단의 일제 추천만 나온 화다. 김태중의 실제 수락·선출과 회장직 보유를 현재 화의 지급이나 닫힌 루프로 처리하지 않았다.,paid_reward=[애플 음원전략의 선행 논의와 정부 빅딜 창구가 될 김태중의 재계 대표 지위를 얻는다] => [전경련 회장단이 김태중을 차기 회장으로 미는 일제 추대안과 정부 빅딜 창구가 될 가능성을 얻는다.] || state_change=[개별 기업 방어가 김태중을 재계 전체 구조조정의 얼굴로 세우는 국가급 역할로 확장된다] => [개별 기업 방어가 김태중을 재계 전체 구조조정의 얼굴로 추천하는 국가급 역할 제안으로 확장된다.] || ending_hook=[김태중은 떠밀린 전경련 회장직을 태우의 인수 기회와 재계 생존에 어떻게 사용할 것인가?] => [일제 추천을 받은 김태중이 차기 전경련 회장직을 실제로 받아들일 것인가?] || closed_loops=[냅스터 조기 대응의 방향과 전경련 차기 회장 선출을 확인한다] => [냅스터 조기 대응 방향; 전경련 회장단의 차기 회장 일제 추천] || opened_loops=[조손 화해·매각대금 3조 원 사용·빅딜 지휘는 열려 있다] => [김태중의 전경련 회장직 수락·선출; 조손 화해; 매각대금 사용; 빅딜 지휘]
83,83화,15243,15431,PASS,"",prev L15233~L15242; hard L15243~L15431; next L15432~L15441,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
84,84화,15432,15607,PASS,"",prev L15422~L15431; hard L15432~L15607; next L15608~L15617,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
85,85화,15608,15801,PASS,"",prev L15598~L15607; hard L15608~L15801; next L15802~L15811,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
86,86화,15802,15983,PASS,"",prev L15792~L15801; hard L15802~L15983; next L15984~L15993,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
87,87화,15984,16165,PASS,"",prev L15974~L15983; hard L15984~L16165; next L16166~L16175,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
88,88화,16166,16347,EDIT,paid_reward,prev L16156~L16165; hard L16166~L16347; next L16348~L16357,계획·검토·계약 전 상태를 실행·지급 완료와 분리했다.,paid_reward=[카이자동차의 유력·우선 인수자 지위와 김태중의 후계자 신뢰를 얻는다] => [카이자동차 채권단에 3조5천억 원 현금이라는 가장 강한 조건을 내고 김태중의 후계 신뢰를 확인한다.]
89,89화,16348,16547,PASS,"",prev L16338~L16347; hard L16348~L16547; next L16548~L16557,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
90,90화,16548,16721,PASS,"",prev L16538~L16547; hard L16548~L16721; next L16722~L16731,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
91,91화,16722,16900,PASS,"",prev L16712~L16721; hard L16722~L16900; next L16901~L16910,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
92,92화,16901,17076,EDIT,ending_hook,prev L16891~L16900; hard L16901~L17076; next L17077~L17086,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[가입 폭주가 일주일 뒤 수조 원으로 자라 CL이 먼저 백화점 매각설에 반응할 것인가?] => [첫날 가입 폭주가 실제 대규모 자금으로 이어져 CL을 협상장에 끌어낼 수 있는가?]
93,93화,17077,17271,PASS,"",prev L17067~L17076; hard L17077~L17271; next L17272~L17281,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
94,94화,17272,17445,PASS,"",prev L17262~L17271; hard L17272~L17445; next L17446~L17455,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
95,95화,17446,17615,PASS,"",prev L17436~L17445; hard L17446~L17615; next L17616~L17625,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
96,96화,17616,17784,EDIT,paid_reward;state_change;ending_hook,prev L17606~L17615; hard L17616~L17784; next L17785~L17794,현재 화는 투자비율·전면 명의·SAVE 은폐 방식의 컨소시엄 설계까지다. 정부 운영권 취득은 다음 화로 남겼다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 1개를 교정했다.,paid_reward=[공사비 7% 투자로 장기 운영권을 노리는 퀀텀 컨소시엄의 자금·명칭·위장 구조를 완성한다] => [공사비 7퍼센트를 내고 장기 운영권을 노리는 해외펀드 명의 비밀 컨소시엄안을 설계한다.] || state_change=[장수영의 자금 부족이 그룹 돈을 직접 쓰지 않고 해외펀드 이름으로 운영권을 사는 실행안으로 바뀐다] => [장수영의 자금 부족이 그룹 돈을 직접 쓰지 않고 해외펀드 이름으로 운영권을 노리는 설계안으로 바뀐다.] || [MANAGER_FOLLOWUP] ending_hook=[정부가 퀀텀 컨소시엄에 지하철 9호선·거가대교를 맡기고 태우건설 시공을 허용할 것인가?] => [정부가 퀀텀 이름의 비밀 민자 컨소시엄에 장기 운영권을 주고 태우건설 시공을 허용할 것인가?]
97,97화,17785,17953,PASS,"",prev L17775~L17784; hard L17785~L17953; next L17954~L17963,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
98,98화,17954,18127,PASS,"",prev L17944~L17953; hard L17954~L18127; next L18128~L18137,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
99,99화,18128,18314,EDIT,opened_loops,prev L18118~L18127; hard L18128~L18314; next L18315~L18324,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 1개를 교정했다.,[MANAGER_FOLLOWUP] opened_loops=[MC소프트 투자·게임 유통권·ESD 플랫폼 출시는 아직 실행 전이다] => [게임사 투자·독점 유통권; 전자 소프트웨어 유통 플랫폼 출시] || [MANAGER_FOLLOWUP] opened_loops=[MC소프트 투자·게임 유통권·ESD 플랫폼 출시는 아직 실행 전이다] => [게임사 투자·독점 유통권; 전자 소프트웨어 유통 플랫폼 출시]
100,100화,18315,18491,PASS,"",prev L18305~L18314; hard L18315~L18491; next L18492~L18501,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
101,101화,18492,18661,PASS,"",prev L18482~L18491; hard L18492~L18661; next L18662~L18671,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
102,102화,18662,18838,PASS,"",prev L18652~L18661; hard L18662~L18838; next L18839~L18848,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
103,103화,18839,19009,EDIT,resistance_or_cost,prev L18829~L18838; hard L18839~L19009; next L19010~L19019,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다. [MANAGER_FOLLOWUP] 시작 SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8와 현재 화 hard line을 대조해 11개 narrative field 중 1개를 교정했다.,"[MANAGER_FOLLOWUP] resistance_or_cost=[통신 출혈경쟁과 영화 배급·불법복제 문제가 남고, 금감원·정치권을 포함한 대부업 카르텔 가능성 때문에 공개 대응이 어렵다] => [통신 출혈경쟁과 영화 배급·불법복제 문제가 남고, 정부·관련부처·정치권을 포함한 대부업 카르텔 가능성 때문에 공개 대응이 어렵다.] || [MANAGER_FOLLOWUP] resistance_or_cost=[통신 출혈경쟁과 영화 배급·불법복제 문제가 남고, 금감원·정치권을 포함한 대부업 카르텔 가능성 때문에 공개 대응이 어렵다] => [통신 출혈경쟁과 영화 배급·불법복제 문제가 남고, 정부·관련부처·정치권을 포함한 대부업 카르텔 가능성 때문에 공개 대응이 어렵다.]"
104,104화,19010,19211,PASS,"",prev L19000~L19009; hard L19010~L19211; next L19212~L19221,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
105,105화,19212,19368,PASS,"",prev L19202~L19211; hard L19212~L19368; next L19369~L19378,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
106,106화,19369,19527,PASS,"",prev L19359~L19368; hard L19369~L19527; next L19528~L19537,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
107,107화,19528,19714,PASS,"",prev L19518~L19527; hard L19528~L19714; next L19715~L19724,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
108,108화,19715,19880,PASS,"",prev L19705~L19714; hard L19715~L19880; next L19881~L19890,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
109,109화,19881,20080,PASS,"",prev L19871~L19880; hard L19881~L20080; next L20081~L20090,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
110,110화,20081,20250,PASS,"",prev L20071~L20080; hard L20081~L20250; next L20251~L20260,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
111,111화,20251,20420,PASS,"",prev L20241~L20250; hard L20251~L20420; next L20421~L20430,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
112,112화,20421,20584,PASS,"",prev L20411~L20420; hard L20421~L20584; next L20585~L20594,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
113,113화,20585,20769,PASS,"",prev L20575~L20584; hard L20585~L20769; next L20770~L20779,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
114,114화,20770,20949,PASS,"",prev L20760~L20769; hard L20770~L20949; next L20950~L20959,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
115,115화,20950,21122,PASS,"",prev L20940~L20949; hard L20950~L21122; next L21123~L21132,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
116,116화,21123,21297,PASS,"",prev L21113~L21122; hard L21123~L21297; next L21298~L21307,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
117,117화,21298,21474,PASS,"",prev L21288~L21297; hard L21298~L21474; next L21475~L21484,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
118,118화,21475,21647,PASS,"",prev L21465~L21474; hard L21475~L21647; next L21648~L21657,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
119,119화,21648,21825,PASS,"",prev L21638~L21647; hard L21648~L21825; next L21826~L21835,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
120,120화,21826,22000,PASS,"",prev L21816~L21825; hard L21826~L22000; next L22001~L22010,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
121,121화,22001,22200,PASS,"",prev L21991~L22000; hard L22001~L22200; next L22201~L22210,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
122,122화,22201,22405,PASS,"",prev L22191~L22200; hard L22201~L22405; next L22406~L22415,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
123,123화,22406,22595,PASS,"",prev L22396~L22405; hard L22406~L22595; next L22596~L22605,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
124,124화,22596,22793,PASS,"",prev L22586~L22595; hard L22596~L22793; next L22794~L22803,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
125,125화,22794,22969,PASS,"",prev L22784~L22793; hard L22794~L22969; next L22970~L22979,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
126,126화,22970,23156,PASS,"",prev L22960~L22969; hard L22970~L23156; next L23157~L23166,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
127,127화,23157,23305,PASS,"",prev L23147~L23156; hard L23157~L23305; next L23306~L23315,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
128,128화,23306,23477,PASS,"",prev L23296~L23305; hard L23306~L23477; next L23478~L23487,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
129,129화,23478,23644,EDIT,paid_reward;state_change;ending_hook;closed_loops;opened_loops,prev L23468~L23477; hard L23478~L23644; next L23645~L23654,현재반도체는 25퍼센트 상환 조건부 협상이고 태우 지분·퀄컴 매입은 준비 단계다. 소유·매입 완료 서술과 다음 화 미국 약속 선취를 제거했다.,"paid_reward=[태우 지배력과 스마트폰 특허 투자 기반이 두꺼워진다] => [장영주가 25퍼센트 상환 조건을 채권단에 직접 설득하게 만들고, 김태중과 주가 하락기 태우 지분 매입·상속 원칙을 맞춘다.] || state_change=[민재가 인수자이자 최대주주로 설 자리를 넓힌다] => [현재반도체 인수는 채권단의 대규모 탕감을 기다리는 조건부 협상으로 남고, 태우 지분과 퀄컴 매입은 준비 단계로 구체화된다.] || ending_hook=[미국 정치권과 애플에서 공장·물량 약속을 받아야 한다] => [IT 버블로 80퍼센트 가까이 하락한 퀄컴 지분을 언제 어떤 규모로 확보할 것인가?] || closed_loops=[현 반도체 요청 접수] => [현재반도체 인수 요청 접수와 25퍼센트 상환 조건 제시; 태우 지분 매입·상속 원칙 협의] || opened_loops=[미국 수요처와 정치 방패] => [현재반도체 채권단 결정; 태우 지분·상속 실행; 퀄컴 저가매수]"
130,130화,23645,23831,PASS,"",prev L23635~L23644; hard L23645~L23831; next L23832~L23841,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
131,131화,23832,24029,PASS,"",prev L23822~L23831; hard L23832~L24029; next L24030~L24039,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
132,132화,24030,24220,EDIT,turn_or_reveal;ending_hook;opened_loops,prev L24020~L24029; hard L24030~L24220; next L24221~L24230,계획·검토·계약 전 상태를 실행·지급 완료와 분리했다. 다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,turn_or_reveal=[철수 가능성을 내비친 협상 카드가 세제 지원을 끌어낸다] => [김태중이 반도체 인수 거부 카드로 청와대를 압박해 흑자 전 세금 감면을 받아내겠다고 나선다.] || ending_hook=[대만 파운드리 인재를 더해 수율과 공정을 나눠 맡겨야 한다] => [김태중의 청와대 압박이 반도체 적자기의 세금 감면을 실제로 받아낼 수 있는가?] || opened_loops=[수율 회복과 공동 경영] => [반도체 세제 감면 협상; 수율 회복; 공동 경영]
133,133화,24221,24408,EDIT,ending_hook;opened_loops,prev L24211~L24220; hard L24221~L24408; next L24409~L24418,다음 화의 구체 결과를 현재 마지막 프레임의 실제 질문으로 되돌렸다.,ending_hook=[CES 아이폰 공개가 태우 반도체 수요를 시험한다] => [상속 작업이 거의 끝난 김태중이 자기 업무까지 넘기려 하자 민재는 할아버지의 은퇴 가능성을 막으려 한다.] || opened_loops=[상속 완료와 CES 시장 검증] => [상속 마무리; 김태중 은퇴 시점; 공동 경영 인사]
134,134화,24409,24613,PASS,"",prev L24399~L24408; hard L24409~L24613; next L24614~L24623,현재 action·turn·paid_reward·state_change·ending_hook·closed_loops·opened_loops가 이 회차 하드 경계와 일치하고 인접 화의 구체 결과를 선취하지 않는다.,""
