sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
169,169화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,5,7,7,0.36,0.19,0.33,0.05,0.07,천민정과 암호학자들에게 채굴·분산장부 구조를 설명하고 극비팀을 시작한다. 낯선 기술설명이 사람과 보안조직을 얻으면서 비트코인 구상이 연구실 안 실제 과제로 내려온다.,L30613~L30819
170,170화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,6,8,6,0.17,0.35,0.19,0.19,0.10,"대표팀 승리와 실시간 광고, 붉은 응원단의 함성이 연달아 터진다. 경기 결과와 전국의 거리반응이 한꺼번에 돌아와 앞서 선점한 광고권의 가치를 현장에서 확인한다.",L30820~L31015
171,171화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,5,8,6,0.15,0.18,0.34,0.22,0.11,4강 광고를 결산한 뒤 천민정 부친의 사채를 정리해 준다. 국가적 축제의 소음이 가족 빚을 조용히 없애는 장면으로 가라앉아 회사가 개인의 안전망이 되는 순간을 남긴다.,L31016~L31200
172,172화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,5,6,6,0.36,0.19,0.32,0.05,0.08,천민정을 힌톤 연구에 붙인 뒤 밤샘 통화로 이용자 데이터 기반 맞춤광고와 댓글 푸시 알림 아이디어를 구체화한다. 두 제품 후보와 협업 관계는 얻었지만 알고리즘 구현·배포·매출은 전혀 지급되지 않았다.,L31201~L31388
173,173화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,6,5,7,0.22,0.28,0.38,0.08,0.04,"서정준에게 태우증권 지분 인수와 옹호 계약을 제안해 한 달의 숙고 시간을 주고, 안상수 동조 임원 명단과 베트남 전보안을 준비시킨다. 사람을 실제 옮기거나 서정준을 영입하지 않은 채 제안과 인사설계만 열린다.",L31389~L31569
174,174화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,4,7,7,0.17,0.13,0.42,0.24,0.04,천민정에게 열애설 상대가 자신임을 밝혀 불안을 풀고 코코아톡 금융안을 받아 관계·감정 체류가 가장 길다.,L31570~L31756
175,175화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,5,7,7,0.34,0.20,0.22,0.05,0.19,페이스북·코코아톡 무료 출시와 5천억~1조 원 데이터센터 입지를 설계해 플랫폼 정보·실물 규모가 앞선다.,L31757~L31915
176,176화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,6,10,8,0.15,0.26,0.40,0.11,0.08,서광수와 핵심 직원을 페이스북으로 되찾아 박동희 강탈을 독으로 만들므로 관계 회수와 복수 보상이 절정이다.,L31916~L32080
177,177화,DCA-N18,N18·가족 허락과 페이팔·머스크 기술방패,4,8,6,0.14,0.11,0.43,0.27,0.05,김태중은 천민정의 배경을 따지지 않고 손자 곁에 있는 사람으로 받아들인다. 사업보고가 아니라 가족 식탁의 허락이 지급되며 천민정과 조손 사이의 거리가 눈에 띄게 줄어든다.,L32081~L32276
178,178화,DCA-N18,N18·가족 허락과 페이팔·머스크 기술방패,6,8,7,0.23,0.19,0.37,0.05,0.16,20억 달러로 페이팔을 사고 머스크를 직접 만나 전기차·에너지·우주 동맹을 연다. 회사 인수 직후 창업자의 다음 야심까지 붙잡아 하나의 자산이 장기 파트너십으로 커진다.,L32277~L32455
179,179화,DCA-N18,N18·가족 허락과 페이팔·머스크 기술방패,6,7,7,0.28,0.17,0.28,0.04,0.23,머스크에게 100억 달러 장기 투자를 약속하고 페이팔을 코코아톡 은행과 결합해 금융 구조·자산이 앞선다.,L32456~L32617
180,180화,DCA-N18,N18·가족 허락과 페이팔·머스크 기술방패,5,7,7,0.42,0.14,0.27,0.05,0.12,"대선 출구조사 뒤 천민정이 아이폰에서 영어 90% 이상·한국어 80% 이상·평균 75% 이상의 음성인식과 알람·전화·메시지를 직접 확인시킨다. IIT 한국 캠퍼스는 힌톤팀 교수직·인재공급을 묶는 구상으로만 열려 있어, 보상은 작동하는 약인공지능에 두고 대학 유치는 훅으로 남긴다.",L32618~L32797
181,181화,DCA-N18B,N18B·KS 불법 대선자금과 세이월드 역공,8,7,8,0.27,0.29,0.32,0.07,0.05,"강 대위의 추적과 국세청 인맥이 KS해운 비자금, 현금 운반 차량, 불법선거자금 단서를 한 줄로 잇는다. 야당과 검찰에 흘린 정보가 KS 한 곳을 넘어 전 대기업 수사로 번지는 순간, 복수 작전의 행동보다 관계망의 확산이 더 큰 압박으로 바뀐다.",L32798~L32963
182,182화,DCA-N18B,N18B·KS 불법 대선자금과 세이월드 역공,8,9,8,0.20,0.32,0.30,0.11,0.07,"100억 원이 넘는 정치자금과 총 2천억 원 비자금, 현금차량 사진을 수사선에 넘긴다. 증거가 실제로 이동한 뒤 세이월드 몰락까지 확인돼 정경유착 역공과 사업 정리가 함께 닫힌다.",L32964~L33126
183,183화,DCA-N18B,N18B·KS 불법 대선자금과 세이월드 역공,5,6,9,0.35,0.17,0.32,0.05,0.11,깨끗한 태우의 위치를 굳힌 뒤 서문영 팀에 숏폼 SNS를 맡겨 기술 정보와 인재 협업에 머문다.,L33127~L33294
184,184화,DCA-N18C,N18C·비트코인 게임결제와 WWDC 시리·IoT 시연,5,7,8,0.31,0.24,0.26,0.04,0.15,게임 아이템·국경 없는 결제로 비트코인 첫 수요를 만들고 WWDC로 가 기술 정보와 생태계 행동이 앞선다.,L33295~L33460
185,185화,DCA-N18C,N18C·비트코인 게임결제와 WWDC 시리·IoT 시연,6,9,6,0.18,0.37,0.21,0.08,0.16,시리·가전 IoT·자동차 원격 시동을 세계 무대에서 실시간 시연해 공개 행동과 기업 지위 보상이 솟는다.,L33461~L33664
186,186화,DCA-N18C,N18C·비트코인 게임결제와 WWDC 시리·IoT 시연,4,8,7,0.34,0.15,0.32,0.04,0.15,"잡스와 노이즈캔슬링 이어폰, 건강·지도·음성 기능의 시계를 차례로 떠올린다. 완제품 지급 없이 아이디어가 서로의 말을 받아 커지는 공동개발 리듬이 재미를 만든다.",L33665~L33838
187,187화,DCA-N19,N19·인도 공장·IIT와 아노르 프리미엄 동맹,6,7,7,0.29,0.26,0.23,0.07,0.15,세계 주문 폭증을 확인하고 우성일에게 책임을 물어 베트남·인도 증설을 지시해 생산 정보·행동 압박이 앞선다.,L33839~L34048
188,188화,DCA-N19,N19·인도 공장·IIT와 아노르 프리미엄 동맹,6,7,7,0.32,0.16,0.39,0.04,0.09,미모안 싱에게 공장·선거 지원과 IIT 캠퍼스를 교환해 국제 정치 관계와 협상 정보에 오래 머문다.,L34049~L34214
189,189화,DCA-N19,N19·인도 공장·IIT와 아노르 프리미엄 동맹,5,6,8,0.38,0.22,0.24,0.08,0.08,허준·허황후 다큐와 한류 캠페인으로 IIT 여론을 만들고 아노르 협업까지 타진한다. 교육기관 유치가 문화콘텐츠와 인도 인맥을 함께 움직이는 여론전으로 확장된다.,L34215~L34387
190,190화,DCA-N19,N19·인도 공장·IIT와 아노르 프리미엄 동맹,5,7,5,0.25,0.17,0.43,0.10,0.05,델핀에게 미래 가전·AI를 보여 주고 중국 허가를 해결해 가문 파트너·혼인 후보 관계가 부각된다.,L34388~L34604
191,191화,DCA-N19,N19·인도 공장·IIT와 아노르 프리미엄 동맹,6,8,7,0.31,0.13,0.29,0.12,0.15,아노르 유통·협업과 태우 청렴을 확인한 뒤 독자 정치세력 필요가 명시돼 결산 정보와 다음 훅이 강하다.,L34605~L34776
192,192화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,7,5,8,0.33,0.17,0.29,0.17,0.04,"최재석에게 이번 주 안 후보 약 50명을 추리라고 맡긴 뒤 경호 영상이 회의 리듬을 끊는다. 불량학생 4~5명이 천민정의 동생 머리를 때리고 식판에 침을 뱉는 화면이 가족보호 압박을 만들며, 후보명단·가해자 실명은 지급하지 않는다.",L34777~L34942
193,193화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,8,6,9,0.24,0.34,0.25,0.13,0.04,경호원을 보내 천민정의 동생을 구하고 추영택의 폭행과 교사 묵인 증거를 모은다. 구조행동이 끝나자 가해 학생 뒤 권력배경을 추적하는 더 큰 싸움이 열린다.,L34943~L35136
194,194화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,8,8,8,0.18,0.30,0.35,0.14,0.03,"사진·영상·녹취·진술서와 바디캠이 회의장의 거짓말을 무너뜨리고, 김민재가 교실에서 천민우를 안아 공개 보호막을 세운다. 학폭위·명동·부장검사 윗라인 압박 지시까지 현재 화가 소유해 관계와 지위 보상이 크게 오른다.",L35137~L35343
195,195화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,8,10,5,0.12,0.31,0.38,0.15,0.04,화원정밀 거래를 끊고 검사 상급자를 압박해 무릎 사과·전학을 받아 천민정의 신뢰와 보호 보상이 절정이다.,L35344~L35519
196,196화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,6,7,8,0.36,0.14,0.37,0.07,0.06,"딥러닝 연구, 부산 데이터센터와 최재석의 정당 구상을 한 판에 연결한다. 김태중이 위험을 함께 지겠다고 나서며 기술계획이 가족과 정치의 공동책임으로 넓어진다.",L35520~L35684
197,197화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,5,7,7,0.24,0.14,0.50,0.06,0.06,델핀과 프리미엄 가전을 점검하는 앞 장면 뒤 김태중이 최재석에게 깨끗한 정치인 50명과 국가사업 지원 원칙을 제안한다. 인사·정책에는 간섭하지 않겠다는 선을 듣고 최재석이 도전을 받아들이며 두 사람의 소주잔이 창당 준비를 실제 관계로 굳힌다.,L35685~L35841
198,198화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,6,5,6,0.35,0.19,0.24,0.05,0.17,"김태중이 최재석에게 부산 데이터센터와 인재 명단을 넘기는 지급 뒤, 김민재가 계열사 실적표를 차례로 훑는다. 낮은 실적의 태우상사를 미래 원자재 유통축으로 바꿔야 한다는 판단에서 멈춰 구체 품목과 실행은 다음 회차에 넘긴다.",L35842~L36008
199,199화,DCA-N20,N20·천민우 보호와 국민경제당·원자재 임무,6,6,7,0.31,0.25,0.22,0.05,0.17,"희토류·리튬·식각가스·불화수소의 매장국·생산업체를 조사하고 광산 매입안을 짜라는 지시가 회차 대부분을 차지한다. 뒤에서는 이미 영입된 약 40명의 국민경제당 인물을 경제공약으로 띄우지만, 공급망 목록·광산 취득과 총선 득표는 아직 없어 보상은 담당·전략 확정에 둔다.",L36009~L36165
200,200화,DCA-N20B,N20B·판타지TV 50억 합작과 슈퍼볼 영상팀,6,5,8,0.32,0.18,0.35,0.05,0.10,"김익수와 첫 면담을 갖고 서버비·망사용료·저작권, 수백억 원 세계화 비용을 듣는다. 숫자를 확인하는 데서 멈추므로 50억 원 매각·합작 제안은 아직 이 회차의 보상이 아니다.",L36166~L36346
201,201화,DCA-N20B,N20B·판타지TV 50억 합작과 슈퍼볼 영상팀,4,8,8,0.20,0.17,0.28,0.10,0.25,50억 원과 글로벌 합작 조건을 제시하고 김익수가 계약서에 지장을 찍는다. 제안이 서명으로 넘어가는 계약·관계·지위 지급이 봉우리를 만든다.,L36347~L36522
202,202화,DCA-N20B,N20B·판타지TV 50억 합작과 슈퍼볼 영상팀,5,7,6,0.20,0.30,0.18,0.14,0.18,"하프타임 노출 사고 직후 ‘보이지 않는 아름다움’ 광고를 붙여 위기를 역이용하고, 페이팔 출신 채드 헐리와 스티브 첸을 영상서비스 팀으로 데려온다. 광고·영입의 경쾌한 지급 뒤 인도 총선과 미국 대선 보고로 화면이 넘어가 다음 정치 선택은 낮은 강도로 열어 둔다.",L36523~L36693
203,203화,DCA-N20C,N20C·리사 수 사장 취임과 남미 리튬 권리,5,6,6,0.22,0.18,0.27,0.13,0.20,리사 수에게 태우전자 사장·반도체 개발총괄·5배 연봉을 제안해 진지한 검토를 끌어낸 뒤 사우디 왕궁의 프리미엄 가전 설치와 무함마드 왕자 교분으로 이동한다. 리사의 수락과 왕자의 4년 투자결과는 모두 남아 있다.,L36694~L36882
204,204화,DCA-N20C,N20C·리사 수 사장 취임과 남미 리튬 권리,7,6,7,0.25,0.24,0.18,0.15,0.18,탄핵 표결·촛불 연설과 리튬 선점이 병행되어 정치 정보와 실행 압박이 높다.,L36883~L37055
205,205화,DCA-N20C,N20C·리사 수 사장 취임과 남미 리튬 권리,6,6,8,0.23,0.18,0.27,0.20,0.12,광구는 확보하지만 리사 수가 조직문화에 실망해 떠나려 하므로 관계·감정 체류가 길다.,L37056~L37235
206,206화,DCA-N20C,N20C·리사 수 사장 취임과 남미 리튬 권리,5,9,7,0.18,0.18,0.32,0.17,0.15,천민정과의 밤샘 토론이 리사 수 취임으로 뒤집혀 관계 변화와 승진 보상이 봉우리를 만든다.,L37236~L37418
207,207화,DCA-N20D,N20D·국민경제당 38석과 AI 학습 지급,5,8,7,0.24,0.22,0.24,0.10,0.20,글로벌 CEO들이 최재석을 세우고 팹리스 전권을 승인해 관계와 사업 지위가 함께 전진한다.,L37419~L37592
208,208화,DCA-N20D,N20D·국민경제당 38석과 AI 학습 지급,7,5,8,0.25,0.30,0.16,0.14,0.15,출구조사와 실시간 개표가 엇갈리는 관찰·반응 장면이라 정보와 진행 행동이 앞선다.,L37593~L37765
209,209화,DCA-N20D,N20D·국민경제당 38석과 AI 학습 지급,6,9,6,0.24,0.16,0.20,0.12,0.28,38석 캐스팅보트와 AI 학습자산 2만 편이 확정되어 지위·자산 지급이 가장 크다.,L37766~L37935
210,210화,DCA-N20E,N20E·NINA 주택붕괴와 은행지분 대물변제,6,6,7,0.34,0.16,0.15,0.10,0.25,인도 투자안을 검토하다 NINA의 대출광기를 읽고 붕괴에 대비한 보험을 고른다. 성장시장 낙관을 곧바로 부실채권 위험으로 뒤집어 투자보다 방어설계에 힘을 준다.,L37936~L38099
211,211화,DCA-N20E,N20E·NINA 주택붕괴와 은행지분 대물변제,6,5,6,0.33,0.17,0.22,0.10,0.18,보험 구조를 설계한 뒤 최재석에게 IIT를 제안해 설명과 협상 관계에 독자 시선이 머문다.,L38100~L38260
212,212화,DCA-N20F,N20F·IIT 정치경로와 씽크윈 자율주행 데이터,5,7,7,0.27,0.19,0.25,0.10,0.19,"IIT 한국 캠퍼스의 한국인 20퍼센트, 태우 공채 20퍼센트 확대와 빅테크 연구소 유치를 설명해 최재석의 지지를 얻는다. 곧이어 태우자동차의 전기차 투자를 점검하고 작은 테슬라까지 경쟁자로 세우면서 교육정책 회차를 산업 경주로 닫는다.",L38261~L38406
213,213화,DCA-N20F,N20F·IIT 정치경로와 씽크윈 자율주행 데이터,5,7,7,0.25,0.21,0.18,0.10,0.26,테슬라 지분과 50명 자율주행팀이 보고서상의 가능성이 아니라 실제 사람·주식으로 붙는다. 작은 전기차 회사를 미래 경쟁자로 본 판단이 손에 잡히는 연구자산을 얻는다.,L38407~L38579
214,214화,DCA-N20F,N20F·IIT 정치경로와 씽크윈 자율주행 데이터,6,4,7,0.24,0.23,0.27,0.13,0.13,현대와의 거래 뒤 씽크윈 창업자가 현금 인수를 거절해 협상 관계와 저항이 앞선다.,L38580~L38749
215,215화,DCA-N20F,N20F·IIT 정치경로와 씽크윈 자율주행 데이터,4,7,7,0.24,0.20,0.22,0.11,0.23,씽크윈의 기술·데이터 독점 사용권과 태우·카이 우선 공급 조건을 교환하고 천민정에게 한 달 안의 무료 앱 개발·배포를 지시한 뒤 김태중의 신사옥 욕심이 새 훅을 연다.,L38750~L38905
216,216화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,5,5,7,0.22,0.22,0.26,0.12,0.18,김태중의 신사옥 꿈을 이어받아 샤롯 부지·명품·지분 조건을 제시한다. 가족의 미완성 약속이 부동산과 브랜드 협상으로 바뀌어 감정과 거래가 함께 움직인다.,L38906~L39051
217,217화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,5,6,6,0.21,0.20,0.31,0.14,0.14,샤롯 두 아들을 비교하고 조부의 판단으로 차남을 고르는 관계·승계 장면에 무게가 실린다.,L39052~L39226
218,218화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,5,7,6,0.30,0.19,0.18,0.08,0.25,600조 원 한러 에너지안을 한전 부지와 묶어 규모·정책 정보와 자산 구상이 크다.,L39227~L39401
219,219화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,5,7,8,0.22,0.20,0.29,0.10,0.19,명품 입점·중국 인맥을 차남의 부지 약속과 바꾸므로 관계 협상과 거래 지급이 앞선다.,L39402~L39582
220,220화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,6,6,7,0.27,0.24,0.22,0.11,0.16,김태중의 강경 연기와 최재석의 캐스팅보트가 한전 이전을 정책 의제로 밀어 올린다.,L39583~L39737
221,221화,DCA-N21,N21·김태중 신사옥과 샤롯·한전 부지 카드,6,7,8,0.23,0.22,0.21,0.10,0.24,"한전 이전을 둘러싼 여론전 뒤 천민정이 만든 태우맵을 무료로 출시하고 보름 만의 이용자 증가를 확인한다. 마지막에는 서울 택시회사들의 데이터 계약이 동시에 끊기며 호출망을 장악한 지부장의 압력이 드러나지만, 그 사람의 이름과 직접 대결은 다음 화로 남는다.",L39738~L39888
222,222화,DCA-N22,N22·코코아택시·무료 단말기와 차봉훈 카르텔 붕괴,6,5,7,0.24,0.29,0.19,0.09,0.19,횡령 조사를 진행하면서 택시회사·호출앱·단말기를 동시에 구축한다. 기존 호출망의 방해를 설명하는 데 머물지 않고 대체망을 실제로 깔아 다음 충돌의 기반을 만든다.,L39889~L40044
223,223화,DCA-N22,N22·코코아택시·무료 단말기와 차봉훈 카르텔 붕괴,7,6,9,0.21,0.32,0.18,0.09,0.20,무료 단말 보급과 수사기관 제보에 조폭 반격이 붙어 실행과 긴장이 빠르게 오른다.,L40045~L40202
224,224화,DCA-N22,N22·코코아택시·무료 단말기와 차봉훈 카르텔 붕괴,8,8,7,0.16,0.38,0.15,0.13,0.18,닷새 파업을 할인 출시로 뒤집고 기사 매출·업체 이탈을 끌어내 행동과 공개 보상이 강하다.,L40203~L40382
225,225화,DCA-N22,N22·코코아택시·무료 단말기와 차봉훈 카르텔 붕괴,9,7,9,0.15,0.36,0.20,0.14,0.15,70% 편입 뒤 조폭 100명 습격이 다가와 행동 대기와 관계 배신의 압력이 최고조다.,L40383~L40561
226,226화,DCA-N22,N22·코코아택시·무료 단말기와 차봉훈 카르텔 붕괴,9,10,6,0.13,0.42,0.14,0.12,0.19,20분 제압·배후 구속·80% 편입이 한꺼번에 터져 행동과 지위 보상이 가장 크게 솟는다.,L40562~L40732
227,227화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,5,7,7,0.22,0.24,0.24,0.10,0.20,IIT 첫 삽과 샤롯 차남의 승계 수가 교육 약속을 부지 취득 행동으로 되돌린다.,L40733~L40908
228,228화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,5,9,8,0.18,0.22,0.18,0.12,0.30,중국 허가 뒤 1조7400억 원 계약서에 도장을 찍어 물질 보상과 가족 약속이 선명하다.,L40909~L41078
229,229화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,6,7,8,0.21,0.24,0.28,0.09,0.18,현재자동차에 가격경쟁 대신 자동차금융 제휴를 내민다. 입찰 상대가 캐피탈을 함께 쓰는 파트너로 돌아서며 부지 경쟁의 규칙 자체가 바뀐다.,L41079~L41258
230,230화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,8,7,8,0.20,0.34,0.13,0.10,0.23,"현재자동차가 태우·카이와의 캐피탈 제휴를 받고 입찰을 철회한 뒤, 장경준은 자신이 찢은 6조1700억 원 계획서와 김민재가 보낸 6조1705억 원 비상안을 맞대어 5억 원 차이를 확인한다. 마지막 통보는 태우의 입찰 승리까지만 밝히며 실제 낙찰가는 아직 공개하지 않는다.",L41259~L41447
231,231화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,6,9,8,0.17,0.23,0.24,0.13,0.23,4조 낙찰과 조손의 기쁨 뒤 공군 고도제한이 새 병목으로 솟는다.,L41448~L41625
232,232화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,6,8,8,0.25,0.22,0.22,0.08,0.23,로만에게 1억3천만 달러로 수호이 세 대를 구하게 하고 미국 정권에는 비밀 반입 묵인을 요청하는 양쪽 통화가 교차한다. 미국의 확답과 공군 활주로 이전 협조 조건은 받아냈지만 러시아 계약은 데이비드의 현지 마무리를 기다린다.,L41626~L41796
233,233화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,4,7,9,0.23,0.20,0.24,0.10,0.23,부시 승인 확인과 코코아 전국 확장을 지나 수호이 도착을 기다리는 연결 회차다.,L41797~L41960
234,234화,DCA-N23,N23·강남 쌍부지와 Su-47로 초고층 하늘 확보,6,9,7,0.20,0.24,0.18,0.14,0.24,실사용 Su-47 확인과 공군 무반대 약속이 놀람·행동·군사자산 보상을 함께 높인다.,L41961~L42135
235,235화,DCA-N24,N24·스페이스X·반도체·몽골 미래 인프라 투자선언,6,7,7,0.30,0.20,0.21,0.09,0.20,서브프라임 면책 보고서를 검토한 뒤 스페이스X에 10년 자금을 댈 조건을 머스크와 맞춘다. 당장의 매출보다 오래 버틸 사람과 기간을 고르는 판단이 두 장면을 잇는다.,L42136~L42292
236,236화,DCA-N24,N24·스페이스X·반도체·몽골 미래 인프라 투자선언,4,9,6,0.19,0.18,0.23,0.10,0.30,"위튜브 이름과 빅테크 유통망, 첫 초고층 허가가 한꺼번에 확정된다. 브랜드·판매통로·건축허가가 문서와 이름으로 지급돼 여러 준비가 실제 사업의 형태를 얻는다.",L42293~L42483
237,237화,DCA-N24,N24·스페이스X·반도체·몽골 미래 인프라 투자선언,5,6,7,0.31,0.20,0.18,0.08,0.23,사장단 수치와 5배 증설·몽골 자원 계획을 펼쳐 정보와 투자 규모에 머문다.,L42484~L42648
238,238화,DCA-N24B,N24B·태우엔터·위튜브 출시와 콘텐츠 플랫폼 지급,4,6,7,0.27,0.21,0.19,0.09,0.24,흩어진 엔터 계열사를 묶고 오디션 상금·채널 구조를 정한다. 작품 한 편보다 원석을 계속 찾고 데뷔시킬 제작판을 만드는 데 회차를 쓴다.,L42649~L42803
239,239화,DCA-N24B,N24B·태우엔터·위튜브 출시와 콘텐츠 플랫폼 지급,4,8,6,0.18,0.18,0.31,0.13,0.20,감독·작가에게 제작비와 장기계약을 주는 인재 관계와 선점 보상이 주축이다.,L42804~L42963
240,240화,DCA-N24B,N24B·태우엔터·위튜브 출시와 콘텐츠 플랫폼 지급,5,8,6,0.20,0.28,0.18,0.13,0.21,100만 지원자와 탈락자 2만 명을 직접 훑어 숨은 스타를 찾는 실행·데이터 회차다.,L42964~L43132
241,241화,DCA-N24B,N24B·태우엔터·위튜브 출시와 콘텐츠 플랫폼 지급,6,7,7,0.21,0.29,0.16,0.10,0.24,99시간 원본과 검색·뮤직비디오를 엮어 방송과 위튜브 수치를 함께 끌어올린다.,L43133~L43290
242,242화,DCA-N24B,N24B·태우엔터·위튜브 출시와 콘텐츠 플랫폼 지급,7,10,8,0.13,0.31,0.20,0.18,0.18,결승 21%·톱10 음반·세계 3천만과 머스크 격려가 대중 환호와 관계 보상을 폭발시킨다.,L43291~L43450
243,243화,DCA-N24C,N24C·SG·양지파 역공과 전원 양도 약속,7,4,7,0.20,0.25,0.28,0.16,0.11,"가수 네 명의 계약해지 요구를 따라가 SG엔터 강수기와 조직폭력 배후의 연결 단서를 잡고 강 대위를 비공개 대응자로 세운다. 배후 조직의 이름은 아직 나오지 않아, 지급은 상대 범주를 좁힌 조사선과 강수기 면담 준비에 그친다.",L43451~L43611
244,244화,DCA-N24C,N24C·SG·양지파 역공과 전원 양도 약속,8,6,7,0.23,0.31,0.23,0.10,0.13,강수기 협박을 확인하고 중국 최고위 권력과 거래해 삼합회를 치는 공세가 커진다.,L43612~L43785
245,245화,DCA-N24C,N24C·SG·양지파 역공과 전원 양도 약속,9,8,8,0.14,0.42,0.16,0.12,0.16,삼합회 두목을 역으로 이용해 양지파와 SG를 사흘 안에 무너뜨린다. 상대 조직의 힘을 서로 부딪치게 한 뒤 결과를 빠르게 회수해 폭력판을 직접 장악하지 않고 끝낸다.,L43786~L43943
246,246화,DCA-N24C,N24C·SG·양지파 역공과 전원 양도 약속,8,6,5,0.13,0.31,0.23,0.15,0.18,강수기는 네 가수와 SG 전원 양도·태우 불개입을 약속하고 김민재는 로펌과 감옥 보호를 이용한 희망고문을 설계한다. 실제 계약이전·판결·10년 복역은 없으므로 보상은 굴복 약속과 심리통제안까지만 잡는다.,L43944~L44097
247,247화,DCA-N25,N25·부산 AOS 개발자 5명 1000만 달러 계약,5,7,7,0.31,0.20,0.16,0.08,0.25,보험 노출·전기차 일정·AOS 관중을 점검해 세 미래자산 정보가 넓게 제시된다.,L44098~L44251
248,248화,DCA-N25B,N25B·시민 선거펀드와 세 전기차 공개 실증,4,7,7,0.23,0.20,0.29,0.09,0.19,AOS 지분 협상과 최재석의 선거자금 고민이 인재·정치 관계를 함께 움직인다.,L44252~L44405
249,249화,DCA-N25B,N25B·시민 선거펀드와 세 전기차 공개 실증,6,8,7,0.20,0.34,0.16,0.10,0.20,일주일 펀딩 개발과 원격주행·비상제동 성공이 연속되어 행동과 실물 능력이 높다.,L44406~L44567
250,250화,DCA-N25B,N25B·시민 선거펀드와 세 전기차 공개 실증,5,9,7,0.18,0.27,0.20,0.10,0.25,400억 원·70만 구독자가 깨끗한 선거조직으로 바뀌어 행동과 지위 보상이 크게 지급된다.,L44568~L44721
251,251,DCA-N25B,N25B·시민 선거펀드와 세 전기차 공개 실증,5,7,5,0.24,0.28,0.15,0.12,0.21,투자유치 발표와 쿼크·픽업의 제로백·제동·코너링 실주행이 행동과 제품 보상을 끌어올린다.,L44722~L44903
252,252,DCA-N25B,N25B·시민 선거펀드와 세 전기차 공개 실증,6,8,6,0.17,0.35,0.16,0.12,0.20,세 회사의 전기차가 연달아 무대에 올라 LA 모터쇼의 공기를 바꾼다. 공개 순서마다 관객 반응이 커져 기술설명보다 현장 환호가 속도를 끌어올린다.,L44904~L45072
253,253,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,5,7,7,0.28,0.16,0.26,0.17,0.13,김태중이 실패까지 감수해 손자를 믿고 라잔 정보를 찾으면서 관계 보상과 위기 정보가 교대한다.,L45073~L45227
254,254,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,6,8,8,0.32,0.18,0.25,0.10,0.15,라잔 등 석학 7명과 금리 도화선 계산을 얻어 위기정보와 인재 동맹이 강하게 지급된다.,L45228~L45387
255,255,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,7,6,8,0.25,0.28,0.24,0.12,0.11,모럴해저드 자료를 생중계하자 버냉키와 부시가 비밀리에 김민재를 부른다. 공개 폭로가 미국 최고 정책라인의 호출로 돌아오며 월가 비판이 정부 협상으로 넘어간다.,L45388~L45569
256,256,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,6,6,7,0.31,0.18,0.20,0.12,0.19,부시의 불신을 사전 면책으로 남기고 KIKO 판매를 막아 정보판단과 금융 방패에 머문다.,L45570~L45726
