sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
"29","효종 29화","효종 29화","3428","3545","임경업은 판옥선 함대를 영원성으로 출항시키고 도현을 조선만 보는 인물로 평가한다.","군사 위기 해결 직후 해상 상업 성공이 국가 기반 확장으로 이어진다.","첫 교역 이익을 일회성 매점매석이 아닌 장기 조선·청·남중국 항로로 바꾼다.","장태범의 스무 척 넘는 귀환 선단과 쌀을 확인하고 말·인삼·모피와 남중국 곡물의 정기 교역을 승인한다.","풍랑과 해적으로 배를 잃을 위험, 거래 규모가 커질수록 필요한 안전 거점이 문제다.","여섯 척으로 떠난 선단이 스무 척 이상으로 늘고 말 판매·풍년 쌀 매입으로 큰 차익을 냈다.","봉황상단의 자본·선박·장태범의 재량과 해상 교역 모델이 검증된다.","돈,관계,세계","봉황상단이 현지 점포에서 국제 해상 상단으로 도약하고 임경업도 도현의 잠재 동지가 된다.","장태범이 묘도열도 웅도를 거점 후보로 제시해 도현이 직접 답사한다.","원군 지연과 임경업 태업이라는 국가 위기 루프가 결산된다.","웅도 확보·해적 제거와 정기 항로 루프가 열린다.","E07","high"
"30","효종 30화","효종 30화","3546","3654","도현과 장태범이 묘도열도의 무인도 웅도에 상륙한다.","상업 거점을 얻으려는 선택이 해군·전쟁·치안 문제를 한 번에 묶는다.","웅도를 봉황상단의 해상 중계 거점으로 확정하고 해적 위험을 제거할 군사 명분을 만든다.","평지·담수·항로 위치를 직접 확인한 뒤 영원성 전장으로 가 도르곤에게 해상 보급과 해적 토벌을 제안한다.","웅도는 해적의 급수·휴식처이고 청군은 영원성 공성전 보급난에도 수전에 익숙하지 않다.","조선 수군이 포탄 없이 뻥포만 쏘는 장면과 영원성 공격의 장기화가 해상 보급 필요를 뒷받침한다.","웅도의 물·지형·항로 가치가 검증되고 청군 보급 명분을 잡는다.","세계,돈","도현의 사적 상단 거점 계획이 청군 공식 보급로 확보 과제로 격상될 발판을 얻는다.","도현이 도르곤에게 전황과 보급난을 묻는다.","웅도 후보 답사와 적합성 검증 루프가 닫힌다.","조선 수군 지휘권과 해적 토벌 승인 루프가 열린다.","E08","high"
"31","효종 31화","효종 31화","3655","3786","도르곤은 한 달째 영원성을 못 뚫고 육로 보급 지연에 시달린다.","명과 싸우기 싫은 조선 수군을 해적 토벌에 돌려 상단 거점과 국익을 동시에 얻는다.","도르곤에게 해상 보급 전권과 조선 수군의 별도 임무를 승인받는다.","용골대의 반대를 논박하고 청의 체면을 자극해 해적 토벌을 자청한 뒤 임경업에게 실무 지휘권을 남겨 준다.","청 장수들은 힘만 들고 공은 적은 해적 토벌을 꺼리고 도르곤은 도현의 속셈을 의심한다.","도현이 명을 치기 꺼리는 조선군의 속내를 솔직히 말하자 도르곤이 오히려 신뢰한다.","해상 보급로 전권·조선 수군 독립 운용·웅도 주둔 허가를 한꺼번에 얻는다.","지위,세계,관계","볼모인 도현이 서해에서 제한적이나마 자유롭게 군사·상업 정책을 펼칠 공간을 확보한다.","판옥선들이 웅도 선착장과 주둔지를 만들고 첫 순찰에 나선다.","도르곤에게 해적 토벌을 승인받는 루프가 닫힌다.","웅도 건설과 실제 해적 교전 루프가 열린다.","E08","high"
"32","효종 32화","해적 토벌 2","3787","3921","도현은 이혁민이 지휘하는 판옥선 다섯 척과 웅도 주변을 순찰한다.","판옥선 화력의 첫 실전이 도현의 군사적 신뢰와 병사 사기를 증명한다.","정선 명령을 무시한 두 배의 정체를 확인하고 피해를 최소화해 제압한다.","불화살을 쏘는 왜구에게 활·조란탄·함포 원거리 사격을 집중해 두 척 모두 항복시킨다.","왜구의 불화살이 돛과 화약고를 위협하고 도현은 함교에서 물러나지 않는다.","상선이 아니라 일본 왜구였고 판옥선의 방패·화포·평저선 선회가 일방적 우위를 만든다.","왜구 마흔 명과 적선 한 척을 나포하고 웅도 첫 승리의 환영을 받는다.","지위,관계,능력","도현이 병사들과 위험을 함께하는 현장 지휘관으로 인정되고 웅도 수군의 자신감이 생긴다.","이틀 뒤 도현을 찾는 수상한 상선 스무 척이 동쪽에서 나타난다.","첫 해적 조우와 제압 루프가 닫힌다.","봉황상단 재입항과 수룡단 반격 루프가 열린다.","E08","high"
"33","효종 33화","효종 33화","3922","4032","수상한 상선의 정체는 쌀 거래로 일곱 배 차익을 낸 장태범의 봉황상단 선단이다.","군사 거점이 상단 항로를 보호하고 상단 수익이 군사 거점을 먹이는 순환이 시작된다.","쌀 수익을 재투자하면서 웅도를 공개되지 않은 조선 해상 거점으로 정착시킨다.","장태범의 전액 재투자를 승인하고 판옥선 호위를 붙이며 임경업에게 봉황상단의 실체와 장보고식 해상 구상을 밝힌다.","대규모 재투자는 풍랑·해적에게 전 자산을 잃을 수 있고 왕족의 상업은 유교 규범에 어긋난다.","임경업이 상단의 존재를 놀라워하면서도 조선 부강이라는 목표 때문에 공범이 되기로 한다.","판옥선 세 척의 상단 호위, 임경업의 협력, 일곱 배 수익 재투자 승인이 지급된다.","돈,관계,세계","상단과 조선 수군이 웅도에서 한 체계로 결합하고 임경업이 핵심 동지로 편입된다.","소규모 해적단 네 곳이 무너진 뒤 수룡단 진태룡이 전면전을 준비한다.","봉황상단의 두 번째 대규모 투자·호위 문제가 닫힌다.","수룡단 마흔다섯 척과 웅도 결전 루프가 열린다.","E08","high"
"34","효종 34화","효종 34화","4033","4160","수룡단 두목 진태룡은 조선 수군을 얕보고 홍이포 삼십 문과 해적선 마흔여 척을 모은다.","도현이 지형·기강·화력을 결합해 더 큰 적을 손실 적게 섬멸한다.","웅도로 몰려오는 수룡단을 정면 난전 대신 섬 사이 매복 포위망에 가둔다.","전서구 급보를 받은 뒤 임경업과 중군 미끼·좌우익 섬 매복 작전을 짜고 자신이 중군을 맡는다.","적과 아군 배 숫자가 비슷하고 수룡단은 명군에게 산 홍이포까지 갖췄다.","진태룡이 모문척의 경고를 무시하고 도현의 적은 중군만 보고 무질서하게 함정으로 들어온다.","임경업의 전술 동의와 준비된 삼면 포위 위치를 얻는다.","관계,능력","도현이 단순 참가자가 아니라 결전의 미끼 중군과 작전 구상을 맡는 지휘자로 올라선다.","해적선이 백오십 보까지 다가오지만 도현은 사격을 참으라 명한다.","수룡단이 올지 여부와 규모 확인 루프가 닫힌다.","백 보 일제사격과 포위 섬멸 루프가 열린다.","E08","high"
"35","효종 35화","효종 35화","4161","4301","수룡단이 백 보 안까지 들어오자 긴장한 조선 포수들이 도현의 명령만 기다린다.","참아 낸 한 번의 사격과 거짓 후퇴가 대규모 함대를 무너뜨린다.","해적을 좌우 매복 함대 사이로 깊이 유인해 화포로 포위 섬멸한다.","대장군전·천자총통을 일제사격하고 중군을 후퇴시켜 추격을 유도한 뒤 좌우익을 출현시킨다.","판옥선도 홍이포에 맞아 침수되고 병사들은 백병전 거리까지 적이 올까 두려워한다.","진태룡이 함정에 빠진 뒤 왕치에게 살해되고 해적 지휘 체계가 무너진다.","이백 문 넘는 화포의 집중 사격으로 스무 척 이상을 침몰·무력화한다.","능력,지위","도현의 작전 통제력과 조선 수군의 훈련된 화력이 수룡단의 수적 위협을 압도한다.","왕치가 각자 포위망을 뚫으라 명하고 도현은 추격을 선언한다.","해적을 매복권 안에 끌어들이는 루프가 닫힌다.","소탕전·도선과 수룡단 본거지 압수 루프가 열린다.","E08","high"
"36","효종 36화","농장","4302","4425","수룡단 잔선이 포위망을 탈출하려 하고 이혁민은 도현의 추격을 만류한다.","전투의 완승이 병사 포상·상단 자본·청군 보급 안전이라는 다층 보상으로 결산된다.","도망치는 해적까지 제압하고 본거지와 재산을 완전히 회수한다.","직접 적선에 올라 세 명을 베고 항복을 받은 뒤 열 척으로 수룡단 섬을 점령해 비밀 보물고를 털고 불태운다.","도현의 근접전 위험과 조선 판옥선 두 척 침몰·다섯 척 파손이라는 실제 비용이 발생한다.","마흔다섯 척 중 서른 척 침몰·나머지 나포, 진태룡·왕치 사망, 모문척 생포로 수룡단이 소멸한다.","막대한 금은·비단·향신료, 포로 사백 명, 병사당 은 다섯 냥과 임경업의 순금 단검 포상이 지급된다.","돈,지위,관계,세계","웅도 해상권이 안정되고 병사·임경업의 충성, 봉황상단 자본이 크게 늘어난다.","청 보급 선단 호위가 시작되고 도현은 노획물을 봉황상단에 귀속시킨다.","수룡단 전면전·본거지 제거 루프가 완전히 닫힌다.","웅도 정착·관저 농장과 노획 재산의 장기 운용 루프가 열린다.","E08","high"
"37","효종 37화","효종 37화","4426","4540","임경업 수군은 보름마다 청군 보급 선단을 호위하고 장태범은 쌀 삼천오백 석을 가져온다.","웅도의 승리가 조선 민생과 귀국 후 경제 기반으로 환전된다.","심양 시장을 무너뜨리지 않으면서 조선에 식량을 풀고 한양 지부 기반을 닦는다.","쌀 절반과 노획 사치품을 조선으로 보내고 웅도 선착장·벽돌 창고·숙소·목책을 완공한다.","계속 쌀을 심양에 풀면 가격이 폭락하고 한양에는 기존 송상·시전·경강상인의 배타적 상권이 있다.","장태범이 조선 판매와 한양 지부를 제안하고 해적 포로 노동으로 웅도 공사가 빠르게 끝난다.","쌀 천오백 석의 조선 공급, 완성 단계 웅도 기지, 금자 이십만 냥 넘는 사치품 교역이 지급된다.","돈,세계","봉황상단은 심양 수익뿐 아니라 조선 물가와 향후 귀국 기반까지 관리하는 조직이 된다.","유돌석이 장태범 대신 웅도에 와 황제가 도현의 심양 귀환을 명했다고 전한다.","웅도 군사·상업 시설 건설과 첫 대량 곡물 회전이 닫힌다.","심양 귀환과 관저 운영비 전환 협상 루프가 열린다.","E09","high"
"38","효종 38화","효종 38화","4541","4658","홍타이지가 오래 자리를 비운 도현에게 심양으로 돌아오라 명한다.","해상 거점을 사람에게 맡기고 왕자 본인이 다시 외교·내정 무대로 이동한다.","웅도 운영 공백 없이 귀환하고 노획 재산 일부를 안전하게 관저로 옮긴다.","임봉기를 웅도 책임자로 임명하고 임경업과 작별한 뒤 짐수레 다섯 대를 이끌고 이레 만에 심양 관저에 돌아온다.","볼모인 도현은 황명을 거부할 수 없고 임경업·장태범 없이 거점을 맡길 신뢰할 사람이 적다.","농부·비단가게 책임자 경험과 충성을 보인 임봉기가 남아 관리를 맡겠다고 한다.","웅도 책임자와 귀환 환영, 소현세자·장씨·관리들의 공개적 공로 인정이 지급된다.","지위,관계,돈","도현의 조직이 자신의 현장 상주 없이도 임봉기 책임 아래 굴러가는 단계가 된다.","소현세자가 청국이 관저 운영비 대신 토지를 주겠다고 통보했다고 밝힌다.","웅도 지휘권 승계와 심양 귀환 루프가 닫힌다.","관저 자급 농장 협상과 장씨 부부 관계 심화 루프가 열린다.","E09","high"
"39","효종 39화","효종 39화","4659","4774","청국은 관저 운영비를 끊고 심양 성 밖 토지로 자급자족하라고 요구한다.","상대의 비용 전가를 토지·인력·자율성 확보의 기회로 뒤집는다.","비옥한 팔백 정보와 조선인 농민 이백 명의 완전한 소유권을 얻는다.","소현세자에게 안전장치를 설명하고 전권을 받아 만월개를 상대로 약속 위반과 인력 부재를 몰아붙인다.","흉작이면 관저 전체가 굶고 만월개는 땅과 인력 요구를 과하다고 거부하려 한다.","도현이 먼저 운영비 약속을 깬 청 책임을 부각해 협상 주도권을 장악한다.","소현세자의 전폭 위임과 만월개가 대답하지 못하는 협상 우위를 얻는다.","지위,관계","도현이 관저 재정을 맡은 실질 협상가로 자리 잡고 장씨와 진짜 부부 관계도 깊어진다.","도현이 조선인 노예 이백 명을 관저에 넘기라고 요구한다.","토지 제안을 수용할지 말지의 내부 고민이 공격적 조건 협상으로 닫힌다.","팔백 정보·농민 이백 명의 수락 여부가 열린다.","E09","high"
"40","효종 40화","효종 40화","4775","4894","도현은 농민 이백 명과 팔백 정보를 주지 않으면 자급자족안을 거부하겠다고 선언하고 협상장을 나간다.","강경 협상이 실제 토지 소유와 백성 해방·정착으로 지급된다.","청 조정의 전면 수용을 받고 농지를 생산 공동체로 설계한다.","범문정이 도현의 패기를 흥미롭게 보고 요구 수용을 명하자 소현세자와 함께 노예 명칭을 소작농으로 바꾸고 마을 부지를 답사한다.","만월개의 체면과 청 조정의 거부 가능성, 이백 명의 집·식수·농사 준비가 남는다.","단순 임대가 아니라 심양 동쪽 팔백 정보의 완전한 소유권과 일주일 내 조선인 이백 명 양도가 확정된다.","막대한 비옥한 농지·농민 이백 명·관저 재정 독립 가능성과 범문정의 관심을 얻는다.","돈,지위,세계,관계","관저가 청의 현금 지원을 받는 볼모 숙소에서 자체 농지와 주민을 가진 경제 단위로 전환된다.","도현이 실개천과 숲을 이용한 마을 위치를 정하고 소현세자는 농장 조성을 그에게 맡긴다.","팔백 정보와 이백 명 확보 협상 루프가 결산된다.","소작농 마을 건설·첫 수확과 범문정의 관찰 루프가 열린다.","E09","high"
"41","효종 41화","효종 41화","4895","4993","관저 농장에 청 소유였던 조선인 노예 이백 명이 도착하고 웅도 호위에 쓰던 임경업 수군은 영원성 전황에 묶여 있다.","왕자의 사과와 계약이 노예를 임금 받는 소작농으로 바꾸고 해상 사업의 군사 의존까지 드러낸다.","이백 명에게 존엄과 선택권을 돌려주고 관저 농장·웅도 교역을 지속 가능한 체제로 만든다.","도현은 소현세자와 함께 백성 앞에 무릎 꿇듯 사죄하고 월급·노예문서 소각·2년 뒤 자유 귀환을 약속한 뒤 주택조와 개간조를 편성한다.","왕실이 지키지 못한 백성의 원망, 숙소·농지 조성 비용, 명 수군 패배로 임경업 함대가 철수할 위험이 동시에 닥친다.","백성들이 두 왕자를 진심으로 받아들이고, 도현이 임경업과 판옥선 네 척·무기와 식량을 교환하는 독자 호위함 계약을 이미 맺었다는 사실이 밝혀진다.","소작농 이백 명의 충성·임금 노동 계약과 웅도 자립 함대의 씨앗이 지급된다.","관계,지위,세계,돈","왕실-백성 관계가 소유와 강제가 아니라 사과·임금·기한부 계약으로 재설계되고 해상 상단도 독립 무력을 갖추기 시작한다.","장태범이 명 수군 패배와 청의 홍이포 사십 문·팔기 일만 증원을 보고한다.","팔백 정보 확보 뒤 주민 정착 원칙과 첫 조직 편성이 닫힌다.","영원성 함락 가능성·임경업 철수와 판옥선 운용, 농장 첫 수확 루프가 열린다.","E09","high"
"42","효종 42화","마부대","4994","5148","후궁 조씨가 심양 관저 궁인들을 포섭해 소현세자와 봉림대군을 함께 감시하라 명하고, 도현은 완공된 소작농 마을 뒤 잠시 한가해진다.","궁중 감시의 장기 위협과 저잣거리 조선인 노예 행렬이 왕자의 개인적 책임을 새 행동으로 점화한다.","수업을 피해 나온 심양 저자에서 상단 현황을 보고 백성에게 닥친 실제 위협을 파악한다.","칠현과 개구멍으로 빠져나와 봉황상단 객점에서 식사하다 창살 마차 다섯 대를 보고 조선인 노예 출신 점소이에게 마적의 국경 약탈과 마부대의 노예 시장을 캐묻는다.","김종일의 엄한 강의, 후궁 조씨의 보이지 않는 첩자망, 보급도 약한 조선 북방군이 기마 마적을 막지 못하는 현실이 겹친다.","노예 공급이 단순 전쟁 포로가 아니라 마적과 상인의 지속적인 조선 마을 습격으로 유지된다는 사실을 안다.","봉황 객점의 성장 확인과 마부대라는 구체적 가해 표적·구출 명분을 얻는다.","정보,감정,세계","농장으로 구제한 이백 명의 문제가 국경 약탈-노예시장이라는 구조적 민생 문제로 확장된다.","점소이가 자신도 조선인 노예 출신이라고 밝히며 도현의 죄책감을 자극한다.","관저 농장 건설과 한시적 휴식이 닫힌다.","마부대 조사·노예 구출과 후궁 조씨 첩자망 루프가 열린다.","E10","high"
"43","효종 43화","효종 43화","5149","5306","도현은 마부대가 병자호란 포로 거래로 심양 노예시장의 큰손이 됐다는 보고를 받는다.","왕자가 자신의 칼과 노예 출신 호위대로 백여 명을 실제 감금 상태에서 빼낸다.","마부대의 창고를 기습해 조선인들을 구출하고 추적 단서를 없앤다.","박영식과 야행복 차림 호위대 스무 명을 이끌어 창고 경비를 제거하고 쇠사슬을 끊어 백 명 넘는 조선인을 마차로 봉황상단 본단에 옮긴다.","포청 출동과 마부대 사병의 추격 위험, 왕자가 직접 살인과 불법 구출에 나서는 정치적 비용이 크다.","밤사이 구출대가 흔적을 지운 채 전원 본단으로 귀환하지만 장원이 장기 은신처가 될 수 없다는 새 문제가 생긴다.","백 명 넘는 백성의 즉시 해방과 도현 직속 호위대의 첫 대규모 지상 작전 성공이 지급된다.","관계,능력,세계","봉황상단은 합법 매입뿐 아니라 폭력적 노예망을 직접 타격하는 비밀 구호 조직으로 변한다.","장태범은 백여 명을 오래 숨길 수 없다고 경고하고 호위대는 본단 경계에 들어간다.","마부대 창고 기습·수감자 구출 루프가 닫힌다.","마부대의 추적·구출민 장기 거처와 범행 노출 루프가 열린다.","E10","high"
"44","효종 44화","효종 44화","5307","5461","빈 창고를 본 마부대가 심양 저자를 뒤지고 도현의 구출 흔적을 좇기 시작한다.","민생 구출의 증거를 지키기 위해 권력자가 가해자의 본거지를 선제 타격하는 위험한 결단이 실행된다.","마부대를 직접 처단해 구출민과 봉황상단으로 이어질 추적을 끊는다.","소현세자의 꾸중 뒤에도 물러서지 않고 박영식·호위대와 마부대의 삼층 저택을 야습해 사병을 베고 애첩들에게 위치를 확인한다.","칠현은 왕자의 직접 참여를 만류하고, 마부대의 대저택·다수 사병과 포청 개입 가능성 때문에 신분 노출 시 외교 사건이 된다.","도현 일행이 삼층 침실까지 돌파하지만 마부대가 가까이서 던진 단검이 도현의 왼쪽 어깨를 스친다.","마부대 세력의 방어선 붕괴와 죄인에 대한 직접 심판 직전의 우위를 얻는다.","능력,감정,세계","도현의 통치는 법적 권한 밖에서도 백성을 해친 자를 직접 응징하는 왕권적 선택으로 한 단계 거칠어진다.","상처 입은 도현이 마부대를 넘어뜨리고 마지막 처분을 앞둔다.","마부대 저택 침투와 사병 제거 루프가 닫힌다.","마부대 처형·포청 수사와 구출민 이송 루프가 열린다.","E10","high"
"45","효종 45화","효종 45화","5462","5584","상처 입은 도현 앞에서 마부대가 금원보와 보석을 대가로 목숨을 구걸한다.","가해자 처벌 뒤 구조된 백성에게 거주지를 강요하지 않고 선택권을 주는 통치 원칙이 보상으로 이어진다.","마부대를 처단하고 백여 명을 청의 재포획에서 안전한 웅도로 빼낸다.","도현은 마부대의 심장을 찔러 죽이고 애란에게 침묵을 경고한 뒤, 구출민에게 웅도 정착·고향 귀환 중 선택하게 하고 상단 행렬의 노예와 점원으로 위장시킨다.","노예 문서가 없는 탈출민은 조선으로 가도 청에 다시 넘겨질 수 있고 백 명을 숨긴 상단까지 함께 처벌받을 위험이 있다.","마부대의 부하와 자식들이 재산·세력 다툼에 빠져 포청 수사가 흐지부지되고, 열 명가량을 제외한 대부분이 자발적으로 웅도를 택한다.","마부대 비상금, 구출민의 자발적 신뢰, 웅도 인력 보충이라는 개인·조직·국가 규모의 복합 보상이 지급된다.","관계,지위,돈,세계","응징-구출-자유 선택-국외 안전지대 정착을 잇는 봉황상단의 구호 경로가 확립된다.","심양 성문 십인장이 쇠창살 마차 속 사람들을 자세히 검문하려 한다.","마부대 처형과 살인 수사 무력화 루프가 닫힌다.","성문 탈출·웅도 이주와 남은 귀향민 송환 루프가 열린다.","E10","high"
"46","효종 46화","영원성 함락","5585","5711","봉황상단 행렬이 구출민을 노예 상품으로 위장한 채 심양 성문 검문에 걸린다.","구출민의 웅도 안착 직후 영원성 함락이 조선 외교·군사·교역의 판을 바꾸는 역사 보상과 압박으로 전환된다.","성문을 무사히 빠져나오고 영원성 함락의 실제 파장과 조선 대응 정보를 확보한다.","서상수가 십인장에게 생일 선물 명목의 돈주머니를 찔러 검문을 넘기고, 도현은 소현세자와 명·청 전황을 분석한 뒤 황궁의 만월개에게 함락 사실을 확인한다.","구출민 발각 시 상단이 무너질 위험, 볼모라 웅도 출행이 금지된 제약, 명 몰락 뒤 청의 다음 요구가 조선으로 향할 부담이 있다.","도르곤이 홍이포와 증원군으로 사흘 총공 끝에 영원성을 함락했고 곧 심양으로 개선해 당장은 산해관 공세를 멈춘다는 정보가 확정된다.","백여 명의 웅도·고향 이송 성공과 명청 세력 전환을 남보다 먼저 읽는 정책 정보가 지급된다.","세계,정보,지위,관계","도현의 무대가 심양 노예시장 구출에서 명 멸망 국면의 조선 외교·전쟁 대비로 다시 확대된다.","소현세자와 도현이 승전 분위기의 대정전에서 홍타이지를 알현한다.","구출민 심양 탈출과 웅도 도착 루프가 닫힌다.","영원성 이후 파병·산해관·임경업 철수와 조선 외교 전환 루프가 열린다.","E11","high"
"47","효종 47화","효종 47화","5712","5837","홍타이지는 영원성 승전을 축하받으며 소현세자와 도현에게 앞으로도 청의 중원 전쟁을 도우라고 압박한다.","전쟁 종료가 단순 안도가 아니라 웅도 군사 공백을 자립 함대·해방민 정착으로 바꾸는 국가 기반 보상으로 결산된다.","조선 수군 철수 뒤 사람과 선박을 잃지 않도록 해상 교역을 멈추고 웅도 운영을 재편한다.","도현은 장태범에게 호위함 준비 전까지 교역 중단을 명하고 해적 포로 사백 명은 팔아 조선군 노잣돈을 주며 금자 만 냥으로 군인 출신 조선 노예를 사 웅도에 보내게 한다.","판옥선 인력은 아직 훈련이 덜 됐고 수군·해적이 빠지면 웅도 상주 인원이 오백 명 아래로 떨어지며 수익도 중단된다.","위험한 교역보다 직원 목숨을 우선하고 해적 노획 재산을 해방민과 귀환 병졸의 비용으로 환원하는 선택이 내려진다.","철군 장수에게 비단 열 필, 병졸에게 베 열 필을 지급해 군심을 얻고 웅도 인력을 조선인 해방민으로 교체한다.","관계,돈,지위,세계","웅도는 임경업 원군 의존형 전초기지에서 도현 소유 함대·자유 조선인 주민 기반 거점으로 넘어간다.","겨울 관저에서 칠현이 내관 감생과 수라간 박 상궁의 비밀 보고 현장을 목격한다.","영원성 함락에 따른 임경업 철군·교역 중단과 인력 재편 루프가 닫힌다.","후궁 조씨의 심양 첩자 색출과 산해관 전쟁 요구 루프가 열린다.","E11","high"
"48","효종 48화","효종 48화","5838","5986","칠현은 감생이 박 상궁에게 세자와 봉림의 동정을 보고하고 한양 귀환을 약속받는 장면을 확인한다.","보이지 않던 궁중 위협을 첩자 명단과 충성 인맥으로 바꿔 후계 왕실의 생존 기반을 만든다.","후궁 조씨의 첩자망을 들키지 않게 역추적하고 믿을 수 있는 직속 측근을 확보한다.","도현은 즉시 체포하지 말고 칠현에게 은밀 조사와 세자전 확인을 맡긴 뒤 위사 김덕술·박태철을 술집으로 데려가 평생 자신을 주군으로 따르라고 제안한다.","박 상궁은 수라간까지 장악해 독살도 가능하고, 첩자를 잡으면 조씨가 새 사람을 보내며, 관직을 버리고 상단에 오라는 제안은 두 위사에게 큰 신분 비용이다.","도현은 궁인 감시와 동시에 기존 명령 관계를 개인적 충성 계약으로 바꾸는 양면 대응을 택한다.","칠현이라는 정보 책임자와 김덕술·박태철이라는 무력 측근 후보가 세워진다.","관계,지위,정보","도현의 세력은 상단 고용인 외에 관저 내부 정보망·왕자 개인 가신단으로 확장된다.","도현이 두 위사에게 자신을 진정한 주인으로 택해 달라고 정면으로 묻는다.","첩자 존재 확인과 조사 원칙 결정이 닫힌다.","위사들의 충성 선택·첩자 전원 명단과 소현세자 공유 루프가 열린다.","E12","high"
"49","효종 49화","효종 49화","5987","6116","김덕술과 박태철은 도현이 왕위를 노리는지 경계하면서 관직을 버리고 따를지를 고민한다.","개인 충성과 정보 우위가 소현세자까지 지키는 공동 생존 전략으로 지급된다.","두 위사를 가신으로 만들고 후궁 조씨의 첩자 열 명을 식별해 형에게 경고한다.","두 위사의 검을 받은 충성 맹세를 수락하고, 칠현의 명단에서 박 상궁이 연락책임을 확인한 뒤 첩자를 체포하지 않고 감시·역이용하자고 소현세자를 설득한다.","배신감을 느낀 소현세자는 즉각 처벌하려 하고, 박 상궁이 음식과 내전에 접근해 독살할 수 있으며 추가 첩자는 아직 남을 수 있다.","소현세자가 도현의 판단을 믿어 최형외에게 비밀 감찰을 맡기고 명단 속 인물을 모르는 척 두기로 한다.","김덕술·박태철의 목숨 건 충성, 박영식 위장 배치, 소현세자와 공유하는 방첩 체계가 지급된다.","관계,지위,정보","형제는 감시받는 볼모에서 적의 눈을 식별하고 역으로 이용하는 왕실 방첩 주체가 된다.","최형외가 세자전 보안을 강화하고 첩자들을 계속 관찰하기 시작한다.","두 위사 포섭과 확인된 첩자 명단 공유 루프가 닫힌다.","후궁 조씨와의 장기 정보전·독살 방지와 첩자 역이용 루프가 열린다.","E12","high"
"50","효종 50화","효종 50화","6117","6230","심양 관저가 조씨 첩자를 모르는 척 감시하는 가운데 홍타이지는 산해관 원정을 위해 조선에 병사 일만과 군량미 이십만 섬을 요구한다.","왕실 방첩의 내향적 위기를 백성의 병역·곡물 부담을 줄이는 대외 협상으로 전환한다.","과도한 전쟁 분담을 조선이 감당할 수준까지 낮출 협상 상대와 논리를 정한다.","만월개의 보복 협박 뒤 비상회의를 열고 황제를 직접 찾자는 박황 안을 막아 영원성 승리로 발언권이 커진 도르곤을 먼저 설득하자고 제안한다.","보릿고개 오월에 이십만 섬을 내면 백성이 굶고, 요구를 거부하면 청의 군사 보복을 받을 수 있으며 황제 체면을 건드리면 협상 통로가 닫힌다.","소현세자와 관리들이 도현의 우회 협상안을 받아들여 다음 날 예친왕부 면담을 성사시킨다.","감정적 거절 대신 황제-도르곤 권력 구조를 이용하는 현실 외교 주도권을 얻는다.","지위,정보,세계,관계","도현은 상단·관저 방첩을 넘어 조선 병력과 식량 부담을 좌우하는 실질 외교 협상가가 된다.","예친왕부에서 도르곤이 방문 목적을 곧장 묻는다.","관저 첩자를 식별한 채 통제하는 1차 방첩 루프가 닫힌다.","일만 병력·이십만 섬 감축 협상과 산해관 원정 참여 루프가 열린다.","E13","high"
"51","효종 51화","새로운 시작","6231","6364","도르곤은 조선의 병력·군량 감축 부탁을 황명 거역이라 몰며 황제에게 직접 말하라고 거절한다.","국가 부담을 줄이는 외교 승리 뒤 장씨의 회임이 도현의 이 세계 정착을 혈연의 약속으로 바꾼다.","도르곤의 자존심과 형제국 명분을 이용해 파병 요구를 현실적 규모로 줄인다.","도현은 조선을 아우 나라라 부르면서 어려움을 외면하면 대국이냐고 정면 도발하고, 도르곤의 중재를 끌어내 병사 삼천·군량 오만 섬으로 감축시킨다.","예친왕을 모욕해 협상 자체가 깨질 위험과 줄어든 오만 섬도 조선 재정·백성에게는 큰 부담이라는 비용이 남는다.","도르곤이 도현의 배포를 인정해 홍타이지를 설득하고, 뒤이어 장씨의 구역질이 독이 아니라 새 임신 증세로 판명된다.","병력 칠천·쌀 십오만 섬 감축과 장씨가 다시 아이를 품었다는 가족 보상이 함께 지급된다.","지위,관계,세계,감정","도현은 조선 전체의 동원 부담을 실제로 낮춘 협상가이자 이 시대에 자식을 둔 봉림대군으로 더 깊이 뿌리내린다.","의원이 장씨의 회임을 확정하고 상궁이 수련 중인 도현에게 달려간다.","청의 최초 파병·군량 요구 감축 루프가 닫힌다.","장씨 임신 보호·한양 지부와 산해관 원정 준비 루프가 열린다.","E13","high"
