sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
181,181화,DCA-N18,N18·정치자금 전면수사,8,7,8,0.27,0.29,0.32,0.07,0.05,"강 대위의 추적과 국세청 인맥이 KS해운 비자금, 현금 운반 차량, 불법선거자금 단서를 한 줄로 잇는다. 야당과 검찰에 흘린 정보가 KS 한 곳을 넘어 전 대기업 수사로 번지는 순간, 복수 작전의 행동보다 관계망의 확산이 더 큰 압박으로 바뀐다.",L32798~L32963
182,182화,DCA-N18,N18·KS 증거·SNS 복수,8,9,8,0.20,0.32,0.30,0.11,0.07,"100억 원이 넘는 정치자금과 총 2천억 원 비자금, 현금차량 사진을 수사선에 넘긴다. 증거가 실제로 이동한 뒤 세이월드 몰락까지 확인돼 정경유착 역공과 사업 정리가 함께 닫힌다.",L32964~L33126
183,183화,DCA-N18,N18·틱탁톡 비밀 개발,5,6,9,0.35,0.17,0.32,0.05,0.11,깨끗한 태우의 위치를 굳힌 뒤 서문영 팀에 숏폼 SNS를 맡겨 기술 정보와 인재 협업에 머문다.,L33127~L33294
185,185화,DCA-N18,N18·WWDC 통합 시연,6,9,6,0.18,0.37,0.21,0.08,0.16,시리·가전 IoT·자동차 원격 시동을 세계 무대에서 실시간 시연해 공개 행동과 기업 지위 보상이 솟는다.,L33461~L33664
186,186화,DCA-N18,N18·이어폰·시계 선행기획,4,8,7,0.34,0.15,0.32,0.04,0.15,"잡스와 노이즈캔슬링 이어폰, 건강·지도·음성 기능의 시계를 차례로 떠올린다. 완제품 지급 없이 아이디어가 서로의 말을 받아 커지는 공동개발 리듬이 재미를 만든다.",L33665~L33838
188,188화,DCA-N19,N19·인도 공장·IIT 거래,6,7,7,0.32,0.16,0.39,0.04,0.09,미모안 싱에게 공장·선거 지원과 IIT 캠퍼스를 교환해 국제 정치 관계와 협상 정보에 오래 머문다.,L34049~L34214
190,190화,DCA-N19,N19·델핀 신뢰,5,7,5,0.25,0.17,0.43,0.10,0.05,델핀에게 미래 가전·AI를 보여 주고 중국 허가를 해결해 가문 파트너·혼인 후보 관계가 부각된다.,L34388~L34604
193,193화,DCA-N20,N20·하굣길 구출과 유착 증거,8,6,9,0.24,0.34,0.25,0.13,0.04,경호원을 보내 천민정의 동생을 구하고 추영택의 폭행과 교사 묵인 증거를 모은다. 구조행동이 끝나자 가해 학생 뒤 권력배경을 추적하는 더 큰 싸움이 열린다.,L34943~L35136
194,194화,DCA-N20,N20·학부모 회의 공개 보호,8,7,8,0.18,0.30,0.35,0.14,0.03,김민재가 학부모 회의에 직접 나타나 학교·동문·검찰선을 차례로 압박한다. 은밀하던 학교폭력이 공개 보호행동으로 바뀌며 가해자 뒤 권력과 정면으로 맞선다.,L35137~L35343
195,195화,DCA-N20,N20·사과·전학 지급,8,10,5,0.12,0.31,0.38,0.15,0.04,화원정밀 거래를 끊고 검사 상급자를 압박해 무릎 사과·전학을 받아 천민정의 신뢰와 보호 보상이 절정이다.,L35344~L35519
196,196화,DCA-N20,N20·딥러닝과 정치방벽 재연결,6,7,8,0.36,0.14,0.37,0.07,0.06,"딥러닝 연구, 부산 데이터센터와 최재석의 정당 구상을 한 판에 연결한다. 김태중이 위험을 함께 지겠다고 나서며 기술계획이 가족과 정치의 공동책임으로 넓어진다.",L35520~L35684
197,197화,DCA-N20,N20·최재석 창당 수락과 개입 경계,5,7,7,0.24,0.14,0.50,0.06,0.06,델핀과 프리미엄 가전을 점검하는 앞 장면 뒤 김태중이 최재석에게 깨끗한 정치인 50명과 국가사업 지원 원칙을 제안한다. 인사·정책에는 간섭하지 않겠다는 선을 듣고 최재석이 도전을 받아들이며 두 사람의 소주잔이 창당 준비를 실제 관계로 굳힌다.,L35685~L35841
200,200화,DCA-N20B,N20B·김익수 첫 면담과 자금병목,6,5,8,0.32,0.18,0.35,0.05,0.10,"김익수와 첫 면담을 갖고 서버비·망사용료·저작권, 수백억 원 세계화 비용을 듣는다. 숫자를 확인하는 데서 멈추므로 50억 원 매각·합작 제안은 아직 이 회차의 보상이 아니다.",L36166~L36346
206,206화,DCA-N20C,N20C·리사 수 취임과 전권 지급,5,9,7,0.18,0.18,0.32,0.17,0.15,천민정과의 밤샘 토론이 리사 수 취임으로 뒤집혀 관계 변화와 승진 보상이 봉우리를 만든다.,L37236~L37418
209,209화,DCA-N20D,N20D·국민경제당 38석과 AI 학습 지급,6,9,6,0.24,0.16,0.20,0.12,0.28,38석 캐스팅보트와 AI 학습자산 2만 편이 확정되어 지위·자산 지급이 가장 크다.,L37766~L37935
217,217화,DCA-N21,후계 선택,5,6,6,0.21,0.20,0.31,0.14,0.14,샤롯 두 아들을 비교하고 조부의 판단으로 차남을 고르는 관계·승계 장면에 무게가 실린다.,L39052~L39226
223,223화,DCA-N22,공세 상승,7,6,9,0.21,0.32,0.18,0.09,0.20,무료 단말 보급과 수사기관 제보에 조폭 반격이 붙어 실행과 긴장이 빠르게 오른다.,L40045~L40202
225,225화,DCA-N22,물리 충돌 전야,9,7,9,0.15,0.36,0.20,0.14,0.15,70% 편입 뒤 조폭 100명 습격이 다가와 행동 대기와 관계 배신의 압력이 최고조다.,L40383~L40561
226,226화,DCA-N22,카르텔 결산,9,10,6,0.13,0.42,0.14,0.12,0.19,20분 제압·배후 구속·80% 편입이 한꺼번에 터져 행동과 지위 보상이 가장 크게 솟는다.,L40562~L40732
228,228화,DCA-N23,첫 부지 지급,5,9,8,0.18,0.22,0.18,0.12,0.30,중국 허가 뒤 1조7400억 원 계약서에 도장을 찍어 물질 보상과 가족 약속이 선명하다.,L40909~L41078
231,231화,DCA-N23,쌍부지 지급,6,9,8,0.17,0.23,0.24,0.13,0.23,4조 낙찰과 조손의 기쁨 뒤 공군 고도제한이 새 병목으로 솟는다.,L41448~L41625
233,233화,DCA-N23,확장 숨고르기,4,7,9,0.23,0.20,0.24,0.10,0.23,부시 승인 확인과 코코아 전국 확장을 지나 수호이 도착을 기다리는 연결 회차다.,L41797~L41960
234,234화,DCA-N23,예상외 지급,6,9,7,0.20,0.24,0.18,0.14,0.24,실사용 Su-47 확인과 공군 무반대 약속이 놀람·행동·군사자산 보상을 함께 높인다.,L41961~L42135
236,236화,DCA-N24,플랫폼 결산,4,9,6,0.19,0.18,0.23,0.10,0.30,"위튜브 이름과 빅테크 유통망, 첫 초고층 허가가 한꺼번에 확정된다. 브랜드·판매통로·건축허가가 문서와 이름으로 지급돼 여러 준비가 실제 사업의 형태를 얻는다.",L42293~L42483
239,239화,DCA-N24,창작자 선점,4,8,6,0.18,0.18,0.31,0.13,0.20,감독·작가에게 제작비와 장기계약을 주는 인재 관계와 선점 보상이 주축이다.,L42804~L42963
242,242화,DCA-N24,대중 봉우리,7,10,8,0.13,0.31,0.20,0.18,0.18,결승 21%·톱10 음반·세계 3천만과 머스크 격려가 대중 환호와 관계 보상을 폭발시킨다.,L43291~L43450
245,245화,DCA-N24,조직 붕괴,9,8,8,0.14,0.42,0.16,0.12,0.16,삼합회 두목을 역으로 이용해 양지파와 SG를 사흘 안에 무너뜨린다. 상대 조직의 힘을 서로 부딪치게 한 뒤 결과를 빠르게 회수해 폭력판을 직접 장악하지 않고 끝낸다.,L43786~L43943
246,246화,DCA-N24,역강탈 결산,8,10,5,0.13,0.31,0.23,0.15,0.18,강수기가 실형을 택하고 SG 전원이 넘어와 복수·인재·지위 보상이 동시에 닫힌다.,L43944~L44097
250,250화,DCA-N25,시민자금 지급,5,9,7,0.18,0.27,0.20,0.10,0.25,400억 원·70만 구독자가 깨끗한 선거조직으로 바뀌어 행동과 지위 보상이 크게 지급된다.,L44568~L44721
264,264,DCA-N26,시간점프 압박,7,7,9,0.32,0.22,0.20,0.12,0.14,"아마존 물류자동화와 장기 무인공장 구상을 점검하고, 김태중의 전언을 들은 김민재가 그룹을 두 배로 키워 돌아오겠다고 답한다. 1년을 건너 베어스턴스·모기지 부실과 리먼 파산설이 현실화하면서 기다리던 금융 수확기의 문턱에 선다.",L46932~L47106
266,266,DCA-N26,AIZ 협상 봉우리,9,6,8,0.26,0.34,0.22,0.09,0.09,연준 모욕에 실제 퇴장하고 주당 4달러를 고수해 협상 행동과 압박이 최고조에 가깝다.,L47280~L47441
267,267,DCA-N26,금융 복수 지급,9,9,8,0.18,0.33,0.20,0.12,0.17,AIZ 70%와 CITI 왕좌를 관철해 다이먼의 복수·지분·정부지원이 한꺼번에 폭발한다.,L47442~L47596
268,268화,DCA-N26,조직 결산,6,8,6,0.19,0.22,0.30,0.15,0.14,"다이먼 치료·충성과 박만덕 승진, SAVE 정체 공개가 사람과 조직의 지위를 재편한다.",L47597~L47759
269,269화,DCA-N26,귀환·가족 승인,5,8,7,0.19,0.18,0.33,0.17,0.13,공항 환대 뒤 김태중이 자동차 인수를 허락한다. 국민적 기대와 조손 승인이 겹쳐 해외기업 인수가 개인 야심에서 그룹의 공식 선택으로 올라선다.,L47760~L47922
271,271화,DCA-N27,회장 승계 압박,7,6,7,0.17,0.20,0.31,0.22,0.10,김태중 은퇴와 전 사장단 추천을 거부하지 못해 가족·조직 관계와 책임 감정이 무겁다.,L48089~L48270
272,272,DCA-N27,회장 지위 지급,6,9,6,0.16,0.23,0.31,0.16,0.14,"정식 회장 취임과 박만덕·한정훈 승진, 김태중의 자리 이양이 관계·지위 봉우리다.",L48271~L48457
273,273,DCA-N27,라면 숨고르기,3,8,6,0.14,0.13,0.34,0.29,0.10,회귀 전 배고픔의 라면을 강 대위·한정훈과 나눠 먹어 동료애와 치유 감정에 오래 머문다.,L48458~L48644
277,277,DCA-N27,글로벌 입주 상승,6,8,8,0.25,0.25,0.31,0.09,0.10,오바마의 신뢰와 금융사 12곳 서명을 이틀 만에 얻어 외교 관계 보상이 크게 오른다.,L49145~L49297
278,278화,DCA-N27,버핏 영입,5,8,7,0.27,0.18,0.31,0.10,0.14,투자관을 맞춘 끝에 버핏의 한국 지점과 후속 인맥을 얻는다. 숫자 흥정보다 서로 장기투자자를 알아보는 대화가 다음 거래를 여는 보상으로 남는다.,L49298~L49458
280,280,DCA-N27,허브 공개 지급,7,9,7,0.18,0.26,0.22,0.16,0.18,"금융허브 발표 무대에서 퀀텀·CITI·버크셔 대표를 차례로 공개하고 버핏이 한국 지점과 태우 계열 투자까지 직접 선언한다. 여야 지지와 한전 부지의 조속한 허가 약속은 받았지만, 대통령실장이 공을 청와대와 나누라고 요구해 개발허가 전 정치 대가를 남긴다.",L49611~L49802
281,281,DCA-N27,버핏 약속·KIKO 진입,5,8,8,0.16,0.18,0.34,0.17,0.15,버핏의 50억 달러 약속과 지반공사 뒤 한정훈의 은행 회동으로 관계·지위가 이어진다.,L49803~L49976
293,293,DCA-N28,파산 압박,9,7,8,0.22,0.34,0.24,0.09,0.11,채권·언론으로 GM 파산 확률을 올리고 UAW 양보를 받아 선파산 후인수를 관철한다.,L51786~L51967
296,296,DCA-N28,바이오 동맹,5,8,7,0.23,0.18,0.34,0.14,0.11,김정우에게 AI 연구비전을 주고 센트리언과 연결해 인재 관계·감염병 권리가 지급된다.,L52303~L52474
298,298화,DCA-N28,조손 감정 지급,4,8,6,0.18,0.16,0.34,0.22,0.10,김태중과 GM 인수를 기뻐하며 전생의 상처를 씻어 가족 관계와 감정 보상이 두드러진다.,L52623~L52803
303,303,DCA-N29,공개 역전,9,9,6,0.19,0.35,0.19,0.15,0.12,사퇴 약속 뒤 실제 혼잡도 120% 초과가 생방송 프레임을 깨 행동·환호 보상이 폭발한다.,L53463~L53621
304,304,DCA-N29,정치 화해·교환,5,8,7,0.21,0.22,0.30,0.12,0.15,김 의원의 사과와 타미플루 원가공급을 충전소·보조금 약속으로 바꾼다. 체면을 세워 준 대가가 전기차 인프라로 돌아오며 관계역전이 실물정책을 낳는다.,L53622~L53793
310,310,DCA-N29,사우디 투자 상승,5,6,7,0.20,0.21,0.34,0.08,0.17,할 핀니 지원 뒤 산유국 왕족에게 전기차 공동투자를 청해 장기 동맹 관계가 크게 작동한다.,L54615~L54774
316,316,DCA-N29,제품 봉우리,6,9,6,0.18,0.34,0.18,0.12,0.18,원격주차·검색어 1위·주가상승과 GM 공장 재가동이 제품 약속을 큰 행동 보상으로 닫는다.,L55616~L55812
318,318,DCA-N30,국가자금 교섭,5,6,7,0.25,0.18,0.34,0.09,0.14,비트코인 결제와 빈 살만 국부펀드를 일부러 미온적으로 받아 관계 협상에 오래 머문다.,L55973~L56130
326,326화,DCA-N30,공매도 결산,6,9,7,0.17,0.23,0.26,0.18,0.16,항복 사진·고객 유입·테슬라 족쇄 해제가 환호를 주지만 카노스의 원한을 남긴다.,L57323~L57487
329,329화,DCA-N31,정책 신뢰,4,6,7,0.20,0.20,0.34,0.12,0.14,적자 PC방 확장과 최재석의 국가발전 원칙 확인이 정치 동맹의 신뢰를 재확인한다.,L57795~L57962
333,333,DCA-N31,재난 전 축적,5,6,9,0.29,0.18,0.25,0.08,0.20,노무라 계약망과 후분양 자산을 늘리며 대지진 시점을 기다려 정보·관계·자산이 앞선다.,L58496~L58665
335,335,DCA-N31,재난 봉우리,10,8,10,0.15,0.36,0.19,0.20,0.10,"김민재가 수백억 원 대피비와 회장직을 걸고 규모 9 지진 예측을 공개한 기자회견이 압박을 길게 쌓는다. 미국·일본 자료 전달과 구호물자 조달 뒤 시계를 보는 순간 전화가 동시에 울려, 예측 적중 신호를 지급으로 소비하지 않고 재난 발생 훅으로 터뜨린다.",L58840~L59004
336,336,DCA-N31,구조 결산,8,10,7,0.21,0.29,0.26,0.14,0.10,교민 생존·구호·최재석 미담과 금융사 투항이 생명·관계·승패를 한꺼번에 지급한다.,L59005~L59166
344,344,DCA-N32,재단 동맹,5,7,6,0.25,0.18,0.34,0.08,0.15,연 5억 달러·임상비 전액을 제시해 로보 재단 동의를 얻으므로 협력 관계가 앞선다.,L60319~L60493
347,347,DCA-N32,AI 실물화,5,7,7,0.27,0.21,0.30,0.08,0.14,"조지 부시에게 텍사스의 경제·안보 논리를 30분 동안 설명하는 통화가 거의 전부를 차지한다. 관심은 끌었어도 토지 소유주 설득을 부탁하거나 확답받은 장면은 없으므로, 마지막은 전직 대통령의 실제 행동을 기다리는 낮은 속도의 관계 훅이다.",L60801~L60982
348,348,DCA-N32,텍사스 확대,6,7,7,0.23,0.25,0.31,0.10,0.11,부시가 직접 텍사스 토지 소유주를 설득하고 김민재가 임대료 50배를 제시해 셰일 실험부지의 저항을 푼다. 마지막에는 제주도보다 큰 50만 에이커 목장 매물만 알려질 뿐 목장 이름과 매도 측 협상은 다음 화에 나온다.,L60983~L61166
352,352,DCA-N32,금융타워 지급,4,9,6,0.23,0.19,0.27,0.11,0.20,퀀텀·버크셔·노무라·BNP가 완공식에 모여 도시 금융인프라와 동맹 지위가 크게 지급된다.,L61666~L61849
356,356,DCA-N32,직원 보상 결산,4,9,6,0.18,0.20,0.31,0.21,0.10,익명 설문을 휴가·육아·4시간 근무·안식년 제도로 하나씩 바꾼다. 직원들이 말하지 못했던 생활문제가 규정으로 지급되는 과정이 잔잔한 보상을 만든다.,L62332~L62511
357,357,DCA-N33,신사옥 재도입,4,8,8,0.18,0.20,0.33,0.17,0.12,임원 접근금지 커뮤니티와 완공식에서 머스크 동맹을 재확인해 관계·환대 보상이 앞선다.,L62512~L62684
358,358,DCA-N33,가족 약속 확장,4,7,7,0.18,0.16,0.36,0.20,0.10,김태중 앞에서 세계 권력자들을 태우 편으로 만들겠다고 약속한다. 사업계획의 거대한 말이 조손 사이의 영속 약속으로 내려앉아 신사옥 이후 무엇을 지킬지가 분명해진다.,L62685~L62878
361,361,DCA-N33,정치 선택 압박,7,5,8,0.22,0.24,0.34,0.14,0.06,차량 밀담에서 최재석에게 패배·재보궐 선택을 맡겨 정치 관계와 결단 압력이 앞선다.,L63240~L63391
363,363,DCA-N33,권력 독립 확인,5,6,6,0.24,0.21,0.32,0.11,0.12,기부금 접근을 거절하고 기존 계약을 지켜 국내 정권보다 미국 우군과 원칙 관계를 확인한다.,L63563~L63736
366,366,DCA-N33,독사과 국내집행,6,6,7,0.23,0.26,0.31,0.10,0.10,재벌 회장단을 모아 사드 부지를 서로 내놓게 만든다. 애국 명분과 그룹별 이해득실을 경쟁시켜 직접 명령 없이도 행동을 끌어낸다.,L64072~L64251
367,367,DCA-N33,사드 부담 이전,5,7,5,0.18,0.29,0.30,0.10,0.13,양산 창고 미끼로 현재·샤롯이 더 좋은 땅을 내게 해 행동·재벌 관계 보상이 두드러진다.,L64252~L64428
371,371,DCA-N33B,샤롯 균열,7,6,6,0.23,0.24,0.35,0.12,0.06,진동구·진동오의 말다툼 속에서 사장단이 장남 편으로 기운다. 사업보고보다 누가 다음 권력을 잡는지 눈치를 보는 침묵이 가족 승계균열을 드러낸다.,L64952~L65120
376,376,DCA-N33C,러시아 비밀협상,6,7,7,0.22,0.23,0.36,0.11,0.08,"축구 자선행사에 100억 원을 써 로만을 불러낸 뒤 태우 철수 방지와 몽골 자원의 러시아 경유를 맞바꾼다. 로만이 다국적 컨소시엄안을 받아 크렘린 허가를 구하겠다고 약속하는 관계 장면이 길고, 중국 구매자가 없다는 실물 구멍이 마지막에 남는다.",L65820~L65985
377,377,DCA-N33C,러중 판로 협상·사우디 전환,5,8,6,0.26,0.21,0.32,0.08,0.13,"리강에게 러시아 경유안과 최소 20년 몽골 자원 구매계약을 함께 제시해 중국 권력선의 반응을 살핀다. 주석 보고와 성사 노력 약속까지만 받은 뒤 사우디 증산·왕위승계 확인으로 시선을 돌려, 판로 계약은 일부러 미지급 상태로 둔다.",L65986~L66170
378,378,DCA-N33D,왕위·숙청 동맹 진입,7,7,6,0.21,0.22,0.37,0.15,0.05,살만의 분노를 누그러뜨리고 빈 살만을 왕세자로 올릴 방법과 왕족 숙청을 논의한다. 가족 내부의 감정대화가 곧 국가 권력승계와 계좌작전으로 이어져 둘의 동맹 위험을 키운다.,L66171~L66350
379,379,DCA-N33D,숙청 실행 전야,7,7,7,0.25,0.25,0.32,0.10,0.08,왕족 자산 환수 명분과 천민정·강 대위 팀을 붙여 관계·정보·실행 압력을 끌어올린다.,L66351~L66547
380,380,DCA-N33D,왕족계좌 지급·OPEC 숏 점화,9,8,7,0.20,0.36,0.22,0.10,0.12,비밀계좌 확보와 OPEC 증산·원유 공매도가 동시에 실행되어 행동·승패가 큰 봉우리다.,L66548~L66742
383,383,DCA-N34,국가 컨소시엄,6,7,5,0.27,0.23,0.32,0.09,0.09,오바마에게 두 인수안을 주고 대상 결정권을 얻어 국빈급 관계와 정책협상이 앞선다.,L67085~L67243
384,384,DCA-N34,미중 자본 결합,5,6,6,0.32,0.20,0.30,0.07,0.11,핀테크 자금과 중국 CNOOC 매각을 한 판에 묶어 정보·외교 관계에 오래 머문다.,L67244~L67404
386,386,DCA-N34,고용승계 합의,6,8,7,0.22,0.22,0.34,0.11,0.11,창업가가 자기 프리미엄을 직원 위로금으로 돌린다. 헤스 인수조건을 맞추는 숫자 협상 속에서 직원에게 남길 몫이 관계의 온도를 바꾼다.,L67585~L67757
390,390,DCA-N34,1달러 권리 지급,5,9,6,0.20,0.24,0.18,0.17,0.21,동전던지기로 수십조 원 유전권을 1달러에 얻는 놀람과 물질 보상이 크게 솟는다.,L68275~L68451
391,391,DCA-N34,반격 신호 폭발,8,9,7,0.22,0.30,0.24,0.13,0.11,"살만 즉위와 빈 살만의 국방장관 임명·왕세자 계획을 점검하는 사이, 가이아나 로건팀이 최소 50억 배럴로 추정되는 대형 유전을 발견한다. 헤스 공매도판을 뒤집을 호재가 태어난 것이 지급이며 정밀조사와 시장공개는 아직 다음 단계다.",L68452~L68641
393,393,DCA-N34,주가 반격 봉우리,9,8,7,0.18,0.41,0.18,0.11,0.12,합법적으로 매수한 헤스 주가가 폭등하고 공매도에 낀 중소 펀드들이 파산선에 들어간다. 공격하던 물량이 되돌아가 상대 장부를 무너뜨리며 역포획의 결과가 숫자로 보인다.,L68808~L68990
394,394,DCA-N34,항복 거절·버핏,7,7,8,0.20,0.26,0.35,0.10,0.09,"레일·마크 펀드가 요구한 헤스 주식 반환을 거절하고 1억 달러 프리미엄을 매긴 뒤, 버크셔의 매수 이유를 확인하는 데 회차가 오래 머문다. 워런에게는 헤스 지분 3년 임대와 정체를 밝히지 않은 시장 이벤트만 제안하므로 작전명과 참여 확답은 다음 화 몫이다.",L68991~L69182
395,395,DCA-N34,국가 방패 완성,7,8,8,0.27,0.23,0.32,0.08,0.10,공개매수 후 재상장안을 버핏·미 대사가 묵인해 국가·기업 연합 관계가 완성된다.,L69183~L69348
396,396,DCA-N34,공개매수 역포획 봉우리,9,9,7,0.18,0.40,0.20,0.12,0.10,"헤스의 상장폐지와 100퍼센트 프리미엄 공개매수가 공시되자 카노스 진영의 절반 이상이 이탈하고 강제청산 위험이 번진다. 금융 역포획을 지급한 뒤 최재석과 중임제·평창재단 요구를 논의해, 월가 전쟁이 국내 정치의 오염 위험으로 넘어간다.",L69349~L69537
397,397,DCA-N34B,부회장 승계 개시·카노스 전향,8,8,7,0.19,0.27,0.37,0.10,0.07,"박만덕의 동남아 퇴직 자리와 한정훈의 인수인계·교육 경로를 정하는 승계 대화가 한 축이다. 다른 축에서는 카노스에게 동료 헤지펀드를 배신하고 자산을 흡수하라고 제안해 전향 약속을 받되, 실제 은퇴·취임과 2주 작전은 아직 앞에 둔다.",L69538~L69724
398,398,DCA-N34B,카노스 지급·중국전 배치,6,8,8,0.23,0.21,0.34,0.11,0.11,"카노스가 약속한 2주 안에 헤지펀드들을 파산시킨 결과를 확인하고 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치한다. 태우건설의 도급 1위와 토지 반등을 짚은 뒤 다음 달 이취임식 날짜를 잡아, 시장 승리를 한정훈의 지위 이전으로 넘긴다.",L69725~L69890
399,399,DCA-N34B,한정훈 취임·GLP-1 개시,7,7,7,0.27,0.23,0.30,0.10,0.10,한정훈이 만찬의 재단 갈취를 읽고 절반만 낸 뒤 카노스를 경쟁 펀드 청소부로 돌리는 장면이 승계자의 판단을 보여 준다. 끝에서는 천민정이 로보가 폐기하려는 신약 정보를 들고 뛰어올 뿐 약 이름·권리계약은 아직 없다.,L69891~L70053
400,400,DCA-N34C,신약 양도 설계,7,5,5,0.31,0.24,0.30,0.08,0.07,폐기 보고·덴마크행·에릭센 매각안은 완성되지만 서명 전이라 정보·관계와 훅이 최고다.,L70054~L70215
401,401,DCA-N34C,신약 권리 서명·중국 D-DAY coda,7,9,7,0.24,0.16,0.18,0.07,0.35,폐기 신약 계약조건과 중국 숏 실행보다 독점권·개발비라는 물질 보상에 독자가 오래 머문다,L70216~L70406
402,402,DCA-N35,관계 압박·후계 약속,7,7,8,0.16,0.12,0.34,0.20,0.18,"중국 금융수익 일부를 차명계좌로 수뇌부에 보내는 정치보험 처리 뒤 병원 장면으로 자리가 바뀐다. 오희건이 승계 조언을 청하며 이번 주 태우 지분 이전을 약속하지만 실제 명의이전은 없어, 노인의 부탁과 오용재의 선택이 물질 지급보다 앞선다.",L70407~L70589
403,403,DCA-N35,승계 협상·동맹 지급,7,8,6,0.18,0.15,0.32,0.10,0.25,"삼진 합병과 공장, 인슐린 권리를 놓고 오희건과 승계조건을 맞바꾼다. 회사와 연구자산의 숫자가 가족 후계 선택에 묶이면서 인수협상이 사람의 결단을 기다린다.",L70590~L70762
405,405,DCA-N35,위기 발화·선제 결단,9,3,8,0.32,0.28,0.08,0.20,0.12,메르스 첫 환자 정보가 연구 증원과 사스 자료 인수 행동을 촉발해 정보·행동·불안이 솟는다,L70924~L71095
406,406,DCA-N35,긴급 실행·방역 거점,9,6,7,0.20,0.42,0.12,0.18,0.08,R&D센터를 비우고 음압실과 이동식 병실을 설치한다. 메르스 정보를 읽는 즉시 건물과 장비가 움직여 연구거점이 환자를 받을 현장으로 바뀐다.,L71096~L71268
408,408,DCA-N35,중간 결산·돌파,8,9,8,0.16,0.29,0.17,0.15,0.23,용선료 절반 인하와 이탈 금융사 처벌 뒤 메르스 임상 성공이 터져 행동과 보상이 동시에 오른다,L71429~L71612
409,409,DCA-N35,제도 돌파·출시,8,9,7,0.21,0.29,0.18,0.12,0.20,식약처가 공개적으로 비난했던 부담을 되받아 한국 최초 메르스 치료제 긴급사용승인과 출시를 끌어낸다. FDA 방문 때 메르스·당뇨병 자료를 함께 보여 주라는 후반 지시는 국내 지급의 흥분을 연내 미국 승인이라는 새 심사로 낮춘다.,L71613~L71796
414,414,DCA-N36,동맹 결속·숙청 예고,8,7,7,0.26,0.14,0.30,0.16,0.14,오용재 생산동맹과 빈 살만 숙청 브리핑 모두 신뢰를 걸고 사람을 움직이는 관계 협상이다,L72491~L72663
416,416,DCA-N36,시장 충격·수익 봉우리,9,9,9,0.18,0.32,0.06,0.19,0.25,중국 장중 7퍼센트 폭락을 견디며 청산을 늦추는 금융 행동과 위험·수익 체감이 높다,L72835~L73014
419,419,DCA-N36,관계 보은·핵심자산 지급,4,8,6,0.14,0.11,0.33,0.12,0.30,"오용재 일가의 상속세 신용대출을 약속하고 삼진의 ASML 지분 3퍼센트 매매 합의를 얻은 뒤, 미국·대만 매도물량 추가 매집까지 지시한다. 지분 이전은 실무계약 전이고 마지막 연락은 최재석과 해운업 문제를 논의할 다음 날 약속만 연다.",L73360~L73524
422,422,DCA-N36,정권 압박·선거 대기,8,7,9,0.23,0.15,0.11,0.22,0.29,정부 압박 속 유고빈 이익이 커지고 총선 출구조사를 기다려 보상과 선거 긴장이 함께 높다,L73856~L74020
423,423,DCA-N36,총선 결산·권력 전환,8,9,7,0.13,0.11,0.22,0.22,0.32,151석 승리 뒤 장명준의 보은과 현재가 지분 협상으로 표가 권력·자산이 되는 지급 회차다,L74021~L74192
424,424,DCA-N36,보복 위기·증거 반격,9,7,8,0.18,0.35,0.12,0.22,0.13,세무조사 압박에 맞서 범서북파 자료를 언론에 공개한다. 방어 설명보다 증거를 먼저 터뜨려 청와대의 공격을 대중 앞 역공으로 돌린다.,L74193~L74368
425,425,DCA-N36,퇴진 압박·결전 진입,9,5,8,0.26,0.15,0.19,0.27,0.13,정권 불법과 지지율을 따져 자진 하야를 압박하는 계산 속 최재석의 결단 긴장이 커진다,L74369~L74533
426,426,DCA-N36,하야 결산·대선 개방,10,10,10,0.11,0.24,0.17,0.27,0.21,"최재석과 김민재의 하야 압박, 6월 23일 브렉시트 포지션 점검이 교차하다 마지막 TV 담화에서 대통령이 모든 책임을 지고 물러나겠다고 공개 선언한다. 퇴임 절차 전이지만 국가 최고권력의 자진 사퇴 약속이 생중계로 고정되어 세 점수가 함께 드문 절정에 오른다.",L74534~L74703
431,431,DCA-N37,승계 지원·숙청 실행,9,7,8,0.18,0.28,0.25,0.16,0.13,대한타이어 승계를 지원하는 국내 협상과 사우디 왕족 체포 소식이 번갈아 온다. 한쪽에서는 후계자를 세우고 다른 쪽에서는 왕실 반대파가 제거돼 두 동맹의 안전판이 동시에 움직인다.,L75384~L75552
433,433,DCA-N37,대선 결산·플랫폼 확장,8,9,8,0.15,0.12,0.20,0.23,0.30,최재석 정부 출범의 감정적 승리와 유전자 가위 특허 선점이 지위 보상 뒤 새 판을 연다,L75754~L75944
434,434,DCA-N37,법정 공방·개표 대기,8,7,9,0.27,0.15,0.18,0.13,0.27,특허분쟁·노보 맞소송을 설계하는 동안 브렉시트 결과가 나와 정보와 금융 보상이 균형을 이룬다,L75945~L76117
438,438,DCA-N38,맞소송·양면 반격,9,6,7,0.20,0.31,0.15,0.14,0.20,노보 AI 절도 증거로 맞소송을 제기하고 2M 가입도 병행해 양면 반격 행동이 솟는다,L76629~L76807
