sequence,visible_label,arc_id,field,source_lines,next_source_lines,candidate_status,result,before_provenance,before,after,boundary_evidence
113,113화,DCA-N10,turn_or_reveal,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,이영한이 살려 보내려 하자 박동하는 마지막 충고를 남기고 창밖으로 몸을 던져 스스로 생을 끝낸다,이영한이 살려 보내려 하자 박동하는 마지막 충고를 남기고 창밖으로 몸을 던져 스스로 생을 끝낸다,현재 화 하드 경계와 일치
113,113화,DCA-N10,paid_reward,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,이영한은 명동의 주인이 되고 한 달도 안 돼 일본 대부업체와 100억 달러 넘는 파생상품 계약이 체결된다,이영한은 명동의 주인이 되고 한 달도 안 돼 일본 대부업체와 100억 달러 넘는 파생상품 계약이 체결된다,현재 화 하드 경계와 일치
113,113화,DCA-N10,state_change,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"광화문 곰의 후계 다툼은 이영한 단독 지배로 결산되고, 국내 금리전은 일본 본진의 자산을 겨눈 300억 달러 장기 함정으로 바뀐다","광화문 곰의 후계 다툼은 이영한 단독 지배로 결산되고, 국내 금리전은 일본 본진의 자산을 겨눈 300억 달러 장기 함정으로 바뀐다",현재 화 하드 경계와 일치
113,113화,DCA-N10,ending_hook,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,모델하우스 커팅식에 나타난 미국 손님이 훗날 제45대 대통령이 될 트럼프임을 알아본 민재가 경악한다,모델하우스 커팅식에 나타난 미국 손님이 훗날 제45대 대통령이 될 트럼프임을 알아본 민재가 경악한다,현재 화 하드 경계와 일치
113,113화,DCA-N10,closed_loops,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"박동하의 선택 이유와 생사, 명동의 최종 주인이 누구인지가 처절하게 닫힌다","박동하의 선택 이유와 생사, 명동의 최종 주인이 누구인지가 처절하게 닫힌다",현재 화 하드 경계와 일치
113,113화,DCA-N10,opened_loops,L20585~L20769,L20770~L20949,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"트럼프와 김태중의 옛 인연이 어떤 관계 자산이 될지, 남은 200억 달러 파생계약이 채워질지는 새로 열린다","트럼프와 김태중의 옛 인연이 어떤 관계 자산이 될지, 남은 200억 달러 파생계약이 채워질지는 새로 열린다",현재 화 하드 경계와 일치
114,114화,DCA-N10,entry_state,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"김태중의 미국 인맥으로 트럼프가 한국에 왔고, 태우전자는 셋톱박스를 쓰는 인터넷 TV 시제품을 완성했다","김태중의 미국 인맥으로 트럼프가 한국에 왔고, 태우전자는 셋톱박스를 쓰는 인터넷 TV 시제품을 완성했다",현재 화 하드 경계와 일치
114,114화,DCA-N10,reader_promise,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,미래 대통령과 자연스럽게 인연을 만들고 인터넷 TV를 무료 약정 상품으로 뿌려 통신 점유율을 두 자릿수 차로 벌리는 사업 보상,미래 대통령과 자연스럽게 인연을 만들고 인터넷 TV를 무료 약정 상품으로 뿌려 통신 점유율을 두 자릿수 차로 벌리는 사업 보상,현재 화 하드 경계와 일치
114,114화,DCA-N10,protagonist_goal,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,TV 판매 한 번보다 통신·OTT·음원 구독이 오래 남는 생태계를 먼저 장악한다,TV 판매 한 번보다 통신·OTT·음원 구독이 오래 남는 생태계를 먼저 장악한다,현재 화 하드 경계와 일치
114,114화,DCA-N10,action,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"트럼프를 1박 2일 안내한 뒤 인터넷 TV를 직접 시험하고, LCD 공급처 다변화·3년 태우통신 약정 시 TV 무상 제공·인터넷 TV 특허 사용 대가로 태우 OTT와 음원 사용을 지시한다","트럼프를 1박 2일 안내한 뒤 인터넷 TV를 직접 시험하고, LCD 공급처 다변화·3년 태우통신 약정 시 TV 무상 제공·인터넷 TV 특허 사용 대가로 태우 OTT와 음원 사용을 지시한다",현재 화 하드 경계와 일치
114,114화,DCA-N10,resistance_or_cost,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"셋톱박스 원가 때문에 저가 판매는 적자가 나고, CL 단일 LCD 조달과 삼진·CL 특허 충돌 가능성, 장기 약정 비용이 부담이다","셋톱박스 원가 때문에 저가 판매는 적자가 나고, CL 단일 LCD 조달과 삼진·CL 특허 충돌 가능성, 장기 약정 비용이 부담이다",현재 화 하드 경계와 일치
114,114화,DCA-N10,turn_or_reveal,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,TV 하드웨어 손실을 태우통신의 3년 고객 고정과 OTT·음원 수익으로 회수하면 전자·통신·IT 세 곳이 동시에 이기는 구조가 된다,TV 하드웨어 손실을 태우통신의 3년 고객 고정과 OTT·음원 수익으로 회수하면 전자·통신·IT 세 곳이 동시에 이기는 구조가 된다,현재 화 하드 경계와 일치
114,114화,DCA-N10,paid_reward,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,출시 한 달 뒤 무료 TV 마케팅이 통하면서 KS와 격차가 두 자릿수가 되고 OTT·음원·게임 플랫폼 매출과 전자·통신 주가가 함께 오른다,출시 한 달 뒤 무료 TV 마케팅이 통하면서 KS와 격차가 두 자릿수가 되고 OTT·음원·게임 플랫폼 매출과 전자·통신 주가가 함께 오른다,현재 화 하드 경계와 일치
114,114화,DCA-N10,state_change,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"시제품에 불과했던 인터넷 TV가 가입자를 잠그는 무료 약정 상품이 되고, 태우통신은 엎치락뒤치락하던 1위에서 뚜렷한 선두로 나아간다","시제품에 불과했던 인터넷 TV가 가입자를 잠그는 무료 약정 상품이 되고, 태우통신은 엎치락뒤치락하던 1위에서 뚜렷한 선두로 나아간다",현재 화 하드 경계와 일치
114,114화,DCA-N10,ending_hook,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,양일섭 의원이 학부모와 게임 중독을 명분 삼으면 태우통신을 때릴 수 있다고 통신 카르텔 앞에서 묘수를 꺼낸다,양일섭 의원이 학부모와 게임 중독을 명분 삼으면 태우통신을 때릴 수 있다고 통신 카르텔 앞에서 묘수를 꺼낸다,현재 화 하드 경계와 일치
114,114화,DCA-N10,closed_loops,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"인터넷 TV의 개발·출시 방식과 실제 점유율 효과, 트럼프와의 첫 개인 인연이 현재 화에서 지급된다","인터넷 TV의 개발·출시 방식과 실제 점유율 효과, 트럼프와의 첫 개인 인연이 현재 화에서 지급된다",현재 화 하드 경계와 일치
114,114화,DCA-N10,opened_loops,L20770~L20949,L20950~L21122,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,학부모 여론을 동원한 카르텔 공격이 태우통신의 두 자릿수 우위를 얼마나 흔들지가 열린다,학부모 여론을 동원한 카르텔 공격이 태우통신의 두 자릿수 우위를 얼마나 흔들지가 열린다,현재 화 하드 경계와 일치
115,115화,DCA-N10,entry_state,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,양일섭과 통신 카르텔이 게임·영화·음악을 학업 방해로 묶자 학부모 시위와 방송 보도가 태우통신을 집중 공격한다,양일섭과 통신 카르텔이 게임·영화·음악을 학업 방해로 묶자 학부모 시위와 방송 보도가 태우통신을 집중 공격한다,현재 화 하드 경계와 일치
115,115화,DCA-N10,reader_promise,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,게임 중독 프레임을 일타강사 무료 강의와 가입자 증가로 뒤집어 공격 자체를 새 현금원으로 만드는 역공,게임 중독 프레임을 일타강사 무료 강의와 가입자 증가로 뒤집어 공격 자체를 새 현금원으로 만드는 역공,현재 화 하드 경계와 일치
115,115화,DCA-N10,protagonist_goal,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,가입자 이탈 전에 학부모가 거부할 수 없는 교육 서비스를 태우통신에 붙인다,가입자 이탈 전에 학부모가 거부할 수 없는 교육 서비스를 태우통신에 붙인다,현재 화 하드 경계와 일치
115,115화,DCA-N10,action,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"과목별 최고 강사에게 계약금·위약금을 보장하고, 수학 강사 강민에게 기존 학원수업 유지·가입자 무료 강의·불우가정 2천 곳 무료 통신을 제안해 계약한 뒤 한 달 만에 인터넷 강의를 연다","과목별 최고 강사에게 계약금·위약금을 보장하고, 수학 강사 강민에게 기존 학원수업 유지·가입자 무료 강의·불우가정 2천 곳 무료 통신을 제안해 계약한 뒤 한 달 만에 인터넷 강의를 연다",현재 화 하드 경계와 일치
115,115화,DCA-N10,resistance_or_cost,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"게임 이용이 가입 이유 1위라 해명이 통하지 않고, 강민은 기존 학생 배신을 우려하며 태우 가입자가 아닌 학생도 무료로 듣게 해달라고 요구한다","게임 이용이 가입 이유 1위라 해명이 통하지 않고, 강민은 기존 학생 배신을 우려하며 태우 가입자가 아닌 학생도 무료로 듣게 해달라고 요구한다",현재 화 하드 경계와 일치
115,115화,DCA-N10,turn_or_reveal,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,상세정보에서 강민이 가족 때문에 EBS 제안을 거절한 미련을 확인한 민재가 수만 명의 수포자를 돕는다는 공익 목표로 그의 마음을 움직인다,상세정보에서 강민이 가족 때문에 EBS 제안을 거절한 미련을 확인한 민재가 수만 명의 수포자를 돕는다는 공익 목표로 그의 마음을 움직인다,현재 화 하드 경계와 일치
115,115화,DCA-N10,paid_reward,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전 과목 일타강사 계약과 서비스 출시가 끝나고 학부모 시위가 사라지며 수도권 가입자가 빠르게 늘어난다,전 과목 일타강사 계약과 서비스 출시가 끝나고 학부모 시위가 사라지며 수도권 가입자가 빠르게 늘어난다,현재 화 하드 경계와 일치
115,115화,DCA-N10,state_change,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"놀거리만 준다는 비난을 받던 태우통신은 값비싼 학원 강의를 저렴하게 제공하는 교육 채널이 되고, 카르텔의 공격은 신규 고객과 현금창구를 낳는다","놀거리만 준다는 비난을 받던 태우통신은 값비싼 학원 강의를 저렴하게 제공하는 교육 채널이 되고, 카르텔의 공격은 신규 고객과 현금창구를 낳는다",현재 화 하드 경계와 일치
115,115화,DCA-N10,ending_hook,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,민재는 통신 1위 수성과 인터넷 강의라는 새 현금창구를 안겨 준 경쟁사들에게 감사라도 해야겠다고 생각한다,민재는 통신 1위 수성과 인터넷 강의라는 새 현금창구를 안겨 준 경쟁사들에게 감사라도 해야겠다고 생각한다,현재 화 하드 경계와 일치
115,115화,DCA-N10,closed_loops,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"학부모 시위, 강민 영입, 인터넷 강의의 첫 반응은 모두 현재 화 안에서 해결된다","학부모 시위, 강민 영입, 인터넷 강의의 첫 반응은 모두 현재 화 안에서 해결된다",현재 화 하드 경계와 일치
115,115화,DCA-N10,opened_loops,L20950~L21122,L21123~L21297,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,급증한 교육 수요를 어느 시험·연령대로 넓히고 무료 서비스를 어떻게 지속 수익화할지는 남는다,급증한 교육 수요를 어느 시험·연령대로 넓히고 무료 서비스를 어떻게 지속 수익화할지는 남는다,현재 화 하드 경계와 일치
116,116화,DCA-N10,entry_state,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"학생 강의가 대박 나 학부모가 먼저 태우통신에 가입하고, 일본 업체들은 IT 광풍을 믿은 채 파생상품 계약을 서두른다","학생 강의가 대박 나 학부모가 먼저 태우통신에 가입하고, 일본 업체들은 IT 광풍을 믿은 채 파생상품 계약을 서두른다",현재 화 하드 경계와 일치
116,116화,DCA-N10,reader_promise,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,교육 열풍을 취업 인재망으로 넓히고 300억 달러 함정을 완성한 뒤 닷컴 폭락 전 주식을 파는 이중 수확,교육 열풍을 취업 인재망으로 넓히고 300억 달러 함정을 완성한 뒤 닷컴 폭락 전 주식을 파는 이중 수확,현재 화 하드 경계와 일치
116,116화,DCA-N10,protagonist_goal,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,인터넷 강의를 취업·IT 인재 선발 도구로 확장하면서 비핵심 IT 주식을 정리해 거품 붕괴를 대비한다,인터넷 강의를 취업·IT 인재 선발 도구로 확장하면서 비핵심 IT 주식을 정리해 거품 붕괴를 대비한다,현재 화 하드 경계와 일치
116,116화,DCA-N10,action,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"공무원·자격증·리눅스·자바 강의와 대회 입상자 채용·미국 유학을 지시하고, 귀국한 한 팀장에게 300억 달러 계약을 보고받은 뒤 아마존·구글·애플만 남기고 다른 IT 주식을 매도시킨다","공무원·자격증·리눅스·자바 강의와 대회 입상자 채용·미국 유학을 지시하고, 귀국한 한 팀장에게 300억 달러 계약을 보고받은 뒤 아마존·구글·애플만 남기고 다른 IT 주식을 매도시킨다",현재 화 하드 경계와 일치
116,116화,DCA-N10,resistance_or_cost,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"교수급 강사 확보가 어렵고, 한 팀장은 한 번의 예측 실패로 모든 자산을 잃을 수 있다고 경고하며, 시장은 여전히 상승해 매도 결정이 손해처럼 보인다","교수급 강사 확보가 어렵고, 한 팀장은 한 번의 예측 실패로 모든 자산을 잃을 수 있다고 경고하며, 시장은 여전히 상승해 매도 결정이 손해처럼 보인다",현재 화 하드 경계와 일치
116,116화,DCA-N10,turn_or_reveal,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,한 팀장이 일본에서 제안도 하기 전에 업체들이 계약 규모를 키우려 했다고 밝히면서 IT 광기가 첫 파생상품의 경계심까지 눌렀음이 드러난다,한 팀장이 일본에서 제안도 하기 전에 업체들이 계약 규모를 키우려 했다고 밝히면서 IT 광기가 첫 파생상품의 경계심까지 눌렀음이 드러난다,현재 화 하드 경계와 일치
116,116화,DCA-N10,paid_reward,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"일본 대부업체를 상대로 한 300억 달러 계약이 전량 체결되고, 태우통신은 2위와 10% 넘는 격차를 유지하며 인터넷 강의 일부 유료화까지 확정한다","일본 대부업체를 상대로 한 300억 달러 계약이 전량 체결되고, 태우통신은 2위와 10% 넘는 격차를 유지하며 인터넷 강의 일부 유료화까지 확정한다",현재 화 하드 경계와 일치
116,116화,DCA-N10,state_change,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"학생용 강의는 취업·개발자 양성 통로로 확장되고, 일본 자금 공격은 설계에서 300억 달러 계약 완료로, IT 보유 전략은 축적에서 선별 매도로 전환된다","학생용 강의는 취업·개발자 양성 통로로 확장되고, 일본 자금 공격은 설계에서 300억 달러 계약 완료로, IT 보유 전략은 축적에서 선별 매도로 전환된다",현재 화 하드 경계와 일치
116,116화,DCA-N10,ending_hook,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,새해가 오면 현재그룹과 태우그룹의 재계 순위가 뒤바뀔 만큼 격차가 좁혀졌다는 전망으로 1999년 회의가 끝난다,새해가 오면 현재그룹과 태우그룹의 재계 순위가 뒤바뀔 만큼 격차가 좁혀졌다는 전망으로 1999년 회의가 끝난다,현재 화 하드 경계와 일치
116,116화,DCA-N10,closed_loops,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"IT 파생상품 판매 목표와 Y2K 대형사고 우려, 통신 격차·강의 수익화가 당대 결산을 얻는다","IT 파생상품 판매 목표와 Y2K 대형사고 우려, 통신 격차·강의 수익화가 당대 결산을 얻는다",현재 화 하드 경계와 일치
116,116화,DCA-N10,opened_loops,L21123~L21297,L21298~L21474,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"닷컴 거품이 실제로 터져 계약금이 회수될지, 2000년의 재계 1위 교대가 어떤 사건으로 확정될지가 남는다","닷컴 거품이 실제로 터져 계약금이 회수될지, 2000년의 재계 1위 교대가 어떤 사건으로 확정될지가 남는다",현재 화 하드 경계와 일치
117,117화,DCA-N11,entry_state,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"1999년 마지막 밤 태우는 가만히 있어도 재계 1위를 넘보지만, 민재는 수성하려면 10년 이상 적자를 견딜 미래산업과 거품 방어가 필요하다고 본다","1999년 마지막 밤 태우는 가만히 있어도 재계 1위를 넘보지만, 민재는 수성하려면 10년 이상 적자를 견딜 미래산업과 거품 방어가 필요하다고 본다",현재 화 하드 경계와 일치
117,117화,DCA-N11,reader_promise,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"새천년 조손 대화로 세계 1위 로드맵과 가족 약속을 세우고, 곧바로 현재그룹 왕자의 난을 현실로 여는 전환","새천년 조손 대화로 세계 1위 로드맵과 가족 약속을 세우고, 곧바로 현재그룹 왕자의 난을 현실로 여는 전환",현재 화 하드 경계와 일치
117,117화,DCA-N11,protagonist_goal,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,AI·로봇 장기투자 승인을 얻고 태우증권 고객 돈을 닷컴 고점에서 안전하게 지킨다,AI·로봇 장기투자 승인을 얻고 태우증권 고객 돈을 닷컴 고점에서 안전하게 지킨다,현재 화 하드 경계와 일치
117,117화,DCA-N11,action,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"김태중에게 AI·로봇·배터리 투자의 10년 로드맵을 설득하고 올해 안 진지한 만남을 약속한 뒤, 박만덕에게 상반기 펀드를 채권 위주로 운용하라며 책임을 자신이 진다고 지시한다","김태중에게 AI·로봇·배터리 투자의 10년 로드맵을 설득하고 올해 안 진지한 만남을 약속한 뒤, 박만덕에게 상반기 펀드를 채권 위주로 운용하라며 책임을 자신이 진다고 지시한다",현재 화 하드 경계와 일치
117,117화,DCA-N11,resistance_or_cost,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"김태중은 AI를 SF처럼 여기고 막대한 투자로 그룹이 10년 제자리일 수 있으며, 박만덕은 고객 이탈과 5% 수익률 때문에 안전 운용에 반대한다","김태중은 AI를 SF처럼 여기고 막대한 투자로 그룹이 10년 제자리일 수 있으며, 박만덕은 고객 이탈과 5% 수익률 때문에 안전 운용에 반대한다",현재 화 하드 경계와 일치
117,117화,DCA-N11,turn_or_reveal,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,3월 장경준이 장영준의 심복인 현재증권 회장을 좌천시키며 장영주의 공동회장 체제가 실제 경영권 전쟁으로 터진다,3월 장경준이 장영준의 심복인 현재증권 회장을 좌천시키며 장영주의 공동회장 체제가 실제 경영권 전쟁으로 터진다,현재 화 하드 경계와 일치
117,117화,DCA-N11,paid_reward,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"김태중은 장기 기술투자를 허락하고, 태우 펀드는 버블 정점의 IT 종목 대신 채권을 택하는 방어 명령을 확보한다","김태중은 장기 기술투자를 허락하고, 태우 펀드는 버블 정점의 IT 종목 대신 채권을 택하는 방어 명령을 확보한다",현재 화 하드 경계와 일치
117,117화,DCA-N11,state_change,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"재계 1위 달성만 기다리던 그룹은 세계 1위를 겨냥한 10년 투자 체제로 방향을 잡고, 관망 대상이던 현재그룹 승계는 공개 내전이 된다","재계 1위 달성만 기다리던 그룹은 세계 1위를 겨냥한 10년 투자 체제로 방향을 잡고, 관망 대상이던 현재그룹 승계는 공개 내전이 된다",현재 화 하드 경계와 일치
117,117화,DCA-N11,ending_hook,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"기획실장은 전자·건설·증권을 가진 육남이 우세하다고 보지만, 민재는 10년 뒤 자동차를 가진 장남이 최후의 승자임을 안다","기획실장은 전자·건설·증권을 가진 육남이 우세하다고 보지만, 민재는 10년 뒤 자동차를 가진 장남이 최후의 승자임을 안다",현재 화 하드 경계와 일치
117,117화,DCA-N11,closed_loops,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"Y2K 대형사고 우려와 미래산업 투자 허가, 상반기 펀드의 안전 운용 방침이 결정된다","Y2K 대형사고 우려와 미래산업 투자 허가, 상반기 펀드의 안전 운용 방침이 결정된다",현재 화 하드 경계와 일치
117,117화,DCA-N11,opened_loops,L21298~L21474,L21475~L21647,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"왕자의 난에서 장남의 자동차가 어떻게 승리하고 태우가 반도체를 가져올지, 민재의 가족 약속은 새해 과제로 남는다","왕자의 난에서 장남의 자동차가 어떻게 승리하고 태우가 반도체를 가져올지, 민재의 가족 약속은 새해 과제로 남는다",현재 화 하드 경계와 일치
118,118화,DCA-N11,entry_state,L21475~L21647,L21648~L21825,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"장영주에게 후계 다툼 불개입을 약속한 민재 앞에 육남 장영준이 도움을 청하고, 두 형제의 만남 자체가 언론의 관심사다","장영주에게 후계 다툼 불개입을 약속한 민재 앞에 육남 장영준이 도움을 청하고, 두 형제의 만남 자체가 언론의 관심사다",현재 화 하드 경계와 일치
118,118화,DCA-N11,reader_promise,L21475~L21647,L21648~L21825,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,승계 투표에는 손대지 않으면서 무능한 후계 뒤의 붕괴를 이용해 현재건설과 반도체를 나눠 갖는 서면 거래,승계 투표에는 손대지 않으면서 무능한 후계 뒤의 붕괴를 이용해 현재건설과 반도체를 나눠 갖는 서면 거래,현재 화 하드 경계와 일치
118,118화,DCA-N11,protagonist_goal,L21475~L21647,L21648~L21825,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,장영주와의 약속을 깨지 않고 장경준을 장기 동맹으로 만들어 현재 반도체 인수 통로를 확보한다,장영주와의 약속을 깨지 않고 장경준을 장기 동맹으로 만들어 현재 반도체 인수 통로를 확보한다,현재 화 하드 경계와 일치
118,118화,DCA-N11,action,L21475~L21647,L21648~L21825,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"장영준의 지지 요청을 거절해 만남 소문을 내고, 찾아온 장경준에게 동생을 일단 회장에 앉힌 뒤 흔들리는 계열사를 흡수하자며 현재건설 지원과 현재반도체 양보를 교환한다","장영준의 지지 요청을 거절해 만남 소문을 내고, 찾아온 장경준에게 동생을 일단 회장에 앉힌 뒤 흔들리는 계열사를 흡수하자며 현재건설 지원과 현재반도체 양보를 교환한다",현재 화 하드 경계와 일치
118,118화,DCA-N11,resistance_or_cost,L21475~L21647,L21648~L21825,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"승계 개입 금지 약속이 있고, 현재건설·전자는 아직 건재해 장경준이 붕괴 예측을 믿기 어렵고, 장남은 아무것도 못 얻을 위험을 걱정한다","승계 개입 금지 약속이 있고, 현재건설·전자는 아직 건재해 장경준이 붕괴 예측을 믿기 어렵고, 장남은 아무것도 못 얻을 위험을 걱정한다",현재 화 하드 경계와 일치
