sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
109,109화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,"피습 소식을 듣자 특수부대 출신을 부산 반대세력에 붙이고 경찰·검찰·국세청에 차명계좌를 추적시키며, 명동 3인방을 만나 일본계 배후와 이준수의 암살 관여를 알리고 양지 금융 진출을 제안한다; 우연한 졸음운전처럼 보인 덤프트럭 경고가 이영한에 대한 같은 날 야쿠자 습격과 겹치면서 민재 자신도 표적임이 분명해진다; 사전 배치한 경호원이 이영한의 사망을 막고, 민재는 오성파·박동하·이준수를 칠 수사기관과 명동 원로의 대화 자리를 확보한다",9,7,8,0.18,0.39,0.27,0.10,0.06,경찰·검찰·특수부대·국세청을 동시에 움직여 오성파 재산을 치고 명동 원로 셋을 끌어들인다. 여러 기관과 세대가 한 시각에 움직여 사채판의 세력교체를 실행한다.
110,110화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,"SAVE 자금과 각 25% 지분, 향후 주가 작업 협조를 조건으로 금융사를 설계하고, 병원의 이영한에게 명동 전념 약속을 받은 뒤 세 원로와 함께 명동을 돌게 한다; 가장 신중한 백 할매가 혼자라도 하겠다며 찬성하자 강 회장과 현금왕도 즉시 합류한다; 명동 3인방이 이영한의 후견인이 되고, 그들의 옛 구역 사람들이 광화문 곰의 손자를 새 중심으로 받아들이기 시작한다",9,8,9,0.15,0.34,0.32,0.13,0.06,야쿠자 습격을 버틴 이영한을 원로 앞에 세워 공식 후계 승인을 받아 행동·관계 보상이 절정이다.
111,111화,DCA-N09,N09·이선일 죽음과 이영한 명동 후계,"부산 경찰청장에게 아들 취업·향후 경찰청장 지원·활동비를 제공하고 살인 증거 USB를 넘긴 뒤, 시사고발 방송으로 이준수의 청산가스 정황을 공개하고 이영한에게 흔들린 부하들을 흡수시킨다; 의사 증언과 부산 공장 자료가 전국 방송에 나오면서 이준수가 사촌을 죽였고 박동하가 그와 손잡았다는 서사가 박동하 조직 안에 결정적 균열을 낸다; 오성파 두목이 체포되고 이영한은 명동 70%를 접수하며, 태우 게임단은 숙소·장비·선수 계약과 케이블 공식대회 중계까지 준비를 마친다",6,8,6,0.19,0.22,0.29,0.08,0.22,이영한의 명동 70퍼센트 장악과 e스포츠 협회 출범이 약속 결산·플랫폼 확장을 함께 지급한다.
112,112화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,"김태중의 IT 계열분리 제안을 주주와 폭락 방어 논리로 막고, 이준수 구속 뉴스를 확인한 뒤 왕자의 난 시점에 맞춰 현재 반도체를 빼앗고 배터리 투자를 키우겠다고 밝힌다; 민재는 외환위기에서 그룹을 살린 1차 목표가 끝났다고 스스로 선언하고, 생존 이후의 성장 목표를 처음 명확히 세운다; 태우그룹은 부도를 피했고 자동차는 유럽 2위·미국 선호도 10위권, 통신은 1위가 됐으며 이준수도 구속 상태로 밀려난다",5,7,5,0.29,0.17,0.17,0.05,0.32,KS보다 5퍼센트 앞선 통신 1위와 태우IT 가치를 반도체·배터리 투자재원으로 묶는다. 순위 자랑보다 번 돈을 다음 산업의 체력으로 돌리는 계산이 회차를 채운다.
113,113화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,"이영한이 박동하와 마지막 대면을 치르는 동안 민재는 다이먼과 엔화 압박·수익률 300%·만기 2년짜리 300억 달러 IT 파생상품을 설계하고, 조지의 발언과 한 팀장 영업을 붙인다; 이영한이 살려 보내려 하자 박동하는 마지막 충고를 남기고 창밖으로 몸을 던져 스스로 생을 끝낸다; 이영한은 명동의 주인이 되고 한 달도 안 돼 일본 대부업체와 100억 달러 넘는 파생상품 계약이 체결된다",6,6,9,0.27,0.20,0.37,0.07,0.09,엔화·금리 양면 공격을 정하고 모델하우스에서 트럼프를 맞아 금융 전략과 새 인맥 관계가 앞선다.
114,114화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,"트럼프를 1박 2일 안내한 뒤 인터넷 TV를 직접 시험하고, LCD 공급처 다변화·3년 태우통신 약정 시 TV 무상 제공·인터넷 TV 특허 사용 대가로 태우 OTT와 음원 사용을 지시한다; TV 하드웨어 손실을 태우통신의 3년 고객 고정과 OTT·음원 수익으로 회수하면 전자·통신·IT 세 곳이 동시에 이기는 구조가 된다; 출시 한 달 뒤 무료 TV 마케팅이 통하면서 KS와 격차가 두 자릿수가 되고 OTT·음원·게임 플랫폼 매출과 전자·통신 주가가 함께 오른다",7,6,8,0.29,0.29,0.20,0.08,0.14,셋톱박스·인터넷TV를 무료 보급하고 LCD 공급을 나누자 관료·통신사가 규제를 모의해 정보와 실행 압박이 높다.
115,115화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,"과목별 최고 강사에게 계약금·위약금을 보장하고, 수학 강사 강민에게 기존 학원수업 유지·가입자 무료 강의·불우가정 2천 곳 무료 통신을 제안해 계약한 뒤 한 달 만에 인터넷 강의를 연다; 상세정보에서 강민이 가족 때문에 EBS 제안을 거절한 미련을 확인한 민재가 수만 명의 수포자를 돕는다는 공익 목표로 그의 마음을 움직인다; 전 과목 일타강사 계약과 서비스 출시가 끝나고 학부모 시위가 사라지며 수도권 가입자가 빠르게 늘어난다",7,7,6,0.20,0.29,0.33,0.09,0.09,유해론 시위에 강민 영입과 저가 강의로 맞선다. 거리의 비난을 교육상품과 새 강사의 얼굴로 되받아 여론전의 방향을 바꾼다.
116,116화,DCA-N10,N10·통신 카르텔과 강민 교육 역전,"공무원·자격증·리눅스·자바 강의와 대회 입상자 채용·미국 유학을 지시하고, 귀국한 한 팀장에게 300억 달러 계약을 보고받은 뒤 아마존·구글·애플만 남기고 다른 IT 주식을 매도시킨다; 한 팀장이 일본에서 제안도 하기 전에 업체들이 계약 규모를 키우려 했다고 밝히면서 IT 광기가 첫 파생상품의 경계심까지 눌렀음이 드러난다; 일본 대부업체를 상대로 한 300억 달러 계약이 전량 체결되고, 태우통신은 2위와 10% 넘는 격차를 유지하며 인터넷 강의 일부 유료화까지 확정한다",5,8,5,0.24,0.18,0.15,0.05,0.38,온라인 강의를 수익사업으로 만들면서 대부업 파생상품에서 400억~800억 달러를 회수할 가능성을 점검한다. 작은 교육사업의 현금흐름과 훨씬 큰 금융판이 한 자리에서 연결된다.
117,117화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"김태중에게 AI·로봇·배터리 투자의 10년 로드맵을 설득하고 올해 안 진지한 만남을 약속한 뒤, 박만덕에게 상반기 펀드를 채권 위주로 운용하라며 책임을 자신이 진다고 지시한다; 3월 장경준이 장영준의 심복인 현재증권 회장을 좌천시키며 장영주의 공동회장 체제가 실제 경영권 전쟁으로 터진다; 김태중은 장기 기술투자를 허락하고, 태우 펀드는 버블 정점의 IT 종목 대신 채권을 택하는 방어 명령을 확보한다",5,5,6,0.34,0.12,0.31,0.16,0.07,김태중의 결혼 압박과 현 그룹 여섯 아들 분할을 함께 분석해 가족 관계·승계 정보에 머문다.
118,118화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"장영준의 지지 요청을 거절해 만남 소문을 내고, 찾아온 장경준에게 동생을 일단 회장에 앉힌 뒤 흔들리는 계열사를 흡수하자며 현재건설 지원과 현재반도체 양보를 교환한다; 민재는 1년 안에 현재건설이 위기를 겪지 않으면 태우 보유 8%를 시가에 넘긴다는 보증서를 내밀고 장경준의 서명을 받아낸다; 현재건설을 장경준에게 붙이고 현재전자의 반도체를 태우가 인수하도록 서로 지원하는 비밀 계약이 성립한다",6,7,6,0.24,0.19,0.38,0.06,0.13,장경준·장영준과 선총수·현건설·반도체를 맞바꾸는 계약을 맺는다. 후계자끼리의 대화가 각 가문의 지배권과 산업자산을 교환하는 동맹으로 굳어진다.
119,119화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"다이먼에게 현재 반도체와 건설을 조사시키고, 장영주의 기자회견 뒤 태우의 1위를 확인한 다음 한 팀장에게 더 떨어지면 IT 지분을 사며 청산 원하는 일본 업체는 정리하라고 지시한다; 장경준이 한발 물러나자 장영주가 육남 승계를 확정하고 계열사를 갈라, 태우그룹이 어부지리지만 공식 재계 1위에 오른다; 태우는 처음으로 국내 1위 그룹이 되고, 아마존·애플 등은 40~50% 싸져 장기 지배지분을 다시 살 창구가 열린다",5,6,7,0.36,0.17,0.17,0.04,0.26,현 반도체 인수 준비와 40~50퍼센트 급락한 IT 종목 재매수 시점을 잡아 시장 정보·자산 판단이 앞선다.
120,120화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"일본에서는 현금·부동산·주식·채권을 받아내고, 뉴욕 회의에서는 현재가보다 5% 높게 IT 주식을 사주겠다며 파생계약을 원가 1.5배에 팔아 그 대금을 IT 지분으로 받는다; 파생상품 계약서를 본 월가 인사들의 탐욕이 살아나면서 공격 대상이 SAVE에서 일본 대부업체로 순식간에 바뀐다; 과거 넘긴 애플·아마존·구글 지분을 전량 회수하고 추가 매수해 보유량을 오히려 늘리며, 회수 어려운 일본 채권은 미국 자본에 넘긴다",7,8,6,0.20,0.27,0.19,0.05,0.29,일본계 자산 압류와 IT 지분 재매수·파생 1.5배 재판매를 병행해 금융 행동과 자산 보상이 높다.
121,121화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"스티브에게 올해 안 출시계획을 잡게 하고, 귀국길 데이비드에게 푸틴 초청을 확인한 뒤 김태중의 부회장 제안에 80% 이상 사장단 찬성을 조건으로 내걸고 투표에서 완전히 빠진다; 김태중이 본부장 직을 끝내고 공동 부회장으로 올리겠다고 먼저 제안하자 민재는 임명권 대신 사장단의 비밀투표로 정당성을 시험한다; 아이폰 연내 출시 결정, 푸틴 취임식의 공식 초청과 러시아 협상 전권, 찬성 35표·반대 3표라는 90% 넘는 내부 지지를 얻는다",6,7,5,0.23,0.22,0.26,0.07,0.22,아이폰 시제품·푸틴 초청 뒤 사장단 35대3 표결을 받아 기술 기대와 공식 지위가 함께 상승한다.
122,122화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"부회장 임명을 받아들이며 파벌 해체·능력 인사·고액 보상을 선언하고, 언론 비난을 억누르지 않은 채 태우건설 인사 명령을 내린 뒤 모스크바 외곽 다차로 향한다; 별장에 직접 나타난 푸틴이 태우그룹보다 SAVE 투자회사 대표로 소개해야 하지 않느냐며 민재의 숨겨 둔 소유관계를 알고 있음을 드러낸다; 민재는 태우그룹 부회장 직함과 그룹 인사 개편 권한, 90% 지지를 업고 러시아 대통령과 외부인 없는 독대 기회를 얻는다",6,8,9,0.18,0.18,0.39,0.10,0.15,90퍼센트 지지로 부회장이 된 직후 푸틴의 다차에 들어간다. 그룹 안 승진의 여운이 가시기도 전에 국가 최고권력과 마주해 지위 상승의 체감이 커진다.
123,123화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"태우 자동차·전자 공장 건설을 제안하고 SAVE 단독 초기 100억 달러를 약속한 뒤, 새 에너지회사 지분 협상에서 한국 수출 물량의 전권만 요구하고 유럽 판매권은 사양한다; 푸틴은 가스프롬과 외국자본을 합친 회사의 51%만 정부가 갖고 나머지 지분은 투자액에 따라 민재에게 전부 줄 수도 있다고 제안한다; 태우는 러시아 공장 편의, 올리가르히 이후 에너지회사 대주주 기회, 한국향 천연자원 판매 전권을 약속받고 푸틴과 한배를 탄다",7,8,8,0.31,0.17,0.31,0.06,0.15,올리가르히 해체 지원 범위와 한국 에너지 권리를 교섭해 자원 조건과 푸틴 동맹에 오래 머문다.
124,124화,DCA-N11,N11·35대3 부회장·푸틴·장수영 축출,"취임식에서 로만과 관계를 맺고 무례한 외교부 차관의 요구를 거절하며, 귀국 뒤 김태중에게 자원개발·러시아 공장·월가 공동투자를 보고하고 장수영 인사 조치의 필요성을 주장한다; 김태중은 장수영의 호소를 들으면서도 미래 총수인 손자의 앞길을 막지 않고 직접 결판내라며 보호를 거둔다; 러시아 천연자원 개발과 현지 자동차·전자 공장 혜택이 김태중에게 전달되고, 월가를 섞어 위험을 분산하는 사업안도 승인을 얻는다",7,8,6,0.16,0.26,0.32,0.19,0.07,푸틴 취임식과 러시아 자원·현지공장 성과를 김태중에게 보고한 뒤 장수영 인사 문제로 조손 대화가 무거워진다. 김태중은 직접 결판내라고 보호를 거둘 뿐 사표 제출이나 해임은 아직 실행되지 않아 성과보다 관계 비용이 길게 남는다.
125,125화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,"이주영에게 추가 출혈 없이 15% 격차를 유지시키고, 박만덕에게 계열사 자사주 매입과 애플 장기 보유를 제안한 뒤 장경준에게 현재건설의 10월 어음과 1조 원대 이라크 미수금·총 2조 원대 손실을 짚어준다; IT 종목에 들어가지 않은 태우증권 펀드만 +7%를 내고 현재증권은 약 -70%까지 무너지면서, 현재건설을 지원할 그룹 내 돈줄도 함께 마른다; 태우통신은 KS와 15% 격차, 게임단 팬클럽 50만 명을 얻고, 태우증권에는 떠났던 고객과 더 큰 자금이 돌아오며 장경준은 반도체 양도 지원을 재확인한다",6,6,7,0.39,0.14,0.25,0.05,0.17,디아블로2 실적을 확인한 뒤 장경준에게 미수금 1조 원·손실 2조 원·10월 부도 전망을 펼친다. 게임 성과의 경쾌함을 건설사의 시한부 장부가 단숨에 걷어 낸다.
126,126화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,명동 원로와 이영한에게 애플 주식 매집·1년 뒤 재매수·은행 인수 기회를 약속하고 현 건설 첫 부도를 압박한다; 태우의 채권단 공개 접근에 현 그룹이 먼저 거래를 고민한다; 애플 저가 매집망과 현 건설 협상 주도권을 얻는다,7,6,7,0.29,0.23,0.29,0.05,0.14,명동 원로에게 애플을 모으게 하고 은행 기회를 약속한 뒤 현 건설 첫 부도를 압박해 정보·동맹이 균형을 이룬다.
127,127화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,SAVE의 달러 채권을 앞세워 현 건설 처분을 다이먼에게 맡기고 장경준이 감당할 최고가를 요구한다; 최대 채권자 지위가 현 건설의 생사 결정권으로 바뀐다; 현 반도체를 분리해 받을 강제력이 생긴다,8,7,6,0.25,0.25,0.20,0.05,0.25,SAVE 달러채권으로 현 건설 생사를 쥐고 최고가 매각·반도체 계약을 강제해 금융 권력과 실행 압박이 높다.
128,128화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,채권단 회의에서 현 반도체 분리를 밀고 장영주가 경쟁 총수들에게 현 건설 입찰 포기를 호소하게 한다; 장영주가 김태중에게 그룹을 살려 달라고 직접 청한다; 태우가 현 반도체 인수 조건을 고를 위치에 오른다,7,6,7,0.23,0.22,0.39,0.10,0.06,장영주가 다른 총수들에게 입찰 포기를 호소하고 김태중에게 살려 달라고 청한다. 한때 우위였던 재벌가가 선택권을 잃고 태우의 판단을 기다리는 장면이 권력역전을 보여 준다.
129,129화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,"장영주의 요청을 즉답하지 않고 현 건설 거래와 승계를 엮은 뒤 태우 주식 매입·소각과 퀄컴 저가매수를 준비한다; 반도체 협상과 그룹 지분 방어가 하나의 자금 배치로 묶인다; 장영주가 25퍼센트 상환 조건을 채권단에 직접 설득하게 만들고, 김태중과 주가 하락기 태우 지분 매입·상속 원칙을 맞춘다",6,5,7,0.36,0.17,0.25,0.04,0.18,"장영주의 반도체 요청에 즉답하지 않은 채 현 건설 거래, 태우 주식 매입·소각, 김태중의 상속 원칙을 한 자금판에 배치한다. IT 버블로 80퍼센트 가까이 빠진 퀄컴을 언제 얼마나 살지가 마지막에 붙어 협상 회차를 저점매수 준비로 전환한다."
130,130화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,부시 당선자에게 지정 지역 100억 달러 공장을 약속하고 잡스에게 성능·물량을 맞춘 독점 공급을 제안한다; 공장 약속이 정치 방패가 되고 아이폰이 반도체 고정 수요처가 된다; 현 반도체 인수 후 살릴 외부 수요와 보호선을 얻는다,6,7,7,0.27,0.19,0.30,0.05,0.19,부시에게 100억 달러 공장을 약속하고 잡스에게 독점 공급을 제시해 정치·수요처 관계와 투자 규모가 크다.
131,131화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,급한 사정을 감춘 채 채권단과 현 반도체 부채 65% 탕감을 확정한다; 채권단이 대규모 손실을 인정하고 탕감안에 도장을 찍는다; 차세대 생산기지를 할인된 채무로 편입할 수 있게 된다,7,8,7,0.26,0.20,0.20,0.05,0.29,아이폰 일정의 조급함을 감춘 채 현 반도체 부채 65퍼센트 탕감을 받아 금융 조건 보상이 높다.
132,132화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,11월 21일 인수를 공식화하고 유석재를 책임자로 세운 뒤 흑자 전 세금 감면을 요구한다; 김태중이 반도체 인수 거부 카드로 청와대를 압박해 흑자 전 세금 감면을 받아내겠다고 나선다; 태우 반도체와 기술 지휘선이 공식 출범한다,6,8,8,0.22,0.21,0.31,0.05,0.21,11월 21일 현 반도체 인수를 공식화하고 유석재를 책임자로 세우는 조직 출범이 먼저 지급된다. 김태중이 인수 거부까지 거론하며 청와대에 흑자 전 세금 감면을 요구하는 후반은 확정된 지휘선 위에 아직 미결인 정책 혜택을 얹는다.
133,133화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,낮은 주가를 이용해 상속 절차를 진행하고 상속 종료 뒤 유석재와 웨이를 공동 부사장으로 임명할 계획을 알린다; 완료 전인 승계와 인사를 공개해 두 기술 리더의 역할을 고정한다; 승계와 반도체 공동 경영의 실행 일정이 잡힌다,5,6,6,0.22,0.14,0.38,0.08,0.18,낮은 주가를 이용한 상속 절차가 거의 끝나 가고 유석재·웨이 공동 부사장 임명 계획이 공개된다. 실제 명의이전과 인사는 남은 상태에서 김태중이 자기 업무까지 넘기려 하자 민재가 은퇴 가능성을 붙드는 가족 장면으로 닫힌다.
134,134화,DCA-N12,N12·현재건설 부도에서 태우반도체 인수·아이폰 수요,1월 9일 CES에서 잡스가 음악·OTT·록키를 담은 아이폰을 공개하고 300만 대 대기 수요를 확인한다; 관객 반응과 예약 수요가 스마트폰 전환을 현실로 만든다; 애플 주가와 태우 반도체 수요 회복의 근거를 얻는다,5,9,6,0.16,0.30,0.20,0.08,0.26,CES 공개와 300만 대 대기 수요·애플 주가 반등이 한꺼번에 터져 제품 행동과 시장 보상이 솟는다.
135,135화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,부시 취임식 참석 뒤 윤현길 측의 수사 모의를 파악하고 중국의 쩡홍친을 만나러 간다; 미국 인지도보다 국내 수사 위험이 더 급한 문제로 떠오른다; 중국 사업과 정치 인맥을 보강할 다음 이동선이 열린다,5,6,7,0.27,0.17,0.38,0.05,0.13,부시의 공장 약속을 고정하고 쩡홍친을 만나러 가며 미·중 최고위 관계 관리에 오래 머문다.
136,136화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,마화명과 텐센트 합작 지분 51%를 구성하고 한국 게임사에 아이폰 게임 개발을 주문한다; 자동차 동맹이 게임·메신저 사업의 현지 진입권으로 번진다; 중국 게임 유통망과 모바일 게임 선점권을 확보한다,5,8,7,0.27,0.23,0.28,0.04,0.18,중국차 성장 확인 뒤 마화명과 51퍼센트 합작을 만들고 게임을 주문해 계약 관계와 모바일 선점이 크다.
137,137화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,게임사에 개발 유인을 제시하다 김태중 구속 위험을 듣고 지연전과 비리 자료 수집을 명한다; 수사의 표적과 시간표를 읽고 국제 인맥을 증거 수집망으로 바꾼다; 윤현길을 공격할 미국·중국·러시아 자료 수집이 시작된다,8,5,10,0.33,0.25,0.25,0.13,0.04,게임 투자 이야기가 이어지다 윤현길 수사와 김태중 구속 위험이 끼어든다. 성장사업을 보던 시선이 가족과 그룹을 지킬 역공 시한표로 급히 돌아선다.
138,138화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,"장영주 장례식에 온 푸틴과 중국·미국 인맥에게서 자료를 받아 가장 약한 건부터 언론에 흘린다; 3국 자료가 윤현길의 정치 인생을 끝낼 규모임을 확인하고, 장영주 별세 뉴스에 묻힐 가장 약한 건부터 태우 친화 언론에 제보한다; 윤현길을 단계적으로 무너뜨릴 자료 묶음과 첫 제보의 통제권을 확보한다",7,6,8,0.37,0.17,0.31,0.08,0.07,장영주 장례식에 모인 푸틴과 중국·미국 인맥에게서 윤현길 비리 자료가 차례로 들어오며 외교 관계가 증거 묶음으로 바뀐다. 가장 약한 건 하나만 언론에 흘린 뒤 상대 반응을 기다리는 절제가 전면 폭로보다 긴장을 오래 붙든다.
139,139화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,돈 사진·영상·장부로 주강태를 협박한 뒤 장영준의 윤현길·장경준 접촉 메모를 장경준에게 보여 준다; 측근 이탈은 일어나지 않지만 윤현길 진영과 현 그룹 모두 경계한다; 윤현길 측의 약점과 이간질 시도가 공개된다,8,6,7,0.27,0.29,0.33,0.07,0.04,사진·영상·장부를 차례로 내밀어 윤현길 측근을 떼어 내고 장영준 메모를 장경준에게 보여 준다. 증거가 사람의 충성을 실제로 바꾸며 복수작전이 내부 붕괴 단계로 들어간다.
140,140화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,장경준과 관계를 정리하고 장수영이 윤현길을 찾아가 희생양 지목을 거부하게 만든다; 장수영은 공멸용 보험 때문에 윤현길 편에 서지 않는다; 윤현길이 책임을 떠넘길 마지막 퇴로를 잃는다,7,5,7,0.24,0.21,0.42,0.09,0.04,"장경준과 오해를 풀고, 축출된 장수영에게 희생양 역할을 거부하게 만든다. 배신자로 몰린 사람이 오히려 민재를 지키는 선택을 하며 관계의 방향이 뒤집힌다."
141,141화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,태우의 회계·부채 자료로 혐의를 방어한 뒤 미국·중국·러시아 비리 자료를 내밀어 윤현길의 항복을 받는다; 윤현길이 용서를 빌고 다른 권력자를 낚는 미끼가 되겠다고 한다; 김태중을 향한 수사 칼날을 꺾고 정적을 정보원으로 묶는다,8,9,7,0.20,0.28,0.30,0.10,0.12,태우 무혐의를 확인하고 국제 비리 자료로 윤현길을 항복시켜 가족 보호·정치 복수 보상이 절정이다.
142,142화,DCA-N13,N13·윤현길 미끼와 김태중 무혐의 보호,김태중을 설득해 베트남 체류만 허용하고 민재가 그룹을 사실상 맡는다; 김태중이 손자에게 권한을 넘기되 베트남에서 회복하기로 한다; 가족 생존과 태우의 경영 승계를 함께 지킨다,6,7,7,0.19,0.17,0.41,0.17,0.06,윤현길을 미끼로 묶은 뒤 은퇴하려는 김태중에게 베트남 체류를 허용한다. 총수권 싸움의 날선 계산 끝에 조손이 서로의 퇴로를 인정하는 감정이 남는다.
143,143화,DCA-N14,N14·WIPI 통상압력과 부품 분열,통신 카르텔과 직접 협상이 깨지자 데이비드를 미국으로 보내 통상 문제화를 준비한다; 국내 단말 규제가 미국 기업 차별 문제로 재정의된다; 데이비드와 미국 인맥을 가동해 국내 카르텔 밖에서 압박할 경로를 연다,7,5,7,0.38,0.23,0.25,0.07,0.07,통신사·방송위원회 카르텔과의 직접 해법이 막히자 데이비드를 미국으로 보내 외부 통상 압박을 찾게 한다. 구체 법·조치는 밝히지 않은 채 자신도 카르텔을 갖췄다는 마지막 독백으로 국내 협상 실패를 국외 반격 준비로 바꾼다.
144,144화,DCA-N14,N14·WIPI 통상압력과 부품 분열,미국 흥행을 근거로 무역 압박과 공동성명을 가동해 방송위원회 철회 지시를 끌어낸다; 규정 방패가 제거된 것이 아니라 정부가 철회를 명령한 단계에 도달한다; 카르텔을 흔들 공식 정치 압력을 확보한다,8,8,8,0.26,0.31,0.25,0.06,0.12,"아이폰 흥행과 슈퍼 301조 압박, 한미 공동성명을 한꺼번에 가동해 방송위원회의 철회 지시를 받아낸다. 국내 규제를 해외 통상카드로 되받아 판매길을 공식적으로 연다."
145,145화,DCA-N14,N14·WIPI 통상압력과 부품 분열,장경준의 정치망을 쓰고 아이폰 300만 대 추가 계약과 일본 대체 압박을 동시에 건다; 부품 계열사가 카르텔 유지보다 애플 주문을 택한다; 삼진 회장이 WIPI 지지 철회를 검토할 내부 압력을 만든다,7,6,7,0.24,0.29,0.37,0.05,0.05,"장경준의 정치망과 300만 대 부품계약, 일본 대체압박을 이용해 삼진과 CL 내부 이해를 갈라놓는다. 같은 편이던 기업들이 서로 다른 손익표를 보며 흔들려 다음 계약의 틈이 생긴다."
146,146화,DCA-N14,N14·WIPI 통상압력과 부품 분열,삼진 회장의 WIPI 지지 철회와 방송위원회 적용 연기를 받아내고 태우가 높은 국내 조립비를 감수한다; 스마트폰 개발 결정은 아직 나오지 않지만 아이폰 국내 판매 장벽은 열린다; 국내 아이폰 생산·판매가 가능한 규제 환경을 얻는다,6,8,7,0.20,0.25,0.26,0.06,0.23,삼진의 WIPI 철회와 국내 조립비 부담을 받아 아이폰 판매길을 연다. 기술규제와 비용 문제를 계약조건으로 닫아 소비자가 제품을 만날 수 있는 단계까지 전진한다.
147,147화,DCA-N15,N15·아이폰·애플AI·아마존 로봇 계약,초도 10만 대가 일주일 만에 매진되자 500곳 넘는 매장에 와이파이·충전망을 설치한다; 흥행을 본 삼진이 자체 스마트폰 개발을 결정한다; 태우통신이 국내 스마트폰 생태계의 기준을 선점한다,5,8,6,0.18,0.31,0.18,0.07,0.26,아이폰 10만 대가 일주일 만에 팔리자 500곳 와이파이·충전망을 깐다. 판매 숫자가 즉시 거리의 인프라 행동으로 이어져 다음 수요를 스스로 만드는 속도가 난다.
148,148화,DCA-N15,N15·아이폰·애플AI·아마존 로봇 계약,두 달간 주가 회복을 확인하고 AI 공동개발 비용과 지분을 50대50으로 합의한다; 태우의 자금과 애플 기기를 결합한 공동 연구 구조가 성립한다; 시장가치 회복과 AI 자산 절반을 확보한다,5,8,7,0.25,0.16,0.29,0.05,0.25,전자 주가 회복을 확인하고 잡스와 AI 비용·지분을 절반씩 나눠 기술 정보·동맹·지분이 균형을 이룬다.
149,149화,DCA-N15,N15·아이폰·애플AI·아마존 로봇 계약,스티브에게 아이패드 개념을 제안하고 애플·태우 TV를 70대30으로 계약한 뒤 제프리를 불러 아마존의 인건비 문제를 듣고 태우와 손잡자고 제안한다; 태블릿·TV 협업을 끝낸 민재가 닷컴 충격을 버틴 아마존의 인건비 문제를 새 공동사업의 입구로 바꾼다; 애플·태우 TV 계약과 제프리와의 새 협상 자리를 얻는다,5,6,7,0.35,0.20,0.27,0.04,0.14,"스티브와 아이패드 개념을 나누고 애플·태우 TV의 70대30 계약을 닫는 첫 협상 뒤, 제프리의 아마존 인건비 문제로 자리가 바뀐다. 전자 콘텐츠의 지급을 받은 직후 로봇 공장이라는 새 제안만 꺼내므로 후반은 성과보다 파트너 탐색의 박자로 읽힌다."
150,150화,DCA-N15,N15·아이폰·애플AI·아마존 로봇 계약,"아마존과 로봇·스마트팩토리 공동개발을 체결하고 데이비드에게 세계무역센터 장기임차를 알아보게 한다; 아마존과 로봇 공동개발 계약을 맺고 귀국한 뒤, 기존 로봇 팔 수준과 민재가 원하는 무인 스마트팩토리 사이의 격차를 두 자동차 사장에게 제시한다; 아마존 로봇 파트너십과 데이비드의 8월 전 WTC 장기임차 성사 약속을 얻는다",6,7,7,0.22,0.23,0.27,0.05,0.23,아마존과 로봇·스마트팩토리 공동개발을 체결한 다음 데이비드에게 8월 전 세계무역센터 장기임차를 알아보게 한다. 귀국해 기존 로봇 팔과 무인공장의 격차를 두 자동차 사장에게 보여 주는 끝은 계약 두 건을 자랑하기보다 현장 협력을 요구하는 쪽에 힘을 싣는다.
