sequence,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
720,우선운송·유라시아 질서 확장,7,8,9,0.33,0.17,0.21,0.11,0.18,미국 설득과 수에즈 우선운송으로 무기를 앞당기고 중국 특구를 북한·러시아 육로와 잇는 경제영토 시스템으로 넓힌다,L124453-L124612
721,직접 중재 결단·일본 공격 병발,8,6,9,0.24,0.18,0.33,0.17,0.08,가스관을 쥔 바그너·우크라이나를 지렛대로 최재석과 러시아 중재를 맡는 순간 일본의 태우IT 지분 49퍼센트 강제안이 온다,L124613-L124802
722,태우IT 철수 선언·일본 생태계 역위기,9,6,9,0.14,0.34,0.20,0.21,0.11,일본의 지분 강제에 태우IT 철수를 선언해 공격받은 자존심을 일본 디지털 생태계 붕괴 위기로 되돌린다,L124803-L124955
723,일본 총리 압박·러시아 중재 보상 계산,7,7,8,0.29,0.18,0.24,0.14,0.15,태우IT 철수로 일본 총리 지지율을 무너뜨리고 러시아 중재가 코리아 디스카운트를 없앨 국가위상 보상임을 계산한다,L124956-L125111
724,크렘린 담판·푸틴 조건부 승낙,8,7,9,0.22,0.16,0.41,0.13,0.08,푸틴에게 전쟁 이전선 휴전·가스관·횡단철도·한국투자를 제시하고 바그너 반란 종식 조건의 승낙을 받아낸다,L125112-L125254
725,시간압박·프리고진 현장합의 돌입,9,6,10,0.18,0.25,0.34,0.18,0.05,푸틴의 조건부 승낙 뒤 강경파가 막기 전에 흑해의 프리고진을 설득하려 태우선박으로 급히 향한다,L125255-L125407
726,반란 종식·아프리카 퇴장 보장,8,8,9,0.15,0.26,0.39,0.15,0.05,태우선박에서 프리고진에게 아프리카 사업과 아름다운 퇴장을 보장해 반란을 끝내고 백악관 협상 자격을 얻는다,L125408-L125577
727,백악관 도박수·수조 달러 책임 약속,10,4,10,0.20,0.14,0.40,0.19,0.07,바이든에게 하마스 사전방어비와 우크라이나 설득 실패비용까지 태우가 책임지겠다고 해 그룹 미래를 건 도박을 던진다,L125578-L125735
728,유럽 설득·휴전 실무패키지,8,6,8,0.30,0.16,0.26,0.12,0.16,유럽 설득과 러시아 진출 이미지·일본 공매도를 병행해 태우의 위험부담을 국제사회가 움직일 휴전 패키지로 만든다,L125736-L125883
729,일본 금융태풍·재건 보상안 병행,8,6,9,0.27,0.21,0.18,0.14,0.20,일본 금융청의 조기상환 권고를 금융태풍으로 키우는 한편 젤렌스키에게 내밀 우크라이나 재건 보상을 고른다,L125884-L126045
730,젤렌스키 압박·부패자료 선물,8,7,9,0.20,0.16,0.38,0.18,0.08,젤렌스키에게 부패세력 제거와 통신·건설 재건을 제안하고 연임용 전쟁을 경고한 뒤 자금흐름 자료를 작은 선물로 준다,L126046-L126215
731,엔캐리 전액청산·세계시장 충격,10,8,10,0.18,0.38,0.09,0.24,0.11,우크라이나의 NATO 유보 신호 뒤 엔캐리를 전액청산해 니케이 7퍼센트와 나스닥을 함께 떨어뜨린다,L126216-L126382
732,일시상환 강행·일본 협상 요청,9,7,9,0.17,0.30,0.24,0.20,0.09,일본 금융청의 분할상환 계산을 깨고 전액을 한 번에 갚아 엔화·주가를 흔들자 일본 정부가 금융타워에 협상을 청한다,L126383-L126556
733,재차입 조건·국가급 양보 회수,8,9,8,0.15,0.17,0.37,0.15,0.16,한 부회장과 조지가 기시다에게 재차입·금리·미 국채·사과 조건을 받아 일본의 국가급 금융자산과 정치책임을 회수한다,L126557-L126729
734,불법자금 폭로·야당 통로 구축,7,8,8,0.18,0.20,0.32,0.10,0.20,곤조 의원에게 자민당 불법자금 자료를 주고 환율보험 반대포지션 이익을 회수해 금융계와 야당연합을 함께 묶는다,L126730-L126889
735,3대 은행 지분·정권교체 문턱,7,9,9,0.15,0.16,0.32,0.13,0.24,일본 3대 은행 지분을 보험금 대신 받고 깨끗한 선거자금 통로를 골라 기시다 퇴진과 중의원 해산을 끌어낸다,L126890-L127049
736,일본선거·중동기습·휴전 동시점,9,8,10,0.22,0.19,0.27,0.23,0.09,기시다 퇴진 속 하마스 패러글라이더 침공과 러우 휴전 서명이 같은 날 겹쳐 세 결산의 성공 여부가 동시에 걸린다,L127050-L127212
737,러우 휴전 지급·일본 30조 엔 폭탄,9,10,9,0.16,0.28,0.24,0.17,0.15,러우 휴전 체결과 태우 브랜드 상승을 확인한 뒤 일본 은행의 30조 엔 손실과 뱅크런을 공개해 정치교체를 압박한다,L127213-L127367
738,우크라 재벌 정화·일본 야당 약진,8,9,9,0.18,0.24,0.29,0.13,0.16,콜로노이를 시작으로 우크라이나 부패재벌을 잡고 곤조·나오토 야당연합이 50석을 늘리는 실제 결과를 만든다,L127368-L127539
739,하마스 기습 저지·청구권 확보,10,10,9,0.14,0.36,0.20,0.24,0.06,천민정의 AI드론과 PMC가 하마스 패러글라이더 기습을 사전에 막아 이스라엘 생존 약속과 일본 정치전을 모두 결산한다,L127540-L127739
740,미국 보상·러시아 자원 선점 진입,7,9,8,0.22,0.17,0.29,0.12,0.20,미국이 PMC 비용과 미 기업 동등대우·우크라이나 재건 중심권을 보상하자 김민재는 러시아 자원 독식을 서두른다,L127740-L127898
741,러시아 회수·북한 장남 영향권 확대,7,10,8,0.20,0.14,0.37,0.10,0.19,로만·푸틴과 공장 무상회수·가스관·횡단철도·장남 지원을 합의해 함경북도와 양강도까지 북방경제 기반에 넣는다,L127899-L128080
742,머스크·트럼프 회동·대선 보험,7,7,9,0.23,0.14,0.39,0.13,0.11,텍사스 농장에서 머스크와 트럼프를 만나 무제한 후원과 민주당 후보교체 전략을 제시해 미국대선 양쪽 선을 설계한다,L128081-L128250
743,곤조 총리·일본 금융플랫폼 편입,5,9,8,0.16,0.12,0.31,0.08,0.33,곤조 총리 성립 뒤 보험료를 낮춰 주는 대신 일본 금융사를 태우 플랫폼에 가입시켜 고객과 정치권을 장기 구조로 묶는다,L128251-L128420
744,AI 금융플랫폼 설계·중국 확장 개방,5,7,8,0.27,0.11,0.30,0.13,0.19,천민정이 일본 예금을 끌 AI 금융플랫폼을 설계하고 한 부회장이 중국 투자를 압박해 다음 금융영토를 연다,L128421-L128566
745,북한 장남 확인·할아버지 특사 자청,6,8,9,0.15,0.11,0.45,0.24,0.05,이영한에게 지린 사채망과 장남 세력을 확인한 뒤 김태중이 평양 특사를 자청해 가족이 남북 마지막 협상을 맡는다,L128567-L128730
746,평양 특사 성공·산업 확장,6,9,8,0.20,0.18,0.36,0.14,0.12,김태중이 남북 정상회담과 5개국회의를 성사시키고 고체배터리가 휴대폰·로봇으로 넓어져 마지막 임무와 기술이 함께 지급된다,L128731-L128901
747,북방철도 비용 확정·우주 제안,5,8,9,0.27,0.10,0.31,0.10,0.22,최재석과 북한횡단철도 40조 비용을 정리한 직후 머스크가 스페이스X 로켓용 고체배터리를 요구해 새 수요를 연다,L128902-L129069
748,우주 배터리·일본 플랫폼 동시 지급,5,10,9,0.19,0.15,0.25,0.08,0.33,머스크와 우주선용 고체배터리 공장·탈부착 표준을 합의하고 일본 금융플랫폼을 출시해 두 독점이 동시에 작동한다,L129070-L129224
749,북한철도 착공·천민정 노벨상,6,10,10,0.17,0.18,0.29,0.26,0.10,북한횡단철도 착공식으로 북방 약속을 실물화한 뒤 천민정의 노벨화학상 소식을 받고 양복으로 가려 저택에 데려간다,L129225-L129398
750,연인 보호·공동 평화상 발표,5,10,10,0.13,0.11,0.35,0.32,0.09,김민재가 기자에게 쫓긴 천민정을 저택에 숨겨 지키는 사이 자신과 최재석의 노벨평화상까지 발표돼 국가·관계 보상이 겹친다,L129399-L129568
751,엑스포·수상 결산·가족 완성,3,10,4,0.12,0.07,0.39,0.36,0.06,부산이 131대34로 엑스포를 얻고 김민재가 김태중에게 평화상을 건넨 뒤 천민정의 초음파 사진과 결혼을 밝혀 가족을 지키겠다고 맹세한다,L129569-L129777
