sequence,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
342,"산업 씨앗 재도입",6,7,8,0.34,0.22,0.21,0.08,0.15,"유럽 청산·셰일 40달러·최재석 대권을 배치해 새 장기계획 정보가 중심이다.","L59974-L60147"
343,"바이오 선점",5,8,8,0.35,0.17,0.20,0.08,0.20,"인슐린·mRNA와 체중감소 부작용의 미래가치를 읽어 로보 지분 30%를 모은다.","L60148-L60318"
344,"재단 동맹",5,8,7,0.25,0.18,0.34,0.08,0.15,"연 5억 달러·임상비 전액을 제시해 로보 재단 동의를 얻으므로 협력 관계가 앞선다.","L60319-L60493"
345,"장비 협상",6,6,8,0.22,0.27,0.28,0.07,0.16,"도산의 현금 사정을 이용해 5조 원 매입선을 만들며 협상 행동과 기업 관계가 중심이다.","L60494-L60656"
346,"대안 압박",5,6,7,0.28,0.21,0.28,0.08,0.15,"5천억 원 아파트 대안을 던져 도산 내부 비교를 유도하는 정보·관계 판짜기 회차다.","L60657-L60800"
347,"AI 실물화",5,8,8,0.27,0.21,0.30,0.08,0.14,"서정준·천민정·부시에게 약·무인장비·텍사스 역할을 나눠 인재 관계와 기술정보가 크다.","L60801-L60982"
348,"텍사스 확대",6,8,8,0.23,0.25,0.31,0.10,0.11,"부시가 직접 오스틴을 설득하고 왜그너 50만 에이커를 알려 관계 행동이 기회를 키운다.","L60983-L61166"
349,"목장 계약 지급",5,9,7,0.17,0.27,0.25,0.10,0.21,"7억 달러 즉시 송금으로 거대 목장을 사고 베릴 재투자까지 얻어 계약 보상이 높다.","L61167-L61354"
350,"셰일 구조 완성",5,8,8,0.30,0.20,0.25,0.08,0.17,"금리상승 파산 구조를 읽고 베릴·체셔피크를 묶어 정보와 운영동맹에 머문다.","L61355-L61505"
351,"금융허브 연결",5,7,8,0.29,0.20,0.28,0.08,0.15,"체셔피크 지원·트럼프 후원·유럽 금융사 압박을 이어 관계와 사업정보가 다음 지급을 준비한다.","L61506-L61665"
352,"금융타워 지급",4,10,7,0.23,0.19,0.27,0.11,0.20,"퀀텀·버크셔·노무라·BNP가 완공식에 모여 도시 금융인프라와 동맹 지위가 크게 지급된다.","L61666-L61849"
353,"금융·정치 상승",5,8,8,0.31,0.18,0.20,0.08,0.23,"상환속도·공유오피스·UAW 카드와 비트코인 독점·총선 소식이 정보와 자산을 쌓는다.","L61850-L62004"
354,"정치·바이오 지급",5,9,7,0.28,0.18,0.25,0.11,0.18,"제1야당 지위와 센트리언 인슐린·로보 협업이 동시에 익어 정보·관계 보상이 크다.","L62005-L62159"
355,"충성도 시험",6,8,8,0.28,0.20,0.28,0.10,0.14,"공동연구를 승인하고 크림 정보를 공개해 남는 금융사를 가리는 정보·관계 시험이다.","L62160-L62331"
356,"직원 보상 결산",4,10,7,0.18,0.20,0.31,0.21,0.10,"익명 설문을 휴가·육아·4시간 근무·안식년으로 바꿔 직원 관계와 생활 감정이 중심이다.","L62332-L62511"
357,"신사옥 재도입",4,9,8,0.18,0.20,0.33,0.17,0.12,"임원 접근금지 커뮤니티와 완공식에서 머스크 동맹을 재확인해 관계·환대 보상이 앞선다.","L62512-L62684"
358,"가족 약속 확장",4,8,8,0.18,0.16,0.36,0.20,0.10,"김태중에게 세계 권력자를 태우 편으로 만들겠다고 약속해 조손 관계와 영속 감정이 크다.","L62685-L62878"
359,"기술·금융 신호",5,7,8,0.32,0.19,0.20,0.08,0.21,"원격회의 사업성과 테이퍼링 시점을 함께 읽어 정보와 미래사업 가치가 중심이다.","L62879-L63070"
360,"누설자 선별",7,7,8,0.29,0.27,0.24,0.09,0.11,"거짓 정보를 흘려 배신 금융사를 걸러내고 대선 결과를 점검해 정보·행동 긴장이 높다.","L63071-L63239"
361,"정치 선택 압박",7,6,9,0.22,0.24,0.34,0.14,0.06,"차량 밀담에서 최재석에게 패배·재보궐 선택을 맡겨 정치 관계와 결단 압력이 앞선다.","L63240-L63391"
362,"대선 희생 봉우리",8,9,9,0.18,0.33,0.28,0.13,0.08,"생방송 중임제 합의와 후보 사퇴가 즉시 여론을 뒤집어 행동·정치 지위 보상이 강하다.","L63392-L63562"
363,"권력 독립 확인",5,7,7,0.24,0.21,0.32,0.11,0.12,"기부금 접근을 거절하고 기존 계약을 지켜 국내 정권보다 미국 우군과 원칙 관계를 확인한다.","L63563-L63736"
364,"미국 전략 확장",5,8,8,0.31,0.19,0.28,0.08,0.14,"제재·증산·저궤도망을 조지·머스크와 설계해 전략정보와 장기 동맹이 중심이다.","L63737-L63895"
365,"사드 협상",7,8,9,0.29,0.25,0.28,0.09,0.09,"오바마에게 중국 손실만큼 혜택과 위성 공유를 요구해 외교 정보·행동·관계가 팽팽하다.","L63896-L64071"
366,"독사과 국내집행",6,7,8,0.23,0.26,0.31,0.10,0.10,"재벌 회장단을 모아 사드 부지를 경쟁시키는 판을 세워 관계 조종과 실행이 중심이다.","L64072-L64251"
367,"사드 부담 이전",5,8,7,0.18,0.29,0.30,0.10,0.13,"양산 창고 미끼로 현재·샤롯이 더 좋은 땅을 내게 해 행동·재벌 관계 보상이 두드러진다.","L64252-L64428"
368,"ARN 역교환",6,9,8,0.22,0.25,0.25,0.08,0.20,"투게더워크 지분을 넘기고 ARN을 받아 수시간 만에 100억 달러급 계약 자산을 얻는다.","L64429-L64601"
369,"시너지 확인",6,8,8,0.29,0.22,0.26,0.08,0.15,"리사 수에게 사후 설명해 ARN·AI·파운드리 결합을 인정받고 테이퍼링 신호를 맞는다.","L64602-L64774"
370,"금융사 길들이기",6,8,9,0.27,0.25,0.27,0.08,0.13,"조지에게 시한을 주고 수익을 나누며 진동구에게 사드 연기를 시켜 금융·승계 관계를 조종한다.","L64775-L64951"
371,"샤롯 균열",7,7,8,0.23,0.24,0.35,0.12,0.06,"진동구·진동오 논쟁에서 사장단이 장남 편으로 이동해 가족 승계관계의 균열이 중심이다.","L64952-L65120"
372,"트로이목마 심기",6,8,9,0.34,0.20,0.27,0.08,0.11,"양적완화 정보를 나누고 천민정을 승진시켜 로보 AI 오염 통로를 설계해 정보 비중이 높다.","L65121-L65294"
373,"석유전쟁 설계",5,8,8,0.37,0.18,0.23,0.07,0.15,"미국·러시아 균형과 산유국 치킨게임·체셔피크 저점 구조를 설명해 전략정보가 지배한다.","L65295-L65470"
374,"장기축 숨고르기",4,8,7,0.35,0.16,0.20,0.07,0.22,"저궤도·전기차·자원 장기적자와 전자 캐시카우를 결산해 정보·사업자산에 머문다.","L65471-L65627"
375,"크림 시험 지급",6,9,8,0.30,0.23,0.24,0.08,0.15,"루블·주가 포지션과 철수 협상가치를 확인해 금융정보·동맹 충성·수익을 함께 지급한다.","L65628-L65819"
376,"러시아 비밀협상",6,8,8,0.22,0.23,0.36,0.11,0.08,"100억 원 자선행사로 로만을 불러 공장 유지와 몽골 수송로를 바꿔 관계 리본이 크다.","L65820-L65985"
377,"양국 판로 지급",5,9,8,0.26,0.21,0.32,0.08,0.13,"몽골 자원을 러시아·중국 양쪽에 장기계약해 외교 관계와 공급망 보상이 높다.","L65986-L66170"
378,"왕위 동맹",7,8,8,0.21,0.22,0.37,0.15,0.05,"살만의 분노를 누그러뜨리고 빈 살만 왕세자·숙청을 논의해 비밀 가족·권력 관계가 지배한다.","L66171-L66350"
379,"숙청 실행 전야",7,8,9,0.25,0.25,0.32,0.10,0.08,"왕족 자산 환수 명분과 천민정·강 대위 팀을 붙여 관계·정보·실행 압력을 끌어올린다.","L66351-L66547"
380,"OPEC 전쟁 점화",9,9,9,0.20,0.36,0.22,0.10,0.12,"비밀계좌 확보와 OPEC 증산·원유 공매도가 동시에 실행되어 행동·승패가 큰 봉우리다.","L66548-L66742"
381,"자원전 재도입",7,8,8,0.30,0.27,0.17,0.08,0.18,"유가 붕괴 수익을 배분하고 로보 AI를 오염시키며 셰일 저점을 여는 정보·행동 회차다.","L66743-L66910"
382,"정부 구조요청",7,8,8,0.29,0.24,0.26,0.08,0.13,"헤스·체셔피크 숏과 가이아나 지분을 노리자 미국 정부가 공식 인수를 부탁해 관계가 역전된다.","L66911-L67084"
383,"국가 컨소시엄",6,8,8,0.27,0.23,0.32,0.09,0.09,"오바마에게 두 인수안을 주고 대상 결정권을 얻어 국빈급 관계와 정책협상이 앞선다.","L67085-L67243"
384,"미중 자본 결합",5,7,8,0.32,0.20,0.30,0.07,0.11,"핀테크 자금과 중국 CNOOC 매각을 한 판에 묶어 정보·외교 관계에 오래 머문다.","L67244-L67404"
385,"헤스 협상 전환",6,9,8,0.30,0.23,0.19,0.08,0.20,"감산 타이밍·반도체단지·무부채 현금을 제시해 헤스 이사회 승인을 끌어내 정보·자산이 높다.","L67405-L67584"
386,"고용승계 합의",6,9,8,0.22,0.22,0.34,0.11,0.11,"창업가가 자기 프리미엄을 직원 위로금으로 돌려 헤스 인수 관계와 인간적 보상이 중심이다.","L67585-L67757"
387,"공매도 함정",7,8,9,0.29,0.24,0.22,0.07,0.18,"체셔피크·CNOOC를 정리하고 실제 지분 70%를 숨겨 카노스의 3단계 공격을 유도한다.","L67758-L67939"
388,"적 집결",8,7,9,0.22,0.34,0.25,0.12,0.07,"태우는 무대응하고 카노스는 400% 수익을 외쳐 펀드를 모아 행동 긴장과 적 관계가 높다.","L67940-L68101"
389,"유인 심화",7,7,9,0.25,0.27,0.26,0.11,0.11,"사우디 불개입·컨소시엄 균열 소문으로 중소 펀드 쌈짓돈까지 끌어 관계전 압박을 높인다.","L68102-L68274"
390,"1달러 권리 지급",5,10,9,0.20,0.24,0.18,0.17,0.21,"동전던지기로 수십조 원 유전권을 1달러에 얻는 놀람과 물질 보상이 크게 솟는다.","L68275-L68451"
391,"반격 신호 폭발",8,10,9,0.22,0.30,0.24,0.13,0.11,"가이아나 대형 유전 발견과 빈 살만 승계 확인이 공매도 함정을 실제 반격으로 바꾼다.","L68452-L68641"
392,"배신자 색출",8,8,9,0.28,0.31,0.21,0.08,0.12,"전량 매수·대출설·배신 타워사 색출을 병행해 정보와 금융 행동 리본이 높다.","L68642-L68807"
393,"주가 반격 봉우리",9,9,9,0.18,0.41,0.18,0.11,0.12,"합법 매수 뒤 헤스가 폭등하고 중소 펀드가 파산권에 들어가 시장 행동이 압도한다.","L68808-L68990"
394,"항복 거절·버핏",7,8,8,0.20,0.26,0.35,0.10,0.09,"반환 요구를 거절하고 버핏의 헤스 지분을 협상해 적과 우군의 관계전이 중심이다.","L68991-L69182"
395,"국가 방패 완성",7,9,9,0.27,0.23,0.32,0.08,0.10,"공개매수 후 재상장안을 버핏·미 대사가 묵인해 국가·기업 연합 관계가 완성된다.","L69183-L69348"
396,"공개매수 폭발",9,10,9,0.18,0.40,0.20,0.12,0.10,"퀀텀·버크셔 지분과 100% 프리미엄 발표가 펀드 이탈·강제청산을 일으켜 행동 보상이 최고다.","L69349-L69537"
397,"카노스 전향",8,9,9,0.19,0.27,0.37,0.10,0.07,"동료 펀드를 찢으라는 선택 앞에서 카노스가 태우에 의사결정을 맡겨 관계 역전이 지배한다.","L69538-L69724"
398,"승계·집행자 지급",6,9,8,0.23,0.21,0.34,0.11,0.11,"카노스가 사신이 되고 한정훈이 부회장 교육을 받아 적·측근의 지위 관계가 재편된다.","L69725-L69890"
399,"세 갈취판 교대",7,8,10,0.27,0.23,0.30,0.10,0.10,"한정훈이 재단 갈취를 읽고 카노스를 청소부로 돌리자 천민정의 신약 폐기 정보가 급습한다.","L69891-L70053"
400,"신약 계약 전야",7,6,10,0.31,0.24,0.30,0.08,0.07,"폐기 보고·덴마크행·에릭센 매각안은 완성되지만 서명 전이라 정보·관계와 훅이 최고다.","L70054-L70215"
