sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
41,"ⓚ41화.","신기록",10593,10827,"작은형은 도겸이 골절로 탈락했다고 믿는다.","9초99 금메달과 대표님 호칭이 함께 터지는 최고점","금메달을 따고 육상에서 자연스럽게 빠져나온다.","결승에서 장비 마법을 쓰고 우승 뒤 부상을 연기한다.","마법 노출·선수 경력 구속과 과도한 기대를 피해야 한다.","9초99 아시안게임 기록 뒤 십자인대 부상 은퇴 서사를 만든다.","금메달·병역특례 명분과 DK의 대표님 호칭을 얻는다.","명예·의무·관계","병역 문제를 해결한 국가 영웅이자 공식 내부 대표로 올라선다.","금메달 이름값으로 스타벅스 한국 사업을 협상한다.","아시안게임 금메달·병역특례","스타벅스 진출","S01-A12","high"
42,"ⓚ42화.","이름값",10828,11076,"금메달은 얻었지만 DK는 미국 협상에서 무명이다.","스포츠 명성이 글로벌 사업 신용으로 환전되는 장면","스타벅스 한국 권리를 따고 1호점을 연다.","시애틀에서 200억 원 전액 투자 조건을 내고 부동산을 담보로 잡는다.","낮은 회사 인지도와 로열티·대출이자 부담이 있다.","태국인 직원이 금메달리스트이자 세운가 아들임을 알아봐 협상이 급진전한다.","로열티 5%·지분 17% 조건과 이화여대 1호점을 얻는다.","사업·명예·자산","국내 스포츠 이름값이 해외 프랜차이즈 계약의 신용이 된다.","히프노시스 커피가 손님은 모으지만 수익성을 증명해야 한다.","미국 본사 협상","스타벅스 점포 확장","S01-A13","high"
43,"ⓚ43화.","프리미엄",11077,11314,"1호점은 붐비지만 비싼 임대료로 즉시 흑자가 아니다.","외할머니의 건물과 커피 프리미엄이 함께 커지는 보상","점포 고정비를 낮춰 10호점까지 확장한다.","유말숙에게 로비 무상 사용과 수익 배분을 제안한다.","대출이자와 타 건물주의 모방·거절이 부담이다.","몰래 1호점을 본 유말숙이 제안을 받아들이고 애정 섞인 핀잔을 준다.","10개 점포와 건물 유동인구·가족 협업을 얻는다.","사업·가족·관계","비싼 단일 매장이 외가 부동산과 결합한 확장 모델로 바뀐다.","20개점 규모에도 200억 대출이자가 압박한다.","스타벅스 1호점 수익성","IT 투자로 부채 해소","S01-A13","high"
44,"ⓚ44화.","IT 광풍(1)",11315,11579,"스타벅스 20개점 이익과 대출이자 6억 원이 맞선다.","마지막 2억이 IT 광풍의 거액 지분으로 커지는 긴장","부채를 갚을 단기 폭발 수익을 만든다.","한국앤컴퓨터로 11억을 만든 뒤 새롬기술 33만 주를 산다.","마지막 유동 현금과 버블 붕괴 시 전액 손실 위험을 건다.","평균 3300원 매수 뒤 주가가 급등하기 시작한다.","IT 버블 핵심 포지션과 하버드 교환학생 기회를 얻는다.","자산·학업","고정이자에 눌리던 사업가가 버블 상승의 대주주급 투자자가 된다.","새롬기술을 언제 팔지와 하버드행이 남는다.","스타벅스 초기 확장","IT 차익 실현","S01-A14","high"
45,"ⓚ45화.","IT 광풍(2)",11580,11826,"새롬기술 거액 지분을 보유하고 하버드 출국을 준비한다.","버블 정점 매도가 부채 청산과 팀의 현금 가방으로 보이는 보상","주식을 고점에 팔고 창업팀을 보상한다.","17만 원에 전량 매도하고 200억 빚을 갚는다.","정점 판단 실패 위험과 해외 진출 비용이 있다.","약 561억 원을 만들고 창업 멤버마다 100만 달러를 지급한다.","무차입 기반·팀 충성·하버드 진입을 얻는다.","자산·관계·학업","대출에 묶인 확장기가 현금 361억 이상과 보상받은 핵심팀으로 바뀐다.","하버드에서 서광수의 SNS 구상을 글로벌화하려 한다.","IT 주식·스타벅스 부채","하버드 SNS 창업","S01-A14","high"
46,"ⓚ46화.","SNS",11827,12061,"부채를 갚고 서광수와 하버드에 도착했다.","실연한 학생과의 술자리가 글로벌 SNS와 귀국 환대로 바뀌는 전개","개방형 SNS를 만들고 세운그룹 잠입을 준비한다.","마이크에게 200만 달러·지분 50%를 주고 롤 북을 개발한다.","낯선 시장·공동창업 신뢰와 석 달의 시간 제한이 있다.","하버드 사용자 2천 명을 모으고 귀국하자 황연우가 현수막으로 맞는다.","글로벌 SNS 지분과 성장한 DK를 뒤에 둔 세운 공채 계획을 얻는다.","사업·관계·지위","해외 투자자가 글로벌 공동창업자가 되고 귀국 뒤 그룹 신입을 택한다.","세운그룹 공채에서 특혜 없이 합격해야 한다.","하버드 SNS 시제품","세운 공채 입사","S01-A14","high"
47,"ⓚ47화.","신입사원(1)",12062,12300,"DK 대표이지만 세운그룹에는 일반 지원자로 들어간다.","압도적 이력도 신입 절차를 통과해야 인정받는 장면","공채에 합격해 세운건설 배치를 얻는다.","서류·적성·압박·회장 면접을 모두 정면 통과한다.","아버지 특혜 의심과 잡일을 견딜지에 대한 시험이 있다.","조문홍이 최종 면접에서 직접 묻고도 정상 합격을 승인한다.","세운그룹 공채 합격과 건설 배치 방향을 얻는다.","지위·가족·직업","숨은 대표에서 공식 신입사원으로 낮은 자리부터 오를 권리를 얻는다.","실제 신입 교육과 부서 배치가 기다린다.","세운 공채 전형","현장 신입 검증","S01-A15","high"
48,"ⓚ48화.","신입사원(2)",12301,12545,"화려한 이력과 달리 교육·부서에서는 평범한 신입이다.","재벌 늦둥이가 잡일을 실제로 수행하고 첫 실무를 받는 전개","특혜 의심 없이 프로젝트팀의 일을 얻는다.","군무·회식·청소·창문·커피 업무를 하고 스타벅스 배달도 붙인다.","자존심을 접고 2주간 반복 잡일을 감수한다.","최 대리가 폭행당한 지주 작업을 도겸에게 맡긴다.","프로젝트팀 배치와 첫 토지 동의서 과제를 얻는다.","직업·관계","명목상 신입에서 현장 문제를 해결할 실무자로 시험대에 오른다.","완강한 소유주들에게 매매 동의서를 받아야 한다.","신입 교육과 배치","지주 작업 성과","S01-A15","high"
49,"ⓚ49화.","지주 작업(1)",12546,12823,"최 대리도 맞고 다닌 지주 동의서 업무를 맡는다.","돈과 정보뿐 아니라 사람 사정을 풀어 계약을 얻는 전개","소유주 동의서를 빠르게 모은다.","개인 돈으로 50% 프리미엄을 주고 퍼밀리어로 개 해피의 말을 듣는다.","회사 기준 초과 비용과 부자 간 8년 단절이 장벽이다.","집을 지키는 이유가 도박한 아버지가 실종 아들을 기다리기 때문임을 안다.","첫날 동의서 5장과 박동진의 구미 주소를 얻는다.","직업·관계·정보","단순 고가 매입이 가족 사정을 중재하는 현장 문제로 깊어진다.","어머니 목숨값인 집을 두고 부자를 함께 살릴 제안을 해야 한다.","첫 5건 매매 동의","박동진 부자 중재","S01-A16","high"
50,"ⓚ50화.","지주 작업(2)",12824,13074,"박동진은 도박한 아버지와 집을 모두 거부한다.","끊긴 부자가 돈을 양보하고 연락처를 남기는 인간적 보상","남은 개인 소유 계약과 조직 알박기를 해결한다.","학비 지원을 제안해 부자를 만나게 하고 일루젼으로 박만득 장부를 받는다.","왕복 12시간·개인 자금·조폭 50명의 폭력 위험이 따른다.","부자는 4천만 원을 절반씩 양보하고 최 대리는 도겸을 신입이 아니라고 부른다.","총 8개 동의서·상여금 추천·비밀장부 3권을 얻는다.","관계·직업·정보·능력","현장 신입이 가족 중재자이자 작은형 조직의 증거 확보자로 올라선다.","장부에서 조도영과 박만득의 연관성을 입증해야 한다.","박동진 부자 계약","조도영 비자금 폭로","S01-A16","high"
51,"ⓚ51화.","연관성",13075,13302,"장부는 얻었지만 작은형 이름이 직접 적혀 있지 않다.","현장 성과가 첫 부자 술자리·형의 제재·승진 과제로 결산되는 보상","장부 정황을 아버지의 권한으로 현실 조치에 연결한다.","김건웅 분석을 들고 조문홍과 위스키를 마시며 8건 성과와 함께 보고한다.","간접 증거라 법적 처벌이 어렵고 형제 충돌 위험이 있다.","조문홍이 정재계 연결을 알아보고 조도영에게 해체·토지 이전을 명한다.","작은형 공식 제재·아버지 칭찬·용인 미분양 해결 기회를 얻는다.","가족·직업·지위","현장 사원에서 회장이 비밀리에 공을 인정하고 승진 시험을 주는 핵심 인재로 변한다.","대규모 미분양을 해결하면 누구나 인정할 진급이 열린다.","박만득 알박기와 조도영 연관성","용인 미분양 해결","S01-A16","high"
