sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
1,"ⓚ남자의 길 1화","1. 좌절",1,125,"공채 탈락·미란의 결별·부모의 빚을 한꺼번에 맞은 강혁이 취업 출구를 찾는다","밑바닥 청년이 자기 길을 고른다","빚과 실연을 견딜 출구 찾기","재성과 소주를 마시고 구인란을 뒤진다","연속 취업 실패·미란의 배신·한솔은행 1천만원 독촉","원양어선 선원 모집 광고를 붙든다","무기력 대신 떠날 선택지를 얻는다","진로","취업 낙오자→대성 6호 지원자","바다로 나갈 결심","미란과의 연애·평범한 취업 기대","부모의 빚·원양어선 생존","E01","high"
38,"ⓚ남자의 길 38화","10. 콜롬비아 무장 혁명군<FARC>",4208,4333,"첫 승리자→반군 총력전의 표적; 강혁은 레예스 부대를 시추장 전에 궤멸시키기라는 당면 과제에 들어선다","거짓 정보와 진짜 표적이 겹쳐 천 명의 행렬을 부순다","레예스 부대를 시추장 전에 궤멸시키기","페레즈 경보를 받고 파디야에게 칼라마르 위협으로 포장해 300명·105mm 포 3문을 빌려 트럭 행렬을 매복한다","정부군 설득·숲속 대부대·레예스 생존","포격이 반군 절반 이상을 한꺼번에 날리고 레예스가 퇴로로 빠진다","시추 기지에 닿기 전 주력군을 붕괴시킨다","전술·동맹","방어 지휘자→정부군 포병까지 쓰는 연합 지휘자","달아난 레예스 추격","FARC 접근 은폐","레예스 처분·승전 결산","E06","high"
39,"ⓚ남자의 길 39화","10. 콜롬비아 무장 혁명군<FARC>",4334,4431,"방어 지휘자→정부군 포병까지 쓰는 연합 지휘자; 강혁은 퇴각군을 소탕하고 다음 전쟁을 준비라는 당면 과제에 들어선다","승리의 공은 군에 주고 반군의 돈줄을 끊는다","퇴각군을 소탕하고 다음 전쟁을 준비","레예스·호킨 일행을 추격해 대부분 제거하고 공을 3사단에 돌린 뒤 FARC 마약 유통선을 차단한다","레예스 등 약 100명 탈출·정부군 체면·경비대 피해","마룰란다가 카르텔 탈취까지 노렸음을 알고 지도부 참수로 목표를 높인다","파디야의 2개 중대·T-72 지원과 부하 보너스를 얻는다","동맹·전략","반군 격퇴자→FARC 수뇌와 돈줄을 노리는 적","팔 길 막힌 리오스의 150kg 마약과 자금난","대규모 공세 격퇴","리오스 생포·마룰란다 위치","E06","high"
40,"ⓚ남자의 길 40화","10. 콜롬비아 무장 혁명군<FARC>",4432,4569,"반군 격퇴자→FARC 수뇌와 돈줄을 노리는 적; 강혁은 리오스를 산 채로 잡아 은신처 얻기라는 당면 과제에 들어선다","가짜 플로리다 바이어가 온건파 재무책을 항구로 끌어낸다","리오스를 산 채로 잡아 은신처 얻기","바랑키야 부두에 가짜 구매자 제임스를 세우고 150kg 거래 현장에서 모랄레스·페레즈 팀을 매복시킨다","FARC 감시원·거래 경계·리오스가 직접 오지 않을 가능성","현금 가방 섬광탄과 동시 습격으로 리오스 일행을 포위한다","FARC 자금난을 정보 포획 기회로 바꾼다","정보·함정","유통로 차단자→반군 2인자 포획자","리오스 심문과 선택 강요","FARC 마약 판매선","마룰란다 은신처·리오스 후계","E06","high"
41,"ⓚ남자의 길 41화","11. 마누엘 마룰란다",4570,4716,"유통로 차단자→반군 2인자 포획자; 강혁은 마룰란다 좌표와 내부 협력 확보라는 당면 과제에 들어선다","포로에게 죽음 대신 최고 지도자 자리를 제안한다","마룰란다 좌표와 내부 협력 확보","페레즈가 진실의 약을 위협하되 리오스에게 지도부 제거 후 승계를 제시해 은신처를 말하게 한다","리오스의 불신·배신자 낙인·밀림 깊은 본부","리오스가 마룰란다 위치를 내놓고 강혁은 30명과 블랙호크 4대로 출격한다","적 간부를 미래 완충 지도자로 전환한다","관계·정치","포로 리오스→조건부 동맹 겸 후계자","마룰란다 본부 공중강습","리오스 생포","FARC 지도부 참수·리오스 승계","E06","high"
42,"ⓚ남자의 길 42화","11. 마누엘 마룰란다",4717,4859,"포로 리오스→조건부 동맹 겸 후계자; 강혁은 마룰란다와 레예스의 도주 차단라는 당면 과제에 들어선다","하보크 두 대가 밀림 속 혁명 본부를 갈아엎는다","마룰란다와 레예스의 도주 차단","블랙호크·MI-28로 기지를 폭격하고 강혁이 경비대와 직접 본부 건물에 진입한다","대공사격·정글 엄폐·강혁 측 경비원 2명 사망","마룰란다가 레테스와 지하로 숨은 흔적을 찾아낸다","반군 중심 기지를 점령하고 지도부를 지하에 가둔다","대결·희생","공중강습자→FARC 심장부 점령자","지하실의 마룰란다·레예스와 최종 교전","밀림 본부 접근","지도부 처단·죽은 경비원 피값","E06","high"
43,"ⓚ남자의 길 43화","11. 마누엘 마룰란다",4860,4973,"공중강습자→FARC 심장부 점령자; 강혁은 마룰란다 지도부를 끝내고 유전 안전 보장라는 당면 과제에 들어선다","두 부하의 피값을 직접 받고 새 반군 수장을 세운다","마룰란다 지도부를 끝내고 유전 안전 보장","지하실에서 마룰란다·레예스 등 지휘부를 사살하고 리오스를 풀어 1000만 달러와 불가침을 건넨다","강혁 측 2명 사망·리오스의 반감·비밀 유지 필요","리오스가 FARC 최고 지도자가 되고 직후 시추공에서 원유가 솟는다","FARC 위협 완화와 유전 발견을 한 번에 결산한다","권력·사업","반군의 표적→반군 지도자를 선택하는 유전주","매장량 평가와 원유 상업화","마룰란다·레예스·FARC 공세","리오스 불가침·유전 개발","E06","high"
44,"ⓚ남자의 길 44화","12. 귀국",4974,5079,"반군의 표적→반군 지도자를 선택하는 유전주; 강혁은 유전 사업 자금과 수송망 확정라는 당면 과제에 들어선다","피로 지킨 구멍에서 10억 배럴과 귀향길이 열린다","유전 사업 자금과 수송망 확정","10억 배럴과 가스 매장 평가 뒤 미국 60% 우선권·30억 달러 저리대출·한국 건설사 파이프라인 계약을 맺고 귀국한다","미국의 공급 우선 압력·거액 부채·장기 공사","은행 대출 자체가 마리오의 국유화 욕심을 막을 방패가 된다","유전을 채굴 가능한 국제 사업으로 바꾼다","사업·귀환","전쟁 지휘자→국제 유전 개발자 겸 귀향 아들","창동 부모의 치킨집 문 앞","첫 유전 발견","가족 재회·유전 건설","E06","medium"
45,"ⓚ남자의 길 45화","12. 귀국",5080,5214,"전쟁 지휘자→국제 유전 개발자 겸 귀향 아들; 강혁은 부모·민희와 다시 가족이 되기라는 당면 과제에 들어선다","세계의 보스가 집에서는 늦게 온 아들로 돌아간다","부모·민희와 다시 가족이 되기","창동 치킨집에서 눈물로 재회하고 어머니에게 사파이어 목걸이·아버지에게 금시계·민희에게 5000만원 가방을 준다","진짜 직업을 말할 수 없음·오랜 부재·부모의 걱정","가족은 강혁을 작은 무역업 성공자로 믿고 밥상을 함께한다","돈이 아닌 부모의 환대와 집밥을 얻는다","가족·정체성","국제 범죄 보스→가족 앞 평범한 아들","옛 친구들과 재회","장기 귀향 미룸","가족 보호·숨긴 신분","E07","high"
46,"ⓚ남자의 길 46화","12. 귀국",5215,5381,"국제 범죄 보스→가족 앞 평범한 아들; 강혁은 친구들과 평범한 밤을 보내기라는 당면 과제에 들어선다","첫사랑 소식 뒤 낯선 여자를 지키며 예전 상처를 넘는다","친구들과 평범한 밤을 보내기","재성·태혁 등에게 미란의 약혼 소식을 듣고 혼자 바에 갔다가 웨이트리스 미주를 괴롭히는 네 명을 제압한다","미란의 잔상·술집 폭력배·숨긴 능력","미주가 붙잡히자 강혁이 다시 싸움 속으로 뛰어든다","옛 연애의 상실을 약자 보호 행동으로 바꾼다","관계·의리","귀향한 옛 연인→현재의 구조자","미주 인질과 경찰 개입","미란 재회 기대","미주 구출·한국 경찰 부패","E07","high"
47,"ⓚ남자의 길 47화","12. 귀국",5382,5511,"귀향한 옛 연인→현재의 구조자; 강혁은 미주를 살리고 조작 혐의에서 빠져나오기라는 당면 과제에 들어선다","인질을 구하고도 부패한 경찰서에서 피의자가 된다","미주를 살리고 조작 혐의에서 빠져나오기","유리잔을 던져 인질범을 쓰러뜨리지만 매수된 형사가 강혁을 가해자로 몰자 김필도 변호사를 부른다","흉기 든 네 명·미주 안전·가짜 진단서와 경찰 편파","천호식 반장이 모순을 보고 강혁을 풀어준다","미주를 무사히 구하고 한국 법망의 계급 편향을 확인한다","정의·분노","구조자→제도까지 상대할 보복 준비자","허위 진단서를 쓴 안칠국 추적","미주 인질","최시철 처벌·부패 증거","E07","high"
48,"ⓚ남자의 길 48화","12. 귀국",5512,5641,"구조자→제도까지 상대할 보복 준비자; 강혁은 최시철 일당에게 실형을 받게 할 증거 확보라는 당면 과제에 들어선다","돈으로 만든 진단서를 납치 심문으로 뒤집는다","최시철 일당에게 실형을 받게 할 증거 확보","이경식에게 의사 안칠국을 데려오게 해 1000만원 받고 5주 진단서를 썼다는 자백을 녹음하고 정식 고소한다","한국 법 절차·최시철 집안의 돈·과잉 대응 위험","가해자 최시철의 아버지가 전직 조폭 사채업자 최민도임을 안다","조작된 피해자 프레임을 뒤집을 물증을 얻는다","정의·정보","경찰 피해자→재력가 집안과 맞서는 고소인","최민도가 강혁 집으로 사람을 보낸다","허위 진단서","최민도·용팔이파 충돌","E07","high"
49,"ⓚ남자의 길 49화","13. 최민도와 용팔이파",5642,5792,"경찰 피해자→재력가 집안과 맞서는 고소인; 강혁은 가족에게 위험을 알리지 않고 최민도에게 경고라는 당면 과제에 들어선다","어머니의 참치김치찌개 곁에서 침입자를 조용히 걷어낸다","가족에게 위험을 알리지 않고 최민도에게 경고","이경식이 집 주위를 노린 사내들을 생포하는 동안 식사를 마치고 강혁이 미도캐피탈로 직접 간다","가족 노출 위험·최민도의 지역 인맥·정체 은폐","침입 사실을 가족에게 숨긴 채 싸움을 적 본사로 옮긴다","가정의 평온을 지키면서 반격 주도권을 잡는다","가족·대결","고소인→사채업 본거지 급습자","미도캐피탈 사무실의 최민도","최민도 정체 파악","10억 요구·용팔이파 개입","E07","high"
50,"ⓚ남자의 길 50화","13. 최민도와 용팔이파",5793,5926,"고소인→사채업 본거지 급습자; 강혁은 최민도 세력을 꺾고 최시철 처벌 유지라는 당면 과제에 들어선다","돈으로 무마하려는 아버지 앞에서 고소를 굽히지 않는다","최민도 세력을 꺾고 최시철 처벌 유지","미도캐피탈 직원들을 제압하고 10억원을 요구하되 고소 취하는 거절한다","최민도의 돈·부하 수·박두식이 이끄는 용팔이 20명","최민도가 몰래 용팔이파를 불러 대규모 난투가 시작된다","상대의 돈이 자신의 기준을 못 바꾼다는 선을 긋는다","원칙·대결","압박하러 온 피해자→용팔이파와 맞붙는 전투자","박두식 행동대와 사무실 난투","가족 미행","용팔이파 격파·최민도 재산","E07","high"
51,"ⓚ남자의 길 51화","13. 최민도와 용팔이파",5927,6048,"압박하러 온 피해자→용팔이파와 맞붙는 전투자; 강혁은 최민도 재산을 빼앗고 법적 처벌 고정라는 당면 과제에 들어선다","주먹의 승리를 빚문서와 정치 보험으로 바꾼다","최민도 재산을 빼앗고 법적 처벌 고정","피케·이경식과 용팔이를 꺾고 100억원·채권 전부를 받으며 최시철 일당에게 5년형을 받아낸다","한국 조폭 보복·돈의 출처·정치권 보호 필요","차기훈·홍진석 의원에게 2억원 정치자금을 주어 국내 방패를 만든다","피해 채무자들의 문서와 부하 보상 4억원을 확보한다","권력·정치","외국 기반 보스→한국 정치 인맥을 가진 지역 실력자","김경웅이 최민도와 재보복을 모의","최시철 사건·10억 요구","용팔이 보복·정치 유착","E07","high"
52,"ⓚ남자의 길 52화","13. 최민도와 용팔이파",6049,6175,"외국 기반 보스→한국 정치 인맥을 가진 지역 실력자; 강혁은 가족 보호와 용팔이 보복 차단라는 당면 과제에 들어선다","적은 강혁 대신 가족을 잡아 의리의 선을 넘는다","가족 보호와 용팔이 보복 차단","한국 정치 보험의 필요를 설명하는 사이 김경웅·최민도가 박두식·이문종에게 민희를 납치시킨다","민희의 생명·혼자 오라는 조건·태릉 창고의 다수 인원","강혁이 지원을 기다리지 않고 혼자 축협·농협 창고로 향한다","자신의 위험보다 동생 구조를 먼저 고른다","가족·선택","세력 다툼의 보스→가족을 되찾는 오빠","40명이 기다리는 창고 진입","최민도 1차 굴복","민희 구출·김경웅 처단","E07","high"
53,"ⓚ남자의 길 53화","14. 쓸어버리다",6176,6333,"세력 다툼의 보스→가족을 되찾는 오빠; 강혁은 민희를 다치지 않게 데리고 나오기라는 당면 과제에 들어선다","홀로 들어간 오빠가 총과 최루탄으로 마흔 명을 꺾는다","민희를 다치지 않게 데리고 나오기","베레타·섬광탄·최루탄으로 창고를 돌파해 민희를 구하고 김경웅을 불구로 만든다","40명 포위·민희의 의식 상실·피케 도착까지 20분","지원이 오기 전 강혁 혼자 핵심 저항을 끝낸다","동생 생환과 납치 주동자 제압","가족·대결","협박받은 오빠→용팔이파를 끝장낸 구조자","배후 최민도의 최종 처분","민희 납치","최민도 사망·가족 상시 경호","E07","high"
54,"ⓚ남자의 길 54화","14. 쓸어버리다",6334,6434,"협박받은 오빠→용팔이파를 끝장낸 구조자; 강혁은 재발 방지와 가족의 일상 회복라는 당면 과제에 들어선다","납치 배후를 지우고 합법 경비회사로 가족을 감싼다","재발 방지와 가족의 일상 회복","최민도가 납치를 후원했음을 확인해 죽이고 시신을 태운 뒤 남대문 구역과 대호가드를 정비한다","살인 흔적·한국 경찰·가족에게 진실을 숨기는 부담","40명 퇴역자를 정식 급여·보험으로 고용해 상인 경비와 가족 밀착보호를 맡긴다","민희에게는 경찰이 구했다고 설명하고 지속 보호망을 세운다","안전·조직","즉흥 보복자→합법 외피의 한국 거점 소유자","태혁의 자동차 영업 부진","최민도·용팔이파","대호가드 성장·가족과의 거짓말","E07","high"
55,"ⓚ남자의 길 55화","14. 쓸어버리다",6435,6571,"즉흥 보복자→합법 외피의 한국 거점 소유자; 강혁은 태혁을 돕고 가족에게 안전한 이동수단 주기라는 당면 과제에 들어선다","친구의 실적과 아버지의 자존심을 차 열한 대로 세운다","태혁을 돕고 가족에게 안전한 이동수단 주기","태혁 매장에서 업무용 준중형차 10대와 아버지용 중형차를 사 계약 실적을 올린다","태혁의 해고 위기·아버지가 비싼 선물을 부담스러워함","아버지가 새 차를 받고 가족 모두 함께 기뻐한다","친구의 직장과 부모의 생활을 동시에 돕는다","관계·보상","보호망을 만든 아들→일상의 성취를 나누는 아들","가족 인천 나들이 뒤 콜롬비아 귀환","태혁 실적·아버지 차량","미국 마약 독점·CIA 새 의뢰","E07","medium"
56,"ⓚ남자의 길 56화","15. 무기 거래",6572,6692,"보호망을 만든 아들→일상의 성취를 나누는 아들; 강혁은 가족 시간을 결산하고 콜롬비아 사업 복귀라는 당면 과제에 들어선다","가족 바다 나들이 뒤 CIA의 비밀 전쟁에 발을 넣는다","가족 시간을 결산하고 콜롬비아 사업 복귀","인천 횟집 나들이와 민희 용돈 500만원을 마친 뒤 콜롬비아에서 키진 명의로 미국 마약 70% 공급을 관리한다","베네수엘라 단속으로 늘어난 공급 부담·CIA 의존","CIA가 비밀 창고에서 가이아나 PNC 쿠데타용 무기 중개를 제안한다","가족에게 남긴 평온과 국제 협상력을 확인한다","임무·진로","귀국한 아들→CIA의 대리 무기상 후보","가이아나 정권전복 의뢰의 조건","귀국 가족 보호","가이아나 무기 거래·CIA 책임","E08","high"
57,"ⓚ남자의 길 57화","15. 무기 거래",6693,6788,"귀국한 아들→CIA의 대리 무기상 후보; 강혁은 가이아나 거래의 보상과 안전판 확보라는 당면 과제에 들어선다","도구가 되지 않겠다는 경계 속에서도 더 큰 보호를 산다","가이아나 거래의 보상과 안전판 확보","CIA의 PNC 지원 요청을 거부하려다 반값 무기·이익·클린턴의 마리오 견제를 조건으로 수락한다","미국의 희생양이 될 위험·유전 국유화 우려·정치 공작 책임","강혁이 단순 운반이 아니라 대가를 확정한 중개자로 들어간다","유전 보호와 무기 구매권을 거래 대가로 얻는다","동맹·위험","CIA 협력자→가이아나 쿠데타 대리인","보첸코와의 푸에르토리코 접선","CIA 무기 의뢰 수락 여부","PNC 거래·가이아나 정보국","E08","high"
58,"ⓚ남자의 길 58화","15. 무기 거래",6789,6913,"CIA 협력자→가이아나 쿠데타 대리인; 강혁은 보첸코와 인도 장소·대금 합의라는 당면 과제에 들어선다","휴가로 위장한 만남에서 감시자 셋을 지우고 무기값을 정한다","보첸코와 인도 장소·대금 합의","마리아·알론소와 푸에르토리코에 가 닉스 클럽에서 보첸코를 만나고 이경식이 PPP 감시요원 3명을 제거한다","가이아나 요원 감시·보첸코의 사익·동행 가족을 위장에 쓰는 부담","6600만 달러 규모 무기와 보첸코 10% 비자금·조지타운 26번 창고를 정한다","거래 상대와 물류 목적지를 확정한다","거래·정보","쿠데타 대리인→구체적 무기 공급자","무산토 싱 정보국장이 사망 요원을 추적","보첸코 접선","무기 선적·가이아나 추적","E08","high"
59,"ⓚ남자의 길 59화","15. 무기 거래",6914,7010,"쿠데타 대리인→구체적 무기 공급자; 강혁은 가이아나 노출을 점검하고 자금 운용 원칙 세우기라는 당면 과제에 들어선다","빚을 일부러 남겨 미국 은행을 유전의 방패로 쓴다","가이아나 노출을 점검하고 자금 운용 원칙 세우기","CIA에 거래 명단을 숨김없이 주고 공사·10개 마트를 점검한 뒤 페르난도의 1억3천만 달러 수익 보고를 받는다","무산토 싱의 조사·30억 달러 부채 이자·마약 확대 유혹","대출 상환을 거부하고 웰스파고·시티은행 이해를 마리오 억제책으로 남긴다","사업들이 성장하고 전략 현금을 보유한다","자산·전략","현금 많은 채무자→부채까지 정치 방패로 쓰는 사업가","페르난도가 마약 생산 확대를 제안","사업 공사 점검","미국 시장 독점 여부·정보국 추적","E08","high"
60,"ⓚ남자의 길 60화","15. 무기 거래",7011,7154,"현금 많은 채무자→부채까지 정치 방패로 쓰는 사업가; 강혁은 미국 마약 수요에 과잉 팽창하지 않기라는 당면 과제에 들어선다","독점을 거절한 절제가 정보국의 고문과 맞물린다","미국 마약 수요에 과잉 팽창하지 않기","페르난도의 생산 확대안을 견제·정부 표적 위험 때문에 거절한다","더 큰 이익의 유혹·타 조직의 질시·CIA 통제","싱이 보첸코 경호원 죠슈를 고문해 젊은 동양인 무기상 단서를 얻는다","강혁 조직은 과잉 성장 위험을 피한다","절제·정보","독점 확대 후보→현재 70% 선을 지키는 통제자","가이아나 요원들이 강혁 신원을 특정","마약 확대 논의","강혁 미행·무기 선적 노출","E08","high"
61,"ⓚ남자의 길 61화","16. 미끼를 던지고 위험을 피하다",7155,7279,"독점 확대 후보→현재 70% 선을 지키는 통제자; 강혁은 노출된 거래를 중단하지 않고 생존 보장 확보라는 당면 과제에 들어선다","CIA의 압박을 음성 녹음이라는 보험으로 되받는다","노출된 거래를 중단하지 않고 생존 보장 확보","붙잡은 미행자가 가이아나 요원임을 확인해 발크·메코맥에게 탈출 보장을 말로 받아내고 반지 녹음기로 기록한다","CIA가 희생양으로 버릴 위험·철수 불가 압력·정보국 감시","커튼치기 컨테이너와 녹음 증거를 동시에 준비한다","무기 대금 전액과 CIA 수뇌 약속을 손에 넣는다","협상·보험","압박받는 대리인→CIA를 협박할 증거 보유자","싱이 붉은 딱지 컨테이너를 미행","거래 지속 여부","조지타운 함정·녹음 보험","E08","high"
62,"ⓚ남자의 길 62화","16. 미끼를 던지고 위험을 피하다",7280,7423,"압박받는 대리인→CIA를 협박할 증거 보유자; 강혁은 실제 무기 컨테이너의 꼬리 제거라는 당면 과제에 들어선다","옷 상자 미끼가 정보국과 군대를 빈 공장에 묶는다","실제 무기 컨테이너의 꼬리 제거","PNC 청년당이 있는 폐공장에 미끼 10대를 보내 싱의 급습을 헛돌게 하고 실제 차량 추적조는 이경식이 제거한다","정보국 30명·1사단 중대·PNC 체포 시 정치 파장","붉은 딱지 컨테이너에는 옷만 나오고 무기는 26번 창고로 방향을 튼다","정보국의 병력과 시선을 완전히 잘못된 곳에 소모시킨다","전술·기만","추적당한 밀수자→정보국을 역이용한 기만자","26번 창고의 보첸코 인도","컨테이너 추적","6600만 달러 거래·쿠데타 실행","E08","high"
63,"ⓚ남자의 길 63화","16. 미끼를 던지고 위험을 피하다",7424,7543,"추적당한 밀수자→정보국을 역이용한 기만자; 강혁은 보첸코 거래를 끝내고 콜롬비아로 빠져나오기라는 당면 과제에 들어선다","무기 인도가 쿠데타를 낳고 첫 커피 한 잔이 새 사업을 낳는다","보첸코 거래를 끝내고 콜롬비아로 빠져나오기","M16·RPG·박격포를 확인시킨 뒤 6600만 달러를 받고 비자금을 건네며 싱의 수색 전에 철수한다","가이아나 검문·거래 현장 발각 위험·쿠데타의 민간 피해","PNC가 4일 뒤 쿠데타를 일으키고 강혁은 농장 첫 원두의 헐값 매입 요구를 거부한다","무기 대금과 CIA 약속을 받되 쿠데타 책임의 씁쓸함을 안는다","결산·사업","쿠데타 운반자→커피 가치사슬을 직접 만들 투자자","한국에서 커피 전문점을 만들 계획","가이아나 무기 인도","PNC 내전·미리내 커피 사업","E08","medium"
64,"ⓚ남자의 길 64화","17. 커피 전문점 미리내",7544,7667,"쿠데타 운반자→커피 가치사슬을 직접 만들 투자자; 강혁은 한국 커피 사업의 팀과 방향 정하기라는 당면 과제에 들어선다","다방으로 들은 가족 앞에서 전국 체인을 구상한다","한국 커피 사업의 팀과 방향 정하기","가족에게 전문점 계획을 설명하고 차문호가 모은 박기영·유수백·이재준을 힐튼호텔에서 만난다","포화 시장·부모의 걱정·낯선 경영진","세 전문가가 시장 위험을 솔직하게 말하자 강혁이 직수입 반값 카드를 꺼낸다","가족에게 보여줄 합법 사업과 핵심 인재를 얻는다","사업·가족","원두 생산자→한국 프랜차이즈 창업자","포화 시장을 뒤집을 가격 구조 검증","원두 판로 문제","미리내 유통 설립·수영 인연","E09","high"
65,"ⓚ남자의 길 65화","17. 커피 전문점 미리내",7668,7771,"원두 생산자→한국 프랜차이즈 창업자; 강혁은 법인·1호점·교육 체계를 가동라는 당면 과제에 들어선다","포화 경고를 자본과 직수입으로 밀어붙인다","법인·1호점·교육 체계를 가동","원두 원가 자료로 경영진을 설득해 미리내 유통을 세우고 700억원 자본·강남 6층 건물·직원 교육을 집행한다","시장 절반 폐업·90억원 건물비·공사 일정·후발 브랜드","강혁이 손해 가능성 앞에서도 대한민국 커피 시장을 뒤집자고 선언한다","자기 건물과 실행 조직이 있는 회사가 생긴다","사업·자산","아이디어 보유자→700억원 프랜차이즈 오너","친구 모임에서 수영을 만날 자리","창업 타당성","브랜드 출시·수영 관계","E09","high"
66,"ⓚ남자의 길 66화","17. 커피 전문점 미리내",7772,7893,"아이디어 보유자→700억원 프랜차이즈 오너; 강혁은 수영과 자연스럽게 가까워지기라는 당면 과제에 들어선다","보스의 목소리가 친구들 앞에서는 서툰 연애로 바뀐다","수영과 자연스럽게 가까워지기","재성의 여자친구 혜인 모임에서 수영과 콜롬비아 문화·여행 꿈을 이야기하고 번호를 교환해 문자를 보낸다","미란에게 받은 상처·신분 은폐·답장을 기다리는 초조함","늦잠 때문에 늦은 수영의 답장이 오자 강혁이 아이처럼 기뻐한다","오랜만에 새로운 설렘과 상호 호감을 얻는다","관계·감정","상처 입은 옛 연인→수영에게 마음을 여는 남자","콜롬비아 원두 시음과 첫 만남 이후 연락","미란의 감정 잔재 일부","수영 연애·미리내 출시","E09","high"
67,"ⓚ남자의 길 67화","17. 커피 전문점 미리내",7894,8018,"상처 입은 옛 연인→수영에게 마음을 여는 남자; 강혁은 제품 품질 확정과 회사 출범라는 당면 과제에 들어선다","좋은 원두가 가족이 놀랄 만큼 큰 창립식으로 결실 맺는다","제품 품질 확정과 회사 출범","유수백·경영진이 원두에 합격점을 주고 바리스타 연구를 거쳐 가족을 강남 본사 창립식에 초대한다","부모의 대출 걱정·대규모 행사 부담·새 브랜드 불확실성","차기훈과 건설사 사장까지 참석해 가족이 강혁의 사업 규모를 처음 본다","커피 품질과 정치·재계 후광을 공개적으로 인정받는다","지위·가족","숨은 투자자→가족 앞 공식 기업 회장","창립 연설과 대대적 광고 결과","원두 품질 검증","미리내 매출·가족의 의문","E09","high"
68,"ⓚ남자의 길 68화","18. 도발",8019,8132,"숨은 투자자→가족 앞 공식 기업 회장; 강혁은 미리내를 안착시키고 맥그리거의 소집 이유 확인라는 당면 과제에 들어선다","창립식 대박 직후 미국 암흑가의 새 전쟁 제안이 온다","미리내를 안착시키고 맥그리거의 소집 이유 확인","차기훈 축사·PPL·톱스타 광고로 20개 매장을 열고 LA 롱비치에서 맥그리거를 만난다","광고비 30억원·프랜차이즈 확장 부담·멕시코 갱의 마약 침투","크리먼이 엔리케를 뒤에 두고 서부 시장을 흔든다는 말에 강혁이 플로리다를 통째로 먹을 생각을 밝힌다","미리내 성공과 미국 진출 명분을 동시에 얻는다","사업·야망","한국 프랜차이즈 오너→미국 구역을 노리는 보스","콜롬비아 행동대 준비와 크리먼의 대응","미리내 1차 출시","플로리다 마피아 제거·수영 연애","E09","medium"
69,"ⓚ남자의 길 69화","18. 도발",8133,8273,"한국 프랜차이즈 오너→미국 구역을 노리는 보스; 강혁은 플로리다 탈취 준비 후 무사 귀환라는 당면 과제에 들어선다","먼저 칼을 뽑은 크리먼이 고속도로를 전쟁터로 만든다","플로리다 탈취 준비 후 무사 귀환","피케에게 정보·행동대 준비를 시키지만 크리먼의 먼슬리 30명이 LA 공항 길목에서 RPG로 리무진을 뒤집는다","맥그리거 중상·강혁 어깨 총상·자동소총 매복·호위대 사상","강혁이 맥그리거를 끌고 배수로로 피하며 911에 직접 신고한다","목표 둘이 RPG 직격에서 살아남는다","생존·의리","선공 계획자→맥그리거와 함께 죽을 뻔한 전우","경찰 도착까지 탄약 부족 속 버티기","플로리다 인수 구상","크리먼 보복·고속도로 탈출","E10","high"
70,"ⓚ남자의 길 70화","18. 도발",8274,8398,"선공 계획자→맥그리거와 함께 죽을 뻔한 전우; 강혁은 맥그리거와 부하들을 살려 공격 현장 이탈라는 당면 과제에 들어선다","적 총을 주워 버틴 끝에 경찰을 방패로 삼는다","맥그리거와 부하들을 살려 공격 현장 이탈","탄창이 떨어지자 MP5를 주워 피케와 측면을 막고 경찰 헬기가 오자 무기를 내려놓는다","경호원 사망·부상·현장 체포·먼슬리 도주","병원에서 발크에게 크리먼을 직접 죽이고 플로리다를 삼키겠다고 통보한다","매복 생존과 CIA가 움직일 명확한 계획을 얻는다","복수·전략","습격 생존자→크리먼 참수 작전의 주도자","CIA가 선거 국면에서 전쟁을 허용할지 결정","고속도로 포위","크리먼 안가 위치·평의회 승인","E10","high"
71,"ⓚ남자의 길 71화","19. 불타는 마이애미의 밤",8399,8523,"습격 생존자→크리먼 참수 작전의 주도자; 강혁은 크리먼 안가를 찾아 소수 정예로 치기라는 당면 과제에 들어선다","CIA의 일주일 시한을 하루짜리 참수전으로 줄인다","크리먼 안가를 찾아 소수 정예로 치기","메코맥의 조건부 묵인을 받고 모랄레스 행동대 50명 미만을 모아 CIA 드론 좌표의 마이애미 안가로 간다","선거 여론·40명 경호·10개 안가·수적 열세","발크가 일주일 시한을 주자 강혁은 오늘 하루면 끝난다고 답하고 RPG로 정문을 연다","정부 방해 없이 정확한 표적과 공격 시간을 얻는다","동맹·공격","보복 계획자→마이애미 참수전 돌입자","강혁·피케·이경식의 좌측 담 침투","CIA 승인","크리먼 직접 사살·조직 장악","E10","high"
