sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"240","240화","","29270","29407","알론소가 가족 식탁에서 어릴 때부터 의사가 되기로 했다고 선언한다.","가족의 미래를 후원하는 강혁의 따뜻한 얼굴 뒤로 나진 투자 거절과 옛 원수 백민용의 귀환이 겹친다.","알론소의 꿈은 밀어주되 손실만 보이는 나진 공장 압력은 거절한다.","알론소의 의대 과정과 생활비를 전부 돕겠다고 약속하고 피케의 조사에서 나진 부지 분양률 30% 미만·북한 계약 불신을 확인한 뒤 두만강 무역을 통해 장성택 제안을 거절한다.","마리아는 과한 지원을 염려하고 북한과 관계가 불편해질 수 있으며 백민용이 형기 1년 이상을 남기고 가석방된다.","강혁은 자신보다 북한이 더 아쉽다는 힘의 비대칭을 근거로 끝없는 수렁에 들어가지 않는 선택을 한다.","백민용이 안양교도소를 나와 미리내 솔라텍의 나래 시티 참여를 듣고 최 부장에게 한소 본사로 차를 돌리라 한다.","진로/사업","강혁은 알론소의 선택에는 자원을 아끼지 않지만 정치적 부탁성 투자는 끊으며 보호와 사업의 기준을 구분한다.","후계자 백치국이 참석한 한소 회의장으로 분노한 백민용이 올라간다.","알론소 의대 진로 지원·나진 투자 검토","백민용의 출소와 강혁 상대 복수 집착 재등장","L14-E 백민용 출소와 한소 후계전 재점화","high"
"241","241화","","29408","29551","백건호가 경기침체를 빌미로 한소중공업 노조원을 구조조정하라 지시하는 회의에 백민용이 난입한다.","가족에게 버림받은 백민용의 원한이 강혁을 넘어 아버지·형을 겨누는 패륜으로 번진다.","백민용은 한소의 후계와 재산을 되찾을 힘을 만들려 한다.","미리내 솔라텍 참여를 따지다 백건호에게 필요 없는 자식이라 쫓겨나고 백치국에게 패자의 똥을 치울 이유가 없다며 모욕당한 뒤 교도소 동기 노철기를 강남 룸으로 부른다.","백건호는 셋째를 버리고 백치국은 후계 승리를 굳혔으며 백민용은 돈·주식·직위가 모두 없다.","강혁에 대한 복수심으로 찾아왔던 백민용이 친부와 친형에게 받은 수모를 결코 잊지 않겠다는 더 직접적인 원한으로 방향을 바꾼다.","전주 식구파 간부 노철기가 도착하고 백민용은 살인도 가능한 일거리인지 떠본다.","가족/권력","한소 일가의 피붙이 관계가 승자와 패자만 남는 적대적 후계전으로 파탄 난다.","백민용이 노철기에게 사람을 죽이는 일도 맡을 수 있느냐고 묻는다.","백민용의 출소 후 가족 복귀 가능성","백건호·백치국 살인 청부 계획","L14-E 백민용 출소와 한소 후계전 재점화","high"
"242","242화","","29552","29697","노철기가 불경기 속 돈 되는 일이라면 살인도 맡겠다고 답한다.","백민용의 패륜 음모와 강혁의 양가 관계 죄책감을 가족 식탁 두 장면으로 대비한다.","백건호·백치국 제거 계획을 실행선에 올리고 한소 상속을 노린다.","노철기에게 10억원으로 친부와 친형 살해를 청부한 뒤 강혁은 수영이 만든 파래무침을 먹고 가족과 식사한다.","노철기도 가족 살인을 듣고 놀랄 만큼 표적이 거물이고 강혁은 부모가 결혼 날짜를 묻자 마리아를 떠올려 확답하지 못한다.","수영은 괜찮다며 웃지만 차에서 서둘러 떠나고 강혁은 어느 한 사람도 선택하지 못하는 자신의 회피를 다시 확인한다.","마카오 공작을 끝낸 이경식이 가족 휴가 뒤 복귀해 100만달러 보상과 강혁의 인정을 받는다.","관계/패륜","백민용은 가족을 없애 소유하려 하고 강혁은 두 가족을 모두 지키려다 약혼 관계의 상처를 키운다.","피케가 장성택이 이끄는 북한 대규모 대표단의 서울 방문 계획을 보고한다.","노철기 살인 청부 수락·이경식 공작 보상","백민용의 추가 준비와 수영·마리아 선택 문제","L14-E 백민용 출소와 한소 후계전 재점화","high"
"243","243화","","29698","29809","북한은 나진 특구의 빈 부지를 팔기 위해 장성택 대표단을 서울에 보내려 한다.","강혁이 정치 쇼를 읽고 실리는 취하되 백민용은 상속 조작을 위한 약점을 수집한다.","나진 압박에는 휘말리지 않고 재계 인맥을 넓히며 수영과의 상처를 풀어준다.","정부가 10대 그룹에 위험한 부지를 떠넘길 것이라 예측하고 힐튼 설명회 참석을 정한다. 수영과 영화·식사 데이트를 하고 백민용은 한강 주차장에서 노철기로부터 최대석의 불륜 사진·필로폰 양성 머리카락을 받는다.","강혁은 나진 커미션 잔금 세탁을 챙겨야 하고 백민용은 무례한 노철기를 참아가며 상속 변호사를 협박할 준비를 한다.","백민용은 살인만이 아니라 유언장을 관리하는 최대석까지 올가미에 넣어 합법적 승계 외형을 만들려 한다.","강혁이 장성택·재계가 모인 여의도 힐튼 사업설명회에 도착한다.","관계/음모","강혁은 수영 관계를 수습하고 공적 네트워크를 넓히는 반면 백민용은 돈과 약점으로 고립된 공범망을 만든다.","피케가 장성택의 실향민 포옹도 나진 특구 활성화 쇼였다는 강혁의 해석을 듣는다.","수영과의 데이트 화해·최대석 약점 확보","나진 설명회 압박과 백민용의 유언장 조작","L14-E 백민용 출소와 한소 후계전 재점화","high"
"244","244화","","29810","29927","강혁이 장성택 대표단의 여의도 힐튼 나진 특구 사업설명회에 참석한다.","공장 투자 요구를 재차 거절하면서도 정치·재계의 중심 인물로 위상을 확인한다.","북한의 압박을 피하고 참석한 유력 인사들과 인맥만 넓힌다.","차기훈·황인천·장성택과 공개 인사를 나누고 공장 확장 직후라 여력이 없다는 이유로 부지 분양을 거절한 뒤 행사장에서 재계 인사들과 안면을 튼다.","장성택은 거절당한 앙금으로 황인천 앞에서 강혁을 압박하고 북한이 담배 유통선을 바꿀 가능성도 있다.","정부 압력으로 10대·중견 그룹이 위험이 적은 단순가공 공장을 떠안아 특구의 빈 외형을 채운다는 강혁의 예상이 그대로 실현된다.","나진 투자 발표로 장성택과 정부는 한숨 돌리고 강혁은 투자 없이 커미션과 인맥을 지킨다. 이어 최대석이 룸살롱 카사블랑카 지하주차장에서 납치된다.","위상/사업","강혁은 북한통이자 재계 거물로 공개 인정받되 장성택에게 종속되는 투자자는 되지 않는다.","노철기 일당이 최대석의 차에 올라 회칼을 목에 대고 강도가 아니라고 밝힌다.","나진 특구 투자 압박과 사업설명회","최대석 협박·유언장 조작의 실제 실행","L14-E 백민용 출소와 한소 후계전 재점화","high"
"245","245화","","29928","30067","최대석이 카사블랑카 지하주차장에서 노철기 일당에게 납치돼 춘천 별장에서 깨어난다.","백민용이 약점·인감·살인을 한 줄로 엮어 한소 상속을 조작한다.","백건호의 유언장을 없애고 자신에게 전 주식이 오는 가짜 유언장을 만든다.","최대석의 불륜·필로폰 자료로 협박해 금고의 봉인 유언장을 꺼내게 하고 원본을 태운 뒤 본가 금고에서 훔친 백건호 인감을 내놓는다.","최대석은 변호사 자격과 자유를 잃을 약점을 잡히고 백건호가 매달 유언장을 확인한다는 위험을 경고한다.","백민용이 아버지는 새 유언장을 볼 일이 없다고 말해 가짜 상속과 백건호 살인이 하나의 계획임을 최대석에게 깨닫게 한다.","최대석은 공범이 되어 어떤 내용으로 바꿀지 묻고 같은 시각 강혁은 확장된 미리내 솔라텍 제2공장을 시찰한다.","권력/패륜","백민용은 단순 청부자가 아니라 가족 살해 후 법적 외형까지 설계한 한소 찬탈자로 선을 넘는다.","미리내 솔라텍 제2공장의 연 5만장 생산·불량률 보고가 시작된다.","최대석 약점 확보·원 유언장 폐기","가짜 유언장 작성과 백건호·백치국 제거","L14-E 백민용 출소와 한소 후계전 재점화","high"
"246","246화","","30068","30189","강혁이 미리내 솔라텍 제2공장의 자동화 생산라인과 0.5% 이하 불량률을 점검한다.","강혁이 대수롭지 않게 넘긴 옛 적이 바로 친부·형 살해를 실행하는 불길한 교차다.","나래 시티 납품 품질·재고를 안정시키고 잠재 위협을 평가한다.","황성용에게 생산량과 적정 재고를 늘리라 하고 피케에게 백민용 가석방 소식을 듣지만 천덕꾸러기라 위협이 안 된다며 감시를 붙이지 않는다.","백민용의 실제 계획을 모르는 정보 공백과 강혁의 피로가 판단을 느슨하게 한다.","백건호는 장남 백치국의 부회장 승진을 확정하는 반면 노철기는 빚에 몰린 빵집 주인에게 차용증을 미끼로 덤프트럭 살인을 시킨다.","주택가에 대기한 운전자가 가족사진을 품고 백건호·백치국의 마이바흐 옆구리를 전속력으로 들이받는다.","위협/사업","강혁은 솔라텍의 산업 위험은 꼼꼼히 관리하지만 인간의 집요함을 과소평가해 백민용 감시 기회를 놓친다.","덤프트럭이 마이바흐를 찌그러뜨린 채 계속 밀어붙인다.","솔라텍 확장·품질 안정","백건호·백치국 생사와 백민용의 찬탈 실행","L14-E 백민용 출소와 한소 후계전 재점화","high"
"247","247화","","30190","30312","덤프트럭이 백건호·백치국의 마이바흐를 종잇장처럼 구기고 운전자는 충격 뒤 달아나려 한다.","계획살인의 성공과 한소 권력 공백이 발생하고 강혁이 가장 먼저 냄새를 맡는다.","백민용은 친부와 형의 죽음을 사고로 위장해 후계 경쟁자를 없앤다.","노철기 일당이 덤프트럭 운전자를 납치해 증거를 없애고 백민용은 성공 전화를 받은 뒤 한소의 제왕이 됐다고 선언한다.","강혁은 물증 없이 백민용 가능성을 의심하지만 직접 연관이 없어 더 파고들지 않고 한소 주식만 선매도한다.","공사장도 없는 부촌에 한 시간 대기한 덤프트럭이라는 정황으로 우연한 교통사고가 계획살인으로 읽힌다.","백건호·백치국이 사망하고 한소 주가가 폭락하며 장례 빈소에 나타난 노철기가 백민용에게 추가 5억원을 요구한다.","권력/범죄","한소의 공식 후계선이 잘리고 백민용은 범죄 공범에게 약점 잡힌 채 왕좌 직전까지 간다.","백민용이 장례식장 지하주차장에서 노철기의 추가 금전 요구와 대면한다.","백건호·백치국 제거","노철기 입막음·유언장 공개·새 총수 결정","L14-E 백민용 출소와 한소 후계전 재점화","high"
"248","248화","","30313","30430","노철기는 총 15억원을 받아 필리핀으로 떠나고 덤프트럭 운전자는 지리산에 묻혀 수사가 막힌다.","조작된 유언장 공개로 백민용이 한소그룹을 통째로 차지하고 곧바로 강혁의 사업을 친다.","가족 반발을 누르고 한소 지분과 회장 자리를 합법 외형으로 확보한다.","최대석이 용산 저택에서 백건호 전 주식을 백민용에게 준다는 가짜 유언장을 읽고 백민용은 중역들의 줄서기를 받아들인다.","백문수·박미경은 소송을 선언하고 최대석은 식은땀을 흘리며 강혁은 살인·유언장 조작을 의심한다.","강혁이 가장 큰 수혜자와 조작 가능성을 연결해 백민용의 패륜을 거의 정확히 추론하고 에코시티 클레임 특별팀을 선제 지시한다.","회장 취임 직후 한소건설이 포장 일부가 뜯긴 미리내 솔라텍 납품 전량을 반품하라고 시비를 건다.","지위/대결","백민용은 집안의 버림받은 셋째에서 한소 총수로 급상승하고 강혁과의 개인 원한을 그룹 대 그룹 대결로 바꾼다.","한소 납품 담당자가 이상 없는 제품을 새것으로 교환하라고 요구한다.","한소 지분 찬탈·수사 단절","에코시티 납품 클레임 전쟁과 유산 소송","L14-E 백민용 출소와 한소 후계전 재점화","high"
"249","249화","","30431","30567","한소건설이 포장 일부가 뜯긴 48억5000만원 물량부터 발전기·설치품까지 트집 잡아 반품한다.","강혁이 240억원 손실을 견디며 증거를 쌓고 마지막 대화 기회를 준 뒤 반격한다.","백민용의 보복을 멈추게 하거나 법정에서 확실히 이길 구도를 만든다.","하자 없는 납품 증거를 회차마다 확보하고 대응을 늦춰 한소의 악의성을 키운 뒤 설렁탕집에서 이제 뜸이 들었다며 백민용 면담을 요청한다.","공장 증설 뒤 납품이 막혀 솔라텍이 재적자에 빠질 수 있고 다른 컨소시엄 업체가 한소 편에 설 위험이 있다.","강혁은 즉시 맞고소보다 대화를 먼저 요청해 절차적 명분을 확보하고 백민용이 20분 늦춰 굴욕을 주려는 속셈까지 정확히 읽는다.","호텔 최상층 라운지에서 백민용은 회사까지 넘기라 모욕하고 강혁은 피케를 제지하며 싸움을 계속할 것인지 확인한다.","대결/증거","강혁은 피해를 참는 약자가 아니라 상대가 스스로 법적 올가미를 조이게 기다리는 카운터 전략가로 선다.","백민용이 무릎 꿇고 용서를 빌면 반품 철회를 생각하겠다고 요구한다.","반품 피해와 증거 축적","협상 결렬 뒤 소송·계약파기 전면전","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"250","250화","","30568","30678","백민용은 강혁에게 무릎을 꿇으라며 과거 패배의 복수를 노골화한다.","강혁이 법정 승리·150억원 배상 뒤 금융시장에서 한소 자체를 노리는 더 큰 카운터를 시작한다.","솔라텍 계약을 복구하고 손실을 배상받은 뒤 한소 핵심 지분을 싸게 모은다.","마지막 경고 뒤 김필도의 법무법인 정의로 계약파기에 맞고소하고 백문수·박미경의 상속소송이 겹친 틈에 반품 철회와 배상금 150억원 합의를 받아낸다.","백민용은 법무팀장 김동채와 최수혁의 만류에도 감정적으로 재판을 고집하고 경영권 불신임 위험 때문에 결국 물러난다.","강혁은 한소가 약해져 주가가 떨어진 지금 요세프에게 전자·생명·건설 지분 집중 매입을 명령해 사업 분쟁을 지배권 공격으로 전환한다.","배상금이 입금되고 김필도 등에게 성공보수를 지급하며 강혁은 사할린 해상유전 상업생산 현장으로 이동한다.","사업/금융","솔라텍을 괴롭힌 잽은 150억원과 골드원 적대 지분이라는 한소 심장부의 카운터펀치로 되돌아간다.","사할린에서 스웬슨이 해상 원유 공급계약 조건을 보고한다.","솔라텍 계약 복구·150억원 배상","골드원의 한소 핵심계열사 지분 매집","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"251","251화","","30679","30777","강혁은 사할린 해상광구 원유를 한국·일본 업체에 3년·배럴당 최저 95달러로 공급하기로 했다.","환경·현지 고용을 지킨 자원사업의 성과와 한소 지분 매집의 속도전을 함께 지급한다.","사할린 유전의 상업생산과 러시아 권력 네트워크를 굳히고 골드원이 한소 지분전 우위를 잡는다.","FPSO 개시식에서 야쿠보프·페트로바와 푸틴의 신뢰를 확인하고 연회를 베푸는 동안 뉴욕 요세프 팀이 한소전자·생명·건설을 집중 매수한다.","블랙스톤 등 헤지펀드도 먹잇감을 노리고 핵심 지분을 먼저 10% 이상 잡지 못하면 가격과 주도권을 빼앗긴다.","환경오염을 줄이고 현지인을 고용한 미리내 개발이 정부의 모범 사례가 되어 추가 자원개발 참여를 먼저 제안받는다.","하루 3억달러 매수로 한소 핵심 주식이 바닥에서 10% 이상 급등한다.","자산/위상","강혁의 실물 에너지 제국과 비자금 금융팀이 동시에 성장하며 러시아 신뢰가 한국 재벌 공격의 자금 기반이 된다.","요세프가 다른 펀드보다 먼저 핵심 세 곳의 10%를 잡으라며 매수 강도를 올린다.","사할린 상업생산 개시·러시아 추가사업 신뢰","한소 지분 선점 경쟁","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"252","252화","","30778","30899","정체불명 골드원이 한소전자·생명·건설 지분을 사들이자 백민용과 재무진이 긴급 대응한다.","강혁이 모습을 숨긴 채 16억달러와 각 7% 지분으로 한소 경영권전의 심판자가 된다.","골드원의 영향력을 공시하고 백민용·가족 양측을 압박할 대주주 지위를 확보한다.","요세프가 각 핵심사 7%를 모아 5% 공시에 회사 정상화·부적절 경영진 감시 목적을 밝히고 임시주총을 요구한다.","한소는 골드원이 백문수 편에 붙을 가능성을 두려워하고 백민용은 공개 망신과 지배권 상실 위험에 놓인다.","그린메일이라고 오판한 한소는 골드원의 실제 주인이 강혁이며 단기 차익보다 지배 구조를 노린다는 사실을 전혀 모른다.","백민용은 골드원이 형제 편에 붙는 것만 막으라 지시하고 강혁은 태평양 횡단 전용기에서 요세프의 7% 확보 보고를 받는다.","금융/권력","강혁은 한소와 직접 싸우는 납품업체에서 누구를 총수로 둘지 결정할 수 있는 익명 대주주로 올라선다.","골드원의 감시 목적 공시와 임시주총 요구가 공개돼 백민용이 회의실에서 폭발한다.","핵심 3사 각 7% 지분 확보","임시주총에서 골드원의 정체·표결 방향 공개","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"253","253화","","30900","31045","수영이 카페에서 부모가 강혁을 보고 싶어 한다며 조심스레 집으로 데려간다.","수영 가족의 결혼 요구가 강혁에게 사업이 아닌 삶의 진로 선택을 더는 미룰 수 없게 한다.","수영과 마리아 사이를 정리할 시간을 얻되 수영의 기다림을 배신하지 않는다.","수영 아버지에게 해외 사업을 마무리한 뒤 확실한 답을 주겠다며 조금만 더 시간을 달라고 하고 수영에게 사랑한다고 말한다.","수영은 취직도 접고 기다렸으며 아버지는 딸을 너무 오래 기다리게 하지 말라고 한다. 강혁은 마리아를 품은 채 결혼할 수 없다는 죄책감에 답을 못 낸다.","전장에서 즉단하던 강혁이 가장 가까운 두 여인 앞에서는 결정을 유예하는 자신의 결핍을 가족의 질문으로 직면한다.","요세프가 골드원 대표로 입국하자 한소 재무팀 유덕준이 공항에서 편의를 명분으로 감시를 붙인다.","관계/선택","약혼은 가족행사 단계로 넘어갔지만 강혁의 마음은 두 관계 사이에 정지해 삶의 진로 문제가 사업 전쟁과 병행된다.","한소 직원의 서툰 미행을 확인한 요세프가 그대로 따라오게 둔다.","수영에게 결혼 답변 유예 설명","골드원 대표의 임시주총 공작과 강혁의 관계 선택","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"254","254화","","31046","31161","요세프는 한소의 미행 때문에 강혁과 만나지 않고 골드원의 실소유주를 계속 숨긴다.","한소 양 진영의 조바심을 이용해 골드원의 표값을 극대화한다.","백문수에게 희망을 주고 백민용에게 위기감을 심어 임시주총 판을 흔든다.","스카이라운지에서 백문수의 해임안 지지·이사회 두 자리·고가 지분매입 제안을 들으며 긍정도 거절도 하지 않고 숙고하겠다고 답한다.","백문수는 미리내 반품 사태를 폭로하지만 골드원이 자신보다 4% 열세라 독자 승리가 어렵고 한소는 16억달러 매입비를 되사려면 유보금을 소진해야 한다.","요세프와 백문수의 공개 접촉을 본 백민용은 골드원이 상대편에 붙을까 겁먹어 경제침체에도 차입해 지분을 사라고 명령한다.","한소 재무진은 대주주 지지표를 재확인하지만 백민용의 독선과 자금 무리가 내부 반감을 더 키운다.","협상/금융","요세프는 양쪽 모두에게 필요한 제3자가 되고 백민용은 회사를 지키려다 회사 현금을 태우는 모순에 빠진다.","백민용이 채권이든 은행 차입이든 골드원 지분 매입 자금을 만들라고 호통친다.","백문수와 첫 접촉","임시주총 표결과 골드원 지분 매입 압박","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"255","255화","","31162","31284","백민용은 불황과 신용등급 위험에도 골드원 지분을 사기 위한 차입을 강요한다.","장대비 속 임시주총에서 숨겨 둔 합의서가 백민용의 성과 연설을 무너뜨린다.","요세프가 중립 대주주처럼 등장해 백민용의 독선과 보복성 인사를 공개 쟁점으로 만든다.","요세프는 백문수·박미경과 화기애애하게 인사하고 송동해가 전년 대비 반토막 이익과 미리내 솔라텍 150억원 합의서 사본을 주주들에게 뿌리게 한다.","한소는 직원 박수부대를 심고 백문수·박미경 해임안을 2호로 올렸으며 지분 약속상 표결 승리를 자신한다.","강혁이 요세프를 통해 넘긴 합의서가 백문수 측의 공격 자료로 사용돼 솔라텍 보상금이 백민용의 경영 무능 증거로 되돌아온다.","주주들이 술렁이고 백민용은 합의서를 흘린 범인으로 강혁을 직감한다.","명분/지배권","사적 복수의 비용이 비공개 손실에서 모든 주주가 보는 총수 자질 심판으로 전환된다.","백민용이 단상에서 김동채에게 강혁이 일부러 합의서를 흘린 것 아니냐고 묻는다.","임시주총 개회·합의서 폭로","요세프의 공개 발언과 이사 선임 표결","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"256","256화","","31285","31391","한소 임원은 150억원이 에코시티 완공을 위한 돈이라 해명하지만 주주 반발이 커진다.","골드원의 한 표가 백민용의 보복 인사를 뒤집고 가족 경쟁자를 한소 본사 안에 박는다.","백민용의 해임안을 깨고 백문수·박미경을 이사회에 넣어 지배권 분쟁을 장기화한다.","요세프가 독선 경영을 비판하고 2호 해임안 폐기와 두 경쟁자의 상근이사 선임을 제안해 표결에 부친다.","30% 가까운 연기금이 대선 전 도덕성 논란을 부담스러워해 약속한 백민용 지지 대신 기권한다.","찬성 37%·반대 30%·기권 33%로 예상과 달리 골드원 안이 통과되고 백민용이 폐회도 전에 퇴장한다.","백문수·박미경이 본사 이사로 복귀하고 요세프는 두 사람의 신뢰를 얻은 뒤 강혁에게 지시대로 됐다고 보고한다.","권력/보상","백민용은 형제를 잘라낼 절대총수에서 골드원과 가족 이사가 매 결정을 감시하는 불안정 총수로 추락한다.","회의실로 돌아간 백민용이 임원들을 질책하고 윤석원이 애초 인사안이 무리였다고 맞선다.","골드원 임시주총 승리","백민용의 내부 폭발과 다음 경영권 반격","L14-F 솔라텍 클레임에서 골드원 한소 포위까지","high"
"257","257화","","31392","31518","임시주총 패배 뒤 백민용은 골드원의 캐스팅보트가 살아 있는 한 경영권이 계속 흔들린다는 사실을 깨닫는다.","강혁이 대선 전 연기금 공백이라는 짧은 창 안에 한소 지분을 가장 비싸게 처분하고 새 현장으로 이동한다.","골드원의 투자 차익을 확정할 매각 경쟁을 붙이는 한편 아덴 지부의 긴급 의뢰를 직접 점검한다.","강혁은 요세프에게 양쪽을 만나 더 비싼 쪽에 팔라 하고 요세프는 윤석원에게 원가 16억달러인 지분을 26억달러에 제시한 뒤 백문수도 살 수 있다고 압박한다.","윤석원은 19억달러 이상을 즉답하지 못하고 대선 뒤 연기금이 복귀하면 골드원의 협상력이 사라질 수 있다.","표결 승리를 끝으로 보지 않은 강혁은 공개된 양 진영의 공포를 매각 경쟁으로 바꾸고 곧바로 예멘 아덴으로 날아간다.","요세프가 한소 양측에 가격 경쟁의 불씨를 놓고 강혁은 고동현 지부장에게 새 사고 보고를 명한다.","금융/진로","강혁의 역할이 한소 심판자에서 차익을 결산하는 투자자로 옮겨가고 서사는 국내 경영권전에서 아프리카 현장으로 급전환한다.","아덴항과 대호가드 지부가 등장하며 소말리아 해역 피랍 사건이 열릴 채비를 한다.","임시주총 표결 공작","한소 지분 매각 경쟁·소말리아 긴급 의뢰","L14-G 한소 캐스팅보트 매각과 소말리아 호출","high"
"258","258화","","31519","31656","아덴에서 고동현은 3만 톤급 화물선 씨스타 7호가 보사소 해적에게 피랍됐고 화물에 고농축우라늄이 있다고 보고한다.","22시간 안에 핵물질을 회수해야 하는 의뢰의 함정과 부하 목숨의 값을 확인한다.","일본·미국이 떠넘긴 실패 가능성 높은 작전을 받을지 결정할 수 있도록 적·화물·지원 조건을 파악한다.","선원 내부 배신을 추론하고 일본의 몸값 협상 실패와 미국의 무인기 침몰 계획을 짚은 뒤 성급히 의뢰를 받은 고동현을 꾸짖고 CIA 발크와 직접 담판한다.","미국은 자국군 투입의 정치적 후폭풍을 피하려 대호가드를 총알받이로 쓰려 하며 거절하면 보호 관계를 재검토하겠다고 압박한다.","강혁은 감정적으로 끊지 않고 한 시간의 숙고 시간을 얻고 보사소 항 위성사진·해적 2천~3천 명·분리 수용된 선원을 확인한다.","화물선 경비는 10~20명뿐이지만 문제가 생기면 해적 도시 전체가 몰려올 수 있다는 작전 지형이 제시된다.","의리/압박","강혁은 CIA 보호에 기대는 사업가의 한계와 직원 생명을 책임지는 지휘관의 의무 사이에서 선택을 강요받는다.","일본은 선원보다 핵물질만 되찾아도 된다는 조건을 내세우고 인질 명단 확인이 남는다.","HEU와 미국 공습 데드라인 확인","인질 국적·강혁의 수락 여부","L14-H 씨스타 7호 핵물질 구출 결단","high"
"259","259화","","31657","31788","씨스타 7호 선원들이 화물선과 떨어진 건물에 갇혀 있고 일본은 어려우면 배만 되찾아도 된다고 한다.","버려질 외국인 선원과 한국인 두 명까지 살리기 위해 위험한 의뢰를 주도권 있는 계약으로 바꾼다.","20시간 반 안에 인질과 고농축우라늄을 모두 확보할 30명 구출작전을 준비한다.","한국인 항해사·기관사를 확인한 뒤 보수를 1100만달러에서 선불 5000만달러로 올려 수락하고 한국 출신 정예 두 팀을 꾸려 직접 지휘해 미 강습상륙함 바탄으로 이동한다.","보사소에는 수천 해적이 있고 북한 출신 대원은 민감한 핵물질 때문에 배제되며 미국은 컨테이너 수색 첩보로 공습을 오전 6시까지 당겨 남은 시간을 14시간으로 줄인다.","일본이 요구액을 즉시 송금하고 CIA가 씨호크·LCAC·장비를 제공하자 강혁은 실패해도 부담 없는 용병 취급을 역으로 완전한 작전 지원으로 전환한다.","비가 내리는 밤 20시 강혁과 대원들이 장비를 점검하고 씨호크 세 대 앞에서 인질과 물건을 모두 되찾겠다고 출동한다.","의리/지휘","강혁은 돈과 미국의 협박 때문만이 아니라 한국인과 외국인 선원을 버리지 않기 위해 현장 지휘를 택한다.","데드라인 10시간 전 씨호크가 바탄함에서 보사소로 출격한다.","5000만달러 선불·미군 지원 확보","보사소 야간 침투와 양쪽 목표 동시 구출","L14-H 씨스타 7호 핵물질 구출 결단","high"
"260","260화","","31789","31912","강혁의 씨호크 편대가 비 내리는 보사소 외곽에 내려 인질 건물과 씨스타 7호를 향해 나뉜다.","해적이 고농축우라늄의 정체를 알기 전에 무경보로 경계를 제거하고 두 목표에 동시에 진입한다.","알파팀은 선원을 확보하고 브라보팀은 화물선과 핵물질을 장악한다.","강혁은 대원들에게 살아 돌아오면 두바이에서 술을 사겠다고 결속을 다지고 저격수로 외곽 보초를 제거한 뒤 섬광탄과 소음무기로 숙소를 급습한다.","해적 두목 로체는 알카에다 중간책 아사프 알쿠타지와 컨테이너 하나를 200만달러에 넘기기로 해 다음 날 아침 핵물질이 테러조직으로 빠질 거래를 맺는다.","독자가 아는 핵 거래 시계와 대원들이 모르는 현장 시계가 겹치지만 비와 기습으로 첫 경계선은 소리 없이 무너진다.","알파팀이 2층 건물 내부 해적들을 사살하며 인질 수용 공간으로 깊숙이 들어간다.","행동/시간","협상·금융을 다루던 강혁의 목소리가 현장에서 농담으로 공포를 누르고 직접 방아쇠를 당기는 전투 지휘관으로 돌아온다.","건물 안 총성이 언제 항구 전체와 화물선 경비를 깨울지 모르는 상태에서 소탕이 계속된다.","보사소 침투·외곽 경비 제거","인질 확보와 화물선 동시 장악·알카에다 거래 차단","L14-I 보사소 야간 동시구출전","high"
"261","261화","","31913","32055","알파팀은 인질방의 선원들과 한국인 김철민·박철을 찾지만 폭발음에 깨어난 해적 떼가 건물을 포위한다.","인질과 핵물질을 따로 빼내면서도 현장에 남은 부하와 함께 끝까지 후퇴로를 지킨다.","브라보팀의 LCAC 반출이 끝날 때까지 시선을 끌고 모든 인질을 착륙지점으로 이동시킨다.","길목 C4를 폭파해 추격대를 늦추고 브라보팀은 화물선 크레인으로 HEU 컨테이너만 LCAC에 옮긴 뒤 배를 폭파해 철수한다.","알쿠타지가 거래 물건을 향해 부두로 달려가고 알파팀에는 AK와 RPG로 무장한 해적이 계속 불어난다.","강혁의 통째 화물선 탈환 대신 컨테이너 고속 반출 계획이 성공해 핵물질은 먼저 공해로 빠져나간다.","강혁은 먼저 빠지라는 최광철의 제안을 거절하고 대원들과 사격선을 지키다 미군 코브라의 로켓·20mm 기관포 지원을 받는다.","행동/의리","강혁은 구출 대상과 부하를 뒤에 두지 않는 지휘관으로 행동하고 작전의 핵심 물건은 현장 기지로부터 분리된다.","해적 두목 로체가 직접 추격에 나선 가운데 인질을 태울 치누크 착륙이 임박한다.","인질 발견·HEU 컨테이너 반출","알파팀 육상 탈출·로체의 추격","L14-I 보사소 야간 동시구출전","high"
