arc_id,start_sequence,end_sequence,start_line,end_line,main_characters,main_locations,character_evidence,location_evidence,source_sha256
DCA-N20F,212,215,38261,38905,"김민재, 태우, 김태중, 장경준, 최재석, 천민정, 박태수, 이주영, 머스크, 애플, 구글, 데이비드","부회장실, 회장실, 태우 본사, 국회, 청와대, 태우, 한국, IIT, 미국, 태우통신",김민재<=김민재(2); 태우<=태우(47); 김태중<=할아버지(17); 장경준<=장경준(14); 최재석<=최재석(11); 천민정<=천민정(8); 박태수<=박태수(7); 이주영<=이주영(5); 머스크<=머스크(3); 애플<=애플(2); 구글<=구글(2); 데이비드<=데이비드(1),부회장실<=부회장실(3); 회장실<=회장실(3); 태우 본사<=태우그룹 본사(2); 국회<=국회(2); 청와대<=청와대(1); 태우<=태우(47); 한국<=한국(27); IIT<=IIT(19); 미국<=미국(11); 태우통신<=태우통신(9),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N21,216,221,38906,39888,"김민재, 태우, 김태중, 진동구, 천민정, 최재석, 장남, 진호균, 로만, 진동오, 이상우, 델핀","회장실, 부회장실, 태우 본사, 한전, 한국, 러시아, 태우, 서울, 중국, 일본",김민재<=김민재(9); 태우<=태우(40); 김태중<=할아버지(35); 진동구<=진동구(20); 천민정<=천민정(11); 최재석<=최재석(11); 장남<=장남(11); 진호균<=진호균(10); 로만<=로만(9); 진동오<=진동오(8); 이상우<=이상우(7); 델핀<=델핀(6),회장실<=회장실(6); 부회장실<=부회장실(5); 태우 본사<=태우그룹 본사(1); 한전<=한전(76); 한국<=한국(62); 러시아<=러시아(40); 태우<=태우(40); 서울<=서울(32); 중국<=중국(22); 일본<=일본(15),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N22,222,226,39889,40732,"김민재, 차봉훈, 강 대위, 태우, 차일엽, 김도환, 이석준, 천민정, 기획실장, 최재석, 강인식","강 대위 사무실, 부회장실, 국회, 회장실, 서울, 태우, 검찰, 강인운수, 명동, 한전",김민재<=FIRST_PERSON_EXCEPTION(0); 차봉훈<=차봉훈(51); 강 대위<=강 대위(45); 태우<=태우(32); 차일엽<=차일엽(10); 김도환<=김도환(8); 이석준<=이석준(7); 천민정<=천민정(6); 기획실장<=기획실장(6); 최재석<=최재석(5); 강인식<=강인식(1),강 대위 사무실<=강 대위의 사무실(3); 부회장실<=부회장실(1); 국회<=국회(1); 회장실<=회장실(1); 서울<=서울(32); 태우<=태우(32); 검찰<=검찰(17); 강인운수<=강인운수(13); 명동<=명동(11); 한전<=한전(7),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N23,227,234,40733,42135,"김민재, 태우, 김태중, 장경준, 진동오, 부시, 진동구, 강 대위, 데이비드, 로만, 진호균, 장남","회장실, 강 대위 사무실, 태우 본사, 태우, 한전, 러시아, 미국, 한국, 중국, 명동",김민재<=김민재(7); 태우<=태우(81); 김태중<=할아버지(43); 장경준<=장경준(25); 진동오<=진동오(21); 부시<=부시(15); 진동구<=진동구(14); 강 대위<=강 대위(14); 데이비드<=데이비드(12); 로만<=로만(11); 진호균<=진호균(10); 장남<=장남(6),회장실<=회장실(6); 강 대위 사무실<=강 대위의 사무실(2); 태우 본사<=태우그룹 본사(1); 태우<=태우(81); 한전<=한전(47); 러시아<=러시아(41); 미국<=미국(40); 한국<=한국(35); 중국<=중국(31); 명동<=명동(17),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N24,235,237,42136,42648,"김민재, 태우, 머스크, 김태중, 사장단, 데이비드, 애플, 리사, 김익수, 부시, 천민정, 오바마","태우, 미국, 태우전자, 태우반도체, 러시아, 중국, 애플, 한국, 태우건설, SAVE",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(47); 머스크<=머스크(12); 김태중<=할아버지(9); 사장단<=사장단(9); 데이비드<=데이비드(8); 애플<=애플(7); 리사<=리사(6); 김익수<=김익수(5); 부시<=부시(3); 천민정<=천민정(3); 오바마<=오바마(3),태우<=태우(47); 미국<=미국(11); 태우전자<=태우전자(10); 태우반도체<=태우반도체(8); 러시아<=러시아(8); 중국<=중국(8); 애플<=애플(7); 한국<=한국(7); 태우건설<=태우건설(5); SAVE<=SAVE(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N24B,238,242,42649,43450,"김민재, 태우, 기획실장, 머스크, 데이비드, 리사, 구글, 강 대위, 사장단, 로만","부회장실, 회장실, 강 대위 사무실, 태우, 태우엔터, 한국, 경기, 구글, 미국, 서울",김민재<=김민재(2); 태우<=태우(65); 기획실장<=기획실장(18); 머스크<=머스크(13); 데이비드<=데이비드(5); 리사<=리사(5); 구글<=구글(4); 강 대위<=강 대위(4); 사장단<=사장단(2); 로만<=로만(1),부회장실<=부회장실(5); 회장실<=회장실(5); 강 대위 사무실<=강 대위의 사무실(1); 태우<=태우(65); 태우엔터<=태우엔터(34); 한국<=한국(15); 경기<=경기(7); 구글<=구글(4); 미국<=미국(4); 서울<=서울(4),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N24C,243,246,43451,44097,"김민재, 태우, 강수기, 강 대위, 쩡훙친, 김다정, 기획실장, 로만, 이영한, 사장단, 마크","강 대위 사무실, 태우병원, 태우, SG엔터, 태우엔터, 중국, 한국, 검찰, 명동, 태우전자",김민재<=김민재(1); 태우<=태우(70); 강수기<=강수기(45); 강 대위<=강 대위(20); 쩡훙친<=쩡훙친(13); 김다정<=김다정(8); 기획실장<=기획실장(3); 로만<=로만(2); 이영한<=이영한(1); 사장단<=사장단(1); 마크<=마크(1),강 대위 사무실<=강 대위의 사무실(2); 태우병원<=태우병원(1); 태우<=태우(70); SG엔터<=SG엔터(44); 태우엔터<=태우엔터(34); 중국<=중국(32); 한국<=한국(25); 검찰<=검찰(8); 명동<=명동(5); 태우전자<=태우전자(2),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N25,247,247,44098,44251,"김민재, 강 대위, 머스크, 태우, 데이비드, 스티브, 다이먼","미국, 한국, SAVE, 태우, 태우통신, 유럽, 중국, 동남아, 부산",김민재<=FIRST_PERSON_EXCEPTION(0); 강 대위<=강 대위(7); 머스크<=머스크(3); 태우<=태우(3); 데이비드<=데이비드(2); 스티브<=스티브(2); 다이먼<=다이먼(1),미국<=미국(11); 한국<=한국(10); SAVE<=SAVE(3); 태우<=태우(3); 태우통신<=태우통신(1); 유럽<=유럽(1); 중국<=중국(1); 동남아<=동남아(1); 부산<=부산(1),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N25B,248,252,44252,45072,"김민재, 태우, 최재석, 천민정, 데이비드, 강 대위, 머스크, 강수기, 로만, 기획실장, 한정훈, 사장단","국회, 경제연구소, 강 대위 사무실, 태우, 경기, 미국, 한국, 서울, 부산, 태우증권",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(48); 최재석<=최재석(41); 천민정<=천민정(14); 데이비드<=데이비드(10); 강 대위<=강 대위(5); 머스크<=머스크(5); 강수기<=강수기(4); 로만<=로만(3); 기획실장<=기획실장(3); 한정훈<=한 부회장(1); 사장단<=사장단(1),국회<=국회(2); 경제연구소<=경제연구소(1); 강 대위 사무실<=강 대위의 사무실(1); 태우<=태우(48); 경기<=경기(47); 미국<=미국(16); 한국<=한국(10); 서울<=서울(6); 부산<=부산(6); 태우증권<=태우증권(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N25C,253,269,45073,47922,"김민재, 태우, 김태중, 다이먼, 애플, 부시, 스티브, 데이비드, 샌디 웨일, 기획실장, 천민정, 로만","백악관, 회장실, 부회장실, 강 대위 사무실, 태우 본사, 미국, 태우, SAVE, 월가, AIZ",김민재<=김민재(4); 태우<=태우(135); 김태중<=할아버지(55); 다이먼<=다이먼(47); 애플<=애플(36); 부시<=부시(19); 스티브<=스티브(18); 데이비드<=데이비드(16); 샌디 웨일<=샌디 웨일(16); 기획실장<=기획실장(15); 천민정<=천민정(12); 로만<=로만(11),백악관<=백악관(17); 회장실<=회장실(9); 부회장실<=부회장실(7); 강 대위 사무실<=강 대위의 사무실(4); 태우 본사<=태우그룹 본사(1); 미국<=미국(208); 태우<=태우(135); SAVE<=SAVE(89); 월가<=월가(85); AIZ<=AIZ(70),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N27,270,275,47923,48978,"김민재, 태우, 김태중, 강 대위, 기획실장, 한정훈, 데이비드, 사장단, 천민정, 대통령실장, 애플, 유성민","회장실, 청와대, 부회장실, 강 대위 사무실, 태우 본사, 백악관, 태우, 미국, 한국, 월가",김민재<=김민재(10); 태우<=태우(61); 김태중<=할아버지(38); 강 대위<=강 대위(20); 기획실장<=기획실장(12); 한정훈<=한 사장(11); 데이비드<=데이비드(11); 사장단<=사장단(9); 천민정<=천민정(7); 대통령실장<=대통령실장(5); 애플<=애플(3); 유성민<=유성민(3),회장실<=회장실(24); 청와대<=청와대(18); 부회장실<=부회장실(6); 강 대위 사무실<=강 대위의 사무실(3); 태우 본사<=태우그룹 본사(2); 백악관<=백악관(1); 태우<=태우(61); 미국<=미국(55); 한국<=한국(45); 월가<=월가(22),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N27B,276,286,48979,50766,"김민재, 태우, 한정훈, 워렌 버핏, 워렌, 데이비드, 다이먼, 정태섭, 김태중, 대통령실장, 최재석, 오바마","청와대, 회장실, 백악관, 국회, 태우 본사, 강 대위 사무실, 한국, 태우, 미국, 태우증권",김민재<=김민재(3); 태우<=태우(97); 한정훈<=한 사장(48); 워렌 버핏<=워렌 버핏(47); 워렌<=워렌(47); 데이비드<=데이비드(28); 다이먼<=다이먼(21); 정태섭<=정태섭(17); 김태중<=김 회장(16); 대통령실장<=대통령실장(14); 최재석<=최재석(13); 오바마<=오바마(13),청와대<=청와대(25); 회장실<=회장실(7); 백악관<=백악관(4); 국회<=국회(2); 태우 본사<=태우그룹 본사(1); 강 대위 사무실<=강 대위의 사무실(1); 한국<=한국(112); 태우<=태우(97); 미국<=미국(77); 태우증권<=태우증권(22),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N28,287,296,50767,52474,"김민재, 태우, 현진해운, 한정훈, 데이비드, 김정우, 오바마, 강 대위, 오희건, 티모시, 다이먼, 천민정","백악관, 회장실, 강 대위 사무실, 김포공항, 국회, 미국, 태우, 한국, 센트리언, 유럽",김민재<=김민재(7); 태우<=태우(112); 현진해운<=현진해운(45); 한정훈<=한 사장(41); 데이비드<=데이비드(34); 김정우<=김정우(20); 오바마<=오바마(18); 강 대위<=강 대위(17); 오희건<=오희건(14); 티모시<=티모시(13); 다이먼<=다이먼(12); 천민정<=천민정(10),백악관<=백악관(20); 회장실<=회장실(4); 강 대위 사무실<=강 대위의 사무실(3); 김포공항<=김포공항(2); 국회<=국회(1); 미국<=미국(130); 태우<=태우(112); 한국<=한국(49); 센트리언<=센트리언(8); 유럽<=유럽(7),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N28B,297,301,52475,53287,"김민재, 태우, 김태중, 데이비드, 애플, 천민정, 강 대위, 한정훈, 제프리, 기획실장, 봉 감독, 머스크","태우 본사, 국회, 강 대위 사무실, 회장실, 태우, 한국, 미국, 애플, 유럽, 태우IT",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(70); 김태중<=할아버지(16); 데이비드<=데이비드(12); 애플<=애플(12); 천민정<=천민정(10); 강 대위<=강 대위(8); 한정훈<=한 사장(7); 제프리<=제프리(6); 기획실장<=기획실장(6); 봉 감독<=봉 감독(5); 머스크<=머스크(5),태우 본사<=태우그룹 본사(5); 국회<=국회(1); 강 대위 사무실<=강 대위의 사무실(1); 회장실<=회장실(1); 태우<=태우(70); 한국<=한국(48); 미국<=미국(28); 애플<=애플(12); 유럽<=유럽(11); 태우IT<=태우IT(9),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N29,302,316,53288,55812,"김민재, 태우, 애플, 스티브, 김태중, 기획실장, 강 대위, 한정훈, 천민정, 유 회장, 살만, 빈 살만","국회, 청와대, 강 대위 사무실, 회장실, GM 공장, 태우 본사, 백악관, 태우, 애플, 미국",김민재<=김민재(6); 태우<=태우(192); 애플<=애플(87); 스티브<=스티브(37); 김태중<=김 회장(24); 기획실장<=기획실장(20); 강 대위<=강 대위(19); 한정훈<=한 사장(16); 천민정<=천민정(16); 유 회장<=유 회장(14); 살만<=살만(12); 빈 살만<=빈 살만(12),국회<=국회(17); 청와대<=청와대(11); 강 대위 사무실<=강 대위의 사무실(7); 회장실<=회장실(5); GM 공장<=GM 공장(4); 태우 본사<=태우그룹 본사(3); 백악관<=백악관(3); 태우<=태우(192); 애플<=애플(87); 미국<=미국(73),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N30,317,326,55813,57487,"김민재, 태우, 애플, 한정훈, 머스크, 다이먼, 강 대위, 데이비드, 기획실장, 김태중, 살만, 천민정","회장실, 태우 본사, 강 대위 사무실, 태우, 사우디, 애플, 중국, 미국, 월가, 한국",김민재<=김민재(4); 태우<=태우(123); 애플<=애플(86); 한정훈<=한 사장(30); 머스크<=머스크(18); 다이먼<=다이먼(13); 강 대위<=강 대위(13); 데이비드<=데이비드(10); 기획실장<=기획실장(10); 김태중<=김 회장(8); 살만<=살만(7); 천민정<=천민정(7),회장실<=회장실(12); 태우 본사<=태우그룹 본사(3); 강 대위 사무실<=강 대위의 사무실(2); 태우<=태우(123); 사우디<=사우디(102); 애플<=애플(86); 중국<=중국(51); 미국<=미국(41); 월가<=월가(40); 한국<=한국(39),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N31,327,333,57488,58665,"김민재, 태우, 현진해운, 한정훈, 최재석, 강 대위, 후쿠다, 조지, 김태중, 천민정, 조영수, 로만","국회, 태우 본사, 강 대위 사무실, 회장실, 태우, 일본, 유럽, 서울, 경기, 한국",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(108); 현진해운<=현진해운(37); 한정훈<=한 사장(33); 최재석<=최재석(20); 강 대위<=강 대위(17); 후쿠다<=후쿠다(13); 조지<=조지(11); 김태중<=김 회장(10); 천민정<=천민정(7); 조영수<=조영수(6); 로만<=로만(5),국회<=국회(2); 태우 본사<=태우그룹 본사(1); 강 대위 사무실<=강 대위의 사무실(1); 회장실<=회장실(1); 태우<=태우(108); 일본<=일본(48); 유럽<=유럽(26); 서울<=서울(23); 경기<=경기(22); 한국<=한국(22),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N31B,334,337,58666,59333,"김민재, 태우, 최재석, 한정훈, 기획실장, 현진해운, 강 대위, 김태중, 로만, 천민정","회장실, 청와대, 국회, 백악관, 일본, 태우, 한국, 유럽, 미국, 퀀텀펀드",김민재<=김민재(1); 태우<=태우(64); 최재석<=최재석(38); 한정훈<=한 사장(19); 기획실장<=기획실장(10); 현진해운<=현진해운(7); 강 대위<=강 대위(4); 김태중<=김 회장(3); 로만<=로만(2); 천민정<=천민정(1),회장실<=회장실(4); 청와대<=청와대(3); 국회<=국회(1); 백악관<=백악관(1); 일본<=일본(110); 태우<=태우(64); 한국<=한국(22); 유럽<=유럽(14); 미국<=미국(8); 퀀텀펀드<=퀀텀펀드(8),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N31C,338,341,59334,59973,"김민재, 천민정, 태우, 강 대위, 기획실장, 다이먼, 강일파, 최재석, 한정훈, 조지, 로만","국회, 강 대위 사무실, 청와대, 회장실, 서울, 유럽, 태우, 일본, 한국, 중국",김민재<=FIRST_PERSON_EXCEPTION(0); 천민정<=천민정(19); 태우<=태우(18); 강 대위<=강 대위(16); 기획실장<=기획실장(14); 다이먼<=다이먼(13); 강일파<=강일파(10); 최재석<=최재석(8); 한정훈<=한 사장(6); 조지<=조지(1); 로만<=로만(1),국회<=국회(6); 강 대위 사무실<=강 대위의 사무실(3); 청와대<=청와대(1); 회장실<=회장실(1); 서울<=서울(40); 유럽<=유럽(26); 태우<=태우(18); 일본<=일본(10); 한국<=한국(10); 중국<=중국(9),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N32,342,344,59974,60493,"김민재, 태우, 한정훈, 데이비드, 마크, 서정준, 최재석, 트럼프, 조지, 오바마, 김태중, 애플","국회, 강 대위 사무실, 백악관, 유럽, 태우, 미국, 센트리언, 한국, 퀀텀펀드, 서울",김민재<=김민재(2); 태우<=태우(23); 한정훈<=한 사장(19); 데이비드<=데이비드(14); 마크<=마크(10); 서정준<=서정준(8); 최재석<=최재석(7); 트럼프<=트럼프(5); 조지<=조지(3); 오바마<=오바마(3); 김태중<=할아버지(2); 애플<=애플(2),국회<=국회(1); 강 대위 사무실<=강 대위의 사무실(1); 백악관<=백악관(1); 유럽<=유럽(27); 태우<=태우(23); 미국<=미국(21); 센트리언<=센트리언(11); 한국<=한국(10); 퀀텀펀드<=퀀텀펀드(6); 서울<=서울(5),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N32B,345,351,60494,61665,"김민재, 태우, 한정훈, 오스틴, 베릴, 부시, 데이비드, 박민용, 트럼프, 김태중, 천민정, 서정준","청와대, 태우 본사, 국회, 회장실, 태우, 미국, 태우건설, 한국, 월가, 유럽",김민재<=김민재(6); 태우<=태우(86); 한정훈<=한 사장(33); 오스틴<=오스틴(30); 베릴<=베릴(20); 부시<=부시(19); 데이비드<=데이비드(17); 박민용<=박민용(13); 트럼프<=트럼프(11); 김태중<=할아버지(8); 천민정<=천민정(5); 서정준<=서정준(5),청와대<=청와대(2); 태우 본사<=태우그룹 본사(1); 국회<=국회(1); 회장실<=회장실(1); 태우<=태우(86); 미국<=미국(52); 태우건설<=태우건설(16); 한국<=한국(14); 월가<=월가(13); 유럽<=유럽(12),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N32C,352,356,61666,62511,"김민재, 태우, 조지, 다이먼, 한정훈, 김태중, 천민정, 마크, 서정준, 최재석, 데이비드, 로만","금융타워, 태우 본사, 태우 금융타워, 청와대, 태우, 유럽, 한국, 센트리언, 미국, 퀀텀펀드",김민재<=김민재(2); 태우<=태우(41); 조지<=조지(15); 다이먼<=다이먼(11); 한정훈<=한 사장(10); 김태중<=할아버지(8); 천민정<=천민정(8); 마크<=마크(6); 서정준<=서정준(6); 최재석<=최재석(5); 데이비드<=데이비드(4); 로만<=로만(3),금융타워<=금융타워(5); 태우 본사<=태우그룹 본사(1); 태우 금융타워<=태우 금융타워(1); 청와대<=청와대(1); 태우<=태우(41); 유럽<=유럽(35); 한국<=한국(28); 센트리언<=센트리언(22); 미국<=미국(16); 퀀텀펀드<=퀀텀펀드(12),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N33,357,368,62512,64601,"김민재, 태우, 최재석, 김태중, 오바마, 베릴, 손정우, 조지, 한정훈, 트럼프, 현진해운, 천민정","백악관, 국회, 청와대, 강 대위 사무실, GM 공장, 금융타워, 미국, 태우, 한국, 중국",김민재<=김민재(2); 태우<=태우(102); 최재석<=최재석(49); 김태중<=할아버지(34); 오바마<=오바마(29); 베릴<=베릴(26); 손정우<=손정우(22); 조지<=조지(21); 한정훈<=한 사장(17); 트럼프<=트럼프(16); 현진해운<=현진해운(16); 천민정<=천민정(15),백악관<=백악관(17); 국회<=국회(9); 청와대<=청와대(7); 강 대위 사무실<=강 대위의 사무실(2); GM 공장<=GM 공장(1); 금융타워<=금융타워(1); 미국<=미국(116); 태우<=태우(102); 한국<=한국(72); 중국<=중국(50),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N33B,369,373,64602,65470,"김민재, 태우, 진동구, 사장단, 진동오, 진호균, 한정훈, 리사, 데이비드, 김태중, 조지, 강 대위","금융타워, 백악관, 경제연구소, 태우, 미국, 태우반도체, 중국, 한국, 러시아, 태우증권",김민재<=김민재(5); 태우<=태우(64); 진동구<=진동구(28); 사장단<=사장단(19); 진동오<=진동오(18); 진호균<=진호균(16); 한정훈<=한 사장(14); 리사<=리사(11); 데이비드<=데이비드(8); 김태중<=김 회장(7); 조지<=조지(7); 강 대위<=강 대위(6),금융타워<=금융타워(12); 백악관<=백악관(7); 경제연구소<=경제연구소(1); 태우<=태우(64); 미국<=미국(39); 태우반도체<=태우반도체(23); 중국<=중국(23); 한국<=한국(20); 러시아<=러시아(13); 태우증권<=태우증권(11),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N33C,374,377,65471,66170,"김민재, 태우, 쩡훙친, 로만, 김태중, 데이비드, 리강, 한정훈, 애플, 오바마, EU, 사장단","금융타워, 백악관, 러시아, 태우, 중국, 한국, 미국, 태우전자, 유럽, 일본",김민재<=김민재(1); 태우<=태우(77); 쩡훙친<=쩡훙친(11); 로만<=로만(11); 김태중<=김 회장(9); 데이비드<=데이비드(7); 리강<=리강(7); 한정훈<=한 사장(6); 애플<=애플(5); 오바마<=오바마(5); EU<=EU(3); 사장단<=사장단(2),금융타워<=금융타워(28); 백악관<=백악관(4); 러시아<=러시아(123); 태우<=태우(77); 중국<=중국(54); 한국<=한국(26); 미국<=미국(18); 태우전자<=태우전자(13); 유럽<=유럽(9); 일본<=일본(8),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N33D,378,380,66171,66742,"김민재, 살만, 태우, 빈 살만, 한정훈, 강 대위, 데이비드, 김태중, 조지, 다이먼, 부시, 천민정","금융타워, 강 대위 사무실, 사우디, 태우, 술집, 한국, 미국, 퀀텀펀드, 사우디 왕실, 명동",김민재<=FIRST_PERSON_EXCEPTION(0); 살만<=살만(57); 태우<=태우(27); 빈 살만<=빈 살만(21); 한정훈<=한 사장(12); 강 대위<=강 대위(10); 데이비드<=데이비드(3); 김태중<=할아버지(2); 조지<=조지(2); 다이먼<=다이먼(2); 부시<=부시(2); 천민정<=천민정(1),금융타워<=금융타워(9); 강 대위 사무실<=강 대위의 사무실(3); 사우디<=사우디(70); 태우<=태우(27); 술집<=술집(6); 한국<=한국(5); 미국<=미국(4); 퀀텀펀드<=퀀텀펀드(3); 사우디 왕실<=사우디 왕실(2); 명동<=명동(2),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N34,381,396,66743,69537,"김민재, 태우, 한정훈, 데이비드, 워렌, 김태중, 다이먼, 워렌 버핏, 살만, 리강, 빈 살만, 기획실장","백악관, 금융타워, 강 대위 사무실, 국회, 청와대, 회장실, 태우, 미국, 한국, 가이아나",김민재<=김민재(5); 태우<=태우(210); 한정훈<=한 사장(45); 데이비드<=데이비드(26); 워렌<=워렌(26); 김태중<=김 회장(22); 다이먼<=다이먼(22); 워렌 버핏<=워렌 버핏(20); 살만<=살만(18); 리강<=리강(16); 빈 살만<=빈 살만(14); 기획실장<=기획실장(11),백악관<=백악관(20); 금융타워<=금융타워(19); 강 대위 사무실<=강 대위의 사무실(2); 국회<=국회(1); 청와대<=청와대(1); 회장실<=회장실(1); 태우<=태우(210); 미국<=미국(173); 한국<=한국(59); 가이아나<=가이아나(41),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N34B,397,399,69538,70053,"김민재, 태우, 한정훈, 박만덕, 최재석, 기획실장, 청와대 수석, 현진해운, 김태중, 천민정, 로만, 강 대위","청와대, 금융타워, 태우, 중국, 월가, 태우증권, 한국, 태우건설, 동남아, 삼진전자",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(50); 한정훈<=한 사장(32); 박만덕<=박만덕(20); 최재석<=최재석(2); 기획실장<=기획실장(2); 청와대 수석<=청와대 수석(2); 현진해운<=현진해운(2); 김태중<=할아버지(1); 천민정<=천민정(1); 로만<=로만(1); 강 대위<=강 대위(1),청와대<=청와대(13); 금융타워<=금융타워(12); 태우<=태우(50); 중국<=중국(40); 월가<=월가(14); 태우증권<=태우증권(10); 한국<=한국(10); 태우건설<=태우건설(7); 동남아<=동남아(6); 삼진전자<=삼진전자(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N34C,400,401,70054,70406,"김민재, 태우, 에릭센, 마크, 데이비드, 한정훈, 로보 노디스크 이사회, 김태중, 현진해운","백악관, 금융타워, 태우, 중국, 센트리언, 태우증권, 한국, 월가, 삼진전자, 퀀텀펀드",김민재<=김민재(1); 태우<=태우(26); 에릭센<=에릭센(15); 마크<=마크(14); 데이비드<=데이비드(10); 한정훈<=한 부회장(6); 로보 노디스크 이사회<=로보 노디스크 이사회(2); 김태중<=김 회장(1); 현진해운<=현진해운(1),백악관<=백악관(1); 금융타워<=금융타워(1); 태우<=태우(26); 중국<=중국(20); 센트리언<=센트리언(10); 태우증권<=태우증권(4); 한국<=한국(3); 월가<=월가(1); 삼진전자<=삼진전자(1); 퀀텀펀드<=퀀텀펀드(1),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N35,402,410,70407,71965,"김민재, 태우, 한정훈, 제리 왕, 김태중, 기획실장, 오용재, 데이비드, 김장우, 리강, 조지, 오희건","금융타워, 청와대, 태우병원, 회장실, 강 대위 사무실, 태우, 중국, 센트리언, 한국, 미국",김민재<=김민재(3); 태우<=태우(93); 한정훈<=한 부회장(31); 제리 왕<=제리 왕(26); 김태중<=김 회장(20); 기획실장<=기획실장(17); 오용재<=오용재(17); 데이비드<=데이비드(16); 김장우<=김장우(16); 리강<=리강(13); 조지<=조지(10); 오희건<=오희건(10),금융타워<=금융타워(25); 청와대<=청와대(13); 태우병원<=태우병원(13); 회장실<=회장실(5); 강 대위 사무실<=강 대위의 사무실(1); 태우<=태우(93); 중국<=중국(65); 센트리언<=센트리언(62); 한국<=한국(43); 미국<=미국(26),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N36,411,414,71966,72663,"김민재, 태우, 최재석, 살만, 빈 살만, 강 대위, 트럼프, 한정훈, 김태중, 데이비드, 오용재, 천민정","국회, 금융타워, 강 대위 사무실, 군산 조선소, 태우, 한국, 사우디, 새만금, 서울, 중국",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(33); 최재석<=최재석(24); 살만<=살만(16); 빈 살만<=빈 살만(16); 강 대위<=강 대위(13); 트럼프<=트럼프(12); 한정훈<=한 부회장(10); 김태중<=김 회장(6); 데이비드<=데이비드(2); 오용재<=오용재(2); 천민정<=천민정(1),국회<=국회(4); 금융타워<=금융타워(4); 강 대위 사무실<=강 대위의 사무실(2); 군산 조선소<=군산 조선소(35); 태우<=태우(33); 한국<=한국(29); 사우디<=사우디(17); 새만금<=새만금(17); 서울<=서울(14); 중국<=중국(14),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
